,book_male,book_female,tuple,average_male,average_female,female-male
0,-0.17885715,-0.33475113,"('unsociable', 'sociable')",-0.1788571,-0.3347511,-0.155894
1,0.990364,0.9000826,"('unfriendly', 'friendly')",0.990364,0.9000826,-0.0902814
2,0.5699637,0.71733445,"('unlikable', 'likable')",0.5699637,0.7173344,0.1473707
3,0.52207434,0.5790845,"('repellent', 'pleasant')",0.5220743,0.5790845,0.0570102
4,-6.9348097,-6.7956977,"('disliked', 'liked')",-6.9348097,-6.7956977,0.139112
5,-0.30022332,-0.16871122,"('distant', 'outgoing')",-0.3002233,-0.1687112,0.1315121
6,-0.11407976,0.054867737,"('distant', 'open')",-0.1140798,0.0548677,0.1689475
7,0.45784304,0.4962704,"('insensitive', 'sensitive')",0.457843,0.4962704,0.0384274
8,0.8247637,0.83406776,"('unaffectionate', 'affectionate')",0.8247637,0.8340678,0.0093041
9,1.716803,1.7850454,"('unaffectionate', 'caring')",1.716803,1.7850454,0.0682424
10,1.0149617,1.0484306,"('unsympathetic', 'sympathetic')",1.0149617,1.0484306,0.0334689
11,2.3010144,2.3161354,"('unhelpful', 'helpful')",2.3010144,2.3161354,0.015121
12,-1.2807752,-1.2741574,"('unsupportive', 'supportive')",-1.2807752,-1.2741574,0.0066178
13,0.013553515,-0.15051287,"('impolite', 'polite')",0.0135535,-0.1505129,-0.1640664
14,0.24129222,0.111180834,"('antisocial', 'social')",0.2412922,0.1111808,-0.1301114
15,0.2714426,0.26439327,"('boring', 'funny')",0.2714426,0.2643933,-0.0070493
16,0.036994636,0.09309794,"('unpopular', 'popular')",0.0369946,0.0930979,0.0561033
17,0.2844837,0.34020957,"('nasty', 'nice')",0.2844837,0.3402096,0.0557259
18,-0.8296516,-0.8705708,"('disagreeable', 'welcoming')",-0.8296516,-0.8705708,-0.0409192
19,-0.39494652,-0.18224777,"('inhospitable', 'hospitable')",-0.3949465,-0.1822478,0.2126987
20,0.52415884,0.35384846,"('rough', 'thoughtful')",0.5241588,0.3538485,-0.1703103
21,0.17657295,0.31897655,"('immoral', 'moral')",0.1765729,0.3189766,0.1424037
22,-0.53579885,-0.5549534,"('untrustworthy', 'trustworthy')",-0.5357988,-0.5549534,-0.0191546
23,6.220907,6.1071944,"('insincere', 'sincere')",6.2209072,6.1071944,-0.1137128
24,1.6021843,1.5591228,"('dishonest', 'honest')",1.6021843,1.5591228,-0.0430615
25,0.4163496,0.3459165,"('egoistic', 'altruistic')",0.4163496,0.3459165,-0.0704331
26,0.32321468,0.14112927,"('hardhearted', 'benevolent')",0.3232147,0.1411293,-0.1820854
27,1.328459,1.1202706,"('hardhearted', 'softhearted')",1.328459,1.1202706,-0.2081884
28,1.0265422,0.9948093,"('disloyal', 'loyal')",1.0265422,0.9948093,-0.0317329
29,-0.12880258,-0.2487082,"('unfair', 'fair')",-0.1288026,-0.2487082,-0.1199056
30,0.5303175,0.5937169,"('intolerant', 'tolerant')",0.5303175,0.5937169,0.0633994
31,-1.2947613,-1.2237693,"('evil', 'good')",-1.2947613,-1.2237693,0.070992
32,1.3552806,1.288293,"('unkind', 'kind')",1.3552806,1.288293,-0.0669876
33,-0.1412689,-0.10196845,"('wrong', 'right')",-0.1412689,-0.1019685,0.0393004
34,4.5202723,4.6312695,"('mean', 'honorable')",4.5202723,4.6312695,0.1109972
35,-1.0525907,-1.0927937,"('corrupt', 'incorrupt')",-1.0525907,-1.0927937,-0.040203
36,-0.8123242,-0.82211107,"('hostile', 'amicable')",-0.8123242,-0.8221111,-0.0097869
37,0.4865073,0.53153545,"('fake', 'genuine')",0.4865073,0.5315354,0.0450281
38,0.27570367,0.3132065,"('untruthful', 'truthful')",0.2757037,0.3132065,0.0375028
39,0.11102992,0.055998906,"('exploitative', 'cooperative')",0.1110299,0.0559989,-0.055031
40,-2.1574008,-2.3327017,"('stingy', 'generous')",-2.1574008,-2.3327017,-0.1753009
41,0.2882466,0.29195616,"('unforgiving', 'forgiving')",0.2882466,0.2919562,0.0037096
42,-2.0804741,-1.9893396,"('unreliable', 'reliable')",-2.0804741,-1.9893396,0.0911345
43,1.1575891,1.1539463,"('irresponsible', 'responsible')",1.1575891,1.1539463,-0.0036428
44,-1.2490411,-1.300846,"('prejudiced', 'unprejudiced')",-1.2490411,-1.300846,-0.0518049
45,0.48910427,0.4634085,"('incompetent', 'competent')",0.4891043,0.4634085,-0.0256958
46,-0.8685223,-0.9221712,"('uncompetitive', 'competitive')",-0.8685223,-0.9221712,-0.0536489
47,5.391904,5.439054,"('stupid', 'smart')",5.3919039,5.439054,0.0471501
48,0.35920477,0.26305464,"('unintelligent', 'intelligent')",0.3592048,0.2630546,-0.0961502
49,0.20398827,0.39688033,"('unable', 'able')",0.2039883,0.3968803,0.192892
50,-0.3685057,-0.39748803,"('clumsy', 'skillful')",-0.3685057,-0.397488,-0.0289823
51,0.28836903,0.34345007,"('uneducated', 'educated')",0.288369,0.3434501,0.0550811
52,-0.12463139,-0.18828289,"('irrational', 'rational')",-0.1246314,-0.1882829,-0.0636515
53,0.12522925,0.12501514,"('uncreative', 'creative')",0.1252293,0.1250151,-0.0002142
54,1.0431886,1.2977855,"('incapable', 'capable')",1.0431886,1.2977855,0.2545969
55,0.46621916,0.47007152,"('incompetent', 'clever')",0.4662192,0.4700715,0.0038523
56,1.079742,1.105814,"('impractical', 'practical')",1.079742,1.105814,0.026072
57,-2.6184256,-2.539144,"('unimaginative', 'imaginative')",-2.6184256,-2.539144,0.0792816
58,0.010358091,-0.0029668882,"('undiscriminating', 'discriminating')",0.0103581,-0.0029669,-0.013325
59,0.4840828,0.58201706,"('foolish', 'wise')",0.4840828,0.5820171,0.0979343
60,0.98946464,0.926103,"('inefficient', 'efficient')",0.9894646,0.926103,-0.0633616
61,0.3050443,0.096689254,"('illogical', 'logical')",0.3050443,0.0966893,-0.208355
62,1.2420896,1.3059227,"('incompetent', 'brilliant')",1.2420896,1.3059227,0.0638331
63,0.48885772,0.48247093,"('unperceptive', 'insightful')",0.4888577,0.4824709,-0.0063868
64,-5.6461773,-5.533302,"('shy', 'confident')",-5.6461773,-5.5333018,0.1128755
65,0.36907637,0.2342692,"('insecure', 'secure')",0.3690764,0.2342692,-0.1348072
66,-0.12663779,-0.17749837,"('inactive', 'active')",-0.1266378,-0.1774984,-0.0508606
67,0.23274845,0.2735944,"('doubtful', 'determined')",0.2327484,0.2735944,0.040846
68,-0.64873844,-0.59690845,"('dependent', 'independent')",-0.6487384,-0.5969085,0.0518299
69,-1.4813521,-1.4294744,"('lazy', 'industrious')",-1.4813521,-1.4294744,0.0518777
70,0.7976995,0.8042563,"('lethargic', 'energetic')",0.7976995,0.8042563,0.0065568
71,0.56924576,0.5748761,"('diffident', 'self-confident')",0.5692458,0.5748761,0.0056303
72,0.5419218,0.541112,"('unambitious', 'ambitious')",0.5419218,0.541112,-0.0008098
73,-2.7328427,-2.61305,"('helpless', 'self-reliant')",-2.7328427,-2.61305,0.1197927
74,-0.31284738,-0.3281066,"('undedicated', 'dedicated')",-0.3128474,-0.3281066,-0.0152592
75,-0.8314085,-0.6149147,"('meek', 'impulsive')",-0.8314085,-0.6149147,0.2164938
76,0.10528642,0.025633145,"('anxious', 'daring')",0.1052864,0.0256331,-0.0796533
77,-0.89782333,-0.80134404,"('unmotivated', 'motivated')",-0.8978233,-0.801344,0.0964793
78,-0.896543,-0.998821,"('nonresilient', 'resilient')",-0.896543,-0.998821,-0.102278
79,-0.2698301,-0.10181918,"('wavering', 'unwavering')",-0.2698301,-0.1018192,0.1680109
80,-0.24288613,-0.40610087,"('dominated', 'dominating')",-0.2428861,-0.4061009,-0.1632148
81,-0.02227816,-0.0056423694,"('submissive', 'aggressive')",-0.0222782,-0.0056424,0.0166358
82,6.2764163,6.434547,"('poor', 'rich')",6.2764163,6.4345469,0.1581306
83,-0.31437004,-0.30589026,"('powerless', 'powerful')",-0.31437,-0.3058903,0.0084797
84,0.011332776,0.012352724,"('inferior', 'superior')",0.0113328,0.0123527,0.0010199
85,-0.7548134,-0.7392673,"('insignificant', 'prestigious')",-0.7548134,-0.7392673,0.0155461
86,0.21825288,0.26778,"('uninfluential', 'influential')",0.2182529,0.26778,0.0495271
87,0.08255953,0.21751422,"('unsuccessful', 'successful')",0.0825595,0.2175142,0.1349547
88,0.000313967,0.07394964,"('low', 'eminent')",0.000314,0.0739496,0.0736356
