,twine_male,twine_female,tuple,average_male,average_female,female-male
0,0.40552825,0.13813089,"('unsociable', 'sociable')",0.4055282,0.1381309,-0.2673973
1,-0.56989676,-0.70256,"('unfriendly', 'friendly')",-0.5698968,-0.70256,-0.1326632
2,0.14547288,0.19406658,"('unlikable', 'likable')",0.1454729,0.1940666,0.0485937
3,-0.7487033,-0.5837277,"('repellent', 'pleasant')",-0.7487033,-0.5837277,0.1649756
4,-2.9034443,-2.8689587,"('disliked', 'liked')",-2.9034443,-2.8689587,0.0344856
5,-0.96814066,-0.86828506,"('distant', 'outgoing')",-0.9681407,-0.8682851,0.0998556
6,-1.2310975,-1.134036,"('distant', 'open')",-1.2310975,-1.1340359,0.0970616
7,-0.17976016,-0.11612845,"('insensitive', 'sensitive')",-0.1797602,-0.1161285,0.0636317
8,-0.17972101,-0.26339102,"('unaffectionate', 'affectionate')",-0.179721,-0.263391,-0.08367
9,-0.17978182,-0.2612086,"('unaffectionate', 'caring')",-0.1797818,-0.2612086,-0.0814268
10,-0.08179079,-0.31440157,"('unsympathetic', 'sympathetic')",-0.0817908,-0.3144016,-0.2326108
11,0.9411307,0.90971684,"('unhelpful', 'helpful')",0.9411307,0.9097168,-0.0314139
12,-0.8603952,-0.8844458,"('unsupportive', 'supportive')",-0.8603952,-0.8844458,-0.0240506
13,-0.04546171,-0.21629927,"('impolite', 'polite')",-0.0454617,-0.2162993,-0.1708376
14,0.91020083,0.68245167,"('antisocial', 'social')",0.9102008,0.6824517,-0.2277491
15,0.6926151,0.5810347,"('boring', 'funny')",0.6926151,0.5810347,-0.1115804
16,-0.56802166,-0.43577015,"('unpopular', 'popular')",-0.5680217,-0.4357702,0.1322515
17,-0.4477726,-0.45099705,"('nasty', 'nice')",-0.4477726,-0.4509971,-0.0032245
18,-1.5312968,-1.365981,"('disagreeable', 'welcoming')",-1.5312968,-1.365981,0.1653158
19,-0.92606795,-0.8548637,"('inhospitable', 'hospitable')",-0.9260679,-0.8548637,0.0712042
