,beastie_male,beastie_female,tuple,average_male,average_female,female-male
0,0.35222852,0.35399517,"('unsociable', 'sociable')",0.3522285,0.3539952,0.0017667
1,0.20974475,-0.28374475,"('unfriendly', 'friendly')",0.2097448,-0.2837448,-0.4934896
2,-0.7014612,-0.64943707,"('unlikable', 'likable')",-0.7014612,-0.6494371,0.0520241
3,-1.451157,-1.3794764,"('repellent', 'pleasant')",-1.451157,-1.3794764,0.0716806
4,-2.8953693,-2.9144099,"('disliked', 'liked')",-2.8953693,-2.9144099,-0.0190406
5,1.0651828,0.73803276,"('distant', 'outgoing')",1.0651828,0.7380328,-0.32715
6,0.77197087,0.35778952,"('distant', 'open')",0.7719709,0.3577895,-0.4141814
7,-0.2968559,-0.1850213,"('insensitive', 'sensitive')",-0.2968559,-0.1850213,0.1118346
8,0.24671811,0.0059452206,"('unaffectionate', 'affectionate')",0.2467181,0.0059452,-0.2407729
9,0.89434355,0.7977297,"('unaffectionate', 'caring')",0.8943436,0.7977297,-0.0966139
10,-1.1168529,-0.8556158,"('unsympathetic', 'sympathetic')",-1.1168529,-0.8556158,0.2612371
11,0.4380888,0.7508158,"('unhelpful', 'helpful')",0.4380888,0.7508158,0.312727
12,-0.7530769,-0.69080204,"('unsupportive', 'supportive')",-0.7530769,-0.690802,0.0622749
13,-0.8912469,-0.7201694,"('impolite', 'polite')",-0.8912469,-0.7201694,0.1710775
14,-1.053858,-0.8612551,"('antisocial', 'social')",-1.053858,-0.8612551,0.1926029
15,1.3070705,1.0464801,"('boring', 'funny')",1.3070705,1.0464801,-0.2605904
16,-0.32817376,-0.36565018,"('unpopular', 'popular')",-0.3281738,-0.3656502,-0.0374764
17,-0.70449674,-0.7526475,"('nasty', 'nice')",-0.7044967,-0.7526475,-0.0481508
18,-0.99690276,-1.1784278,"('disagreeable', 'welcoming')",-0.9969028,-1.1784278,-0.181525
19,0.71099126,0.5123316,"('inhospitable', 'hospitable')",0.7109913,0.5123316,-0.1986597
20,-0.5156511,-0.5667585,"('rough', 'thoughtful')",-0.5156511,-0.5667585,-0.0511074
21,-0.08961983,0.06294212,"('immoral', 'moral')",-0.0896198,0.0629421,0.1525619
22,-1.4430552,-1.3406204,"('untrustworthy', 'trustworthy')",-1.4430552,-1.3406204,0.1024348
23,2.1799023,1.9954009,"('insincere', 'sincere')",2.1799023,1.9954009,-0.1845014
24,-0.5398805,-0.41043007,"('dishonest', 'honest')",-0.5398805,-0.4104301,0.1294504
25,-0.01201549,-0.22104451,"('egoistic', 'altruistic')",-0.0120155,-0.2210445,-0.209029
26,0.13161281,-0.2246999,"('hardhearted', 'benevolent')",0.1316128,-0.2246999,-0.3563127
27,-0.17628449,-0.31650665,"('hardhearted', 'softhearted')",-0.1762845,-0.3165067,-0.1402222
28,0.5710076,0.45664018,"('disloyal', 'loyal')",0.5710076,0.4566402,-0.1143674
29,0.6478251,0.53404534,"('unfair', 'fair')",0.6478251,0.5340453,-0.1137798
30,-0.16932037,-0.06331347,"('intolerant', 'tolerant')",-0.1693204,-0.0633135,0.1060069
31,-0.92223454,-1.2600561,"('evil', 'good')",-0.9222345,-1.2600561,-0.3378216
32,1.04208,1.0784541,"('unkind', 'kind')",1.04208,1.0784541,0.0363741
33,0.29548144,0.165425,"('wrong', 'right')",0.2954814,0.165425,-0.1300564
34,1.8699068,1.7748313,"('mean', 'honorable')",1.8699068,1.7748313,-0.0950755
35,-0.021708086,-0.29049668,"('corrupt', 'incorrupt')",-0.0217081,-0.2904967,-0.2687886
36,-0.3249696,-0.88797635,"('hostile', 'amicable')",-0.3249696,-0.8879763,-0.5630067
