,sweets_male,sweets_female,tuple,average_male,average_female,female-male
0,0.08808984,-0.059410535,"('unsociable', 'sociable')",0.0880898,-0.0594105,-0.1475003
1,0.91249174,0.8729771,"('unfriendly', 'friendly')",0.9124917,0.8729771,-0.0395146
2,0.12233922,0.29765582,"('unlikable', 'likable')",0.1223392,0.2976558,0.1753166
3,0.6899313,0.77782255,"('repellent', 'pleasant')",0.6899313,0.7778226,0.0878913
4,-6.6964,-6.918513,"('disliked', 'liked')",-6.6964002,-6.9185128,-0.2221126
5,-0.67451847,-0.61834764,"('distant', 'outgoing')",-0.6745185,-0.6183476,0.0561709
6,-0.16693737,-0.21690734,"('distant', 'open')",-0.1669374,-0.2169073,-0.0499699
7,0.97546935,0.9504162,"('insensitive', 'sensitive')",0.9754694,0.9504162,-0.0250532
8,0.84900385,0.7890822,"('unaffectionate', 'affectionate')",0.8490039,0.7890822,-0.0599217
9,1.3007548,1.3366321,"('unaffectionate', 'caring')",1.3007548,1.3366321,0.0358773
10,1.0462575,1.0317458,"('unsympathetic', 'sympathetic')",1.0462575,1.0317458,-0.0145117
11,1.6048431,1.6247625,"('unhelpful', 'helpful')",1.6048431,1.6247625,0.0199194
12,-1.5240746,-1.5745105,"('unsupportive', 'supportive')",-1.5240746,-1.5745105,-0.0504359
13,-0.057844,-0.010572493,"('impolite', 'polite')",-0.057844,-0.0105725,0.0472715
14,0.044954523,-0.011602808,"('antisocial', 'social')",0.0449545,-0.0116028,-0.0565573
15,0.09476891,0.0372461,"('boring', 'funny')",0.0947689,0.0372461,-0.0575228
16,-0.2960069,-0.29980522,"('unpopular', 'popular')",-0.2960069,-0.2998052,-0.0037983
17,-0.06730569,-0.06223613,"('nasty', 'nice')",-0.0673057,-0.0622361,0.0050696
18,-0.46697178,-0.44018036,"('disagreeable', 'welcoming')",-0.4669718,-0.4401804,0.0267914
19,-0.98405385,-0.9803917,"('inhospitable', 'hospitable')",-0.9840539,-0.9803917,0.0036622
20,0.81057096,0.7553612,"('rough', 'thoughtful')",0.810571,0.7553612,-0.0552098
21,-0.04722519,0.112830706,"('immoral', 'moral')",-0.0472252,0.1128307,0.1600559
22,-0.1777222,-0.19855148,"('untrustworthy', 'trustworthy')",-0.1777222,-0.1985515,-0.0208293
23,5.3158345,5.4293427,"('insincere', 'sincere')",5.3158345,5.4293427,0.1135082
24,1.3271066,1.2938752,"('dishonest', 'honest')",1.3271066,1.2938752,-0.0332314
25,0.43128878,0.44942242,"('egoistic', 'altruistic')",0.4312888,0.4494224,0.0181336
26,0.8811731,0.6715181,"('hardhearted', 'benevolent')",0.8811731,0.6715181,-0.209655
27,1.5787789,1.3962204,"('hardhearted', 'softhearted')",1.5787789,1.3962204,-0.1825585
28,0.9888475,0.9140375,"('disloyal', 'loyal')",0.9888475,0.9140375,-0.07481
29,-0.49192515,-0.6546234,"('unfair', 'fair')",-0.4919252,-0.6546234,-0.1626982
30,0.60579395,0.6586655,"('intolerant', 'tolerant')",0.605794,0.6586655,0.0528715
31,-1.4287378,-1.5267006,"('evil', 'good')",-1.4287378,-1.5267006,-0.0979628
32,1.2000439,1.066199,"('unkind', 'kind')",1.2000439,1.0661989,-0.133845
