,mead_male,mead_female,tuple,johnson_male,johnson_female,nutrition_male,nutrition_female,co_male,co_female,average_male,average_female,female-male
0,0.19326043,0.099970184,"('unsociable', 'sociable')",0.34234887,0.142862,1.5117998,1.4656731,-0.0993481,-0.26698133,0.4870152,0.360381,-0.1266342
1,-0.15180458,-0.19762275,"('unfriendly', 'friendly')",-0.50937116,-0.57576996,1.0971409,1.2054647,1.6327393,1.5904933,0.5171762,0.5056413,-0.0115349
2,0.87619215,0.87046444,"('unlikable', 'likable')",1.2365181,1.2642623,1.0924208,1.0712602,0.7590784,0.8020534,0.9910524,1.0020101,0.0109577
3,-0.45220935,-0.46357593,"('repellent', 'pleasant')",-0.95954955,-0.9327261,-1.472661,-1.324048,0.21783786,0.2380068,-0.6666455,-0.6205858,0.0460597
4,-1.6394373,-1.5938803,"('disliked', 'liked')",0.0922054,0.089278586,-0.13514858,-0.048075203,-6.9028807,-7.026128,-2.1463153,-2.1447012,0.0016141
5,-0.53874636,-0.4608302,"('distant', 'outgoing')",-0.26794577,-0.10862163,0.44871908,0.5700209,-0.54277503,-0.43761724,-0.225187,-0.109262,0.115925
6,-0.89047176,-0.77845544,"('distant', 'open')",-0.15631144,0.060773708,0.34761676,0.51449835,-0.066873915,0.053956524,-0.1915101,-0.0373067,0.1542034
7,0.43678543,0.47707,"('insensitive', 'sensitive')",-0.3114609,-0.30649048,0.110964715,0.1937379,0.087936774,0.1214575,0.0810565,0.1214437,0.0403872
8,-0.28456306,-0.3009923,"('unaffectionate', 'affectionate')",0.10021796,0.11447945,0.44667473,0.390005,0.7330743,0.72088003,0.248851,0.231093,-0.017758
9,0.36645508,0.33054224,"('unaffectionate', 'caring')",-0.07043298,-0.067423165,1.2379848,1.2533437,1.1888229,1.2084625,0.6807075,0.6812313,0.0005238
10,0.073271975,0.07205141,"('unsympathetic', 'sympathetic')",-0.24416535,-0.3212014,0.39282396,0.49209946,-0.36694086,-0.3676101,-0.0362526,-0.0311652,0.0050874
11,-0.20932606,-0.24702266,"('unhelpful', 'helpful')",0.38268316,0.31327364,0.35127413,0.3270132,1.7560058,1.7549425,0.5701593,0.5370517,-0.0331076
12,0.6384184,0.66210604,"('unsupportive', 'supportive')",1.3390708,1.3654872,1.9708225,2.1380455,-2.0046544,-2.002202,0.4859143,0.5408592,0.0549449
13,0.44859105,0.37949702,"('impolite', 'polite')",0.12387344,0.035094734,1.4751031,1.4559236,-0.32026112,-0.36034086,0.4318266,0.3775436,-0.054283
14,0.30173695,0.2564758,"('antisocial', 'social')",-0.24450542,-0.3037026,0.60467124,0.6016607,-0.36224014,-0.48364374,0.0749157,0.0176976,-0.0572181
15,-0.31474322,-0.3678011,"('boring', 'funny')",-0.12503853,-0.116087526,0.36914533,0.2856404,0.3648527,0.34331915,0.0735541,0.0362677,-0.0372864
16,-0.46927816,-0.4238383,"('unpopular', 'popular')",-0.6765577,-0.7116028,-0.7796314,-0.72191423,0.06586738,0.0013685375,-0.4649,-0.4639967,0.0009033
17,-0.54923487,-0.51731414,"('nasty', 'nice')",-0.24280237,-0.17887288,-0.49697933,-0.38293484,-0.42030886,-0.35109806,-0.4273314,-0.357555,0.0697764
18,0.3928964,0.35995662,"('disagreeable', 'welcoming')",0.14522779,0.18477657,0.31121692,0.4163871,-0.4500285,-0.45099986,0.0998282,0.1275301,0.0277019
19,-0.2098175,-0.1270086,"('inhospitable', 'hospitable')",-0.3864334,-0.26855657,-0.16001147,-0.060311362,-0.4221523,-0.27599594,-0.2946037,-0.1829681,0.1116356
20,-0.07131754,-0.0764026,"('rough', 'thoughtful')",-0.6749637,-0.69722044,0.22932957,0.33312002,0.55059516,0.52439564,0.0084109,0.0209732,0.0125623
21,0.18538418,0.1603487,"('immoral', 'moral')",0.07114467,-0.005463518,1.599386,1.6451937,-0.6050312,-0.6050266,0.3127209,0.2987631,-0.0139578
22,-0.39290375,-0.47965756,"('untrustworthy', 'trustworthy')",-0.07087132,-0.117502086,-0.20917082,-0.21634883,-0.20223753,-0.25938338,-0.2187959,-0.268223,-0.0494271
23,0.57461226,0.48360673,"('insincere', 'sincere')",-0.30842587,-0.46028444,0.53196615,0.614927,5.7798343,5.7566614,1.6444967,1.5987277,-0.045769
24,0.07584528,0.03306055,"('dishonest', 'honest')",-0.17948624,-0.21096824,0.70360464,0.7101668,0.8311195,0.81299096,0.3577708,0.3363125,-0.0214583
25,0.17163315,0.17958933,"('egoistic', 'altruistic')",0.45247513,0.41141087,0.6159172,0.5903936,1.6035475,1.5333288,0.7108933,0.6786807,-0.0322126
26,0.3460627,0.28962928,"('hardhearted', 'benevolent')",0.07783562,0.08307804,1.30478,1.3432906,1.5805696,1.5191761,0.827312,0.8087935,-0.0185185
27,-0.10042961,-0.07932888,"('hardhearted', 'softhearted')",-0.44307092,-0.40207967,0.37618837,0.32159877,1.0925474,1.0337521,0.2313088,0.2184856,-0.0128232
28,-0.83929116,-0.8610328,"('disloyal', 'loyal')",-0.54828477,-0.70957637,0.6627118,0.63394785,1.0026332,0.91176283,0.0694423,-0.0062246,-0.0756669
29,-0.66391164,-0.68138397,"('unfair', 'fair')",-0.120688684,-0.13935152,-1.2053308,-1.1130611,-0.6811311,-0.6938384,-0.6677656,-0.6569088,0.0108568
30,-0.30086988,-0.3229801,"('intolerant', 'tolerant')",-0.4708504,-0.5523174,1.0106039,1.0731218,0.35647178,0.3400844,0.1488388,0.1344772,-0.0143616
31,-1.038527,-0.9351439,"('evil', 'good')",-0.26758787,-0.11022435,-1.1021535,-0.9044654,-0.93296236,-0.8474384,-0.8353077,-0.699318,0.1359897
32,0.3964552,0.29427135,"('unkind', 'kind')",0.5711168,0.49201322,1.6215458,1.591637,1.3150773,1.2094667,0.9760488,0.8968471,-0.0792017
33,0.42814296,0.36228946,"('wrong', 'right')",0.78916854,0.73990905,1.151052,1.1722145,-0.5829379,-0.5943986,0.4463564,0.4200036,-0.0263528
34,-0.512504,-0.48148656,"('mean', 'honorable')",-0.5385563,-0.46709615,0.7669658,0.94247866,5.374718,5.48254,1.272656,1.369109,0.096453
35,-0.79361814,-0.80921876,"('corrupt', 'incorrupt')",-0.48971736,-0.4672038,-1.5448438,-1.5483967,-0.37349856,-0.3690393,-0.8004194,-0.7984646,0.0019548
36,-1.1640605,-1.1107225,"('hostile', 'amicable')",-0.5511914,-0.53904665,-1.1467276,-0.9766581,0.16163185,0.124448106,-0.6750869,-0.6254948,0.0495921
37,0.73555887,0.69239706,"('fake', 'genuine')",-0.3958896,-0.43883175,0.6216816,0.6592752,0.15189423,0.18462206,0.2783113,0.2743656,-0.0039457
38,-0.3600754,-0.35636187,"('untruthful', 'truthful')",0.528967,0.54877377,1.4111986,1.4691899,-0.02299181,0.028897977,0.3892746,0.4226249,0.0333503
39,1.4627475,1.4538739,"('exploitative', 'cooperative')",1.2205361,1.2584215,0.590933,0.54968816,0.7800408,0.80062824,1.0135643,1.015653,0.0020887
40,-0.08746374,-0.094888106,"('stingy', 'generous')",0.34835374,0.2622397,0.09965246,0.21138003,-2.3763068,-2.484072,-0.5039411,-0.5263351,-0.022394
41,0.5820984,0.6082864,"('unforgiving', 'forgiving')",0.8627044,0.8043649,1.467279,1.5522408,0.3937174,0.34983084,0.8264498,0.8286808,0.002231
42,0.3795362,0.4404125,"('unreliable', 'reliable')",0.6767951,0.748519,1.0546775,1.2569833,-2.8127198,-2.7809396,-0.1754277,-0.0837562,0.0916715
43,-0.082558125,-0.09084453,"('irresponsible', 'responsible')",0.38885644,0.37446284,2.061006,2.1140158,0.333112,0.37405255,0.6751041,0.6929216,0.0178175
44,-0.5326351,-0.5479528,"('prejudiced', 'unprejudiced')",0.02749577,0.041938744,-0.9042714,-0.9543822,-0.998509,-1.0069642,-0.6019799,-0.6168401,-0.0148602
45,-0.114513904,-0.08412671,"('incompetent', 'competent')",-0.07602386,-0.16115326,0.88242537,1.0980606,-0.6010158,-0.6431869,0.022718,0.0523984,0.0296804
46,0.17576063,0.13828088,"('uncompetitive', 'competitive')",0.22090408,0.070145465,0.8585727,0.9566215,-1.0264187,-1.1218269,0.0572047,0.0108052,-0.0463995
47,-0.2188878,-0.18413235,"('stupid', 'smart')",0.20465323,0.24664292,1.7299163,1.7636416,5.61158,5.6819344,1.8318155,1.8770217,0.0452062
48,0.06325112,0.014168825,"('unintelligent', 'intelligent')",0.12392538,0.020396093,0.9478276,0.93476784,-0.14440566,-0.17375742,0.2476496,0.1988938,-0.0487558
49,-0.8046009,-0.76283944,"('unable', 'able')",-0.43963867,-0.39397508,0.85619605,1.0085386,-0.38835573,-0.312661,-0.1940998,-0.1152342,0.0788656
50,0.43271875,0.41614953,"('clumsy', 'skillful')",0.20214447,0.1384499,0.02063637,0.055303965,-0.10034147,-0.0942533,0.1387895,0.1289125,-0.009877
