,legacy_male,legacy_female,tuple,average_male,average_female,female-male
0,-0.078288645,-0.14193287,"('unsociable', 'sociable')",-0.0782886,-0.1419329,-0.0636443
1,1.4049635,1.3919076,"('unfriendly', 'friendly')",1.4049635,1.3919076,-0.0130559
2,0.28678027,0.40434432,"('unlikable', 'likable')",0.2867803,0.4043443,0.117564
3,0.5645306,0.5237845,"('repellent', 'pleasant')",0.5645306,0.5237845,-0.0407461
4,-7.1492915,-7.302642,"('disliked', 'liked')",-7.1492915,-7.3026419,-0.1533504
5,-0.50139844,-0.5007865,"('distant', 'outgoing')",-0.5013984,-0.5007865,0.0006119
6,-0.038101062,-0.060934115,"('distant', 'open')",-0.0381011,-0.0609341,-0.022833
7,0.9348346,0.9728761,"('insensitive', 'sensitive')",0.9348346,0.9728761,0.0380415
8,1.3532981,1.2777264,"('unaffectionate', 'affectionate')",1.3532981,1.2777264,-0.0755717
9,2.013836,2.1093578,"('unaffectionate', 'caring')",2.0138359,2.1093578,0.0955219
10,0.96364933,0.93753046,"('unsympathetic', 'sympathetic')",0.9636493,0.9375305,-0.0261188
11,1.7027628,1.8533592,"('unhelpful', 'helpful')",1.7027628,1.8533592,0.1505964
12,-1.142937,-1.1015033,"('unsupportive', 'supportive')",-1.1429369,-1.1015033,0.0414336
13,-0.044760525,-0.04264397,"('impolite', 'polite')",-0.0447605,-0.042644,0.0021165
14,0.18261258,0.1659499,"('antisocial', 'social')",0.1826126,0.1659499,-0.0166627
15,0.10276212,0.032518838,"('boring', 'funny')",0.1027621,0.0325188,-0.0702433
16,-0.43432644,-0.46058685,"('unpopular', 'popular')",-0.4343264,-0.4605868,-0.0262604
17,-0.020994743,0.013800427,"('nasty', 'nice')",-0.0209947,0.0138004,0.0347951
18,-0.19940269,-0.2729739,"('disagreeable', 'welcoming')",-0.1994027,-0.2729739,-0.0735712
19,-0.36939523,-0.2783231,"('inhospitable', 'hospitable')",-0.3693952,-0.2783231,0.0910721
20,1.051283,0.9273341,"('rough', 'thoughtful')",1.051283,0.9273341,-0.1239489
21,-0.13232239,-0.07252014,"('immoral', 'moral')",-0.1323224,-0.0725201,0.0598023
22,-0.4429855,-0.50505906,"('untrustworthy', 'trustworthy')",-0.4429855,-0.5050591,-0.0620736
23,6.542264,6.7216525,"('insincere', 'sincere')",6.542264,6.7216525,0.1793885
24,1.7894231,1.697142,"('dishonest', 'honest')",1.7894231,1.697142,-0.0922811
25,0.6765451,0.6050657,"('egoistic', 'altruistic')",0.6765451,0.6050657,-0.0714794
26,1.0987543,1.1414295,"('hardhearted', 'benevolent')",1.0987543,1.1414295,0.0426752
