,dome_male,dome_female,tuple,average_male,average_female,female-male
0,0.19863269,0.14563683,"('unsociable', 'sociable')",0.1986327,0.1456368,-0.0529959
1,1.3565407,1.3243392,"('unfriendly', 'friendly')",1.3565407,1.3243392,-0.0322015
2,0.23368587,0.3496424,"('unlikable', 'likable')",0.2336859,0.3496424,0.1159565
3,1.042275,1.16422,"('repellent', 'pleasant')",1.042275,1.16422,0.121945
4,-7.1641603,-7.355033,"('disliked', 'liked')",-7.1641603,-7.3550329,-0.1908726
5,-0.3466314,-0.36892495,"('distant', 'outgoing')",-0.3466314,-0.3689249,-0.0222935
6,0.3084996,0.19416636,"('distant', 'open')",0.3084996,0.1941664,-0.1143332
7,1.4236381,1.466585,"('insensitive', 'sensitive')",1.4236381,1.466585,0.0429469
8,1.1065989,1.0572997,"('unaffectionate', 'affectionate')",1.1065989,1.0572997,-0.0492992
9,1.438514,1.4361805,"('unaffectionate', 'caring')",1.438514,1.4361805,-0.0023335
10,1.1642823,1.1967448,"('unsympathetic', 'sympathetic')",1.1642823,1.1967448,0.0324625
11,1.5111046,1.5893521,"('unhelpful', 'helpful')",1.5111046,1.5893521,0.0782475
12,-1.4677377,-1.447503,"('unsupportive', 'supportive')",-1.4677377,-1.447503,0.0202347
13,-0.021316186,0.13765563,"('impolite', 'polite')",-0.0213162,0.1376556,0.1589718
14,0.07938556,0.11183482,"('antisocial', 'social')",0.0793856,0.1118348,0.0324492
15,0.4463575,0.39457658,"('boring', 'funny')",0.4463575,0.3945766,-0.0517809
16,-0.4674654,-0.5058088,"('unpopular', 'popular')",-0.4674654,-0.5058088,-0.0383434
17,-0.0052344836,0.02790019,"('nasty', 'nice')",-0.0052345,0.0279002,0.0331347
18,-0.6087079,-0.43854973,"('disagreeable', 'welcoming')",-0.6087079,-0.4385497,0.1701582
19,-0.38689485,-0.41928512,"('inhospitable', 'hospitable')",-0.3868949,-0.4192851,-0.0323902
20,0.60012764,0.5424999,"('rough', 'thoughtful')",0.6001276,0.5424999,-0.0576277
21,-0.2950489,-0.029758029,"('immoral', 'moral')",-0.2950489,-0.029758,0.2652909
22,-0.29436216,-0.2550305,"('untrustworthy', 'trustworthy')",-0.2943622,-0.2550305,0.0393317
23,6.0177155,6.242022,"('insincere', 'sincere')",6.0177155,6.242022,0.2243065
24,1.5337389,1.5128137,"('dishonest', 'honest')",1.5337389,1.5128137,-0.0209252
25,0.64760387,0.7020216,"('egoistic', 'altruistic')",0.6476039,0.7020216,0.0544177
26,1.2465937,1.0177222,"('hardhearted', 'benevolent')",1.2465937,1.0177222,-0.2288715
27,2.1392183,1.9451493,"('hardhearted', 'softhearted')",2.1392183,1.9451493,-0.194069
28,1.4753265,1.2638723,"('disloyal', 'loyal')",1.4753265,1.2638723,-0.2114542
29,-0.214443,-0.36738783,"('unfair', 'fair')",-0.214443,-0.3673878,-0.1529448
30,0.73816603,0.87552655,"('intolerant', 'tolerant')",0.738166,0.8755265,0.1373605
31,-0.92796457,-1.0671586,"('evil', 'good')",-0.9279646,-1.0671586,-0.139194
32,1.1904134,1.0943829,"('unkind', 'kind')",1.1904134,1.0943829,-0.0960305
33,-0.35832214,-0.43443927,"('wrong', 'right')",-0.3583221,-0.4344393,-0.0761172
34,4.1871057,4.493057,"('mean', 'honorable')",4.1871057,4.4930568,0.3059511
35,-0.5795578,-0.98433053,"('corrupt', 'incorrupt')",-0.5795578,-0.9843305,-0.4047727
36,-0.49999294,-0.75863135,"('hostile', 'amicable')",-0.4999929,-0.7586313,-0.2586384
37,1.0715986,1.093132,"('fake', 'genuine')",1.0715986,1.093132,0.0215334
38,-0.3428836,-0.27949604,"('untruthful', 'truthful')",-0.3428836,-0.279496,0.0633876
39,0.181637,0.30340895,"('exploitative', 'cooperative')",0.181637,0.303409,0.121772
40,-1.019976,-1.0969447,"('stingy', 'generous')",-1.019976,-1.0969447,-0.0769687
41,0.5286699,0.37321505,"('unforgiving', 'forgiving')",0.5286699,0.373215,-0.1554549
42,-2.0634747,-2.0295842,"('unreliable', 'reliable')",-2.0634747,-2.0295842,0.0338905
43,0.8997377,1.0322345,"('irresponsible', 'responsible')",0.8997377,1.0322345,0.1324968
44,-1.3209621,-1.2650552,"('prejudiced', 'unprejudiced')",-1.3209621,-1.2650552,0.0559069
45,0.3828988,0.16557814,"('incompetent', 'competent')",0.3828988,0.1655781,-0.2173207
46,-0.8279571,-0.7803826,"('uncompetitive', 'competitive')",-0.8279571,-0.7803826,0.0475745
47,4.6377444,4.8247013,"('stupid', 'smart')",4.6377444,4.8247013,0.1869569
48,0.47155535,0.5445535,"('unintelligent', 'intelligent')",0.4715554,0.5445535,0.0729981
49,-0.14902847,-0.015999794,"('unable', 'able')",-0.1490285,-0.0159998,0.1330287
50,-0.35971662,-0.35318765,"('clumsy', 'skillful')",-0.3597166,-0.3531877,0.0065289
51,0.6634328,0.7173812,"('uneducated', 'educated')",0.6634328,0.7173812,0.0539484
52,0.13826741,-0.041458566,"('irrational', 'rational')",0.1382674,-0.0414586,-0.179726
53,-0.022035582,-0.1143697,"('uncreative', 'creative')",-0.0220356,-0.1143697,-0.0923341
54,0.85368776,0.9996958,"('incapable', 'capable')",0.8536878,0.9996958,0.146008
55,0.81407976,0.95359164,"('incompetent', 'clever')",0.8140798,0.9535916,0.1395118
56,0.12878257,0.11659092,"('impractical', 'practical')",0.1287826,0.1165909,-0.0121917
57,-1.7913485,-1.9968457,"('unimaginative', 'imaginative')",-1.7913485,-1.9968457,-0.2054972
58,0.5467185,0.4957481,"('undiscriminating', 'discriminating')",0.5467185,0.4957481,-0.0509704
59,0.16853732,0.16216731,"('foolish', 'wise')",0.1685373,0.1621673,-0.00637
60,-0.053192038,0.30400628,"('inefficient', 'efficient')",-0.053192,0.3040063,0.3571983
61,0.5186221,0.40687558,"('illogical', 'logical')",0.5186221,0.4068756,-0.1117465
62,0.44774848,0.67129344,"('incompetent', 'brilliant')",0.4477485,0.6712934,0.2235449
63,0.19888175,0.3020723,"('unperceptive', 'insightful')",0.1988817,0.3020723,0.1031906
