,scow_male,scow_female,tuple,average_male,average_female,female-male
75,-0.4774502,-0.39425412,"('meek', 'impulsive')",-0.4774502,-0.3942541,0.0831961
76,1.0034121,1.1522127,"('anxious', 'daring')",1.0034121,1.1522127,0.1488006
77,-0.14428827,-0.06329226,"('unmotivated', 'motivated')",-0.1442883,-0.0632923,0.080996
78,-0.50624657,-0.5666122,"('nonresilient', 'resilient')",-0.5062466,-0.5666122,-0.0603656
79,-1.7645435,-1.8097572,"('wavering', 'unwavering')",-1.7645435,-1.8097572,-0.0452137
80,0.68706954,0.64613426,"('dominated', 'dominating')",0.6870695,0.6461343,-0.0409352
81,0.59505916,0.7871121,"('submissive', 'aggressive')",0.5950592,0.7871121,0.1920529
82,2.4512475,2.4592218,"('poor', 'rich')",2.4512475,2.4592218,0.0079743
83,-0.04704003,-0.104772344,"('powerless', 'powerful')",-0.04704,-0.1047723,-0.0577323
84,-0.3518402,-0.29355878,"('inferior', 'superior')",-0.3518402,-0.2935588,0.0582814
85,-1.5542306,-1.7382792,"('insignificant', 'prestigious')",-1.5542306,-1.7382792,-0.1840486
86,-0.32737187,-0.55713236,"('uninfluential', 'influential')",-0.3273719,-0.5571324,-0.2297605
87,0.02226152,-0.19037239,"('unsuccessful', 'successful')",0.0222615,-0.1903724,-0.2126339
88,-1.5853204,-1.5828744,"('low', 'eminent')",-1.5853204,-1.5828744,0.002446
