,scow_male,scow_female,tuple,average_male,average_female,female-male
0,0.25689158,0.024724431,"('unsociable', 'sociable')",0.2568916,0.0247244,-0.2321672
1,-1.2646797,-1.5626519,"('unfriendly', 'friendly')",-1.2646797,-1.5626519,-0.2979722
2,0.60465837,0.5794733,"('unlikable', 'likable')",0.6046584,0.5794733,-0.0251851
3,0.053024493,0.17026442,"('repellent', 'pleasant')",0.0530245,0.1702644,0.1172399
4,-3.1424747,-3.2596786,"('disliked', 'liked')",-3.1424747,-3.2596786,-0.1172039
5,-1.9486696,-2.024661,"('distant', 'outgoing')",-1.9486696,-2.0246611,-0.0759915
6,-1.9844468,-2.092037,"('distant', 'open')",-1.9844468,-2.092037,-0.1075902
7,0.44512105,0.42526174,"('insensitive', 'sensitive')",0.445121,0.4252617,-0.0198593
8,-0.29269946,-0.54349405,"('unaffectionate', 'affectionate')",-0.2926995,-0.543494,-0.2507945
9,0.14156285,-0.051296704,"('unaffectionate', 'caring')",0.1415628,-0.0512967,-0.1928595
10,0.48149207,0.47529233,"('unsympathetic', 'sympathetic')",0.4814921,0.4752923,-0.0061998
11,0.8806605,0.89705855,"('unhelpful', 'helpful')",0.8806605,0.8970585,0.016398
12,-1.3149154,-1.3371204,"('unsupportive', 'supportive')",-1.3149154,-1.3371204,-0.022205
13,0.124184474,0.023935271,"('impolite', 'polite')",0.1241845,0.0239353,-0.1002492
14,1.2578709,1.2053646,"('antisocial', 'social')",1.2578709,1.2053646,-0.0525063
15,0.18491851,0.017662045,"('boring', 'funny')",0.1849185,0.017662,-0.1672565
16,-0.36387914,-0.5106909,"('unpopular', 'popular')",-0.3638791,-0.5106909,-0.1468118
17,-0.62688124,-0.6373174,"('nasty', 'nice')",-0.6268812,-0.6373174,-0.0104362
18,-0.691312,-0.69680226,"('disagreeable', 'welcoming')",-0.691312,-0.6968023,-0.0054903
19,-2.0678844,-2.182386,"('inhospitable', 'hospitable')",-2.0678844,-2.1823859,-0.1145015
20,0.5710628,0.592859,"('rough', 'thoughtful')",0.5710628,0.592859,0.0217962
21,0.24483566,0.38367906,"('immoral', 'moral')",0.2448357,0.3836791,0.1388434
22,0.34820423,0.3264934,"('untrustworthy', 'trustworthy')",0.3482042,0.3264934,-0.0217108
23,2.7069938,2.663464,"('insincere', 'sincere')",2.7069938,2.6634641,-0.0435297
24,0.21349657,0.11062731,"('dishonest', 'honest')",0.2134966,0.1106273,-0.1028693
25,-0.16238174,-0.40404,"('egoistic', 'altruistic')",-0.1623817,-0.40404,-0.2416583
26,-0.028605562,-0.31132224,"('hardhearted', 'benevolent')",-0.0286056,-0.3113222,-0.2827166
27,0.39951745,0.16305341,"('hardhearted', 'softhearted')",0.3995174,0.1630534,-0.236464
28,0.351685,0.18074343,"('disloyal', 'loyal')",0.351685,0.1807434,-0.1709416
29,-0.24638513,-0.2796703,"('unfair', 'fair')",-0.2463851,-0.2796703,-0.0332852
30,0.84194684,0.86293316,"('intolerant', 'tolerant')",0.8419468,0.8629332,0.0209864
31,-2.1114097,-2.1853921,"('evil', 'good')",-2.1114097,-2.1853921,-0.0739824
32,0.16223074,-0.037482735,"('unkind', 'kind')",0.1622307,-0.0374827,-0.1997134
33,-0.6161684,-0.68934166,"('wrong', 'right')",-0.6161684,-0.6893417,-0.0731733
34,1.8589227,1.9872206,"('mean', 'honorable')",1.8589227,1.9872206,0.1282979
35,-1.2054849,-1.3498292,"('corrupt', 'incorrupt')",-1.2054849,-1.3498292,-0.1443443
36,-1.2746596,-1.3746053,"('hostile', 'amicable')",-1.2746596,-1.3746053,-0.0999457
37,0.37366208,0.35397327,"('fake', 'genuine')",0.3736621,0.3539733,-0.0196888
38,-0.24039643,-0.27613,"('untruthful', 'truthful')",-0.2403964,-0.27613,-0.0357336
39,0.8884728,0.96582174,"('exploitative', 'cooperative')",0.8884728,0.9658217,0.0773489
40,-1.355261,-1.4265068,"('stingy', 'generous')",-1.355261,-1.4265068,-0.0712458
41,0.7863782,0.74771094,"('unforgiving', 'forgiving')",0.7863782,0.7477109,-0.0386673
42,-0.90104735,-0.7636611,"('unreliable', 'reliable')",-0.9010473,-0.7636611,0.1373862
43,-0.1494677,-0.17411564,"('irresponsible', 'responsible')",-0.1494677,-0.1741156,-0.0246479
44,-0.35056165,-0.27609482,"('prejudiced', 'unprejudiced')",-0.3505616,-0.2760948,0.0744668
45,0.36150888,0.27276427,"('incompetent', 'competent')",0.3615089,0.2727643,-0.0887446
46,0.3338639,0.3150818,"('uncompetitive', 'competitive')",0.3338639,0.3150818,-0.0187821
47,2.3349977,2.288542,"('stupid', 'smart')",2.3349977,2.288542,-0.0464557
48,0.26946026,0.3175586,"('unintelligent', 'intelligent')",0.2694603,0.3175586,0.0480983
49,0.012168959,0.10178661,"('unable', 'able')",0.012169,0.1017866,0.0896176
50,-0.3896584,-0.34456435,"('clumsy', 'skillful')",-0.3896584,-0.3445643,0.0450941
51,0.29223818,0.18359002,"('uneducated', 'educated')",0.2922382,0.18359,-0.1086482
52,-0.5571161,-0.69489634,"('irrational', 'rational')",-0.5571161,-0.6948963,-0.1377802
53,-0.79484576,-1.0419539,"('uncreative', 'creative')",-0.7948458,-1.0419539,-0.2471081
54,-0.27241012,-0.40424302,"('incapable', 'capable')",-0.2724101,-0.404243,-0.1318329
55,1.4775953,1.498042,"('incompetent', 'clever')",1.4775953,1.498042,0.0204467
56,0.9674279,1.0142916,"('impractical', 'practical')",0.9674279,1.0142916,0.0468637
57,-1.1909792,-1.3165976,"('unimaginative', 'imaginative')",-1.1909792,-1.3165976,-0.1256184
58,-0.052987166,-0.051780056,"('undiscriminating', 'discriminating')",-0.0529872,-0.0517801,0.0012071
59,-0.7339502,-0.71914726,"('foolish', 'wise')",-0.7339502,-0.7191473,0.0148029
60,1.4536574,1.5747225,"('inefficient', 'efficient')",1.4536574,1.5747225,0.1210651
61,-0.0050937654,-0.20342277,"('illogical', 'logical')",-0.0050938,-0.2034228,-0.198329
62,1.0059073,1.12933,"('incompetent', 'brilliant')",1.0059073,1.12933,0.1234227
63,-0.4511257,-0.3551546,"('unperceptive', 'insightful')",-0.4511257,-0.3551546,0.0959711
64,-2.640902,-2.4928088,"('shy', 'confident')",-2.640902,-2.4928088,0.1480932
65,1.1432506,1.2754264,"('insecure', 'secure')",1.1432506,1.2754264,0.1321758
66,-0.95163447,-1.1068163,"('inactive', 'active')",-0.9516345,-1.1068163,-0.1551818
67,0.49732402,0.59098077,"('doubtful', 'determined')",0.497324,0.5909808,0.0936568
68,-0.5611824,-0.45779642,"('dependent', 'independent')",-0.5611824,-0.4577964,0.103386
69,-1.343807,-1.4458636,"('lazy', 'industrious')",-1.343807,-1.4458636,-0.1020566
70,0.44712195,0.47553375,"('lethargic', 'energetic')",0.4471219,0.4755338,0.0284119
71,-0.23201045,-0.4076928,"('diffident', 'self-confident')",-0.2320105,-0.4076928,-0.1756823
72,-0.6414323,-0.5728646,"('unambitious', 'ambitious')",-0.6414323,-0.5728646,0.0685677
73,-2.1100934,-2.079694,"('helpless', 'self-reliant')",-2.1100934,-2.079694,0.0303994
74,0.12499461,0.054824293,"('undedicated', 'dedicated')",0.1249946,0.0548243,-0.0701703
