,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.49884918,-0.69488364,"('unsociable', 'sociable')",-0.36444506,-0.5289816,-0.4316471,-0.6119326,-0.1802855
1,-1.559807,-1.7284725,"('unfriendly', 'friendly')",1.9927077,1.9056435,0.2164504,0.0885855,-0.1278649
2,0.010816239,0.08035904,"('unlikable', 'likable')",0.7822755,0.87596107,0.3965459,0.4781601,0.0816142
3,-0.1865288,-0.16025704,"('repellent', 'pleasant')",0.02441465,0.042524572,-0.0810571,-0.0588662,0.0221909
4,-0.5392101,-0.54682994,"('disliked', 'liked')",-5.8723392,-5.973915,-3.2057748,-3.2603726,-0.0545978
5,-1.1824797,-1.0969046,"('distant', 'outgoing')",0.0608489,0.12271793,-0.5608154,-0.4870934,0.073722
6,-1.5256869,-1.4366997,"('distant', 'open')",0.47856984,0.5353761,-0.5235585,-0.4506618,0.0728967
7,-0.5032071,-0.54317576,"('insensitive', 'sensitive')",-0.10740553,0.0062022004,-0.3053063,-0.2684868,0.0368195
8,-1.1026143,-1.1469511,"('unaffectionate', 'affectionate')",0.78042495,0.76773345,-0.1610947,-0.1896088,-0.0285141
9,-1.2372113,-1.2923495,"('unaffectionate', 'caring')",1.1378766,1.1832547,-0.0496674,-0.0545474,-0.00488
10,-0.760559,-0.82373816,"('unsympathetic', 'sympathetic')",-0.9891238,-0.9959067,-0.8748415,-0.9098225,-0.034981
11,0.2221558,0.16617213,"('unhelpful', 'helpful')",1.444977,1.5407987,0.8335664,0.8534854,0.019919
12,-0.53818697,-0.44343942,"('unsupportive', 'supportive')",-2.110322,-2.0116796,-1.3242545,-1.2275596,0.0966949
13,-0.4273095,-0.5708172,"('impolite', 'polite')",-0.74136156,-0.73132914,-0.5843356,-0.6510732,-0.0667376
14,0.63754165,0.5540499,"('antisocial', 'social')",-0.5969564,-0.7107774,0.0202926,-0.0783637,-0.0986563
15,-0.054280445,-0.122156695,"('boring', 'funny')",0.87336564,0.76944166,0.4095426,0.3236425,-0.0859001
16,-0.8561241,-0.8370596,"('unpopular', 'popular')",0.87111074,0.84409785,0.0074933,0.0035191,-0.0039742
17,-0.4247397,-0.41450077,"('nasty', 'nice')",-0.09292365,-0.10143126,-0.2588317,-0.257966,0.0008657
18,-0.34902442,-0.3337284,"('disagreeable', 'welcoming')",-0.2563475,-0.25235984,-0.302686,-0.2930441,0.0096419
19,-1.6725434,-1.6474121,"('inhospitable', 'hospitable')",-0.07578011,0.034962405,-0.8741618,-0.8062248,0.067937
20,0.5132729,0.5302434,"('rough', 'thoughtful')",1.1223453,1.1073347,0.8178091,0.8187891,0.00098
21,0.72263926,0.55914026,"('immoral', 'moral')",-0.71005297,-0.7339611,0.0062931,-0.0874104,-0.0937035
22,0.266461,0.23707697,"('untrustworthy', 'trustworthy')",-0.95611197,-1.0164864,-0.3448255,-0.3897047,-0.0448792
23,-0.18884583,-0.31387213,"('insincere', 'sincere')",5.2594795,5.2571397,2.5353169,2.4716337,-0.0636832
24,-0.51099885,-0.5836612,"('dishonest', 'honest')",0.56846267,0.56385565,0.0287319,-0.0099028,-0.0386347
25,-0.35262743,-0.37773895,"('egoistic', 'altruistic')",1.7963895,1.6969018,0.721881,0.6595814,-0.0622996
26,0.08746713,-0.031319343,"('hardhearted', 'benevolent')",2.023097,1.901017,1.0552821,0.9348488,-0.1204333
27,-0.696,-0.63103527,"('hardhearted', 'softhearted')",1.1452116,1.165172,0.2246058,0.2670684,0.0424626
28,-0.42051172,-0.6070318,"('disloyal', 'loyal')",0.8648244,0.72951657,0.2221563,0.0612424,-0.1609139
29,-0.5003693,-0.471019,"('unfair', 'fair')",-0.41153646,-0.5547497,-0.4559529,-0.5128844,-0.0569315
30,0.7631981,0.6660035,"('intolerant', 'tolerant')",1.4251457,1.363652,1.0941719,1.0148277,-0.0793442
31,-1.3497856,-1.2374642,"('evil', 'good')",-0.51629215,-0.6131353,-0.9330388,-0.9252998,0.007739
32,0.15769227,0.041125968,"('unkind', 'kind')",0.9129173,0.7976082,0.5353048,0.4193671,-0.1159377
33,-0.7196056,-0.7988292,"('wrong', 'right')",-0.25017032,-0.33275032,-0.484888,-0.5657898,-0.0809018
34,-0.31098816,-0.1783103,"('mean', 'honorable')",5.843229,6.042082,2.7661204,2.9318857,0.1657653
35,-0.5655738,-0.53591204,"('corrupt', 'incorrupt')",0.17523746,0.010612816,-0.1951682,-0.2626496,-0.0674814
36,-1.629634,-1.6723082,"('hostile', 'amicable')",0.6296334,0.38073233,-0.5000003,-0.645788,-0.1457877
37,-0.051858246,-0.04824368,"('fake', 'genuine')",-0.02210266,0.0378843,-0.0369805,-0.0051797,0.0318008
38,-0.64945465,-0.6375967,"('untruthful', 'truthful')",-0.15884635,-0.09866246,-0.4041505,-0.3681296,0.0360209
39,1.0099041,0.9119118,"('exploitative', 'cooperative')",0.22431995,0.19340776,0.617112,0.5526597,-0.0644523
40,-0.053338967,-0.04288474,"('stingy', 'generous')",-1.6794981,-1.7663839,-0.8664185,-0.9046343,-0.0382158
41,-0.3826279,-0.3424182,"('unforgiving', 'forgiving')",0.10935614,-0.020643435,-0.1366359,-0.1815308,-0.0448949
42,0.42121032,0.5324312,"('unreliable', 'reliable')",-3.1650252,-3.04175,-1.3719075,-1.2546594,0.1172481
43,-0.19961093,-0.17194542,"('irresponsible', 'responsible')",-0.013482504,0.043280553,-0.1065467,-0.0643324,0.0422143
44,0.790902,0.82191193,"('prejudiced', 'unprejudiced')",-1.3374169,-1.3178458,-0.2732574,-0.2479669,0.0252905
45,-0.41537657,-0.40881255,"('incompetent', 'competent')",-0.2841776,-0.28183985,-0.3497771,-0.3453262,0.0044509
46,-0.4036997,-0.41637373,"('uncompetitive', 'competitive')",-1.1053743,-1.1014352,-0.754537,-0.7589045,-0.0043675
