,meta_male,meta_female,tuple,platforms_male,platforms_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2758453,0.2253007,"('unsociable', 'sociable')",0.5161481,0.45164979,-0.32526568,-0.3657478,0.1555759,0.1037342,-0.0518417
1,0.1127333,0.023273872,"('unfriendly', 'friendly')",0.74460185,0.45029694,1.7823493,1.6599033,0.8798948,0.711158,-0.1687368
2,-0.15698051,-0.112849526,"('unlikable', 'likable')",-0.12307155,-0.1442777,0.23542356,0.28557837,-0.0148762,0.0094837,0.0243599
3,0.24448285,0.406662,"('repellent', 'pleasant')",0.02773334,0.23705575,0.06114083,0.11998441,0.111119,0.2545674,0.1434484
4,-0.9738584,-1.1352654,"('disliked', 'liked')",-0.91063964,-1.022006,-6.328633,-6.4990096,-2.7377103,-2.8854268,-0.1477165
5,-0.5577837,-0.6606771,"('distant', 'outgoing')",0.2026107,0.021716855,-0.06630662,-0.13046347,-0.1404932,-0.2564746,-0.1159814
6,-0.83136576,-0.9390904,"('distant', 'open')",0.26083857,0.09476814,0.7669153,0.69269115,0.0654627,-0.0505437,-0.1160064
7,1.1083395,1.1830122,"('insensitive', 'sensitive')",0.92943716,1.137944,0.23874226,0.32326287,0.7588397,0.8814064,0.1225667
8,-0.27760667,-0.36035007,"('unaffectionate', 'affectionate')",-0.27330005,-0.5179349,1.1430069,1.0658778,0.1973667,0.0625309,-0.1348358
9,0.66103053,0.5750614,"('unaffectionate', 'caring')",0.30074078,0.09162191,1.2520306,1.2406037,0.737934,0.6357623,-0.1021717
10,0.8461245,0.928631,"('unsympathetic', 'sympathetic')",-0.040434368,0.16255319,-0.55532473,-0.4637889,0.0834551,0.2091318,0.1256767
11,1.3921176,1.4833117,"('unhelpful', 'helpful')",1.1076603,1.2821847,1.464405,1.5811703,1.3213943,1.4488888,0.1274945
12,1.2675704,1.3893528,"('unsupportive', 'supportive')",0.9241755,1.0238223,-2.1378903,-2.1242537,0.0179518,0.0963071,0.0783553
13,0.54247266,0.55802953,"('impolite', 'polite')",0.39183122,0.44073752,-0.6820685,-0.65924627,0.0840785,0.1131736,0.0290951
14,0.8041509,0.85974175,"('antisocial', 'social')",0.84105885,0.9936859,-0.72092825,-0.67655563,0.3080938,0.3922907,0.0841969
15,0.7776744,0.6896513,"('boring', 'funny')",0.6498163,0.6553642,0.43042344,0.37771565,0.6193047,0.5742437,-0.045061
16,-1.9817517,-2.0983338,"('unpopular', 'popular')",-1.70136,-1.8083204,0.26619893,0.27094024,-1.1389709,-1.2119047,-0.0729338
17,0.36624366,0.4356856,"('nasty', 'nice')",-0.75439197,-0.73332083,-0.2584198,-0.23949552,-0.2155227,-0.1790436,0.0364791
18,-0.6422807,-0.57234585,"('disagreeable', 'welcoming')",0.0019867346,-0.047316123,-0.38530308,-0.44623467,-0.3418657,-0.3552989,-0.0134332
19,-0.7041726,-0.75465626,"('inhospitable', 'hospitable')",-1.2273571,-1.2815492,-0.25708815,-0.20876521,-0.7295393,-0.7483236,-0.0187843
20,0.79774565,0.7957577,"('rough', 'thoughtful')",-0.017090105,0.03146214,1.1292958,1.093018,0.6366505,0.6400793,0.0034288
21,1.2168219,1.2750793,"('immoral', 'moral')",0.9551446,1.1166697,-1.0103918,-0.94026935,0.3871916,0.4838265,0.0966349
22,0.7700901,0.7521405,"('untrustworthy', 'trustworthy')",0.88158256,0.9326514,-0.6838717,-0.72664386,0.3226003,0.3193827,-0.0032176
23,1.326333,1.3799207,"('insincere', 'sincere')",1.1146969,1.2235308,5.29231,5.337854,2.5777801,2.6471017,0.0693216
24,0.9041505,0.94530976,"('dishonest', 'honest')",-0.40571886,-0.36134145,0.4922955,0.47939587,0.3302424,0.3544547,0.0242123
25,-0.9881627,-1.004416,"('egoistic', 'altruistic')",0.35629335,0.14767477,1.8611047,1.7727424,0.4097451,0.3053337,-0.1044114
26,0.24541882,0.18403435,"('hardhearted', 'benevolent')",0.84733003,0.6586751,1.4622331,1.4105567,0.8516606,0.7510887,-0.1005719
27,0.37918207,0.4330803,"('hardhearted', 'softhearted')",0.86876607,0.8720922,1.3603487,1.2580243,0.8694323,0.8543989,-0.0150334
28,0.41624057,0.29041737,"('disloyal', 'loyal')",0.6399612,0.5168065,1.2428757,1.1439579,0.7663592,0.6503939,-0.1159653
29,0.06008103,0.00189019,"('unfair', 'fair')",-0.16371831,-0.19422868,-0.45792714,-0.58312577,-0.1871881,-0.2584881,-0.0713
30,1.2627597,1.3374395,"('intolerant', 'tolerant')",1.9735086,2.0673356,0.6814684,0.7031723,1.3059123,1.3693158,0.0634035
31,-1.6803981,-1.6841176,"('evil', 'good')",-0.4439078,-0.6368817,-0.4240231,-0.5378561,-0.849443,-0.9529517,-0.1035087
32,-0.5798188,-0.5637707,"('unkind', 'kind')",-0.23843452,-0.23762019,0.46550015,0.4315543,-0.1175844,-0.1232789,-0.0056945
33,-0.17488763,-0.2795533,"('wrong', 'right')",0.25055498,0.13204491,-0.42093128,-0.48893735,-0.115088,-0.2121486,-0.0970606
34,0.6429934,0.8031035,"('mean', 'honorable')",-0.07927148,0.053664166,5.697283,5.8156395,2.0870015,2.2241357,0.1371342
35,-1.2237022,-1.404317,"('corrupt', 'incorrupt')",-0.7750747,-1.0400712,0.37113076,0.21834856,-0.5425487,-0.7420133,-0.1994646
36,-1.1094971,-1.2022161,"('hostile', 'amicable')",-1.2494678,-1.5558636,0.72883946,0.5087462,-0.5433752,-0.7497779,-0.2064027
37,0.8774424,0.9073584,"('fake', 'genuine')",0.15741867,0.1956412,0.2000745,0.2426252,0.4116452,0.4485416,0.0368964
38,-0.23674697,-0.23956127,"('untruthful', 'truthful')",-0.1513741,-0.13281423,-0.3949444,-0.3716319,-0.2610218,-0.2480024,0.0130194
39,2.5869467,2.560018,"('exploitative', 'cooperative')",1.486914,1.3986957,0.44501424,0.44897968,1.5062917,1.4692311,-0.0370606
40,0.2283417,0.22984366,"('stingy', 'generous')",-0.15463738,-0.1333478,-1.3541001,-1.478244,-0.4267986,-0.4605827,-0.0337841
41,0.5995024,0.6855702,"('unforgiving', 'forgiving')",0.25482246,0.33102745,0.06900348,-0.01809567,0.3077761,0.332834,0.0250579
42,0.7217029,0.87637854,"('unreliable', 'reliable')",-0.54176766,-0.1557793,-3.5083044,-3.3915427,-1.1094564,-0.8903145,0.2191419
43,1.2930655,1.4431762,"('irresponsible', 'responsible')",0.49584275,0.6622474,-0.034592677,0.059041508,0.5847719,0.7214883,0.1367164
44,-0.15052012,-0.17964233,"('prejudiced', 'unprejudiced')",-0.48598108,-0.43318406,-0.89489496,-0.9000772,-0.5104654,-0.5043012,0.0061642
45,0.7330557,0.79529095,"('incompetent', 'competent')",0.29346284,0.4484872,-0.31622714,-0.30091584,0.2367638,0.3142874,0.0775236
46,0.5367956,0.5851977,"('uncompetitive', 'competitive')",0.96790534,1.1389861,-1.0475984,-1.01962,0.1523675,0.2348546,0.0824871
47,0.04047282,0.10223756,"('stupid', 'smart')",0.38564497,0.411972,5.721025,5.8601537,2.0490476,2.1247878,0.0757402
48,1.0842142,1.0971363,"('unintelligent', 'intelligent')",0.35862812,0.3662013,0.45704898,0.44157526,0.6332971,0.6349709,0.0016738
49,0.24202049,0.23569664,"('unable', 'able')",0.61213064,0.6093143,-0.041932717,0.03746824,0.2707395,0.2941598,0.0234203
50,-0.5677472,-0.55599827,"('clumsy', 'skillful')",-1.0982511,-1.0829995,-0.2700086,-0.271868,-0.6453356,-0.6369553,0.0083803
51,-0.12791197,-0.17776218,"('uneducated', 'educated')",-0.19882748,-0.19378865,-0.106043726,-0.15078796,-0.1442611,-0.1741129,-0.0298518
52,0.68691534,0.40787676,"('irrational', 'rational')",0.08888212,-0.31410536,0.41664192,0.26191986,0.3974798,0.1185638,-0.278916
53,-0.47729036,-0.583387,"('uncreative', 'creative')",0.3368363,0.22167107,0.90332717,0.8576545,0.254291,0.1653129,-0.0889781
54,-0.074642435,-0.2948875,"('incapable', 'capable')",0.01729026,-0.27486295,1.0599917,1.1149797,0.3342132,0.1817431,-0.1524701
55,1.1999125,1.2946818,"('incompetent', 'clever')",1.0195364,1.1836591,0.1891484,0.2272112,0.8028658,0.9018507,0.0989849
56,1.4920707,1.6383965,"('impractical', 'practical')",1.0452135,1.3176638,-0.62340456,-0.53955054,0.6379599,0.8055033,0.1675434
57,0.03714923,0.07073629,"('unimaginative', 'imaginative')",0.22216016,0.37225306,-2.5086737,-2.4847023,-0.7497881,-0.680571,0.0692171
58,0.65418565,0.63226825,"('undiscriminating', 'discriminating')",0.2553444,0.32302594,-0.14933966,-0.1680879,0.2533968,0.2624021,0.0090053
59,0.31246683,0.20532352,"('foolish', 'wise')",0.10249217,-0.08546333,0.3303078,0.31770873,0.2484223,0.1458563,-0.102566
60,1.6047102,1.7397745,"('inefficient', 'efficient')",2.0288844,2.3055985,-0.3454153,-0.16979697,1.0960597,1.2918587,0.195799
61,1.4495903,1.2888148,"('illogical', 'logical')",1.3151906,1.1346736,0.26452848,0.13260023,1.0097698,0.8520296,-0.1577402
62,1.4893275,1.5741147,"('incompetent', 'brilliant')",0.7930022,1.0060287,-0.52554214,-0.3474485,0.5855959,0.7442316,0.1586357
63,0.807559,0.86501354,"('unperceptive', 'insightful')",1.132945,1.2895111,0.24990053,0.34629408,0.7301348,0.8336062,0.1034714
64,0.38141942,0.31737947,"('shy', 'confident')",0.29053617,0.31412795,-6.584046,-6.601561,-1.9706968,-1.9900179,-0.0193211
65,0.18456191,0.18896547,"('insecure', 'secure')",0.30787605,0.37119406,-0.49061805,-0.40491673,0.0006066,0.0517476,0.051141
66,-0.75257266,-0.79818344,"('inactive', 'active')",-1.3781966,-1.414202,0.8379317,0.8299883,-0.4309459,-0.4607991,-0.0298532
