,brook_male,brook_female,tuple,average_male,average_female,female-male
0,1.2371175,1.103391,"('unsociable', 'sociable')",1.2371175,1.1033911,-0.1337264
1,0.48133132,0.54606706,"('unfriendly', 'friendly')",0.4813313,0.5460671,0.0647358
2,-0.15460372,-0.032201838,"('unlikable', 'likable')",-0.1546037,-0.0322018,0.1224019
3,0.48933604,0.656183,"('repellent', 'pleasant')",0.489336,0.656183,0.166847
4,-6.4999666,-6.868343,"('disliked', 'liked')",-6.4999666,-6.8683429,-0.3683763
5,-1.5656761,-1.4056945,"('distant', 'outgoing')",-1.5656761,-1.4056945,0.1599816
6,-0.7654355,-0.7369608,"('distant', 'open')",-0.7654355,-0.7369608,0.0284747
7,1.9767408,1.9706231,"('insensitive', 'sensitive')",1.9767408,1.9706231,-0.0061177
8,0.69889474,0.7144954,"('unaffectionate', 'affectionate')",0.6988947,0.7144954,0.0156007
9,1.3575461,1.3972765,"('unaffectionate', 'caring')",1.3575461,1.3972765,0.0397304
10,1.5076299,1.4806316,"('unsympathetic', 'sympathetic')",1.5076299,1.4806316,-0.0269983
11,1.6544331,1.8906883,"('unhelpful', 'helpful')",1.6544331,1.8906883,0.2362552
12,-1.1857537,-1.2041494,"('unsupportive', 'supportive')",-1.1857537,-1.2041494,-0.0183957
13,0.23548585,0.4336902,"('impolite', 'polite')",0.2354859,0.4336902,0.1982043
14,0.839647,0.9649381,"('antisocial', 'social')",0.839647,0.9649381,0.1252911
15,0.99323463,0.8512062,"('boring', 'funny')",0.9932346,0.8512062,-0.1420284
16,-0.9439107,-0.9942222,"('unpopular', 'popular')",-0.9439107,-0.9942222,-0.0503115
17,-0.18281625,-0.067356825,"('nasty', 'nice')",-0.1828163,-0.0673568,0.1154595
18,-1.2123147,-1.0777856,"('disagreeable', 'welcoming')",-1.2123147,-1.0777856,0.1345291
19,-1.1343995,-1.0140822,"('inhospitable', 'hospitable')",-1.1343995,-1.0140822,0.1203173
20,0.43310767,0.37022525,"('rough', 'thoughtful')",0.4331077,0.3702253,-0.0628824
21,0.13428277,0.34024414,"('immoral', 'moral')",0.1342828,0.3402441,0.2059613
22,0.20535243,0.11516236,"('untrustworthy', 'trustworthy')",0.2053524,0.1151624,-0.09019
23,5.583911,5.9830017,"('insincere', 'sincere')",5.5839109,5.9830017,0.3990908
24,1.4942253,1.5214822,"('dishonest', 'honest')",1.4942253,1.5214822,0.0272569
25,0.4418521,0.4150744,"('egoistic', 'altruistic')",0.4418521,0.4150744,-0.0267777
26,1.6532954,1.5113467,"('hardhearted', 'benevolent')",1.6532954,1.5113467,-0.1419487
27,1.4499072,1.3041865,"('hardhearted', 'softhearted')",1.4499072,1.3041865,-0.1457207
28,1.0148437,0.95303273,"('disloyal', 'loyal')",1.0148437,0.9530327,-0.061811
29,-0.24151504,-0.38885137,"('unfair', 'fair')",-0.241515,-0.3888514,-0.1473364
30,1.095219,1.2475817,"('intolerant', 'tolerant')",1.095219,1.2475817,0.1523627
31,-2.2207565,-2.2777724,"('evil', 'good')",-2.2207565,-2.2777724,-0.0570159
32,1.1451588,1.1029375,"('unkind', 'kind')",1.1451588,1.1029375,-0.0422213
33,-0.2809014,-0.39014137,"('wrong', 'right')",-0.2809014,-0.3901414,-0.10924
34,3.7810898,4.304273,"('mean', 'honorable')",3.7810898,4.3042731,0.5231833
35,-1.0079465,-1.3671501,"('corrupt', 'incorrupt')",-1.0079465,-1.3671501,-0.3592036
36,-0.89253885,-1.109823,"('hostile', 'amicable')",-0.8925388,-1.109823,-0.2172842
37,0.69734794,0.7002416,"('fake', 'genuine')",0.6973479,0.7002416,0.0028937
38,-0.53874075,-0.30173495,"('untruthful', 'truthful')",-0.5387408,-0.301735,0.2370058
39,0.9227331,0.9935586,"('exploitative', 'cooperative')",0.9227331,0.9935586,0.0708255
40,-1.086328,-1.3191648,"('stingy', 'generous')",-1.086328,-1.3191648,-0.2328368
41,0.8162544,0.75471973,"('unforgiving', 'forgiving')",0.8162544,0.7547197,-0.0615347
42,-1.9486184,-2.1638367,"('unreliable', 'reliable')",-1.9486184,-2.1638367,-0.2152183
43,1.1256177,1.2728627,"('irresponsible', 'responsible')",1.1256177,1.2728627,0.147245
44,-1.4281096,-1.4359459,"('prejudiced', 'unprejudiced')",-1.4281096,-1.4359459,-0.0078363
45,1.3254143,1.0895473,"('incompetent', 'competent')",1.3254143,1.0895473,-0.235867
46,0.6910882,0.55180633,"('uncompetitive', 'competitive')",0.6910882,0.5518063,-0.1392819
47,4.228408,4.600611,"('stupid', 'smart')",4.2284079,4.6006112,0.3722033
48,0.8483144,0.8656448,"('unintelligent', 'intelligent')",0.8483144,0.8656448,0.0173304
