,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.7789601,-1.9150906,"('unsociable', 'sociable')",-0.3440412,-0.4569695,-1.0615007,-1.18603,-0.1245293
1,0.10076504,-0.07560549,"('unfriendly', 'friendly')",1.9064461,1.7522418,1.0036056,0.8383182,-0.1652874
2,0.06439951,0.032963566,"('unlikable', 'likable')",0.60049504,0.72084856,0.3324473,0.3769061,0.0444588
3,-1.608133,-1.6474432,"('repellent', 'pleasant')",0.33811414,0.42776805,-0.6350094,-0.6098375,0.0251719
4,0.73066646,0.6484344,"('disliked', 'liked')",-7.526035,-7.647664,-3.3976841,-3.4996147,-0.1019306
5,1.3030084,1.3173813,"('distant', 'outgoing')",-0.06841329,-0.033019543,0.6172976,0.6421809,0.0248833
6,1.472234,1.5084116,"('distant', 'open')",0.1458684,0.18415001,0.8090512,0.8462808,0.0372296
7,-0.92360365,-0.9491358,"('insensitive', 'sensitive')",0.088874854,0.11906855,-0.4173644,-0.4150336,0.0023308
8,-0.006710924,-0.11653775,"('unaffectionate', 'affectionate')",1.1745201,1.0535635,0.5839046,0.4685129,-0.1153917
9,0.041343063,-0.10395917,"('unaffectionate', 'caring')",1.4449605,1.3167886,0.7431518,0.6064147,-0.1367371
10,-2.4343905,-2.5264876,"('unsympathetic', 'sympathetic')",-0.36407602,-0.3913034,-1.3992333,-1.4588954,-0.0596621
11,-1.4793139,-1.562062,"('unhelpful', 'helpful')",1.4567757,1.5069875,-0.0112691,-0.0275373,-0.0162682
12,-0.62282276,-0.70340407,"('unsupportive', 'supportive')",-2.2141411,-2.173958,-1.4184819,-1.4386811,-0.0201992
13,-1.2714565,-1.2974259,"('impolite', 'polite')",-0.47498313,-0.42684662,-0.8732198,-0.8621362,0.0110836
14,-1.7407125,-1.8188847,"('antisocial', 'social')",-0.30740756,-0.37087592,-1.02406,-1.0948803,-0.0708203
15,0.27190313,0.21865681,"('boring', 'funny')",0.7021428,0.7083305,0.4870229,0.4634936,-0.0235293
16,0.037487496,0.030289957,"('unpopular', 'popular')",-0.29389516,-0.3273767,-0.1282038,-0.1485434,-0.0203396
17,-0.35969093,-0.2341674,"('nasty', 'nice')",-0.40779454,-0.39736176,-0.3837427,-0.3157646,0.0679781
18,0.03509727,0.070211396,"('disagreeable', 'welcoming')",-0.79789937,-0.80849594,-0.3814011,-0.3691423,0.0122588
19,0.7738686,0.7739778,"('inhospitable', 'hospitable')",0.06370789,0.1300235,0.4187883,0.4520006,0.0332123
20,-0.36103633,-0.37309182,"('rough', 'thoughtful')",0.60915315,0.5880585,0.1240584,0.1074833,-0.0165751
21,-1.7032899,-1.7989541,"('immoral', 'moral')",-1.2101048,-1.1964293,-1.4566973,-1.4976916,-0.0409943
22,-1.4663393,-1.5682136,"('untrustworthy', 'trustworthy')",-1.0363045,-1.0971448,-1.2513219,-1.3326793,-0.0813574
