,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,female-male
0,3.1007633,2.870623,"('unsociable', 'sociable')",1.2870866,1.0311855,-0.43987942,-0.50280076,1.3159901,1.1330027,-0.1829874
1,-2.2245495,-2.390282,"('unfriendly', 'friendly')",-0.6374956,-0.9899297,2.3021073,2.125204,-0.1866459,-0.4183358,-0.2316899
2,0.17837659,0.08793247,"('unlikable', 'likable')",0.7744908,0.8125585,0.31255662,0.44682503,0.421808,0.4491053,0.0272973
3,0.99293154,0.99185246,"('repellent', 'pleasant')",0.64154375,0.5354319,-0.09243803,-0.018119462,0.5140124,0.503055,-0.0109574
4,-2.77524,-2.870594,"('disliked', 'liked')",0.42093045,0.63512397,-5.5198603,-5.485338,-2.6247233,-2.5736027,0.0511206
5,-3.9021573,-3.8533413,"('distant', 'outgoing')",-1.1408535,-1.1219116,0.3962165,0.34544998,-1.5489314,-1.5432677,0.0056637
6,-4.5217633,-4.571274,"('distant', 'open')",-1.6353824,-1.7102877,0.59925056,0.50222516,-1.8526316,-1.9264453,-0.0738137
7,4.5086703,4.277992,"('insensitive', 'sensitive')",0.77896976,0.6803425,0.7784927,0.84545535,2.0220442,1.9345965,-0.0874477
8,-1.3208287,-1.3310553,"('unaffectionate', 'affectionate')",-0.51640147,-0.72458994,1.0843476,0.8222657,-0.2509609,-0.4111265,-0.1601656
9,0.20765209,0.19569585,"('unaffectionate', 'caring')",0.22372629,-0.046579093,1.7490463,1.5967565,0.7268082,0.5819577,-0.1448505
10,5.6158857,5.489876,"('unsympathetic', 'sympathetic')",1.3263474,0.99391043,-0.1584072,-0.12842941,2.2612753,2.1184522,-0.1428231
11,2.5827162,2.6539536,"('unhelpful', 'helpful')",0.8490554,0.7463473,1.6771337,1.6875595,1.7029684,1.6959535,-0.0070149
12,2.7235775,2.6592524,"('unsupportive', 'supportive')",1.5388635,1.5889974,-1.2331264,-1.1621746,1.0097716,1.0286918,0.0189202
13,3.6414092,3.4845471,"('impolite', 'polite')",1.1443571,1.0640128,-0.17825441,-0.12684473,1.5358372,1.4739051,-0.0619321
14,5.358644,4.908248,"('antisocial', 'social')",2.5043938,2.5090158,0.1964251,0.26570737,2.6864878,2.5609905,-0.1254973
