,type_male,type_female,tuple,average_male,average_female,female-male
0,-0.45509544,-0.46311715,"('unsociable', 'sociable')",-0.4550954,-0.4631172,-0.0080218
1,1.4064499,1.3318142,"('unfriendly', 'friendly')",1.4064499,1.3318142,-0.0746357
2,-0.16731887,-0.068877734,"('unlikable', 'likable')",-0.1673189,-0.0688777,0.0984412
3,0.53076106,0.6085085,"('repellent', 'pleasant')",0.5307611,0.6085085,0.0777474
4,-7.174559,-7.3407807,"('disliked', 'liked')",-7.1745591,-7.3407807,-0.1662216
5,-0.43701327,-0.4293305,"('distant', 'outgoing')",-0.4370133,-0.4293305,0.0076828
6,0.20204398,0.13016194,"('distant', 'open')",0.202044,0.1301619,-0.0718821
7,0.827312,0.859469,"('insensitive', 'sensitive')",0.827312,0.859469,0.032157
8,1.1395762,1.0420612,"('unaffectionate', 'affectionate')",1.1395762,1.0420612,-0.097515
9,1.4866625,1.3834949,"('unaffectionate', 'caring')",1.4866625,1.3834949,-0.1031676
10,0.7575202,0.85138243,"('unsympathetic', 'sympathetic')",0.7575202,0.8513824,0.0938622
11,1.5229768,1.5618044,"('unhelpful', 'helpful')",1.5229768,1.5618044,0.0388276
12,-1.7742889,-1.8293222,"('unsupportive', 'supportive')",-1.7742889,-1.8293222,-0.0550333
13,-0.5873041,-0.4923935,"('impolite', 'polite')",-0.5873041,-0.4923935,0.0949106
14,-0.29410103,-0.2435147,"('antisocial', 'social')",-0.294101,-0.2435147,0.0505863
15,-0.036415108,-0.09672146,"('boring', 'funny')",-0.0364151,-0.0967215,-0.0603064
16,-0.366025,-0.35970876,"('unpopular', 'popular')",-0.366025,-0.3597088,0.0063162
17,-0.5919938,-0.5538884,"('nasty', 'nice')",-0.5919938,-0.5538884,0.0381054
18,-0.20735957,-0.25578082,"('disagreeable', 'welcoming')",-0.2073596,-0.2557808,-0.0484212
19,-0.49358597,-0.59875757,"('inhospitable', 'hospitable')",-0.493586,-0.5987576,-0.1051716
20,1.1720716,1.0711192,"('rough', 'thoughtful')",1.1720716,1.0711192,-0.1009524
21,-0.48247153,-0.4327464,"('immoral', 'moral')",-0.4824715,-0.4327464,0.0497251
22,-0.8167031,-0.7374419,"('untrustworthy', 'trustworthy')",-0.8167031,-0.7374419,0.0792612
23,6.455586,6.460539,"('insincere', 'sincere')",6.455586,6.4605389,0.0049529
24,1.5378772,1.3981211,"('dishonest', 'honest')",1.5378772,1.3981211,-0.1397561
25,0.9840458,0.8918086,"('egoistic', 'altruistic')",0.9840458,0.8918086,-0.0922372
26,0.9786725,0.8809586,"('hardhearted', 'benevolent')",0.9786725,0.8809586,-0.0977139
27,1.6058192,1.5267965,"('hardhearted', 'softhearted')",1.6058192,1.5267965,-0.0790227
28,1.1777432,1.0793498,"('disloyal', 'loyal')",1.1777432,1.0793498,-0.0983934
29,-0.86481404,-0.9760185,"('unfair', 'fair')",-0.864814,-0.9760185,-0.1112045
30,0.9128041,0.8942716,"('intolerant', 'tolerant')",0.9128041,0.8942716,-0.0185325
31,-1.3171992,-1.3641276,"('evil', 'good')",-1.3171992,-1.3641276,-0.0469284
32,1.1576221,1.0363684,"('unkind', 'kind')",1.1576221,1.0363684,-0.1212537
33,-0.49909034,-0.62302923,"('wrong', 'right')",-0.4990903,-0.6230292,-0.1239389
34,4.5285835,4.64291,"('mean', 'honorable')",4.5285835,4.64291,0.1143265
35,-0.3858676,-0.72056806,"('corrupt', 'incorrupt')",-0.3858676,-0.7205681,-0.3347005
36,-0.5416865,-0.7328536,"('hostile', 'amicable')",-0.5416865,-0.7328536,-0.1911671
37,1.0131334,0.9817208,"('fake', 'genuine')",1.0131334,0.9817208,-0.0314126
38,-0.29828697,-0.32872123,"('untruthful', 'truthful')",-0.298287,-0.3287212,-0.0304342
39,0.35489956,0.32077438,"('exploitative', 'cooperative')",0.3548996,0.3207744,-0.0341252
40,-1.1679134,-1.2903333,"('stingy', 'generous')",-1.1679134,-1.2903333,-0.1224199
41,0.003841631,-0.0670034,"('unforgiving', 'forgiving')",0.0038416,-0.0670034,-0.070845
42,-2.4492137,-2.3585749,"('unreliable', 'reliable')",-2.4492137,-2.3585749,0.0906388
43,0.73138356,0.79314065,"('irresponsible', 'responsible')",0.7313836,0.7931406,0.061757
44,-1.1822686,-1.0273836,"('prejudiced', 'unprejudiced')",-1.1822686,-1.0273836,0.154885
45,-0.28150636,-0.24943772,"('incompetent', 'competent')",-0.2815064,-0.2494377,0.0320687
46,-0.87525725,-0.7421712,"('uncompetitive', 'competitive')",-0.8752573,-0.7421712,0.1330861
47,4.845861,5.092426,"('stupid', 'smart')",4.845861,5.0924258,0.2465648
48,0.6366464,0.51149905,"('unintelligent', 'intelligent')",0.6366464,0.511499,-0.1251474
49,0.12696618,0.18636796,"('unable', 'able')",0.1269662,0.186368,0.0594018
50,-0.11668359,-0.20069256,"('clumsy', 'skillful')",-0.1166836,-0.2006926,-0.084009
51,0.84536314,0.7744778,"('uneducated', 'educated')",0.8453631,0.7744778,-0.0708853
52,-0.48317727,-0.6359194,"('irrational', 'rational')",-0.4831773,-0.6359194,-0.1527421
53,0.052117348,-0.08969194,"('uncreative', 'creative')",0.0521173,-0.0896919,-0.1418092
54,1.1294047,1.1416492,"('incapable', 'capable')",1.1294047,1.1416492,0.0122445
55,0.55410945,0.63937205,"('incompetent', 'clever')",0.5541095,0.6393721,0.0852626
56,0.37848786,0.34774283,"('impractical', 'practical')",0.3784879,0.3477428,-0.0307451
57,-2.8796718,-2.7729447,"('unimaginative', 'imaginative')",-2.8796718,-2.7729447,0.1067271
58,0.31748864,0.28949153,"('undiscriminating', 'discriminating')",0.3174886,0.2894915,-0.0279971
59,-0.081535086,-0.11458579,"('foolish', 'wise')",-0.0815351,-0.1145858,-0.0330507
60,0.0020611957,0.17324448,"('inefficient', 'efficient')",0.0020612,0.1732445,0.1711833
61,0.26601213,0.044305332,"('illogical', 'logical')",0.2660121,0.0443053,-0.2217068
62,0.15267846,0.29020455,"('incompetent', 'brilliant')",0.1526785,0.2902046,0.1375261
63,0.042365603,0.0880908,"('unperceptive', 'insightful')",0.0423656,0.0880908,0.0457252
64,-6.747976,-6.595496,"('shy', 'confident')",-6.7479758,-6.5954962,0.1524796
65,-0.30205068,-0.13340501,"('insecure', 'secure')",-0.3020507,-0.133405,0.1686457
66,-0.08737548,-0.046558857,"('inactive', 'active')",-0.0873755,-0.0465589,0.0408166
67,-0.5208194,-0.43338203,"('doubtful', 'determined')",-0.5208194,-0.433382,0.0874374
68,-0.47058895,-0.50793517,"('dependent', 'independent')",-0.470589,-0.5079352,-0.0373462
