,nov_male,nov_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.8801723,1.4951073,"('unsociable', 'sociable')",-0.009538155,-0.2708345,0.935317,0.6121364,-0.3231806
1,-0.33608133,-0.27646306,"('unfriendly', 'friendly')",1.5781066,1.4430102,0.6210127,0.5832736,-0.0377391
2,-0.12809698,-0.22593696,"('unlikable', 'likable')",0.21492445,0.19838616,0.0434137,-0.0137754,-0.0571891
3,1.4961231,1.5327584,"('repellent', 'pleasant')",0.26730305,0.30234447,0.881713,0.9175514,0.0358384
4,-2.6549277,-2.5789323,"('disliked', 'liked')",-6.9149404,-7.0275006,-4.784934,-4.8032165,-0.0182825
5,-2.597633,-2.3637314,"('distant', 'outgoing')",-0.38800246,-0.3533178,-1.4928176,-1.3585246,0.134293
6,-3.0262485,-2.7371678,"('distant', 'open')",-0.028788164,0.005324859,-1.5275183,-1.3659215,0.1615968
7,1.8727982,1.7953533,"('insensitive', 'sensitive')",0.47267345,0.44886658,1.1727358,1.1221099,-0.0506259
8,-0.98478216,-0.8389255,"('unaffectionate', 'affectionate')",0.6113844,0.585665,-0.1866989,-0.1266302,0.0600687
9,0.10778714,0.2052034,"('unaffectionate', 'caring')",0.86680055,0.88591826,0.4872938,0.5455608,0.058267
10,2.2153857,2.0472624,"('unsympathetic', 'sympathetic')",-0.42776003,-0.4847694,0.8938128,0.7812465,-0.1125663
11,1.7897009,1.743273,"('unhelpful', 'helpful')",2.293121,2.300641,2.0414109,2.0219569,-0.019454
12,1.0949972,1.2113022,"('unsupportive', 'supportive')",-2.0846086,-2.0733948,-0.4948057,-0.4310463,0.0637594
13,2.0150177,1.7204237,"('impolite', 'polite')",-0.4300682,-0.48071796,0.7924747,0.6198529,-0.1726218
14,2.3300111,2.0861185,"('antisocial', 'social')",-0.3886064,-0.54090166,0.9707024,0.7726084,-0.198094
15,0.25895792,0.09149553,"('boring', 'funny')",0.46613663,0.36693025,0.3625473,0.2292129,-0.1333344
16,-1.5767088,-1.5215758,"('unpopular', 'popular')",0.51643753,0.46281183,-0.5301356,-0.529382,0.0007536
17,-0.3005444,-0.2784352,"('nasty', 'nice')",-0.41601375,-0.4468513,-0.3582791,-0.3626432,-0.0043641
18,-0.47462988,-0.52446455,"('disagreeable', 'welcoming')",-0.16806623,-0.29017296,-0.3213481,-0.4073188,-0.0859707
19,-1.5541642,-1.4147943,"('inhospitable', 'hospitable')",-0.45995596,-0.37067133,-1.0070601,-0.8927329,0.1143272
20,1.8288627,1.710957,"('rough', 'thoughtful')",1.4416528,1.3577926,1.6352577,1.5343748,-0.1008829
21,2.8552825,2.6114225,"('immoral', 'moral')",-0.17775346,-0.22108784,1.3387645,1.1951673,-0.1435972
22,1.4405452,1.219058,"('untrustworthy', 'trustworthy')",-0.793576,-0.92226964,0.3234846,0.1483942,-0.1750904
23,2.5201921,2.406546,"('insincere', 'sincere')",6.412994,6.3276153,4.4665928,4.3670807,-0.0995121
24,0.7829581,0.5824421,"('dishonest', 'honest')",0.7066873,0.6531767,0.7448227,0.6178094,-0.1270133
25,-0.6473567,-0.5872452,"('egoistic', 'altruistic')",1.4323813,1.275321,0.3925123,0.3440379,-0.0484744
26,0.4687628,0.30496228,"('hardhearted', 'benevolent')",1.4168651,1.2566214,0.9428139,0.7807918,-0.1620221
27,1.3624588,1.3976746,"('hardhearted', 'softhearted')",1.0908511,1.0105598,1.226655,1.2041172,-0.0225378
28,0.8691677,0.7367104,"('disloyal', 'loyal')",1.4151051,1.274399,1.1421363,1.0055547,-0.1365816
29,-1.2541196,-1.3068815,"('unfair', 'fair')",-0.5027594,-0.68005586,-0.8784395,-0.9934687,-0.1150292
30,3.1597502,2.8367302,"('intolerant', 'tolerant')",1.8739893,1.7280157,2.5168698,2.282373,-0.2344968
31,-3.1809716,-2.9786446,"('evil', 'good')",-1.2501119,-1.3223006,-2.2155418,-2.1504726,0.0650692
32,1.4143457,1.2406899,"('unkind', 'kind')",0.9761433,0.7161414,1.1952446,0.9784156,-0.216829
33,-0.53408974,-0.5077424,"('wrong', 'right')",-0.5076692,-0.5428704,-0.5208795,-0.5253064,-0.0044269
34,1.0139165,1.0195398,"('mean', 'honorable')",6.5402355,6.638367,3.777076,3.8289535,0.0518775
35,-2.882098,-2.7697532,"('corrupt', 'incorrupt')",-0.41007563,-0.4853672,-1.6460868,-1.6275603,0.0185265
36,-2.687249,-2.5465922,"('hostile', 'amicable')",-0.0036943145,-0.1229028,-1.3454716,-1.3347476,0.010724
37,1.0334053,1.0256895,"('fake', 'genuine')",0.61363596,0.5984194,0.8235207,0.8120545,-0.0114662
38,-0.2875073,-0.2854767,"('untruthful', 'truthful')",0.1260091,0.18105581,-0.0807491,-0.0522105,0.0285386
39,1.7492529,1.7397853,"('exploitative', 'cooperative')",0.15466565,0.13354073,0.9519593,0.936663,-0.0152963
40,-0.4642452,-0.48210198,"('stingy', 'generous')",-1.9090568,-2.0810566,-1.186651,-1.2815793,-0.0949283
41,1.1407276,1.0617052,"('unforgiving', 'forgiving')",0.14960368,0.008865645,0.6451657,0.5352854,-0.1098803
42,0.11771154,0.11456816,"('unreliable', 'reliable')",-3.3259299,-3.260354,-1.6041092,-1.5728929,0.0312163
43,1.3291065,1.2743725,"('irresponsible', 'responsible')",0.8121102,0.757494,1.0706084,1.0159333,-0.0546751
44,-0.91429025,-0.88268965,"('prejudiced', 'unprejudiced')",-1.507984,-1.5540038,-1.2111372,-1.2183467,-0.0072095
45,0.7402801,0.5803587,"('incompetent', 'competent')",-0.19417444,-0.27821466,0.2730528,0.151072,-0.1219808
46,1.5974207,1.5278581,"('uncompetitive', 'competitive')",-0.3406058,-0.3514746,0.6284075,0.5881917,-0.0402158
47,0.6231495,0.59596455,"('stupid', 'smart')",5.7854342,5.8718543,3.2042918,3.2339094,0.0296176
48,2.6908054,2.508012,"('unintelligent', 'intelligent')",0.96063405,0.9649653,1.8257197,1.7364887,-0.089231
49,0.6704098,0.59896606,"('unable', 'able')",0.074751966,0.18974547,0.3725809,0.3943558,0.0217749
50,-0.99778664,-0.85619533,"('clumsy', 'skillful')",0.12873456,0.1582936,-0.434526,-0.3489509,0.0855751
51,1.0039095,0.7948822,"('uneducated', 'educated')",0.6818781,0.5722112,0.8428938,0.6835467,-0.1593471
52,-2.3516936,-2.3585532,"('irrational', 'rational')",-0.12924334,-0.26697978,-1.2404685,-1.3127664,-0.0722979
53,-0.64941907,-0.5677896,"('uncreative', 'creative')",0.83389866,0.75006056,0.0922398,0.0911355,-0.0011043
54,0.06386131,0.033913013,"('incapable', 'capable')",1.0896727,1.1402143,0.576767,0.5870637,0.0102967
55,2.9199555,2.7222707,"('incompetent', 'clever')",0.38045862,0.3459473,1.650207,1.534109,-0.116098
56,2.7884228,2.6085436,"('impractical', 'practical')",0.4325724,0.41276196,1.6104976,1.5106528,-0.0998448
57,0.53382105,0.5355292,"('unimaginative', 'imaginative')",-2.7052846,-2.7986288,-1.0857317,-1.1315498,-0.0458181
58,-0.15272668,-0.18878098,"('undiscriminating', 'discriminating')",0.18520176,0.12918684,0.0162375,-0.0297971,-0.0460346
59,-1.6967744,-1.5834773,"('foolish', 'wise')",0.40602115,0.42611125,-0.6453766,-0.578683,0.0666936
60,3.1935759,2.9826088,"('inefficient', 'efficient')",0.4107237,0.5035232,1.8021498,1.743066,-0.0590838
61,1.3091124,1.0544866,"('illogical', 'logical')",0.44483355,0.23485903,0.876973,0.6446728,-0.2323002
62,2.5477736,2.452349,"('incompetent', 'brilliant')",0.60524595,0.73478866,1.5765097,1.5935688,0.0170591
63,1.1723623,1.2067591,"('unperceptive', 'insightful')",0.95201385,1.0065902,1.0621881,1.1066747,0.0444866
64,-2.1587815,-2.2520337,"('shy', 'confident')",-7.247204,-7.254074,-4.7029924,-4.7530537,-0.0500613
65,1.8713642,1.6148492,"('insecure', 'secure')",-0.4851308,-0.5227882,0.6931167,0.5460305,-0.1470862
66,-2.0648065,-2.0513117,"('inactive', 'active')",0.24625202,0.2023701,-0.9092772,-0.9244708,-0.0151936
67,0.18977576,0.11776604,"('doubtful', 'determined')",-0.30439612,-0.33126524,-0.0573102,-0.1067496,-0.0494394
68,0.0663804,-0.043279663,"('dependent', 'independent')",-0.25667,-0.25984603,-0.0951448,-0.1515628,-0.056418
69,-2.316498,-2.1421623,"('lazy', 'industrious')",-0.63164836,-0.647521,-1.4740732,-1.3948417,0.0792315
70,2.0131414,1.9267735,"('lethargic', 'energetic')",0.91037476,0.8981467,1.4617581,1.4124601,-0.049298
71,-0.48500028,-0.41827792,"('diffident', 'self-confident')",0.24106827,0.16960955,-0.121966,-0.1243342,-0.0023682
72,0.6086008,0.6666791,"('unambitious', 'ambitious')",-0.9353918,-0.84447443,-0.1633955,-0.0888977,0.0744978
73,-0.47011322,-0.4259437,"('helpless', 'self-reliant')",-3.1586943,-3.102252,-1.8144038,-1.7640978,0.050306
74,1.2501948,1.2006986,"('undedicated', 'dedicated')",0.2359543,0.11219066,0.7430745,0.6564446,-0.0866299
75,-1.5876217,-1.3885553,"('meek', 'impulsive')",-0.7485037,-0.62911433,-1.1680627,-1.0088348,0.1592279
76,1.6416485,1.5349714,"('anxious', 'daring')",0.3152287,0.35424334,0.9784386,0.9446074,-0.0338312
77,0.66936314,0.677968,"('unmotivated', 'motivated')",-0.874788,-0.7605381,-0.1027124,-0.041285,0.0614274
78,0.44795635,0.54758066,"('nonresilient', 'resilient')",0.13635848,0.20757583,0.2921574,0.3775783,0.0854209
79,-2.3046458,-2.1514318,"('wavering', 'unwavering')",-0.23360604,-0.18129866,-1.2691259,-1.1663653,0.1027606
80,0.5633973,0.37519884,"('dominated', 'dominating')",-1.2263427,-1.2596717,-0.3314727,-0.4422364,-0.1107637
81,2.0270095,1.7517642,"('submissive', 'aggressive')",-0.5904427,-0.51394904,0.7182834,0.6189076,-0.0993758
82,0.92146784,0.88173616,"('poor', 'rich')",6.7254577,6.780879,3.8234627,3.8313076,0.0078449
83,-0.22301161,-0.37036097,"('powerless', 'powerful')",-0.46331978,-0.5811342,-0.3431657,-0.4757476,-0.1325819
84,0.51577544,0.4594548,"('inferior', 'superior')",1.117951,1.1340582,0.8168632,0.7967565,-0.0201067
85,-2.0499492,-1.8291047,"('insignificant', 'prestigious')",0.274838,0.18893033,-0.8875556,-0.8200872,0.0674684
86,1.5366513,1.3854479,"('uninfluential', 'influential')",0.2885117,0.13672191,0.9125814,0.7610849,-0.1514965
87,0.007941947,-0.09230688,"('unsuccessful', 'successful')",0.69412845,0.66237885,0.3510352,0.285036,-0.0659992
88,0.2915278,0.10507163,"('low', 'eminent')",0.5906866,0.51438785,0.4411072,0.3097297,-0.1313775
