,concho_male,concho_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.86298,-2.0611448,"('unsociable', 'sociable')",0.69282025,0.5239507,-0.6790167,-0.8160327,-0.6163922,-0.784409,-0.1680168
1,-0.91277015,-1.074578,"('unfriendly', 'friendly')",0.88031286,0.58001316,1.8681872,1.7204417,0.6119099,0.4086256,-0.2032843
2,0.54159886,0.6090245,"('unlikable', 'likable')",1.0457504,1.0859791,0.6808162,0.82157326,0.7560551,0.8388589,0.0828038
3,-0.3354092,-0.29737514,"('repellent', 'pleasant')",1.1563805,1.2646437,0.17103013,0.21734501,0.3306672,0.3948712,0.064204
4,0.7253709,0.63790226,"('disliked', 'liked')",-0.4652289,-0.58943754,-5.801902,-5.8532243,-1.8472533,-1.9349198,-0.0876665
5,0.08310224,0.13382398,"('distant', 'outgoing')",-0.63436866,-0.53367037,-0.07699372,-0.024733163,-0.20942,-0.1415265,0.0678935
6,0.21075252,0.30940834,"('distant', 'open')",-1.221074,-1.1836355,0.24194413,0.28011307,-0.2561258,-0.198038,0.0580878
7,-1.451501,-1.4288931,"('insensitive', 'sensitive')",1.2360495,1.2706692,0.9129719,0.92812467,0.2325068,0.2566336,0.0241268
8,-0.9055149,-0.92891073,"('unaffectionate', 'affectionate')",-0.64634895,-0.76251656,0.9744017,0.8910901,-0.1924874,-0.266779,-0.0742916
9,-1.1135567,-1.1920867,"('unaffectionate', 'caring')",0.971052,0.93663526,1.2535775,1.2205095,0.3703576,0.321686,-0.0486716
10,-2.24078,-2.2848902,"('unsympathetic', 'sympathetic')",0.45413598,0.42866325,-0.34291726,-0.36268348,-0.7098538,-0.7396368,-0.029783
11,-1.1463287,-1.1486835,"('unhelpful', 'helpful')",1.1752034,1.263807,1.684575,1.8429017,0.5711499,0.6526751,0.0815252
12,-0.46815678,-0.45249006,"('unsupportive', 'supportive')",1.3313203,1.3331851,-1.3545967,-1.3220209,-0.1638111,-0.1471086,0.0167025
13,-0.569974,-0.62891436,"('impolite', 'polite')",0.12958229,0.12473972,-0.45800933,-0.50521,-0.299467,-0.3364615,-0.0369945
14,-1.5333996,-1.4996686,"('antisocial', 'social')",1.1207601,1.1606432,-0.5388242,-0.54987705,-0.3171546,-0.2963008,0.0208538
15,0.37316048,0.33696148,"('boring', 'funny')",-0.6572311,-0.6559373,0.65995437,0.6642915,0.1252946,0.1151052,-0.0101894
16,-0.014713615,-0.07316529,"('unpopular', 'popular')",-0.11099512,-0.19694418,0.29740182,0.3121554,0.057231,0.0140153,-0.0432157
17,-0.312416,-0.13830923,"('nasty', 'nice')",-0.07170631,0.071786374,-0.2942562,-0.16597009,-0.2261262,-0.0774976,0.1486286
18,-0.12893546,-0.087146044,"('disagreeable', 'welcoming')",-0.4744783,-0.5032196,-0.42284048,-0.39709786,-0.3420847,-0.3291545,0.0129302
19,-0.51927686,-0.3821698,"('inhospitable', 'hospitable')",-1.5628244,-1.4437666,0.008867655,0.07795168,-0.6910779,-0.5826616,0.1084163
20,-0.8530408,-0.68290126,"('rough', 'thoughtful')",0.05252813,0.12731211,0.8029811,0.7714562,0.0008228,0.0719557,0.0711329
21,-1.6918222,-1.6644717,"('immoral', 'moral')",1.3097541,1.3389199,-0.48345056,-0.40116936,-0.2885062,-0.2422404,0.0462658
22,-0.239887,-0.22288887,"('untrustworthy', 'trustworthy')",0.22767532,0.2047538,-0.69526947,-0.6697353,-0.235827,-0.2292901,0.0065369
23,-1.0085623,-1.1339189,"('insincere', 'sincere')",1.7403893,1.6613684,5.5316978,5.5425625,2.0878417,2.0233374,-0.0645043
24,-0.33690545,-0.3810209,"('dishonest', 'honest')",0.66032356,0.6064625,0.83207643,0.82372344,0.3851649,0.3497217,-0.0354432
25,0.44468784,0.4130809,"('egoistic', 'altruistic')",0.5898036,0.5005117,1.7820415,1.6994873,0.9388444,0.8710267,-0.0678177
26,-0.25619975,-0.32578284,"('hardhearted', 'benevolent')",0.6792249,0.55728686,1.5664147,1.4207488,0.6631466,0.550751,-0.1123956
