,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.65361434,-0.7157099,"('unsociable', 'sociable')",0.22226623,0.091662124,0.21210766,0.072922416,-0.544857,-0.66986203,-0.1910244,-0.3052469,-0.1142225
1,-1.63381,-1.6613522,"('unfriendly', 'friendly')",1.247088,1.1979703,0.25305012,0.11017315,1.9915466,1.8452493,0.4644687,0.3730102,-0.0914585
2,0.80035,0.7855639,"('unlikable', 'likable')",1.3401672,1.3044859,1.7321327,1.7823426,1.057756,1.1240832,1.2326014,1.2491188,0.0165174
3,-0.31372827,-0.29140884,"('repellent', 'pleasant')",-1.4460367,-1.2788886,-0.28643477,-0.19972916,-0.11548632,-0.04372593,-0.5404215,-0.4534382,0.0869833
4,0.17726932,0.20354924,"('disliked', 'liked')",1.0226145,1.0695481,0.34257972,0.36913127,-5.298253,-5.312619,-0.9389474,-0.9175977,0.0213497
5,-0.13662936,-0.09848696,"('distant', 'outgoing')",0.72280407,0.85194784,0.1387386,0.17974028,0.18888392,0.1979582,0.2284493,0.2827899,0.0543406
6,-0.37387836,-0.30379313,"('distant', 'open')",0.8172015,0.9559581,0.028629467,0.058773905,0.7693102,0.7630699,0.3103157,0.3685022,0.0581865
7,-0.80209535,-0.76961094,"('insensitive', 'sensitive')",-0.3418457,-0.28108758,0.20089895,0.20902689,0.6103079,0.6434567,-0.0831836,-0.0495537,0.0336299
8,-1.4272971,-1.4859793,"('unaffectionate', 'affectionate')",0.33037773,0.27898958,-1.2895494,-1.3332672,0.6552932,0.56276166,-0.4327939,-0.4943738,-0.0615799
9,-0.7754555,-0.75731117,"('unaffectionate', 'caring')",1.4163661,1.4075401,0.56845707,0.5159099,1.3043524,1.2730916,0.62843,0.6098076,-0.0186224
10,-1.1387212,-1.1316243,"('unsympathetic', 'sympathetic')",-0.34012938,-0.2916812,-0.34718367,-0.33267817,-0.20264703,-0.19885972,-0.5071703,-0.4887109,0.0184594
11,-0.38242957,-0.36594656,"('unhelpful', 'helpful')",0.11592566,0.10141155,1.7210891,1.7496266,1.6834611,1.6879194,0.7845116,0.7932528,0.0087412
12,0.5936267,0.69402236,"('unsupportive', 'supportive')",2.8976722,3.083395,1.7284156,1.851956,-1.2955129,-1.2366863,0.9810504,1.0981718,0.1171214
13,0.2885407,0.31003052,"('impolite', 'polite')",0.5823338,0.49120882,1.1128997,1.093792,-0.062405344,-0.12591377,0.4803422,0.4422794,-0.0380628
14,-0.4667557,-0.45004314,"('antisocial', 'social')",-0.029067531,-0.0411081,0.1450873,0.12684713,-0.8061599,-0.82394147,-0.289224,-0.2970614,-0.0078374
15,-0.11384405,-0.1542263,"('boring', 'funny')",0.5125498,0.40512887,0.42155164,0.3954548,0.7151055,0.6455961,0.3838407,0.3229884,-0.0608523
16,-0.022958811,-0.04450588,"('unpopular', 'popular')",-0.08610962,-0.043970242,0.42379478,0.43549332,0.74255395,0.7625323,0.2643201,0.2773874,0.0130673
17,0.10824804,0.15083124,"('nasty', 'nice')",-0.23692138,-0.03808255,-0.22051436,-0.14043745,-0.27038297,-0.19709562,-0.1548927,-0.0561961,0.0986966
18,-0.34219176,-0.346022,"('disagreeable', 'welcoming')",-0.29951286,-0.26623666,0.22023273,0.2397392,0.07186534,0.052860685,-0.0874016,-0.0799147,0.0074869
19,-0.31485727,-0.31296614,"('inhospitable', 'hospitable')",0.4863169,0.47919577,-0.18743107,-0.1365578,0.3994006,0.45838475,0.0958573,0.1220142,0.0261569
20,-0.87926644,-0.86185807,"('rough', 'thoughtful')",-0.5906404,-0.5144907,0.39577472,0.40449262,0.78747207,0.796276,-0.071665,-0.043895,0.02777
21,-0.45382234,-0.4544553,"('immoral', 'moral')",0.9916959,0.9467156,0.5859911,0.56401885,-0.60580176,-0.6066303,0.1295157,0.1124122,-0.0171035
22,-0.46729246,-0.4616524,"('untrustworthy', 'trustworthy')",0.24471271,0.17492567,0.51450217,0.47390616,-0.8849383,-0.9281681,-0.148254,-0.1852472,-0.0369932
23,-1.2323575,-1.2699196,"('insincere', 'sincere')",0.078991994,0.04901018,0.9770188,0.9228895,5.054885,4.9915695,1.2196345,1.1733874,-0.0462471
24,-0.14311697,-0.14890182,"('dishonest', 'honest')",0.6997195,0.6377165,-0.738153,-0.7643101,1.0165138,0.97251695,0.2087408,0.1742554,-0.0344854
25,-0.56912875,-0.5406462,"('egoistic', 'altruistic')",0.26952374,0.2764085,0.76462364,0.692862,1.5733529,1.517724,0.5095929,0.4865871,-0.0230058
26,-0.6334961,-0.63670605,"('hardhearted', 'benevolent')",1.3101621,1.2861347,1.0331798,1.017737,1.7467637,1.6720726,0.8641524,0.8348096,-0.0293428
27,-0.7732676,-0.71584505,"('hardhearted', 'softhearted')",0.47593328,0.5743703,0.60808176,0.6511365,1.7552717,1.7387218,0.5165048,0.5620959,0.0455911
28,-0.91485274,-0.93863046,"('disloyal', 'loyal')",0.13461167,0.016051263,-0.017069073,-0.13813241,0.8239171,0.68704444,0.0066517,-0.0934168,-0.1000685
29,0.09561645,0.112666264,"('unfair', 'fair')",-0.041416693,-0.00947506,-0.3492689,-0.40445828,-0.73985386,-0.86406547,-0.2587308,-0.2913331,-0.0326023
30,-0.030457528,-0.05387237,"('intolerant', 'tolerant')",0.29232037,0.24092299,1.170489,1.1423576,1.3592035,1.2758085,0.6978889,0.6513041,-0.0465848
31,-0.07286823,-0.022399964,"('evil', 'good')",-0.59263873,-0.47807512,-0.5505383,-0.50059026,-0.4368832,-0.51614934,-0.4132321,-0.3793037,0.0339284
32,0.3960501,0.39944422,"('unkind', 'kind')",1.913235,1.8731043,1.0070415,0.9879158,1.0416186,0.9443494,1.0894864,1.0512035,-0.0382829
33,0.5202399,0.5314543,"('wrong', 'right')",1.0440274,0.9993853,1.377008,1.3638657,-0.049982447,-0.1096949,0.7228232,0.6962526,-0.0265706
34,-0.37850088,-0.33027387,"('mean', 'honorable')",0.5465519,0.61832196,-0.10666272,-0.068158,5.733264,5.817313,1.4486631,1.5093008,0.0606377
35,0.11849982,0.10516924,"('corrupt', 'incorrupt')",-0.5501569,-0.4885194,0.1799944,0.14039627,0.33676556,0.20231678,0.0212757,-0.0101593,-0.031435
36,-0.62307894,-0.6847519,"('hostile', 'amicable')",-0.13522385,-0.08090691,-0.69130313,-0.7593462,0.5503361,0.40322432,-0.2248175,-0.2804452,-0.0556277
37,-0.47835076,-0.44594818,"('fake', 'genuine')",0.33392715,0.35675657,0.32334653,0.36922175,0.31310126,0.34558815,0.123006,0.1564046,0.0333986
38,-0.4289476,-0.38486636,"('untruthful', 'truthful')",0.94868267,0.98787445,0.53809196,0.5640129,0.36944407,0.37672758,0.3568178,0.3859372,0.0291194
39,1.0561014,1.0772539,"('exploitative', 'cooperative')",0.28999975,0.30879134,1.2356564,1.2211028,0.3054457,0.28059253,0.7218008,0.7219352,0.0001344
40,0.40996692,0.40632933,"('stingy', 'generous')",0.79854375,0.85595924,0.022963747,0.06245316,-1.117528,-1.1413428,0.0284866,0.0458497,0.0173631
41,-0.4247529,-0.43177345,"('unforgiving', 'forgiving')",0.5287938,0.5346204,0.9881501,1.031464,0.55281186,0.4872357,0.4112507,0.4053867,-0.005864
42,1.064288,1.1311594,"('unreliable', 'reliable')",1.9908214,2.116279,1.1065396,1.2785336,-2.4415832,-2.3024633,0.4300165,0.5558771,0.1258606
43,-0.7370633,-0.7153107,"('irresponsible', 'responsible')",1.3077246,1.3778694,0.17651777,0.24990015,0.39534003,0.42045212,0.2856298,0.3332278,0.047598
44,0.25970462,0.2620419,"('prejudiced', 'unprejudiced')",-0.4876462,-0.40412512,0.12107442,0.15360157,-1.3925483,-1.3739524,-0.3748539,-0.3406085,0.0342454
45,-0.92472017,-0.83415794,"('incompetent', 'competent')",-0.057638198,0.11718655,0.3018122,0.3566118,-0.3070764,-0.29959056,-0.2469056,-0.1649875,0.0819181
46,-0.53521305,-0.52883947,"('uncompetitive', 'competitive')",-0.20024851,-0.15666753,0.16992363,0.19956675,-0.9542769,-0.97028875,-0.3799537,-0.3640572,0.0158965
47,-0.29263228,-0.25916865,"('stupid', 'smart')",1.5669937,1.5598047,0.9920844,1.0172294,5.304167,5.3240795,1.8926531,1.9104862,0.0178331
