,bagpipe_male,bagpipe_female,tuple,average_male,average_female,female-male
0,0.30595866,0.11124211,"('unsociable', 'sociable')",0.3059587,0.1112421,-0.1947166
1,-0.35772052,-0.59891284,"('unfriendly', 'friendly')",-0.3577205,-0.5989128,-0.2411923
2,-0.010299791,-0.00046560168,"('unlikable', 'likable')",-0.0102998,-0.0004656,0.0098342
3,-0.5595843,-0.34855208,"('repellent', 'pleasant')",-0.5595843,-0.3485521,0.2110322
4,-2.218547,-2.3534117,"('disliked', 'liked')",-2.2185471,-2.3534117,-0.1348646
5,-0.3242964,-0.50615335,"('distant', 'outgoing')",-0.3242964,-0.5061533,-0.1818569
6,-0.42637712,-0.64125764,"('distant', 'open')",-0.4263771,-0.6412576,-0.2148805
7,0.74764603,0.81576437,"('insensitive', 'sensitive')",0.747646,0.8157644,0.0681184
8,0.36207035,0.15137985,"('unaffectionate', 'affectionate')",0.3620704,0.1513799,-0.2106905
9,0.3425238,0.20961523,"('unaffectionate', 'caring')",0.3425238,0.2096152,-0.1329086
10,-0.16079567,-0.15261096,"('unsympathetic', 'sympathetic')",-0.1607957,-0.152611,0.0081847
11,0.26545873,0.4862233,"('unhelpful', 'helpful')",0.2654587,0.4862233,0.2207646
12,-0.61334443,-0.5642963,"('unsupportive', 'supportive')",-0.6133444,-0.5642963,0.0490481
13,0.03933268,0.049930394,"('impolite', 'polite')",0.0393327,0.0499304,0.0105977
14,0.5129513,0.50994486,"('antisocial', 'social')",0.5129513,0.5099449,-0.0030064
15,0.63123333,0.396245,"('boring', 'funny')",0.6312333,0.396245,-0.2349883
16,-0.25321656,-0.33942133,"('unpopular', 'popular')",-0.2532166,-0.3394213,-0.0862047
17,-0.27995586,-0.17099151,"('nasty', 'nice')",-0.2799559,-0.1709915,0.1089644
18,-0.8382843,-0.79437417,"('disagreeable', 'welcoming')",-0.8382843,-0.7943742,0.0439101
19,-0.62072366,-0.72474635,"('inhospitable', 'hospitable')",-0.6207237,-0.7247463,-0.1040226
20,-0.436291,-0.24427913,"('rough', 'thoughtful')",-0.436291,-0.2442791,0.1920119
21,-0.29594576,-0.2021726,"('immoral', 'moral')",-0.2959458,-0.2021726,0.0937732
