,treaty_male,treaty_female,tuple,average_male,average_female,female-male
0,0.4506188,0.51878893,"('unsociable', 'sociable')",0.4506188,0.5187889,0.0681701
1,1.2931564,1.2303221,"('unfriendly', 'friendly')",1.2931564,1.2303221,-0.0628343
2,0.42111796,0.6040403,"('unlikable', 'likable')",0.421118,0.6040403,0.1829223
3,0.7791536,1.0081011,"('repellent', 'pleasant')",0.7791536,1.0081011,0.2289475
4,-7.5451035,-7.482306,"('disliked', 'liked')",-7.5451035,-7.482306,0.0627975
5,-0.53580046,-0.4325841,"('distant', 'outgoing')",-0.5358005,-0.4325841,0.1032164
6,-0.21183568,-0.1970054,"('distant', 'open')",-0.2118357,-0.1970054,0.0148303
7,1.776836,1.8807268,"('insensitive', 'sensitive')",1.776836,1.8807268,0.1038908
8,0.9709513,0.85607487,"('unaffectionate', 'affectionate')",0.9709513,0.8560749,-0.1148764
9,1.6712695,1.5996358,"('unaffectionate', 'caring')",1.6712695,1.5996358,-0.0716337
10,1.645496,1.8927883,"('unsympathetic', 'sympathetic')",1.645496,1.8927883,0.2472923
11,2.5689793,2.57504,"('unhelpful', 'helpful')",2.5689793,2.5750401,0.0060608
12,-0.7146345,-0.6577127,"('unsupportive', 'supportive')",-0.7146345,-0.6577127,0.0569218
13,0.59167117,0.65044063,"('impolite', 'polite')",0.5916712,0.6504406,0.0587694
14,0.6829189,0.72096664,"('antisocial', 'social')",0.6829189,0.7209666,0.0380477
15,0.46547085,0.35048592,"('boring', 'funny')",0.4654709,0.3504859,-0.114985
16,-0.7678945,-0.69431704,"('unpopular', 'popular')",-0.7678945,-0.694317,0.0735775
17,-0.44102317,-0.38565335,"('nasty', 'nice')",-0.4410232,-0.3856533,0.0553699
18,-0.5572072,-0.4970402,"('disagreeable', 'welcoming')",-0.5572072,-0.4970402,0.060167
19,-0.3365723,-0.2294418,"('inhospitable', 'hospitable')",-0.3365723,-0.2294418,0.1071305
20,0.58308,0.4860199,"('rough', 'thoughtful')",0.58308,0.4860199,-0.0970601
21,0.59379154,0.7759828,"('immoral', 'moral')",0.5937915,0.7759828,0.1821913
22,0.35592163,0.37291145,"('untrustworthy', 'trustworthy')",0.3559216,0.3729115,0.0169899
23,7.3068304,7.367273,"('insincere', 'sincere')",7.3068304,7.3672729,0.0604425
24,2.2665582,2.3156943,"('dishonest', 'honest')",2.2665582,2.3156943,0.0491361
25,0.14052767,0.059485085,"('egoistic', 'altruistic')",0.1405277,0.0594851,-0.0810426
26,0.029397197,-0.1003896,"('hardhearted', 'benevolent')",0.0293972,-0.1003896,-0.1297868
27,1.1681182,1.096235,"('hardhearted', 'softhearted')",1.1681182,1.096235,-0.0718832
