,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
77,-1.3648305,-1.2146734,"('unmotivated', 'motivated')",-1.3648305,-1.2146734,0.1501571
78,-0.9042517,-0.8111102,"('nonresilient', 'resilient')",-0.9042517,-0.8111102,0.0931415
79,-0.49697414,-1.0019157,"('wavering', 'unwavering')",-0.4969741,-1.0019157,-0.5049416
80,0.6254532,0.64697653,"('dominated', 'dominating')",0.6254532,0.6469765,0.0215233
81,0.79556817,0.87945056,"('submissive', 'aggressive')",0.7955682,0.8794506,0.0838824
82,1.9636188,1.973304,"('poor', 'rich')",1.9636188,1.973304,0.0096852
83,0.0736413,-0.10394331,"('powerless', 'powerful')",0.0736413,-0.1039433,-0.1775846
84,0.5780997,0.58298093,"('inferior', 'superior')",0.5780997,0.5829809,0.0048812
85,-1.3574204,-1.5901847,"('insignificant', 'prestigious')",-1.3574204,-1.5901847,-0.2327643
86,-0.84449714,-1.1329056,"('uninfluential', 'influential')",-0.8444971,-1.1329056,-0.2884085
87,-0.16845419,-0.12418039,"('unsuccessful', 'successful')",-0.1684542,-0.1241804,0.0442738
88,-0.20077886,-0.28274724,"('low', 'eminent')",-0.2007789,-0.2827472,-0.0819683
