,badger_male,badger_female,tuple,average_male,average_female,female-male
0,-0.41326758,-0.49853393,"('unsociable', 'sociable')",-0.4132676,-0.4985339,-0.0852663
1,1.553689,1.4624591,"('unfriendly', 'friendly')",1.553689,1.4624591,-0.0912299
2,-0.2893887,-0.22081077,"('unlikable', 'likable')",-0.2893887,-0.2208108,0.0685779
3,0.20000112,0.28157124,"('repellent', 'pleasant')",0.2000011,0.2815712,0.0815701
4,-7.1408587,-7.0909657,"('disliked', 'liked')",-7.1408587,-7.0909657,0.049893
5,-0.025692262,-0.004000604,"('distant', 'outgoing')",-0.0256923,-0.0040006,0.0216917
6,0.63638365,0.57750213,"('distant', 'open')",0.6363837,0.5775021,-0.0588816
7,0.37015355,0.3850217,"('insensitive', 'sensitive')",0.3701535,0.3850217,0.0148682
8,1.7526758,1.564312,"('unaffectionate', 'affectionate')",1.7526758,1.564312,-0.1883638
9,1.9119681,1.780566,"('unaffectionate', 'caring')",1.9119681,1.780566,-0.1314021
10,0.40889794,0.3583913,"('unsympathetic', 'sympathetic')",0.4088979,0.3583913,-0.0505066
11,1.2588539,1.239842,"('unhelpful', 'helpful')",1.2588539,1.2398421,-0.0190118
12,-1.6664011,-1.7096204,"('unsupportive', 'supportive')",-1.6664011,-1.7096204,-0.0432193
13,-0.9186233,-0.9115377,"('impolite', 'polite')",-0.9186233,-0.9115377,0.0070856
14,-0.34194875,-0.3122336,"('antisocial', 'social')",-0.3419487,-0.3122336,0.0297151
15,0.3284236,0.28615105,"('boring', 'funny')",0.3284236,0.2861511,-0.0422725
16,-0.22410496,-0.18793717,"('unpopular', 'popular')",-0.224105,-0.1879372,0.0361678
17,-0.19283633,-0.20971934,"('nasty', 'nice')",-0.1928363,-0.2097193,-0.016883
18,-0.4498213,-0.44923505,"('disagreeable', 'welcoming')",-0.4498213,-0.4492351,0.0005862
19,-0.33466876,-0.35885456,"('inhospitable', 'hospitable')",-0.3346688,-0.3588546,-0.0241858
20,0.80051816,0.741407,"('rough', 'thoughtful')",0.8005182,0.741407,-0.0591112
21,-1.1448401,-1.0634669,"('immoral', 'moral')",-1.1448401,-1.0634669,0.0813732
22,-0.98906076,-0.94990426,"('untrustworthy', 'trustworthy')",-0.9890608,-0.9499043,0.0391565
23,5.904274,5.823156,"('insincere', 'sincere')",5.904274,5.8231559,-0.0811181
24,1.1088996,0.89252436,"('dishonest', 'honest')",1.1088996,0.8925244,-0.2163752
25,1.1523942,1.0932887,"('egoistic', 'altruistic')",1.1523942,1.0932887,-0.0591055
26,0.96922654,0.9033728,"('hardhearted', 'benevolent')",0.9692265,0.9033728,-0.0658537
27,1.5797268,1.4213275,"('hardhearted', 'softhearted')",1.5797268,1.4213275,-0.1583993
28,0.9101099,0.83692604,"('disloyal', 'loyal')",0.9101099,0.836926,-0.0731839
29,-0.485282,-0.6206089,"('unfair', 'fair')",-0.485282,-0.6206089,-0.1353269
30,0.36823082,0.29636738,"('intolerant', 'tolerant')",0.3682308,0.2963674,-0.0718634
31,-0.5924962,-0.5489191,"('evil', 'good')",-0.5924962,-0.5489191,0.0435771
32,0.62928736,0.53448963,"('unkind', 'kind')",0.6292874,0.5344896,-0.0947978
33,-0.200534,-0.25112972,"('wrong', 'right')",-0.200534,-0.2511297,-0.0505957
34,4.500432,4.533598,"('mean', 'honorable')",4.500432,4.5335979,0.0331659
35,-0.008363933,-0.17726777,"('corrupt', 'incorrupt')",-0.0083639,-0.1772678,-0.1689039
36,0.15028259,0.0340299,"('hostile', 'amicable')",0.1502826,0.0340299,-0.1162527
37,0.7617741,0.69507253,"('fake', 'genuine')",0.7617741,0.6950725,-0.0667016
38,-0.16540252,-0.21604961,"('untruthful', 'truthful')",-0.1654025,-0.2160496,-0.0506471
39,0.40679282,0.37230924,"('exploitative', 'cooperative')",0.4067928,0.3723092,-0.0344836
40,-1.5050442,-1.613908,"('stingy', 'generous')",-1.5050442,-1.6139081,-0.1088639
41,0.15506348,0.04348944,"('unforgiving', 'forgiving')",0.1550635,0.0434894,-0.1115741
42,-3.085622,-2.9312973,"('unreliable', 'reliable')",-3.0856221,-2.9312973,0.1543248
43,0.31122804,0.28191277,"('irresponsible', 'responsible')",0.311228,0.2819128,-0.0293152
44,-1.0050504,-0.8644822,"('prejudiced', 'unprejudiced')",-1.0050504,-0.8644822,0.1405682
45,-0.5253088,-0.5015878,"('incompetent', 'competent')",-0.5253088,-0.5015878,0.023721
46,-1.2880785,-1.3245476,"('uncompetitive', 'competitive')",-1.2880785,-1.3245476,-0.0364691
47,5.0805345,5.0586543,"('stupid', 'smart')",5.0805345,5.0586543,-0.0218802
48,0.33772713,0.13308458,"('unintelligent', 'intelligent')",0.3377271,0.1330846,-0.2046425
49,0.059992395,0.101056375,"('unable', 'able')",0.0599924,0.1010564,0.041064
50,-0.45944536,-0.47749874,"('clumsy', 'skillful')",-0.4594454,-0.4774987,-0.0180533
51,-0.113345146,-0.110094324,"('uneducated', 'educated')",-0.1133451,-0.1100943,0.0032508
52,0.094401985,-0.040525362,"('irrational', 'rational')",0.094402,-0.0405254,-0.1349274
53,0.22208498,0.06847924,"('uncreative', 'creative')",0.222085,0.0684792,-0.1536058
54,1.0824144,1.1303418,"('incapable', 'capable')",1.0824144,1.1303418,0.0479274
55,-0.17055845,-0.13508824,"('incompetent', 'clever')",-0.1705585,-0.1350882,0.0354703
56,0.036296733,0.0026200432,"('impractical', 'practical')",0.0362967,0.00262,-0.0336767
57,-2.625615,-2.5640357,"('unimaginative', 'imaginative')",-2.6256149,-2.5640357,0.0615792
58,-0.15394336,-0.043918937,"('undiscriminating', 'discriminating')",-0.1539434,-0.0439189,0.1100245
59,0.17956749,0.19646537,"('foolish', 'wise')",0.1795675,0.1964654,0.0168979
60,-0.57053363,-0.5542421,"('inefficient', 'efficient')",-0.5705336,-0.5542421,0.0162915
61,0.028615145,-0.16338298,"('illogical', 'logical')",0.0286151,-0.163383,-0.1919981
62,-0.27505133,-0.20880863,"('incompetent', 'brilliant')",-0.2750513,-0.2088086,0.0662427
63,-0.21386617,-0.2328661,"('unperceptive', 'insightful')",-0.2138662,-0.2328661,-0.0189999
64,-6.806053,-6.622657,"('shy', 'confident')",-6.8060532,-6.6226568,0.1833964
65,-0.8277833,-0.7438634,"('insecure', 'secure')",-0.8277833,-0.7438634,0.0839199
66,0.2903293,0.36502695,"('inactive', 'active')",0.2903293,0.365027,0.0746977
