,shopping_male,shopping_female,tuple,average_male,average_female,female-male
0,0.31114498,0.04821011,"('unsociable', 'sociable')",0.311145,0.0482101,-0.2629349
1,1.3568177,1.3401453,"('unfriendly', 'friendly')",1.3568177,1.3401453,-0.0166724
2,0.17634606,0.33949468,"('unlikable', 'likable')",0.1763461,0.3394947,0.1631486
3,0.64715415,0.76990664,"('repellent', 'pleasant')",0.6471542,0.7699066,0.1227524
4,-7.3641725,-7.1900125,"('disliked', 'liked')",-7.3641725,-7.1900125,0.17416
5,0.077443674,0.18592297,"('distant', 'outgoing')",0.0774437,0.185923,0.1084793
6,0.13186522,0.19805983,"('distant', 'open')",0.1318652,0.1980598,0.0661946
7,1.0942526,1.1678157,"('insensitive', 'sensitive')",1.0942526,1.1678157,0.0735631
8,0.9729692,0.97229135,"('unaffectionate', 'affectionate')",0.9729692,0.9722914,-0.0006778
9,1.9515003,1.9601574,"('unaffectionate', 'caring')",1.9515003,1.9601574,0.0086571
10,0.79578805,0.8147098,"('unsympathetic', 'sympathetic')",0.795788,0.8147098,0.0189218
11,2.5724964,2.5647707,"('unhelpful', 'helpful')",2.5724964,2.5647707,-0.0077257
12,-1.205494,-1.1679535,"('unsupportive', 'supportive')",-1.205494,-1.1679535,0.0375405
13,0.4331742,0.27360526,"('impolite', 'polite')",0.4331742,0.2736053,-0.1595689
14,0.2473882,0.1431559,"('antisocial', 'social')",0.2473882,0.1431559,-0.1042323
15,0.44574055,0.43480268,"('boring', 'funny')",0.4457406,0.4348027,-0.0109379
16,-0.118098766,-0.0017139912,"('unpopular', 'popular')",-0.1180988,-0.001714,0.1163848
17,-0.00049013086,0.030798033,"('nasty', 'nice')",-0.0004901,0.030798,0.0312881
18,-0.7762368,-0.7739415,"('disagreeable', 'welcoming')",-0.7762368,-0.7739415,0.0022953
19,-0.3873336,-0.23294409,"('inhospitable', 'hospitable')",-0.3873336,-0.2329441,0.1543895
20,0.7533643,0.70957285,"('rough', 'thoughtful')",0.7533643,0.7095729,-0.0437914
21,-0.008482251,0.085045405,"('immoral', 'moral')",-0.0084823,0.0850454,0.0935277
22,-0.24872482,-0.19403318,"('untrustworthy', 'trustworthy')",-0.2487248,-0.1940332,0.0546916
23,7.0500574,7.0243773,"('insincere', 'sincere')",7.0500574,7.0243773,-0.0256801
24,1.7800151,1.8585055,"('dishonest', 'honest')",1.7800151,1.8585055,0.0784904
25,0.24429333,0.16590536,"('egoistic', 'altruistic')",0.2442933,0.1659054,-0.0783879
26,0.1846542,0.041671883,"('hardhearted', 'benevolent')",0.1846542,0.0416719,-0.1429823
27,1.4817404,1.5005149,"('hardhearted', 'softhearted')",1.4817404,1.5005149,0.0187745
28,1.1321498,1.1459868,"('disloyal', 'loyal')",1.1321498,1.1459868,0.013837
29,-0.07136734,-0.12826778,"('unfair', 'fair')",-0.0713673,-0.1282678,-0.0569005
30,1.3996236,1.2458409,"('intolerant', 'tolerant')",1.3996236,1.2458409,-0.1537827
31,-1.617532,-1.5258217,"('evil', 'good')",-1.617532,-1.5258217,0.0917103
32,1.0374491,0.9530172,"('unkind', 'kind')",1.0374491,0.9530172,-0.0844319
33,-0.26202577,-0.26566717,"('wrong', 'right')",-0.2620258,-0.2656672,-0.0036414
34,4.875976,4.9291925,"('mean', 'honorable')",4.8759761,4.9291925,0.0532164
35,-1.0361913,-1.031139,"('corrupt', 'incorrupt')",-1.0361913,-1.031139,0.0050523
36,-0.7151914,-0.74798435,"('hostile', 'amicable')",-0.7151914,-0.7479843,-0.0327929
37,0.40289062,0.40687117,"('fake', 'genuine')",0.4028906,0.4068712,0.0039806
38,0.62408185,0.5563107,"('untruthful', 'truthful')",0.6240819,0.5563107,-0.0677712
39,0.20069535,0.12908012,"('exploitative', 'cooperative')",0.2006954,0.1290801,-0.0716153
40,-1.9796001,-1.87234,"('stingy', 'generous')",-1.9796001,-1.87234,0.1072601
41,0.078917526,-0.01669508,"('unforgiving', 'forgiving')",0.0789175,-0.0166951,-0.0956126
42,-2.1556585,-1.9530575,"('unreliable', 'reliable')",-2.1556585,-1.9530575,0.202601
43,1.7307122,1.6283165,"('irresponsible', 'responsible')",1.7307122,1.6283165,-0.1023957
44,-1.1652544,-1.2535039,"('prejudiced', 'unprejudiced')",-1.1652544,-1.2535039,-0.0882495
45,0.29110697,0.35320938,"('incompetent', 'competent')",0.291107,0.3532094,0.0621024
46,-0.63600063,-0.60209054,"('uncompetitive', 'competitive')",-0.6360006,-0.6020905,0.0339101
47,6.139114,6.318751,"('stupid', 'smart')",6.1391139,6.3187509,0.179637
48,0.7404072,0.6570729,"('unintelligent', 'intelligent')",0.7404072,0.6570729,-0.0833343
49,-0.037815914,0.10713245,"('unable', 'able')",-0.0378159,0.1071324,0.1449483
50,-0.087187625,0.18717155,"('clumsy', 'skillful')",-0.0871876,0.1871715,0.2743591
51,0.5337769,0.5711626,"('uneducated', 'educated')",0.5337769,0.5711626,0.0373857
52,-0.08752484,-0.06536564,"('irrational', 'rational')",-0.0875248,-0.0653656,0.0221592
53,0.17308348,0.24493179,"('uncreative', 'creative')",0.1730835,0.2449318,0.0718483
54,1.3090317,1.4135429,"('incapable', 'capable')",1.3090317,1.4135429,0.1045112
55,0.61569697,0.5941355,"('incompetent', 'clever')",0.615697,0.5941355,-0.0215615
56,1.1978388,1.1628978,"('impractical', 'practical')",1.1978388,1.1628978,-0.034941
57,-2.9559877,-2.8479426,"('unimaginative', 'imaginative')",-2.9559877,-2.8479426,0.1080451
58,-0.14415091,-0.14041995,"('undiscriminating', 'discriminating')",-0.1441509,-0.1404199,0.003731
59,0.3141485,0.46654207,"('foolish', 'wise')",0.3141485,0.4665421,0.1523936
60,0.9911374,0.8766295,"('inefficient', 'efficient')",0.9911374,0.8766295,-0.1145079
61,0.8455133,0.752594,"('illogical', 'logical')",0.8455133,0.752594,-0.0929193
62,1.2888945,1.3777437,"('incompetent', 'brilliant')",1.2888945,1.3777437,0.0888492
63,0.8017011,0.8225329,"('unperceptive', 'insightful')",0.8017011,0.8225329,0.0208318
64,-6.0858955,-5.957672,"('shy', 'confident')",-6.0858955,-5.9576721,0.1282234
65,0.57894504,0.59951943,"('insecure', 'secure')",0.578945,0.5995194,0.0205744
66,-0.13739762,-0.13284472,"('inactive', 'active')",-0.1373976,-0.1328447,0.0045529
67,-0.38711783,-0.460225,"('doubtful', 'determined')",-0.3871178,-0.460225,-0.0731072
68,-0.62753946,-0.5425861,"('dependent', 'independent')",-0.6275395,-0.5425861,0.0849534
