,conifer_male,conifer_female,tuple,average_male,average_female,female-male
0,0.003843572,0.005663907,"('unsociable', 'sociable')",0.0038436,0.0056639,0.0018203
1,0.57614136,0.4524964,"('unfriendly', 'friendly')",0.5761414,0.4524964,-0.123645
2,-0.06505971,-0.05774325,"('unlikable', 'likable')",-0.0650597,-0.0577433,0.0073164
3,-0.53056186,-0.37046075,"('repellent', 'pleasant')",-0.5305619,-0.3704607,0.1601012
4,-2.9879541,-2.9091406,"('disliked', 'liked')",-2.9879541,-2.9091406,0.0788135
5,-0.09846051,-0.04560174,"('distant', 'outgoing')",-0.0984605,-0.0456017,0.0528588
6,-0.10862876,-0.121998616,"('distant', 'open')",-0.1086288,-0.1219986,-0.0133698
7,0.14075401,0.25148267,"('insensitive', 'sensitive')",0.140754,0.2514827,0.1107287
8,0.12924957,-0.004785396,"('unaffectionate', 'affectionate')",0.1292496,-0.0047854,-0.134035
9,0.47968993,0.43847302,"('unaffectionate', 'caring')",0.4796899,0.438473,-0.0412169
10,-0.47233126,-0.43159375,"('unsympathetic', 'sympathetic')",-0.4723313,-0.4315937,0.0407376
11,0.52856874,0.6375734,"('unhelpful', 'helpful')",0.5285687,0.6375734,0.1090047
12,-0.5965589,-0.4097628,"('unsupportive', 'supportive')",-0.5965589,-0.4097628,0.1867961
13,-0.09547324,-0.05990243,"('impolite', 'polite')",-0.0954732,-0.0599024,0.0355708
14,-0.27120808,-0.22114241,"('antisocial', 'social')",-0.2712081,-0.2211424,0.0500657
15,0.4876343,0.38902003,"('boring', 'funny')",0.4876343,0.38902,-0.0986143
16,0.053878546,-0.019859511,"('unpopular', 'popular')",0.0538785,-0.0198595,-0.073738
17,-0.18894263,-0.05082227,"('nasty', 'nice')",-0.1889426,-0.0508223,0.1381203
18,-0.54056185,-0.48960477,"('disagreeable', 'welcoming')",-0.5405619,-0.4896048,0.0509571
19,-0.8572083,-0.82382846,"('inhospitable', 'hospitable')",-0.8572083,-0.8238285,0.0333798
20,0.010367913,0.12728749,"('rough', 'thoughtful')",0.0103679,0.1272875,0.1169196
21,-0.056163695,0.034400187,"('immoral', 'moral')",-0.0561637,0.0344002,0.0905639
22,-0.67269343,-0.6467536,"('untrustworthy', 'trustworthy')",-0.6726934,-0.6467536,0.0259398
23,2.6667738,2.6654308,"('insincere', 'sincere')",2.6667738,2.6654308,-0.001343
24,1.0624391,1.0465647,"('dishonest', 'honest')",1.0624391,1.0465647,-0.0158744
