,charles_male,charles_female,tuple,river_male,river_female,labs_male,labs_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,female-male
0,0.055621505,-0.19041726,"('unsociable', 'sociable')",-0.49959755,-0.6443304,0.5885952,0.41510922,-1.3507859,-1.5756236,-0.4127416,-0.49401063,-0.3237817,-0.4978546,-0.1740729
1,0.24630874,0.064702936,"('unfriendly', 'friendly')",-0.5974716,-0.6787795,0.12557934,0.03888637,-1.2197013,-1.3360441,1.7096851,1.5813005,0.05288,-0.0659868,-0.1188668
2,0.22986628,0.32345957,"('unlikable', 'likable')",0.98809624,1.0463063,0.28047767,0.3370208,0.46639708,0.56023693,0.52161026,0.57706404,0.4972895,0.5688175,0.071528
3,-0.2402804,-0.20048326,"('repellent', 'pleasant')",-0.31944224,-0.20760195,-0.14386955,-0.119708106,-0.06991641,-0.08320256,0.4661963,0.556564,-0.0614625,-0.0108864,0.0505761
4,-0.16730398,-0.24715823,"('disliked', 'liked')",-0.33389977,-0.43682915,-0.7967622,-0.86885715,-0.68345845,-0.6593059,-6.9903975,-6.986482,-1.7943644,-1.8397264,-0.045362
5,0.15953891,0.04646954,"('distant', 'outgoing')",-0.23778223,-0.2687475,-0.94642717,-0.8949039,-0.7648419,-0.69650924,-0.66314584,-0.65074176,-0.4905316,-0.4928866,-0.002355
6,-0.13423716,-0.21911639,"('distant', 'open')",-0.35537854,-0.3588275,-1.0853461,-1.0407034,-0.48564795,-0.4250582,-0.086246625,-0.072032616,-0.4293713,-0.4231476,0.0062237
7,-0.15739685,-0.23505825,"('insensitive', 'sensitive')",-0.18813384,-0.09507539,0.1199207,0.16409984,-0.57156414,-0.57480055,0.8396395,0.93377715,0.0084931,0.0385886,0.0300955
8,0.4784606,0.47330186,"('unaffectionate', 'affectionate')",0.3348648,0.26578727,-0.08366467,-0.09792253,-1.7638459,-1.8476118,0.4266456,0.35986915,-0.1215079,-0.1693152,-0.0478073
9,0.27138352,0.20051146,"('unaffectionate', 'caring')",0.100841984,0.06667482,0.016694762,0.035974395,-1.9576755,-2.0522323,1.1169077,1.0942725,-0.0903695,-0.1309598,-0.0405903
10,0.28245112,0.1692381,"('unsympathetic', 'sympathetic')",-0.82960117,-0.8718617,-0.15078941,-0.2868114,-2.0716772,-2.152053,-0.28272462,-0.24497966,-0.6104682,-0.6772935,-0.0668253
11,-0.587444,-0.54388744,"('unhelpful', 'helpful')",-0.24094339,-0.2214484,0.45169792,0.43034023,-1.0587065,-1.044324,1.7312686,1.7706912,0.0591745,0.0782743,0.0190998
12,0.81632656,0.6288598,"('unsupportive', 'supportive')",-0.115247466,-0.09029913,0.040619537,0.09615956,-2.4347281,-2.363818,-2.1017268,-2.037643,-0.7589513,-0.7533481,0.0056032
13,0.4047937,0.3974179,"('impolite', 'polite')",-0.4460164,-0.49318212,-0.21419542,-0.2947882,-0.083512664,-0.10746858,-0.06246202,-0.042509966,-0.0802786,-0.1081062,-0.0278276
14,-0.05467336,-0.069989786,"('antisocial', 'social')",0.6373115,0.6963463,1.3113986,1.3228248,-0.13727996,-0.16601248,-0.26577303,-0.19600207,0.2981967,0.3174334,0.0192367
15,-0.3748282,-0.41627383,"('boring', 'funny')",0.24403773,0.1644764,0.36149603,0.3277537,0.90265554,0.974224,0.2695561,0.3579326,0.2805834,0.2816226,0.0010392
16,-0.54878825,-0.56792283,"('unpopular', 'popular')",-0.4032627,-0.50163543,-0.24624117,-0.19412918,0.4964611,0.4631459,0.3891988,0.46458563,-0.0625264,-0.0671912,-0.0046648
17,0.26811218,0.32678267,"('nasty', 'nice')",-0.18575469,-0.12879851,-0.34967574,-0.32290402,-0.7751381,-0.67136085,-0.7588477,-0.70080936,-0.3602608,-0.299418,0.0608428
18,0.5705092,0.67468035,"('disagreeable', 'welcoming')",0.6261367,0.6642042,0.42774412,0.4097593,-0.58816,-0.5278506,-0.2660581,-0.28012225,0.1540344,0.1881342,0.0340998
19,-0.75863504,-0.70212835,"('inhospitable', 'hospitable')",-0.8547265,-0.84632254,-1.2659955,-1.2736192,-0.5273776,-0.54656315,-0.47657067,-0.4532876,-0.7766611,-0.7643842,0.0122769
20,0.3509566,0.46496287,"('rough', 'thoughtful')",-0.36140445,-0.26811066,1.2528526,1.3551619,0.41389796,0.4164701,1.1721847,1.1588598,0.5656975,0.6254688,0.0597713
21,-0.14101395,-0.1931863,"('immoral', 'moral')",-0.46221602,-0.46241784,0.30589527,0.24761076,-0.6423112,-0.6315098,-0.7125141,-0.63172054,-0.330432,-0.3342447,-0.0038127
22,-0.19106692,-0.24239528,"('untrustworthy', 'trustworthy')",0.86265785,0.914854,0.5562968,0.509253,-0.9881953,-0.9392946,-1.0474446,-1.0317876,-0.1615504,-0.1578741,0.0036763
23,-0.06699407,-0.105451256,"('insincere', 'sincere')",-0.24527365,-0.20962298,0.46590623,0.4055034,-1.0096427,-1.1102651,6.2645664,6.2001667,1.0817124,1.0360662,-0.0456462
