,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.804919,-0.757238,"('unsociable', 'sociable')",0.30538258,0.27733237,-0.5652966,-0.6907054,-0.3549443,-0.3902037,-0.0352594
1,-0.036872644,0.050757043,"('unfriendly', 'friendly')",0.4467428,0.25768578,1.984783,1.920639,0.7982178,0.7430273,-0.0551905
2,0.64267355,0.74404156,"('unlikable', 'likable')",0.9363742,1.0243254,0.64656776,0.73597676,0.7418718,0.8347812,0.0929094
3,-1.2768089,-0.98791295,"('repellent', 'pleasant')",0.7639351,1.0190762,0.08036944,0.11311511,-0.1441681,0.0480928,0.1922609
4,0.3914293,0.362392,"('disliked', 'liked')",-0.8470213,-1.0010339,-6.1011553,-6.178042,-2.1855825,-2.2722279,-0.0866454
5,0.6108953,0.63717324,"('distant', 'outgoing')",-1.0352691,-1.1115258,0.043145563,0.07671601,-0.1270761,-0.1325455,-0.0054694
6,0.38625482,0.42511177,"('distant', 'open')",-1.5069366,-1.6116134,0.72392154,0.7586714,-0.1322534,-0.1426101,-0.0103567
7,-0.42832673,-0.2503283,"('insensitive', 'sensitive')",0.3457969,0.5175454,0.25540954,0.31140625,0.0576266,0.1928745,0.1352479
8,-0.036046404,-0.13701786,"('unaffectionate', 'affectionate')",-0.7626369,-0.884798,0.8765376,0.82498515,0.0259514,-0.0656102,-0.0915616
9,0.07318559,0.069268025,"('unaffectionate', 'caring')",-0.20348594,-0.28659502,1.2276577,1.2266344,0.3657858,0.3364358,-0.02935
10,-1.7295783,-1.5241445,"('unsympathetic', 'sympathetic')",-0.3627236,-0.23468418,-0.6535615,-0.70657724,-0.9152878,-0.821802,0.0934858
11,-0.35201198,-0.329294,"('unhelpful', 'helpful')",0.7690036,0.9003109,1.3236145,1.3505772,0.580202,0.6405314,0.0603294
12,0.25611505,0.46865377,"('unsupportive', 'supportive')",0.4192108,0.5704913,-2.0086615,-1.9907746,-0.4444452,-0.3172098,0.1272354
13,-1.187302,-1.1738912,"('impolite', 'polite')",-0.024173174,0.10068141,-0.53462964,-0.5892264,-0.5820349,-0.5541454,0.0278895
14,0.07320057,0.20296985,"('antisocial', 'social')",0.95445764,1.0543299,-0.88124025,-0.9457864,0.048806,0.1038377,0.0550317
15,0.48061454,0.2623391,"('boring', 'funny')",-0.96512336,-1.0629582,0.4277267,0.38739124,-0.0189274,-0.1377426,-0.1188152
16,0.15902959,0.22976546,"('unpopular', 'popular')",-0.117361635,-0.07574968,0.8046776,0.84286404,0.2821152,0.3322933,0.0501781
17,0.0896285,0.20510808,"('nasty', 'nice')",-0.5655045,-0.49835104,-0.4982184,-0.46106356,-0.3246981,-0.2514355,0.0732626
18,-0.047983464,0.05653896,"('disagreeable', 'welcoming')",-0.37260437,-0.29983824,-0.35258368,-0.32069844,-0.2577238,-0.1879992,0.0697246
19,-0.45110375,-0.41891515,"('inhospitable', 'hospitable')",-1.1284467,-1.1320819,0.069689766,0.25462124,-0.5032869,-0.4321253,0.0711616
20,0.2618481,0.39695385,"('rough', 'thoughtful')",0.75369304,0.84876794,1.2468711,1.1905826,0.7541374,0.8121015,0.0579641
21,-0.8983386,-0.808813,"('immoral', 'moral')",0.9319061,0.99117637,-0.88734984,-0.8649048,-0.2845941,-0.2275138,0.0570803
22,-0.06328802,-0.020450048,"('untrustworthy', 'trustworthy')",0.4939452,0.46480876,-0.8489552,-0.94134796,-0.1394327,-0.1656631,-0.0262304
23,-1.4860772,-1.3073095,"('insincere', 'sincere')",0.77525425,0.890637,5.1371303,5.0410037,1.4754357,1.5414437,0.066008
