,bard_male,bard_female,tuple,cr_male,cr_female,inc_male,inc_female,average_male,average_female,female-male
0,2.340304,2.1403012,"('unsociable', 'sociable')",1.8215998,1.7329597,0.034915544,-0.13962638,1.3989398,1.2445448,-0.154395
1,-1.0750812,-1.058517,"('unfriendly', 'friendly')",-0.6318531,-0.8432029,1.7002908,1.52932,-0.0022145,-0.1241333,-0.1219188
2,0.40005472,0.31651065,"('unlikable', 'likable')",0.5207877,0.44783446,0.6075969,0.5782006,0.5094798,0.4475152,-0.0619646
3,1.9043509,1.8899648,"('repellent', 'pleasant')",1.5233412,1.6081903,0.39143217,0.42964908,1.2730414,1.3092681,0.0362267
4,-1.5251751,-1.4920446,"('disliked', 'liked')",-1.9039443,-2.0368297,-6.1738386,-6.1528525,-3.2009859,-3.2272422,-0.0262563
5,-2.8743792,-2.7438846,"('distant', 'outgoing')",-2.4047737,-2.4257843,-0.4505675,-0.337371,-1.9099069,-1.83568,0.0742269
6,-3.2305667,-3.027004,"('distant', 'open')",-2.4941373,-2.463738,-0.0964101,-0.0004548058,-1.9403714,-1.8303989,0.1099725
7,2.1597726,1.9771969,"('insensitive', 'sensitive')",1.2517002,1.3527576,0.5470559,0.594161,1.3195096,1.3080386,-0.011471
8,-0.87704086,-0.8255035,"('unaffectionate', 'affectionate')",-1.3713664,-1.5193138,0.45493734,0.38038075,-0.5978233,-0.6548122,-0.0569889
9,0.97138774,0.96765864,"('unaffectionate', 'caring')",0.059330046,-0.08549146,1.0111393,0.90130115,0.6806191,0.5944894,-0.0861297
10,2.9546745,2.6112654,"('unsympathetic', 'sympathetic')",1.9385518,1.9146699,-0.55254096,-0.6103958,1.4468951,1.3051798,-0.1417153
11,0.720389,0.671849,"('unhelpful', 'helpful')",1.448573,1.3897429,1.761655,1.7489187,1.3102056,1.2701702,-0.0400354
12,1.2780973,1.2100061,"('unsupportive', 'supportive')",1.00249,1.0016334,-1.96918,-1.9256525,0.1038024,0.095329,-0.0084734
13,1.8178962,1.6139299,"('impolite', 'polite')",1.4329208,1.3830279,-0.24352711,-0.298789,1.00243,0.8993896,-0.1030404
14,2.3013432,2.1921031,"('antisocial', 'social')",2.347031,2.3703475,-0.45953292,-0.53717923,1.3962806,1.3417571,-0.0545235
15,-0.81551987,-0.8336952,"('boring', 'funny')",-0.1715193,-0.23041107,0.5997281,0.57914305,-0.1291037,-0.1616544,-0.0325507
16,-1.1814774,-1.2323989,"('unpopular', 'popular')",-0.4386044,-0.59649885,0.5403623,0.57524407,-0.3599065,-0.4178845,-0.057978
17,-0.6173812,-0.63173276,"('nasty', 'nice')",-0.4940002,-0.45455286,-0.5936039,-0.54330736,-0.5683285,-0.5431976,0.0251309
18,-0.7865425,-0.86666805,"('disagreeable', 'welcoming')",-0.95609885,-0.9564376,-0.31797618,-0.36991572,-0.6868725,-0.7310071,-0.0441346
19,-1.0597683,-0.96583676,"('inhospitable', 'hospitable')",-1.1958982,-1.3010967,-0.21407484,-0.15432249,-0.8232471,-0.8070853,0.0161618
20,1.2804381,1.2347772,"('rough', 'thoughtful')",1.063025,0.99729425,1.1815323,1.1411638,1.1749984,1.1244117,-0.0505867
21,2.2617524,2.0993333,"('immoral', 'moral')",2.3196316,2.2656655,-0.14956126,-0.26550037,1.4772741,1.3664994,-0.1107747
22,1.0899601,0.9194569,"('untrustworthy', 'trustworthy')",1.4855831,1.4084998,-0.5422382,-0.6340416,0.6777683,0.5646384,-0.1131299
23,2.567683,2.2349384,"('insincere', 'sincere')",1.3850772,1.249357,5.515027,5.345419,3.1559289,2.9432379,-0.212691
24,2.0188692,1.7587578,"('dishonest', 'honest')",0.19925255,0.20601217,0.39720827,0.33376414,0.8717767,0.7661781,-0.1055986
25,-0.2453782,-0.1450855,"('egoistic', 'altruistic')",-0.9758737,-1.0572929,1.4427673,1.3876168,0.0738384,0.0617461,-0.0120923
26,-1.1978897,-1.1984997,"('hardhearted', 'benevolent')",-0.24133013,-0.419162,1.376893,1.2205231,-0.0207756,-0.1323795,-0.1116039
27,-0.45161626,-0.39125836,"('hardhearted', 'softhearted')",0.005206201,0.089322925,1.2327143,1.2239151,0.2621014,0.3073266,0.0452252
28,0.86439353,0.684582,"('disloyal', 'loyal')",-0.12482969,-0.35487282,0.8117325,0.57118803,0.5170987,0.3002991,-0.2167996
29,-0.3876393,-0.43204206,"('unfair', 'fair')",-0.023012102,0.0038198978,-0.095861,-0.2070975,-0.1688375,-0.2117732,-0.0429357
30,3.1190245,2.9830127,"('intolerant', 'tolerant')",2.0529246,2.0733607,1.6674706,1.583669,2.2798066,2.2133474,-0.0664592
31,-3.3241827,-3.0991416,"('evil', 'good')",-2.4414294,-2.448618,-0.9623215,-0.929783,-2.2426446,-2.1591808,0.0834638
32,0.58342445,0.21121454,"('unkind', 'kind')",1.3886001,1.2286247,0.7081655,0.44332436,0.8933967,0.6277212,-0.2656755
33,0.2968897,0.32903367,"('wrong', 'right')",0.18327327,0.06772821,-0.29165268,-0.32262704,0.0628368,0.0247116,-0.0381252
34,0.9466208,0.99696636,"('mean', 'honorable')",0.5318726,0.58847445,5.918091,6.0062003,2.4655282,2.5305471,0.0650189
