,crown_male,crown_female,tuple,castle_male,castle_female,intl_male,intl_female,corp_male,corp_female,average_male,average_female,female-male
0,0.13998035,0.11533299,"('unsociable', 'sociable')",1.3718184,1.3444079,-0.7405559,-1.0020174,0.048390787,-0.091202356,0.2049084,0.0916303,-0.1132781
1,-1.1007941,-1.0406932,"('unfriendly', 'friendly')",-1.7461581,-1.7755976,-1.0161946,-1.086648,1.4610727,1.3331386,-0.6005185,-0.6424501,-0.0419316
2,0.99314713,0.9882735,"('unlikable', 'likable')",1.2020265,1.2273617,0.90123,0.91851676,0.5889879,0.5633267,0.9213479,0.9243697,0.0030218
3,-0.42157134,-0.24313866,"('repellent', 'pleasant')",0.47436157,0.61141336,-0.13922808,-0.1609748,0.8914045,0.91775584,0.2012417,0.2812639,0.0800222
4,-0.51035696,-0.76281166,"('disliked', 'liked')",-1.4050497,-1.4775268,-0.89589214,-0.85974926,-7.9473047,-8.025957,-2.689651,-2.7815113,-0.0918603
5,-1.0492355,-1.0064524,"('distant', 'outgoing')",-2.2377205,-2.210863,-0.567392,-0.41155076,-0.63456315,-0.5538051,-1.1222277,-1.0456679,0.0765598
6,-1.5163324,-1.3756125,"('distant', 'open')",-2.8259375,-2.7790618,-0.72152436,-0.55134773,-0.40216583,-0.31261146,-1.36649,-1.2546585,0.1118315
7,0.86079335,0.96820366,"('insensitive', 'sensitive')",1.7904091,1.9197443,-0.10273993,-0.19869412,0.523745,0.46445304,0.7680519,0.7884267,0.0203748
8,0.10511718,0.14248154,"('unaffectionate', 'affectionate')",-0.7921446,-0.79058266,-1.3109509,-1.4147507,0.65505034,0.61349505,-0.335732,-0.3623392,-0.0266072
9,0.37434784,0.43262228,"('unaffectionate', 'caring')",-0.6455724,-0.54975086,-1.7961285,-1.8882437,1.3721806,1.389491,-0.1737931,-0.1539703,0.0198228
10,0.77503324,0.93245894,"('unsympathetic', 'sympathetic')",1.4961636,1.6236128,-1.5864336,-1.7360184,-0.025599705,-0.11384923,0.1647909,0.176551,0.0117601
11,0.6477142,0.5142232,"('unhelpful', 'helpful')",0.45338315,0.55476564,-0.44987947,-0.5343926,1.9412806,1.893127,0.6481246,0.6069308,-0.0411938
12,0.96672434,1.1395178,"('unsupportive', 'supportive')",0.93428224,1.1903937,-1.9540516,-1.8811753,-2.4778223,-2.4953246,-0.6327168,-0.5116471,0.1210697
13,0.87090653,0.8198068,"('impolite', 'polite')",2.03251,1.9388759,0.22968234,0.17241344,-0.42974305,-0.44425017,0.675839,0.6217115,-0.0541275
14,1.4996179,1.5365064,"('antisocial', 'social')",2.870401,2.9157982,0.6111594,0.45670468,0.102518246,-0.043918986,1.2709241,1.2162726,-0.0546515
15,0.24095657,-0.033848815,"('boring', 'funny')",0.019303977,-0.20550384,0.70981383,0.67616695,-0.44491452,-0.40548116,0.13129,0.0078333,-0.1234567
16,-1.1581773,-1.1393261,"('unpopular', 'popular')",-0.84390414,-0.9361189,0.35476968,0.17071983,0.569155,0.54175794,-0.2695392,-0.3407418,-0.0712026
17,0.23960364,0.3659733,"('nasty', 'nice')",-0.2904854,-0.19919057,-0.77916574,-0.6885021,-0.7778139,-0.79288954,-0.4019653,-0.3286522,0.0733131
18,0.11874263,0.291902,"('disagreeable', 'welcoming')",-0.34842724,-0.30074513,-0.36533862,-0.22707212,-0.61613506,-0.6408366,-0.3027896,-0.219188,0.0836016
19,-0.98935956,-0.9037454,"('inhospitable', 'hospitable')",-1.3270485,-1.2264868,-0.83749473,-0.74934685,-0.9046442,-0.7989145,-1.0146368,-0.9196234,0.0950134
20,-0.09036793,0.108109325,"('rough', 'thoughtful')",0.07112728,0.21763806,-0.10291384,-0.07395902,0.71989256,0.773233,0.1494345,0.2562553,0.1068208
21,0.8774647,0.98474133,"('immoral', 'moral')",2.1435952,2.3407493,-0.39426255,-0.41236416,-0.64213735,-0.63471717,0.496165,0.5696023,0.0734373
22,0.34589267,0.30099088,"('untrustworthy', 'trustworthy')",0.9248175,0.90747166,-0.7019679,-0.7732809,-1.29005,-1.4460479,-0.1803269,-0.2527166,-0.0723897
