,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,female-male
0,1.0992131,1.0083289,"('unsociable', 'sociable')",0.3981227,0.25985312,0.7486679,0.634091,-0.1145769
1,0.26878542,0.25794774,"('unfriendly', 'friendly')",0.14607131,-0.022213139,0.2074284,0.1178673,-0.0895611
2,1.0425895,1.1133173,"('unlikable', 'likable')",0.75694865,0.78826725,0.8997691,0.9507923,0.0510232
3,0.85387063,0.93077093,"('repellent', 'pleasant')",0.32430196,0.35329428,0.5890863,0.6420326,0.0529463
4,0.36707976,0.24907935,"('disliked', 'liked')",-3.2840946,-3.3890734,-1.4585074,-1.5699971,-0.1114897
5,-0.7959359,-0.642063,"('distant', 'outgoing')",-1.1499815,-1.1476613,-0.9729587,-0.8948622,0.0780965
6,-0.91277003,-0.6870212,"('distant', 'open')",-1.1753623,-1.1925418,-1.0440662,-0.9397815,0.1042847
7,1.3250755,1.284459,"('insensitive', 'sensitive')",-0.0887171,-0.10294672,0.6181792,0.5907561,-0.0274231
8,-0.45005858,-0.42277163,"('unaffectionate', 'affectionate')",-0.51983845,-0.5869325,-0.4849485,-0.5048521,-0.0199036
9,0.75749403,0.8139756,"('unaffectionate', 'caring')",0.18398017,0.09300473,0.4707371,0.4534901,-0.017247
10,1.297695,1.3215808,"('unsympathetic', 'sympathetic')",-0.16953102,-0.23368329,0.564082,0.5439488,-0.0201332
11,0.24478725,0.1801179,"('unhelpful', 'helpful')",1.0008329,0.96711284,0.6228101,0.5736154,-0.0491947
12,1.840836,1.896111,"('unsupportive', 'supportive')",-0.8915463,-0.88914347,0.4746449,0.5034838,0.0288389
13,0.6254174,0.6108761,"('impolite', 'polite')",0.043634407,0.053002164,0.3345259,0.3319391,-0.0025868
14,1.3969368,1.287574,"('antisocial', 'social')",0.6734532,0.57183117,1.035195,0.9297026,-0.1054924
15,-0.16689098,-0.3133183,"('boring', 'funny')",0.19258559,0.15273356,0.0128473,-0.0802924,-0.0931397
16,-0.8941217,-0.94595206,"('unpopular', 'popular')",-0.054860454,-0.15947498,-0.4744911,-0.5527135,-0.0782224
17,-0.014735099,0.04472408,"('nasty', 'nice')",-0.8364639,-0.7490388,-0.4255995,-0.3521574,0.0734421
18,-0.5851899,-0.4969086,"('disagreeable', 'welcoming')",-1.2981696,-1.3098985,-0.9416797,-0.9034035,0.0382762
19,-0.43198693,-0.25024128,"('inhospitable', 'hospitable')",-0.9089474,-0.8645786,-0.6704671,-0.5574099,0.1130572
20,0.40768224,0.4869966,"('rough', 'thoughtful')",0.555542,0.5671197,0.4816121,0.5270581,0.045446
21,1.1720614,1.2618952,"('immoral', 'moral')",-0.5428392,-0.53827244,0.3146111,0.3618114,0.0472003
22,0.6255287,0.5819536,"('untrustworthy', 'trustworthy')",-0.61628807,-0.61594707,0.0046203,-0.0169967,-0.021617
23,0.9650209,0.9159744,"('insincere', 'sincere')",2.7213538,2.6284614,1.8431873,1.7722179,-0.0709694
24,1.1058905,1.1308303,"('dishonest', 'honest')",-0.12381135,-0.18044195,0.4910396,0.4751942,-0.0158454
25,-0.2115587,-0.17032966,"('egoistic', 'altruistic')",0.282234,0.23362957,0.0353377,0.03165,-0.0036877
