,live_male,live_female,tuple,nation_male,nation_female,entertainment_male,entertainment_female,inc_male,inc_female,average_male,average_female,female-male
0,0.59042627,0.51212585,"('unsociable', 'sociable')",0.1966483,0.1278576,1.0557159,0.8841632,-0.54956263,-0.6733424,0.323307,0.212701,-0.110606
1,0.78942275,0.6886994,"('unfriendly', 'friendly')",-0.84700084,-0.97487235,-0.017518986,-0.12391128,1.858197,1.6174413,0.445775,0.3018393,-0.1439357
2,0.7806849,0.82996005,"('unlikable', 'likable')",0.18864864,0.2549619,1.1329942,1.219537,0.8095558,0.8891957,0.7279709,0.7984137,0.0704428
3,-0.6430126,-0.55846864,"('repellent', 'pleasant')",-0.5027452,-0.30264243,0.100677,0.258352,-0.09347023,-0.007843902,-0.2846377,-0.1526507,0.131987
4,-0.07268092,-0.1476712,"('disliked', 'liked')",-0.36771503,-0.4668674,-0.4048836,-0.36511603,-5.7568545,-5.793023,-1.6505336,-1.6931694,-0.0426358
5,0.4459894,0.5123243,"('distant', 'outgoing')",0.50236326,0.39132804,-0.09160991,-0.09437418,0.17534846,0.12760535,0.2580228,0.2342209,-0.0238019
6,0.4280134,0.4691916,"('distant', 'open')",-0.19984801,-0.29943457,-0.8078752,-0.83365905,0.6015754,0.5191974,0.0054664,-0.0361762,-0.0416426
7,0.70375156,0.70094746,"('insensitive', 'sensitive')",-0.2351408,-0.1102047,0.0402326,0.054168407,0.523627,0.52603817,0.2581176,0.2927373,0.0346197
8,0.021004055,0.018268015,"('unaffectionate', 'affectionate')",-0.82868004,-0.8833716,-0.30733886,-0.3290097,0.35734272,0.21899328,-0.189418,-0.24378,-0.054362
9,0.91661924,0.9310179,"('unaffectionate', 'caring')",-0.82439935,-0.84997106,0.4512853,0.40667456,0.8636151,0.7706201,0.3517801,0.3145854,-0.0371947
10,-0.92791605,-0.95557415,"('unsympathetic', 'sympathetic')",-1.4643203,-1.2948488,-0.6388489,-0.57106906,-0.63263476,-0.6327804,-0.9159299,-0.8635681,0.0523618
11,0.18642953,0.26390693,"('unhelpful', 'helpful')",0.40531546,0.48104087,0.8942232,0.89797693,1.560564,1.5783384,0.761633,0.8053158,0.0436828
12,1.2116548,1.255642,"('unsupportive', 'supportive')",0.32881737,0.4483868,0.4219698,0.47769627,-1.5802407,-1.5534084,0.0955503,0.1570792,0.0615289
