,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7964922,-0.72712874,"('unsociable', 'sociable')",-0.014308214,-0.105887,-0.5924252,-0.74625355,-0.4677419,-0.5264231,-0.0586812
1,-0.35471883,-0.4832856,"('unfriendly', 'friendly')",0.15002784,-0.06869535,1.5750132,1.3570623,0.4567741,0.2683605,-0.1884136
2,0.54342353,0.5796426,"('unlikable', 'likable')",1.4277254,1.5101025,0.6170968,0.7580562,0.8627486,0.9492671,0.0865185
3,-1.5359896,-1.359913,"('repellent', 'pleasant')",-0.400091,-0.2944348,0.027725954,0.08552356,-0.6361183,-0.5229414,0.1131769
4,0.0885341,0.01373991,"('disliked', 'liked')",0.0045062033,-0.08465331,-5.6492753,-5.640157,-1.8520783,-1.9036902,-0.0516119
5,0.47331807,0.38036376,"('distant', 'outgoing')",-0.11185029,-0.18670785,0.2118582,0.18239996,0.1911087,0.125352,-0.0657567
6,-0.060561705,-0.1231945,"('distant', 'open')",-0.25896454,-0.3639774,0.6496776,0.5746746,0.1100504,0.0291676,-0.0808828
7,-0.83953947,-0.6634584,"('insensitive', 'sensitive')",-0.29634586,-0.230768,0.4171081,0.38669845,-0.2395924,-0.169176,0.0704164
8,0.19713664,0.066501595,"('unaffectionate', 'affectionate')",-0.48823452,-0.6220049,0.2555641,0.08309682,-0.0118446,-0.1574688,-0.1456242
9,0.22008893,0.18297154,"('unaffectionate', 'caring')",0.20218378,0.108750015,0.8038681,0.6985311,0.4087136,0.3300842,-0.0786294
10,-1.7354243,-1.487339,"('unsympathetic', 'sympathetic')",-0.8569861,-0.75109094,-0.6299573,-0.69702905,-1.0741226,-0.9784864,0.0956362
11,-0.20267963,-0.13343865,"('unhelpful', 'helpful')",0.21278143,0.30885652,1.4143974,1.418023,0.4748331,0.531147,0.0563139
12,-0.31946006,-0.18869968,"('unsupportive', 'supportive')",0.22021335,0.34053278,-1.8667358,-1.8157103,-0.6553275,-0.5546257,0.1007018
13,-0.6761669,-0.555063,"('impolite', 'polite')",0.7527057,0.8179065,-0.289881,-0.2458116,-0.0711141,0.0056773,0.0767914
14,-0.7928413,-0.7877503,"('antisocial', 'social')",0.93926185,0.98869866,-0.4958235,-0.48260218,-0.1164677,-0.0938846,0.0225831
