,medium_male,medium_female,tuple,average_male,average_female,female-male
0,-0.036744375,-0.19863358,"('unsociable', 'sociable')",-0.0367444,-0.1986336,-0.1618892
1,1.6755975,1.5191983,"('unfriendly', 'friendly')",1.6755975,1.5191983,-0.1563992
2,0.011201482,0.04296163,"('unlikable', 'likable')",0.0112015,0.0429616,0.0317601
3,0.3143157,0.39085588,"('repellent', 'pleasant')",0.3143157,0.3908559,0.0765402
4,-6.0773234,-6.3238244,"('disliked', 'liked')",-6.0773234,-6.3238244,-0.246501
5,-0.27257967,-0.3234341,"('distant', 'outgoing')",-0.2725797,-0.3234341,-0.0508544
6,0.5166462,0.3726118,"('distant', 'open')",0.5166462,0.3726118,-0.1440344
7,0.9461729,0.9441841,"('insensitive', 'sensitive')",0.9461729,0.9441841,-0.0019888
8,1.5184665,1.3904771,"('unaffectionate', 'affectionate')",1.5184665,1.3904771,-0.1279894
9,1.8151908,1.6808058,"('unaffectionate', 'caring')",1.8151908,1.6808058,-0.134385
10,0.7290569,0.7299633,"('unsympathetic', 'sympathetic')",0.7290569,0.7299633,0.0009064
11,1.4692341,1.4461768,"('unhelpful', 'helpful')",1.4692341,1.4461768,-0.0230573
12,-1.5887066,-1.7052096,"('unsupportive', 'supportive')",-1.5887066,-1.7052096,-0.116503
13,-0.9735344,-1.0178027,"('impolite', 'polite')",-0.9735344,-1.0178027,-0.0442683
14,-0.36141357,-0.35310936,"('antisocial', 'social')",-0.3614136,-0.3531094,0.0083042
15,0.7825908,0.6654077,"('boring', 'funny')",0.7825908,0.6654077,-0.1171831
16,0.21763064,0.19052465,"('unpopular', 'popular')",0.2176306,0.1905247,-0.0271059
17,-0.4752492,-0.39761925,"('nasty', 'nice')",-0.4752492,-0.3976192,0.07763
18,-0.16895835,-0.29168645,"('disagreeable', 'welcoming')",-0.1689584,-0.2916864,-0.122728
19,0.13531065,-0.013113771,"('inhospitable', 'hospitable')",0.1353106,-0.0131138,-0.1484244
20,0.6382182,0.67753935,"('rough', 'thoughtful')",0.6382182,0.6775393,0.0393211
21,-0.5076825,-0.44586268,"('immoral', 'moral')",-0.5076825,-0.4458627,0.0618198
22,-0.86123544,-0.85681117,"('untrustworthy', 'trustworthy')",-0.8612354,-0.8568112,0.0044242
23,5.834588,5.8536954,"('insincere', 'sincere')",5.8345881,5.8536954,0.0191073
24,0.902155,0.8312048,"('dishonest', 'honest')",0.902155,0.8312048,-0.0709502
25,1.3765752,1.2629228,"('egoistic', 'altruistic')",1.3765752,1.2629228,-0.1136524
26,1.128038,1.0600601,"('hardhearted', 'benevolent')",1.128038,1.0600601,-0.0679779
27,1.6777282,1.5490212,"('hardhearted', 'softhearted')",1.6777282,1.5490212,-0.128707
28,1.2164891,1.0780064,"('disloyal', 'loyal')",1.2164891,1.0780064,-0.1384827
29,-0.5798795,-0.6810618,"('unfair', 'fair')",-0.5798795,-0.6810618,-0.1011823
30,1.1894027,1.0609683,"('intolerant', 'tolerant')",1.1894027,1.0609683,-0.1284344
31,-0.9004805,-0.91399086,"('evil', 'good')",-0.9004805,-0.9139909,-0.0135104
