,chipotle_male,chipotle_female,tuple,mexican_male,mexican_female,grill_male,grill_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3101809,-1.4433727,"('unsociable', 'sociable')",0.3451532,0.21868782,1.8226054,1.6616714,-0.5648289,-0.8132237,0.0731872,-0.0940593,-0.1672465
1,-0.39058077,-0.38312635,"('unfriendly', 'friendly')",-0.30021068,-0.23672116,1.0664068,0.89893705,2.1649492,1.9411777,0.6351411,0.5550668,-0.0800743
2,-0.22026928,-0.078784674,"('unlikable', 'likable')",0.052308265,0.14676838,1.0114939,1.061633,0.70720327,0.79865944,0.387684,0.482069,0.094385
3,-1.3830748,-1.3076265,"('repellent', 'pleasant')",-0.63216853,-0.6494996,-1.1978265,-1.1252661,-0.020155746,0.0893527,-0.8083064,-0.7482599,0.0600465
4,0.1648866,0.25153145,"('disliked', 'liked')",0.19789019,0.24251671,0.043396667,0.07905884,-6.5121484,-6.5851297,-1.5264938,-1.5030057,0.0234881
5,1.4920855,1.5421816,"('distant', 'outgoing')",-0.68970996,-0.4830572,-0.14743842,0.065746464,0.18475938,0.21602616,0.2099241,0.3352243,0.1253002
6,1.4475696,1.5238609,"('distant', 'open')",-0.7950896,-0.5998782,0.44921067,0.56376237,0.7908705,0.7988404,0.4731403,0.5716463,0.098506
7,-1.5610609,-1.5765297,"('insensitive', 'sensitive')",-0.80127335,-0.7547037,0.0019503832,0.015573828,0.30741742,0.3307323,-0.5132416,-0.4962319,0.0170097
8,-0.5728148,-0.5544073,"('unaffectionate', 'affectionate')",-0.53842384,-0.50537056,-0.2853611,-0.4325349,0.9301269,0.9122808,-0.1166182,-0.145008,-0.0283898
9,-0.7200936,-0.7252171,"('unaffectionate', 'caring')",-0.4909029,-0.4195305,0.16504464,0.030145831,1.2283242,1.2914338,0.0455931,0.044208,-0.0013851
10,-1.9494032,-2.0515492,"('unsympathetic', 'sympathetic')",-1.295851,-1.4144815,-0.528226,-0.7868392,-0.95749414,-0.93276995,-1.1827435,-1.2964098,-0.1136663
11,-1.7460142,-1.7842618,"('unhelpful', 'helpful')",-0.4870288,-0.47516194,-0.06922884,-0.1114349,1.6606838,1.8482236,-0.160397,-0.1306588,0.0297382
12,-0.5253199,-0.5730815,"('unsupportive', 'supportive')",0.5684425,0.5802675,0.5233072,0.5149839,-1.8623549,-1.8582063,-0.3239813,-0.3340091,-0.0100278
13,-1.5924323,-1.7397127,"('impolite', 'polite')",0.46058026,0.39501178,1.395252,1.3172432,-0.7153035,-0.73856884,-0.1129759,-0.1915066,-0.0785307
14,-1.5258108,-1.5266201,"('antisocial', 'social')",-0.52010435,-0.4963461,0.6939261,0.7414245,-1.1727877,-1.1197214,-0.6311942,-0.6003157,0.0308785
15,0.32264948,0.31816286,"('boring', 'funny')",0.46469912,0.48995525,1.101785,1.1462824,0.49452946,0.53715175,0.5959157,0.6228881,0.0269724
16,0.24465795,0.23890324,"('unpopular', 'popular')",-0.11757021,-0.1299943,-0.53860474,-0.38313887,0.7627881,0.7038744,0.0878178,0.1074111,0.0195933
17,-0.305379,-0.24651411,"('nasty', 'nice')",-0.8454244,-0.7478341,-1.1862874,-1.058038,-0.7201174,-0.63384116,-0.7643021,-0.6715568,0.0927453
18,-0.36548766,-0.2840621,"('disagreeable', 'welcoming')",0.86203694,0.95500845,-0.39221826,-0.31183225,-0.21928121,-0.26289967,-0.0287375,0.0240536,0.0527911
19,0.1026808,0.24609797,"('inhospitable', 'hospitable')",-0.3203729,-0.17762452,0.08339343,0.12442331,0.119905956,0.18521257,-0.0035982,0.0945273,0.0981255
20,-1.192203,-1.1396347,"('rough', 'thoughtful')",-1.012498,-0.95780885,-0.059257187,-0.07109515,0.9254196,0.9263418,-0.3346347,-0.3105493,0.0240854
21,-1.5919149,-1.6450131,"('immoral', 'moral')",-0.95594233,-1.0126894,0.71168065,0.54833806,-1.1219504,-1.077568,-0.7395318,-0.7967331,-0.0572013
22,-0.6963833,-0.6995461,"('untrustworthy', 'trustworthy')",-0.4930057,-0.5322624,0.010350484,-0.1102181,-1.0397483,-1.0762322,-0.5546967,-0.6045647,-0.049868
23,-1.6069677,-1.7038956,"('insincere', 'sincere')",-0.4144346,-0.40828404,0.38185626,0.3724367,5.800502,5.838585,1.0402389,1.0247105,-0.0155284
24,-1.0149732,-1.0360917,"('dishonest', 'honest')",-0.3467008,-0.2909071,0.32269433,0.18937394,0.942542,0.96304655,-0.0241094,-0.0436446,-0.0195352
25,0.75127316,0.74278873,"('egoistic', 'altruistic')",-0.11619294,-0.12041339,0.24918655,0.22093573,1.5363859,1.4172077,0.6051632,0.5651297,-0.0400335
26,-1.1627206,-1.2024693,"('hardhearted', 'benevolent')",-0.63369554,-0.63817334,0.7335536,0.63886625,1.2787031,1.0967894,0.0539602,-0.0262468,-0.080207
27,-0.24106888,-0.21126142,"('hardhearted', 'softhearted')",-1.2891917,-1.1211265,-0.103457384,-0.052220374,1.4980892,1.4027355,-0.0339072,0.0045318,0.038439
28,-1.3945937,-1.440947,"('disloyal', 'loyal')",-0.5190848,-0.55312586,-0.2712266,-0.4854344,1.0246739,0.90197825,-0.2900578,-0.3943823,-0.1043245
29,-0.1469691,-0.16024363,"('unfair', 'fair')",-0.17612384,-0.17451124,0.06933545,0.14278094,0.055222936,-0.10987321,-0.0496336,-0.0754618,-0.0258282
30,-1.4751334,-1.4582708,"('intolerant', 'tolerant')",-0.45007002,-0.45061052,-0.18297018,-0.1674321,0.6511553,0.7595395,-0.3642546,-0.3291935,0.0350611
31,0.6069402,0.7569174,"('evil', 'good')",-0.51421183,-0.43265682,-0.91246176,-0.7043934,-0.43518066,-0.5518292,-0.3137285,-0.2329905,0.080738
32,-0.83616537,-0.8929003,"('unkind', 'kind')",-0.22115622,-0.27696425,0.5519431,0.47737768,0.97938895,0.8369156,0.1185026,0.0361072,-0.0823954
33,1.0412588,0.94765437,"('wrong', 'right')",0.286592,0.29857296,0.18149546,0.120371185,-0.46994507,-0.57738566,0.2598503,0.1973032,-0.0625471
34,-0.2915759,-0.17314653,"('mean', 'honorable')",-1.1676632,-0.99713075,0.7218169,0.8360604,5.91368,6.13364,1.2940645,1.4498558,0.1557913
35,1.7814738,1.8455303,"('corrupt', 'incorrupt')",-1.3929702,-1.2824957,-0.8649093,-0.82665646,0.000739336,-0.122863665,-0.1189166,-0.0966214,0.0222952
36,0.6704353,0.7221007,"('hostile', 'amicable')",-0.75892705,-0.75706613,0.11343722,0.07183175,0.5487472,0.30114102,0.1434232,0.0845018,-0.0589214
37,-0.81104875,-0.7489993,"('fake', 'genuine')",-1.1614244,-1.0822831,-0.2800238,-0.37877268,0.36424148,0.40905488,-0.4720639,-0.4502501,0.0218138
38,-0.07710522,-0.09701654,"('untruthful', 'truthful')",0.020553717,0.0758522,0.41206503,0.32236966,0.10104202,0.24522209,0.1141389,0.1366069,0.022468
39,-0.27217197,-0.32013115,"('exploitative', 'cooperative')",0.38346687,0.48483613,1.3039159,1.303057,-0.050087765,0.039337173,0.3412807,0.3767748,0.0354941
40,-0.14685385,-0.15280652,"('stingy', 'generous')",0.34411824,0.24224935,-0.87033856,-0.87289876,-2.0398664,-2.1942158,-0.6782352,-0.7444179,-0.0661827
41,-0.905135,-0.8433356,"('unforgiving', 'forgiving')",-0.4498497,-0.3776478,0.46877462,0.5217276,-0.12765439,-0.1311623,-0.2534661,-0.2076045,0.0458616
42,-0.062837735,-0.064758286,"('unreliable', 'reliable')",0.8108533,0.78836715,-0.23902696,-0.22130688,-3.2036858,-3.0176284,-0.6736743,-0.6288316,0.0448427
43,-1.7066911,-1.7062322,"('irresponsible', 'responsible')",-0.19623376,-0.11705828,1.0988152,1.0284722,0.62550205,0.71029574,-0.0446519,-0.0211306,0.0235213
44,-0.3492795,-0.32644856,"('prejudiced', 'unprejudiced')",-0.56592125,-0.5084209,-1.4142237,-1.2866417,-1.4473437,-1.4061657,-0.9441921,-0.8819193,0.0622728
45,-2.0172842,-1.9472953,"('incompetent', 'competent')",-0.2966826,-0.26607814,0.135477,0.12831548,-0.19706544,-0.17607228,-0.5938888,-0.5652826,0.0286062
46,-1.9738872,-2.0597296,"('uncompetitive', 'competitive')",-0.19531745,-0.35119697,0.34963673,0.17637882,-1.1451865,-1.1558996,-0.7411886,-0.8476119,-0.1064233
47,-0.6278223,-0.6127704,"('stupid', 'smart')",-0.82659984,-0.812766,0.89398223,0.8674901,5.8110056,5.9016795,1.3126414,1.3359083,0.0232669
48,-1.3188785,-1.404064,"('unintelligent', 'intelligent')",0.050346177,-0.090887785,0.42357206,0.27671602,0.36238194,0.34541795,-0.1206446,-0.2182045,-0.0975599
49,-0.9367725,-0.81718284,"('unable', 'able')",-0.380503,-0.16675377,0.024679013,0.22565989,-0.47249803,-0.18424794,-0.4412736,-0.2356312,0.2056424
50,0.13092135,0.120630786,"('clumsy', 'skillful')",-0.0042213034,-0.088464364,-1.2639471,-1.3395374,0.20951504,0.17450476,-0.231933,-0.2832165,-0.0512835
51,-0.5709511,-0.6858776,"('uneducated', 'educated')",0.1179519,-0.18343773,-0.15268464,-0.33530703,-0.14127547,-0.19657911,-0.1867398,-0.3503004,-0.1635606
52,0.6489026,0.5848287,"('irrational', 'rational')",0.45751804,0.355653,0.4711536,0.37796488,0.3357415,0.19169396,0.4783289,0.3775351,-0.1007938
53,-0.4848374,-0.52955693,"('uncreative', 'creative')",-0.9044681,-0.8917282,-0.10602234,-0.19290324,0.98597693,0.85892844,-0.1273378,-0.188815,-0.0614772
54,0.6095128,0.5724775,"('incapable', 'capable')",0.37449467,0.3100174,1.1398442,1.0833064,1.237796,1.243607,0.8404119,0.8023521,-0.0380598
55,-2.007686,-1.9998915,"('incompetent', 'clever')",0.18515186,0.14235646,0.56890845,0.4716697,-0.34535316,-0.28366363,-0.3997447,-0.4173823,-0.0176376
56,-0.6372772,-0.6896142,"('impractical', 'practical')",0.918257,0.9954203,1.3585343,1.3182048,-0.43293604,-0.25165784,0.3016445,0.3430882,0.0414437
57,-0.9965811,-1.081679,"('unimaginative', 'imaginative')",-0.24647161,-0.41504052,0.3831656,0.25843376,-2.9881856,-3.0188587,-0.9620182,-1.0642861,-0.1022679
58,-1.2029196,-1.1600369,"('undiscriminating', 'discriminating')",-0.82724595,-0.8285314,-0.13782017,-0.16232054,-0.3119998,-0.32160696,-0.6199964,-0.6181239,0.0018725
59,0.49377373,0.4698937,"('foolish', 'wise')",-0.1406047,-0.14711133,0.09703129,0.12816095,0.52683794,0.4705307,0.2442596,0.2303685,-0.0138911
60,-1.6447979,-1.7051761,"('inefficient', 'efficient')",0.13189188,0.19632478,1.652708,1.6306489,-0.13890013,0.06316011,0.0002255,0.0462394,0.0460139
61,-1.0491443,-1.1130649,"('illogical', 'logical')",-0.880725,-0.9624844,-0.0024586916,-0.12325456,0.064331666,-0.11846511,-0.4669991,-0.5793173,-0.1123182
62,-1.5755217,-1.5331606,"('incompetent', 'brilliant')",-0.42573237,-0.3392856,0.022844058,0.0459937,-0.3577042,-0.026824469,-0.5840285,-0.4633192,0.1207093
63,-0.7959271,-0.8145563,"('unperceptive', 'insightful')",-0.08893045,-0.13206059,0.09998385,0.014298087,0.40396577,0.53952867,-0.095227,-0.0981975,-0.0029705
64,-0.55867237,-0.5739306,"('shy', 'confident')",0.15285765,0.040569358,-0.13805878,-0.19886398,-6.5695767,-6.596107,-1.7783625,-1.8320831,-0.0537206
65,-2.1147313,-2.2807128,"('insecure', 'secure')",-0.096186824,-0.30629924,0.55280954,0.38051853,-0.21180712,-0.2182288,-0.467479,-0.6061806,-0.1387016
66,0.65647465,0.69896984,"('inactive', 'active')",-0.6428153,-0.61854565,-0.1743558,-0.23900807,0.71402264,0.6308727,0.1383315,0.1180722,-0.0202593
67,0.91118026,0.8031471,"('doubtful', 'determined')",-0.024328614,0.0043461174,-0.4263169,-0.39741436,-0.39737576,-0.39331636,0.0157898,0.0041906,-0.0115992
68,-1.1088666,-1.1465569,"('dependent', 'independent')",-0.7589189,-0.7773844,-0.14227119,-0.17645665,-0.6086422,-0.63179135,-0.6546748,-0.6830473,-0.0283725
69,1.5121,1.5785705,"('lazy', 'industrious')",-0.91719913,-0.65964955,0.32154906,0.53395444,-0.31383756,-0.29009664,0.1506531,0.2906947,0.1400416
70,-1.3896769,-1.4107498,"('lethargic', 'energetic')",-0.7761326,-0.8826642,-0.83874947,-0.9339654,0.3352674,0.41467038,-0.6673229,-0.7031773,-0.0358544
71,0.62973124,0.6569544,"('diffident', 'self-confident')",0.03388197,0.15822199,1.2468333,1.4188468,0.4211649,0.34556776,0.5829028,0.6448977,0.0619949
72,-0.5849477,-0.6184658,"('unambitious', 'ambitious')",0.19629748,0.10835947,-0.33229065,-0.41964242,-0.8612089,-0.7749087,-0.3955374,-0.4261644,-0.030627
73,0.7643962,0.8376188,"('helpless', 'self-reliant')",1.1210165,1.1644889,0.35412607,0.34052593,-3.3276844,-3.299531,-0.2720364,-0.2392244,0.032812
74,-0.335506,-0.32937983,"('undedicated', 'dedicated')",0.018151656,0.0767861,-0.16688079,-0.22575986,-0.24985737,-0.28285903,-0.1835231,-0.1903031,-0.00678
75,0.7663287,0.88155687,"('meek', 'impulsive')",-0.49988624,-0.46097818,-1.1308143,-1.1039686,-0.32780212,-0.24546202,-0.2980435,-0.232213,0.0658305
76,-0.28448138,-0.28930944,"('anxious', 'daring')",0.3665793,0.32173607,-0.06841663,-0.09260223,0.13022116,0.20579875,0.0359756,0.0364058,0.0004302
77,-0.9473377,-1.0044436,"('unmotivated', 'motivated')",-0.17900828,-0.28436702,0.057071008,-0.0008112751,-1.3084837,-1.2344811,-0.5944397,-0.6310258,-0.0365861
78,-0.080187395,-0.06495489,"('nonresilient', 'resilient')",-0.1659584,-0.07794416,0.2225406,0.3186609,0.07674387,0.13280442,0.0132847,0.0771416,0.0638569
79,0.94385624,0.97344655,"('wavering', 'unwavering')",0.63332427,0.58094996,0.20808409,0.14032377,0.29235268,0.32478184,0.5194043,0.5048755,-0.0145288
80,-1.5249777,-1.5957233,"('dominated', 'dominating')",-0.27862477,-0.40327245,-0.96199554,-1.015161,-1.9860471,-1.8522769,-1.1879113,-1.2166084,-0.0286971
81,-1.4316268,-1.5834521,"('submissive', 'aggressive')",-0.66985065,-0.9506733,-0.087145396,-0.29439798,-1.2988034,-1.197266,-0.8718566,-1.0064473,-0.1345907
82,0.13271777,0.1498897,"('poor', 'rich')",-0.2481074,-0.27675417,0.35337275,0.35830453,6.6964493,6.786399,1.7336081,1.7544597,0.0208516
83,-0.742327,-0.74319017,"('powerless', 'powerful')",-0.39877164,-0.45463967,-0.24290808,-0.27363762,-1.7410918,-1.7994944,-0.7812747,-0.8177404,-0.0364657
84,-0.16789564,-0.27339897,"('inferior', 'superior')",0.41654053,0.28619766,0.46025282,0.33979484,0.7077454,0.65454423,0.3541608,0.2517844,-0.1023764
85,0.84619707,0.8374693,"('insignificant', 'prestigious')",0.20490606,0.20500007,0.48450822,0.47223437,0.34103602,0.1881463,0.4691619,0.4257125,-0.0434494
86,-1.588465,-1.7002572,"('uninfluential', 'influential')",-0.96144354,-1.1423279,0.3234321,0.055372126,-0.56279665,-0.67474324,-0.6973183,-0.865489,-0.1681707
87,-0.537532,-0.5888348,"('unsuccessful', 'successful')",0.034720946,-0.10970288,-0.1415907,-0.16203868,0.0789711,0.14863136,-0.1413577,-0.1779863,-0.0366286
88,-1.085411,-1.1519712,"('low', 'eminent')",-0.57683504,-0.6979036,-0.267154,-0.46615005,0.111958265,0.07616081,-0.4543604,-0.559966,-0.1056056
