,speaking_male,speaking_female,tuple,average_male,average_female,female-male
0,0.2987887,0.06464052,"('unsociable', 'sociable')",0.2987887,0.0646405,-0.2341482
1,1.3356203,1.3401011,"('unfriendly', 'friendly')",1.3356203,1.3401011,0.0044808
2,0.5171917,0.6911752,"('unlikable', 'likable')",0.5171917,0.6911752,0.1739835
3,0.9512671,0.9445765,"('repellent', 'pleasant')",0.9512671,0.9445765,-0.0066906
4,-6.8127685,-6.7638617,"('disliked', 'liked')",-6.8127685,-6.7638617,0.0489068
5,-0.004389651,0.12943456,"('distant', 'outgoing')",-0.0043897,0.1294346,0.1338243
6,0.25962552,0.3937192,"('distant', 'open')",0.2596255,0.3937192,0.1340937
7,0.9360922,0.8506663,"('insensitive', 'sensitive')",0.9360922,0.8506663,-0.0854259
8,0.78149873,0.8342224,"('unaffectionate', 'affectionate')",0.7814987,0.8342224,0.0527237
9,1.5557663,1.6268424,"('unaffectionate', 'caring')",1.5557663,1.6268424,0.0710761
10,1.2295625,1.1559899,"('unsympathetic', 'sympathetic')",1.2295625,1.1559899,-0.0735726
11,2.2762876,2.2445354,"('unhelpful', 'helpful')",2.2762876,2.2445354,-0.0317522
12,-1.3444952,-1.33905,"('unsupportive', 'supportive')",-1.3444952,-1.3390501,0.0054451
13,0.6622304,0.49447617,"('impolite', 'polite')",0.6622304,0.4944762,-0.1677542
14,-0.009877867,-0.2492288,"('antisocial', 'social')",-0.0098779,-0.2492288,-0.2393509
15,0.6198031,0.5557848,"('boring', 'funny')",0.6198031,0.5557848,-0.0640183
16,-0.20776698,-0.13027436,"('unpopular', 'popular')",-0.207767,-0.1302744,0.0774926
17,-0.199237,-0.10195165,"('nasty', 'nice')",-0.199237,-0.1019517,0.0972853
18,-0.51027673,-0.583765,"('disagreeable', 'welcoming')",-0.5102767,-0.583765,-0.0734883
19,-0.5078452,-0.2933362,"('inhospitable', 'hospitable')",-0.5078452,-0.2933362,0.214509
20,0.8001819,0.6466468,"('rough', 'thoughtful')",0.8001819,0.6466468,-0.1535351
21,0.28712976,0.2726318,"('immoral', 'moral')",0.2871298,0.2726318,-0.014498
22,-0.08608501,-0.14055488,"('untrustworthy', 'trustworthy')",-0.086085,-0.1405549,-0.0544699
23,6.3255744,6.220991,"('insincere', 'sincere')",6.3255744,6.2209911,-0.1045833
24,2.0622947,1.9987893,"('dishonest', 'honest')",2.0622947,1.9987893,-0.0635054
25,0.425975,0.4456623,"('egoistic', 'altruistic')",0.425975,0.4456623,0.0196873
26,0.4413148,0.317212,"('hardhearted', 'benevolent')",0.4413148,0.317212,-0.1241028
27,1.6761258,1.5385512,"('hardhearted', 'softhearted')",1.6761258,1.5385512,-0.1375746
28,1.1093206,1.0389928,"('disloyal', 'loyal')",1.1093206,1.0389928,-0.0703278
29,-0.52423537,-0.53742087,"('unfair', 'fair')",-0.5242354,-0.5374209,-0.0131855
30,0.9549242,0.8604811,"('intolerant', 'tolerant')",0.9549242,0.8604811,-0.0944431
31,-1.6446635,-1.479673,"('evil', 'good')",-1.6446635,-1.479673,0.1649905
32,1.2941428,1.2543199,"('unkind', 'kind')",1.2941428,1.2543199,-0.0398229
33,-0.5124059,-0.44438222,"('wrong', 'right')",-0.5124059,-0.4443822,0.0680237
34,4.465389,4.5704255,"('mean', 'honorable')",4.4653888,4.5704255,0.1050367
35,-1.095559,-1.1016269,"('corrupt', 'incorrupt')",-1.095559,-1.1016269,-0.0060679
36,-1.3373808,-1.2111413,"('hostile', 'amicable')",-1.3373808,-1.2111413,0.1262395
37,0.62943345,0.62336123,"('fake', 'genuine')",0.6294335,0.6233612,-0.0060723
38,-0.07167292,0.0023569018,"('untruthful', 'truthful')",-0.0716729,0.0023569,0.0740298
39,0.22035284,0.11307644,"('exploitative', 'cooperative')",0.2203528,0.1130764,-0.1072764
40,-1.3561666,-1.5470062,"('stingy', 'generous')",-1.3561666,-1.5470062,-0.1908396
41,-0.35261,-0.35920975,"('unforgiving', 'forgiving')",-0.35261,-0.3592097,-0.0065997
42,-1.6983813,-1.7112703,"('unreliable', 'reliable')",-1.6983813,-1.7112703,-0.012889
43,1.5164328,1.4377203,"('irresponsible', 'responsible')",1.5164328,1.4377203,-0.0787125
44,-1.1851363,-1.1656147,"('prejudiced', 'unprejudiced')",-1.1851363,-1.1656147,0.0195216
45,0.563681,0.48276126,"('incompetent', 'competent')",0.563681,0.4827613,-0.0809197
46,-0.20115046,-0.30853325,"('uncompetitive', 'competitive')",-0.2011505,-0.3085333,-0.1073828
47,5.2938204,5.419658,"('stupid', 'smart')",5.2938204,5.4196582,0.1258378
48,1.01038,0.7798645,"('unintelligent', 'intelligent')",1.01038,0.7798645,-0.2305155
49,0.18091893,0.2556308,"('unable', 'able')",0.1809189,0.2556308,0.0747119
50,-0.08908726,-0.011219314,"('clumsy', 'skillful')",-0.0890873,-0.0112193,0.077868
51,0.61286175,0.49566618,"('uneducated', 'educated')",0.6128618,0.4956662,-0.1171956
52,-0.51859194,-0.4626909,"('irrational', 'rational')",-0.5185919,-0.4626909,0.055901
53,0.2935952,0.27843994,"('uncreative', 'creative')",0.2935952,0.2784399,-0.0151553
54,0.8349424,1.0584469,"('incapable', 'capable')",0.8349424,1.0584469,0.2235045
55,1.1249251,0.8919845,"('incompetent', 'clever')",1.1249251,0.8919845,-0.2329406
56,1.2456545,1.0925018,"('impractical', 'practical')",1.2456545,1.0925018,-0.1531527
57,-2.2017834,-2.2072518,"('unimaginative', 'imaginative')",-2.2017834,-2.2072518,-0.0054684
58,-0.16357315,-0.2147212,"('undiscriminating', 'discriminating')",-0.1635731,-0.2147212,-0.0511481
59,0.15467036,0.3004406,"('foolish', 'wise')",0.1546704,0.3004406,0.1457702
60,0.9454704,0.7707672,"('inefficient', 'efficient')",0.9454704,0.7707672,-0.1747032
61,0.68808067,0.40532035,"('illogical', 'logical')",0.6880807,0.4053203,-0.2827604
62,1.574541,1.5201395,"('incompetent', 'brilliant')",1.574541,1.5201395,-0.0544015
63,0.70887184,0.6824811,"('unperceptive', 'insightful')",0.7088718,0.6824811,-0.0263907
64,-5.5490894,-5.5565867,"('shy', 'confident')",-5.5490894,-5.5565867,-0.0074973
65,0.6804316,0.5522975,"('insecure', 'secure')",0.6804316,0.5522975,-0.1281341
66,-0.11131844,-0.049315676,"('inactive', 'active')",-0.1113184,-0.0493157,0.0620027
67,-0.6731627,-0.59551483,"('doubtful', 'determined')",-0.6731627,-0.5955148,0.0776479
68,-0.096568644,-0.18166746,"('dependent', 'independent')",-0.0965686,-0.1816675,-0.0850989
69,-1.6348327,-1.5249759,"('lazy', 'industrious')",-1.6348327,-1.5249759,0.1098568
70,1.5698392,1.4655209,"('lethargic', 'energetic')",1.5698392,1.4655209,-0.1043183
71,0.6414655,0.7032508,"('diffident', 'self-confident')",0.6414655,0.7032508,0.0617853
72,0.72981817,0.79130435,"('unambitious', 'ambitious')",0.7298182,0.7913043,0.0614861
73,-2.6718657,-2.6598141,"('helpless', 'self-reliant')",-2.6718657,-2.6598141,0.0120516
74,0.3160794,0.21249333,"('undedicated', 'dedicated')",0.3160794,0.2124933,-0.1035861
75,-1.0247871,-0.73077893,"('meek', 'impulsive')",-1.0247871,-0.7307789,0.2940082
76,0.89205223,0.7408709,"('anxious', 'daring')",0.8920522,0.7408709,-0.1511813
77,-1.1599163,-1.1573207,"('unmotivated', 'motivated')",-1.1599163,-1.1573207,0.0025956
78,-0.7003414,-0.7175702,"('nonresilient', 'resilient')",-0.7003414,-0.7175702,-0.0172288
79,-0.57880205,-0.40340146,"('wavering', 'unwavering')",-0.578802,-0.4034015,0.1754005
