,fortive_male,fortive_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.47254607,-0.43246523,"('unsociable', 'sociable')",-0.04563541,-0.11173268,-0.2590908,-0.272099,-0.0130082
1,-1.5136088,-1.4828197,"('unfriendly', 'friendly')",1.3264546,1.2020247,-0.0935771,-0.1403975,-0.0468204
2,0.70804876,0.81606174,"('unlikable', 'likable')",0.58868617,0.62218034,0.6483675,0.719121,0.0707535
3,-0.30166978,-0.0823634,"('repellent', 'pleasant')",1.0706859,1.1416354,0.384508,0.529636,0.145128
4,-0.63222814,-0.6376423,"('disliked', 'liked')",-7.683978,-7.839101,-4.158103,-4.2383714,-0.0802684
5,-0.5490598,-0.51698625,"('distant', 'outgoing')",-0.52110475,-0.61336046,-0.5350823,-0.5651734,-0.0300911
6,-1.2392693,-1.1464293,"('distant', 'open')",-0.30564493,-0.39951327,-0.7724571,-0.7729713,-0.0005142
7,-0.47252998,-0.29449278,"('insensitive', 'sensitive')",0.06334682,0.17845227,-0.2045916,-0.0580203,0.1465713
8,-1.1953892,-1.2299457,"('unaffectionate', 'affectionate')",0.74434423,0.70454454,-0.2255225,-0.2627006,-0.0371781
9,-1.5415752,-1.4593358,"('unaffectionate', 'caring')",1.1167806,1.1277272,-0.2123973,-0.1658043,0.046593
10,-0.76055306,-0.5918706,"('unsympathetic', 'sympathetic')",-0.29418904,-0.23525849,-0.527371,-0.4135646,0.1138064
11,0.12028083,0.23423435,"('unhelpful', 'helpful')",1.2708911,1.4223199,0.695586,0.8282771,0.1326911
12,-0.9762027,-0.7336751,"('unsupportive', 'supportive')",-2.3699405,-2.3555589,-1.6730716,-1.5446169,0.1284547
13,-0.18540038,-0.13041234,"('impolite', 'polite')",-0.96341157,-0.84359056,-0.574406,-0.4870014,0.0874046
14,1.127425,1.1825445,"('antisocial', 'social')",-0.037923947,-0.059538346,0.5447505,0.5615031,0.0167526
15,0.4319127,0.3278931,"('boring', 'funny')",-0.32923812,-0.356683,0.0513373,-0.0143949,-0.0657322
16,-0.5000834,-0.503444,"('unpopular', 'popular')",0.4352535,0.3304971,-0.0324149,-0.0864735,-0.0540586
17,-0.66008997,-0.5685924,"('nasty', 'nice')",-0.5848852,-0.5369954,-0.6224875,-0.5527939,0.0696936
18,-0.71618783,-0.60184884,"('disagreeable', 'welcoming')",-0.45097816,-0.5405662,-0.583583,-0.5712075,0.0123755
19,-1.253514,-1.1150968,"('inhospitable', 'hospitable')",-0.7331173,-0.6697774,-0.9933157,-0.8924371,0.1008786
20,0.46686316,0.55285394,"('rough', 'thoughtful')",0.9341853,0.9169767,0.7005242,0.7349153,0.0343911
21,0.82157284,0.8755255,"('immoral', 'moral')",-0.3308865,-0.23800465,0.2453432,0.3187604,0.0734172
22,0.6005056,0.6890087,"('untrustworthy', 'trustworthy')",-0.9580764,-0.9826508,-0.1787854,-0.1468211,0.0319643
23,-0.014128292,0.09734236,"('insincere', 'sincere')",5.9164042,5.9743557,2.951138,3.0358491,0.0847111
24,-0.07309823,0.013896074,"('dishonest', 'honest')",0.4300971,0.44221082,0.1784994,0.2280535,0.0495541
25,-0.39583597,-0.44903648,"('egoistic', 'altruistic')",1.283823,1.2081721,0.4439935,0.3795678,-0.0644257
26,-0.17616326,-0.16563314,"('hardhearted', 'benevolent')",1.3814057,1.3338857,0.6026212,0.5841262,-0.018495
27,-0.68426657,-0.6770323,"('hardhearted', 'softhearted')",1.3933567,1.2670037,0.3545451,0.2949857,-0.0595594
28,-0.13003634,-0.19971046,"('disloyal', 'loyal')",1.0760062,1.003996,0.4729849,0.4021428,-0.0708421
29,-0.17371008,-0.21575667,"('unfair', 'fair')",-0.2704835,-0.44512522,-0.2220968,-0.3304409,-0.1083441
30,0.8110364,0.917838,"('intolerant', 'tolerant')",0.7916934,0.82438755,0.8013649,0.8711128,0.0697479
31,-1.295707,-1.2111022,"('evil', 'good')",-0.7920805,-0.9243512,-1.0438938,-1.0677267,-0.0238329
32,-0.19359621,-0.18514106,"('unkind', 'kind')",0.5699181,0.48293504,0.1881609,0.148897,-0.0392639
33,-0.04155731,-0.07845627,"('wrong', 'right')",-0.7090709,-0.7795013,-0.3753141,-0.4289788,-0.0536647
34,-0.019290173,0.23551589,"('mean', 'honorable')",5.5094757,5.766727,2.7450929,3.0011215,0.2560286
35,-0.5058633,-0.6814242,"('corrupt', 'incorrupt')",-0.44417068,-0.56796867,-0.475017,-0.6246964,-0.1496794
36,-1.3537296,-1.4011147,"('hostile', 'amicable')",-0.031909198,-0.2192822,-0.6928194,-0.8101984,-0.117379
37,0.47402403,0.56456447,"('fake', 'genuine')",0.0442883,0.081741214,0.2591562,0.3231528,0.0639966
38,-0.7865501,-0.68306994,"('untruthful', 'truthful')",-0.5110231,-0.4406135,-0.6487866,-0.5618417,0.0869449
39,1.1210245,1.1648563,"('exploitative', 'cooperative')",0.1865726,0.26714045,0.6537985,0.7159984,0.0621999
40,-0.35285813,-0.3383635,"('stingy', 'generous')",-2.2261348,-2.3846943,-1.2894964,-1.3615289,-0.0720325
41,-0.11080547,0.03586483,"('unforgiving', 'forgiving')",-0.090717606,-0.17232525,-0.1007615,-0.0682302,0.0325313
42,0.6368408,0.888318,"('unreliable', 'reliable')",-3.366492,-3.3818963,-1.3648256,-1.2467891,0.1180365
43,0.033080287,0.30396122,"('irresponsible', 'responsible')",0.4254711,0.5020913,0.2292757,0.4030263,0.1737506
44,1.0085431,0.94849783,"('prejudiced', 'unprejudiced')",-1.2418275,-1.267298,-0.1166422,-0.1594001,-0.0427579
45,-0.2679055,-0.035649247,"('incompetent', 'competent')",0.013566612,0.011409791,-0.1271694,-0.0121197,0.1150497
46,-0.6317811,-0.39868075,"('uncompetitive', 'competitive')",-1.0436355,-0.9728003,-0.8377083,-0.6857405,0.1519678
47,0.7236139,0.82822996,"('stupid', 'smart')",5.7770586,5.947602,3.2503362,3.3879158,0.1375796
48,-0.33987972,-0.32221845,"('unintelligent', 'intelligent')",0.5780632,0.6566062,0.1190917,0.1671939,0.0481022
49,0.34090543,0.53731465,"('unable', 'able')",-0.060583256,-0.026627053,0.1401611,0.2553438,0.1151827
50,0.49271715,0.51999384,"('clumsy', 'skillful')",-0.06183676,-0.15546896,0.2154402,0.1822625,-0.0331777
51,-0.36634228,-0.46030235,"('uneducated', 'educated')",-0.36699533,-0.36932805,-0.3666688,-0.4148152,-0.0481464
52,-0.6156217,-0.8709192,"('irrational', 'rational')",0.36165875,0.19164766,-0.1269815,-0.3396358,-0.2126543
53,-1.3474127,-1.2532918,"('uncreative', 'creative')",0.39471808,0.28469932,-0.4763473,-0.4842963,-0.007949
54,-0.18906616,-0.3100164,"('incapable', 'capable')",0.71787447,0.7469212,0.2644041,0.2184524,-0.0459517
55,0.18336958,0.31033728,"('incompetent', 'clever')",0.29535633,0.3544084,0.239363,0.3323728,0.0930098
56,1.0183744,1.1834189,"('impractical', 'practical')",-0.47169268,-0.38143757,0.2733409,0.4009907,0.1276498
57,-0.5075956,-0.38132456,"('unimaginative', 'imaginative')",-3.3602154,-3.353054,-1.9339055,-1.8671893,0.0667162
58,-0.3787702,-0.3026319,"('undiscriminating', 'discriminating')",0.009929564,-0.060529687,-0.1844203,-0.1815808,0.0028395
59,0.29808292,0.2013384,"('foolish', 'wise')",0.3499327,0.32710776,0.3240078,0.2642231,-0.0597847
60,1.0416789,1.2552,"('inefficient', 'efficient')",-0.21874751,0.0002076216,0.4114657,0.6277038,0.2162381
61,0.308846,0.2208174,"('illogical', 'logical')",0.72107995,0.5553185,0.514963,0.3880679,-0.1268951
62,0.5776027,0.7796987,"('incompetent', 'brilliant')",0.2790424,0.4435112,0.4283226,0.6116049,0.1832823
63,-0.7745527,-0.52817607,"('unperceptive', 'insightful')",0.11718573,0.20773484,-0.3286835,-0.1602206,0.1684629
64,0.43088576,0.4457714,"('shy', 'confident')",-6.613336,-6.6534424,-3.0912251,-3.1038356,-0.0126105
65,0.6030098,0.47966245,"('insecure', 'secure')",-0.14650914,-0.04778479,0.2282503,0.2159388,-0.0123115
66,-1.0963384,-1.1017075,"('inactive', 'active')",0.06351136,0.07200429,-0.5164135,-0.5148516,0.0015619
67,1.104333,1.0991532,"('doubtful', 'determined')",-0.48259887,-0.4602335,0.3108671,0.3194598,0.0085927
68,-0.1631302,-0.20318478,"('dependent', 'independent')",-0.8162691,-0.874161,-0.4896997,-0.5386729,-0.0489732
69,0.51833296,0.53559595,"('lazy', 'industrious')",-0.73567426,-0.7789589,-0.1086707,-0.1216815,-0.0130108
70,0.18257032,0.422324,"('lethargic', 'energetic')",0.010588024,0.059993137,0.0965792,0.2411586,0.1445794
