,synchrony_male,synchrony_female,tuple,financial_male,financial_female,average_male,average_female,female-male
0,-0.68863493,-0.6783241,"('unsociable', 'sociable')",0.20421216,0.09319805,-0.2422114,-0.292563,-0.0503516
1,-1.1009336,-1.1042455,"('unfriendly', 'friendly')",1.9810443,1.8887821,0.4400554,0.3922683,-0.0477871
2,0.10143186,0.15501091,"('unlikable', 'likable')",0.89664084,0.9398569,0.4990363,0.5474339,0.0483976
3,-0.93496567,-0.7958855,"('repellent', 'pleasant')",0.096884675,0.065078095,-0.4190405,-0.3654037,0.0536368
4,-0.18676925,-0.17762038,"('disliked', 'liked')",-7.445436,-7.568395,-3.8161025,-3.8730078,-0.0569053
5,0.19008985,0.18140885,"('distant', 'outgoing')",0.17889197,0.15276356,0.1844909,0.1670862,-0.0174047
6,0.0009392984,0.02208059,"('distant', 'open')",0.13778397,0.13766739,0.0693616,0.079874,0.0105124
7,-1.0514237,-0.9274911,"('insensitive', 'sensitive')",0.5236507,0.55428284,-0.2638865,-0.1866041,0.0772824
8,-0.8900258,-0.909796,"('unaffectionate', 'affectionate')",1.2052646,1.2077895,0.1576194,0.1489968,-0.0086226
9,-1.3313323,-1.2677938,"('unaffectionate', 'caring')",1.9044017,1.9333565,0.2865347,0.3327814,0.0462467
10,-2.572187,-2.4607594,"('unsympathetic', 'sympathetic')",-0.25900608,-0.22332531,-1.4155965,-1.3420423,0.0735542
11,-0.29751718,-0.18275271,"('unhelpful', 'helpful')",1.9418842,1.9889345,0.8221835,0.9030909,0.0809074
12,-1.0830661,-0.9158546,"('unsupportive', 'supportive')",-1.488425,-1.4863168,-1.2857456,-1.2010857,0.0846599
13,-1.1812655,-1.1489276,"('impolite', 'polite')",0.0069187954,-0.0273506,-0.5871733,-0.5881391,-0.0009658
14,-0.71987,-0.67610985,"('antisocial', 'social')",0.37596163,0.26722762,-0.1719542,-0.2044411,-0.0324869
15,0.30464572,0.23158194,"('boring', 'funny')",0.14035997,0.14403248,0.2225028,0.1878072,-0.0346956
16,-0.15048285,-0.13052401,"('unpopular', 'popular')",0.24379107,0.19089933,0.0466541,0.0301877,-0.0164664
17,-0.43489203,-0.38911307,"('nasty', 'nice')",-0.47789118,-0.45794448,-0.4563916,-0.4235288,0.0328628
18,-0.20900938,-0.11716877,"('disagreeable', 'welcoming')",-0.31027636,-0.3156656,-0.2596429,-0.2164172,0.0432257
19,-1.3212796,-1.2179028,"('inhospitable', 'hospitable')",-0.28997648,-0.22717448,-0.8056281,-0.7225387,0.0830894
20,-0.47114137,-0.4420803,"('rough', 'thoughtful')",0.48181444,0.4472696,0.0053365,0.0025946,-0.0027419
21,-1.4608443,-1.338316,"('immoral', 'moral')",-0.3778249,-0.2978832,-0.9193346,-0.8180996,0.101235
22,0.0013692677,0.1318259,"('untrustworthy', 'trustworthy')",-0.8372109,-0.82828754,-0.4179208,-0.3482308,0.06969
23,-1.0131617,-0.9386018,"('insincere', 'sincere')",6.769693,6.7860413,2.8782656,2.9237196,0.045454
24,-1.7782962,-1.699697,"('dishonest', 'honest')",1.1714243,1.1724375,-0.303436,-0.2636297,0.0398063
25,-0.11107142,-0.088326775,"('egoistic', 'altruistic')",0.8771525,0.86600655,0.3830405,0.3888399,0.0057994
26,0.3872184,0.34636924,"('hardhearted', 'benevolent')",1.619655,1.5278336,1.0034367,0.9371014,-0.0663353
27,-0.104853295,-0.13252386,"('hardhearted', 'softhearted')",0.80380046,0.72020644,0.3494736,0.2938413,-0.0556323
28,-1.5272423,-1.5380522,"('disloyal', 'loyal')",1.2732472,1.2548572,-0.1269975,-0.1415975,-0.0146
29,-0.768783,-0.7941982,"('unfair', 'fair')",-0.73146015,-0.81359607,-0.7501216,-0.8038971,-0.0537755
30,0.027414523,0.11285071,"('intolerant', 'tolerant')",0.952939,0.939586,0.4901767,0.5262184,0.0360417
31,-0.3093328,-0.2108668,"('evil', 'good')",-1.2801908,-1.2635436,-0.7947618,-0.7372052,0.0575566
32,-0.73231477,-0.70204616,"('unkind', 'kind')",0.9728281,0.9648849,0.1202567,0.1314194,0.0111627
33,-0.12848195,-0.1949518,"('wrong', 'right')",0.20766343,0.13804606,0.0395907,-0.0284529,-0.0680436
34,0.21674907,0.41254696,"('mean', 'honorable')",5.4115205,5.5285907,2.8141348,2.9705689,0.1564341
35,0.79165787,0.63939774,"('corrupt', 'incorrupt')",-0.88207155,-0.9195498,-0.0452068,-0.140076,-0.0948692
36,0.5020101,0.4827312,"('hostile', 'amicable')",-0.35990837,-0.42461598,0.0710509,0.0290576,-0.0419933
37,-1.0766138,-1.0113949,"('fake', 'genuine')",0.03199719,0.08292189,-0.5223083,-0.4642365,0.0580718
38,-0.65650755,-0.5758331,"('untruthful', 'truthful')",0.56517833,0.600876,-0.0456646,0.0125214,0.058186
39,1.3519329,1.4366491,"('exploitative', 'cooperative')",0.5137846,0.5207856,0.9328587,0.9787173,0.0458586
40,-0.04287368,-0.038998775,"('stingy', 'generous')",-1.7903684,-1.9186839,-0.9166211,-0.9788413,-0.0622202
41,-0.28514406,-0.16328351,"('unforgiving', 'forgiving')",0.3332113,0.2876579,0.0240336,0.0621872,0.0381536
42,0.45025736,0.6088093,"('unreliable', 'reliable')",-2.918563,-2.8735418,-1.2341528,-1.1323663,0.1017865
43,-0.9320832,-0.77149016,"('irresponsible', 'responsible')",1.1407856,1.1230443,0.1043512,0.175777,0.0714258
44,1.1595446,1.1203716,"('prejudiced', 'unprejudiced')",-1.0703322,-1.0406315,0.0446062,0.03987,-0.0047362
45,-1.636836,-1.4431463,"('incompetent', 'competent')",0.10775294,0.04809128,-0.7645416,-0.6975275,0.0670141
46,-1.0892136,-1.0010277,"('uncompetitive', 'competitive')",-0.48637873,-0.5530554,-0.7877961,-0.7770416,0.0107545
47,-0.50327474,-0.4250639,"('stupid', 'smart')",6.4630127,6.500698,2.9798689,3.037817,0.0579481
