,anger_male,anger_female,tuple,average_male,average_female,female-male
0,0.3191964,0.340725,"('unsociable', 'sociable')",0.3191964,0.340725,0.0215286
1,1.1059735,1.0939234,"('unfriendly', 'friendly')",1.1059735,1.0939234,-0.0120501
2,-0.023220334,0.14892605,"('unlikable', 'likable')",-0.0232203,0.148926,0.1721463
3,0.83104396,1.0822064,"('repellent', 'pleasant')",0.831044,1.0822064,0.2511624
4,-7.3258176,-7.6712885,"('disliked', 'liked')",-7.3258176,-7.6712885,-0.3454709
5,-0.6465181,-0.70461553,"('distant', 'outgoing')",-0.6465181,-0.7046155,-0.0580974
6,-0.21498327,-0.4017386,"('distant', 'open')",-0.2149833,-0.4017386,-0.1867553
7,1.4970912,1.6549017,"('insensitive', 'sensitive')",1.4970912,1.6549017,0.1578105
8,1.15611,0.95680726,"('unaffectionate', 'affectionate')",1.15611,0.9568073,-0.1993027
9,1.3769668,1.3745484,"('unaffectionate', 'caring')",1.3769668,1.3745484,-0.0024184
10,1.2786053,1.51577,"('unsympathetic', 'sympathetic')",1.2786053,1.51577,0.2371647
11,1.7947748,2.0337474,"('unhelpful', 'helpful')",1.7947748,2.0337474,0.2389726
12,-1.3166906,-1.2420231,"('unsupportive', 'supportive')",-1.3166906,-1.2420231,0.0746675
13,0.13649246,0.4604288,"('impolite', 'polite')",0.1364925,0.4604288,0.3239363
14,0.63331795,0.6649833,"('antisocial', 'social')",0.6333179,0.6649833,0.0316654
15,0.52508605,0.41208887,"('boring', 'funny')",0.525086,0.4120889,-0.1129971
16,-0.95877266,-0.9383872,"('unpopular', 'popular')",-0.9587727,-0.9383872,0.0203855
17,-0.25946993,-0.2991448,"('nasty', 'nice')",-0.2594699,-0.2991448,-0.0396749
18,-0.5206409,-0.3972588,"('disagreeable', 'welcoming')",-0.5206409,-0.3972588,0.1233821
19,-0.8137108,-0.84041345,"('inhospitable', 'hospitable')",-0.8137108,-0.8404135,-0.0267027
20,0.76871544,0.7253502,"('rough', 'thoughtful')",0.7687154,0.7253502,-0.0433652
21,-0.07469433,0.30689183,"('immoral', 'moral')",-0.0746943,0.3068918,0.3815861
22,-0.093998365,-0.018555585,"('untrustworthy', 'trustworthy')",-0.0939984,-0.0185556,0.0754428
23,6.297693,6.774511,"('insincere', 'sincere')",6.2976928,6.7745109,0.4768181
24,1.4360434,1.627594,"('dishonest', 'honest')",1.4360434,1.627594,0.1915506
25,0.65363836,0.59240437,"('egoistic', 'altruistic')",0.6536384,0.5924044,-0.061234
26,1.2270565,0.86673105,"('hardhearted', 'benevolent')",1.2270565,0.866731,-0.3603255
27,1.6270356,1.4923952,"('hardhearted', 'softhearted')",1.6270356,1.4923952,-0.1346404
28,1.4386394,1.313871,"('disloyal', 'loyal')",1.4386394,1.313871,-0.1247684
29,-0.455296,-0.6807813,"('unfair', 'fair')",-0.455296,-0.6807813,-0.2254853
30,1.0134363,1.212351,"('intolerant', 'tolerant')",1.0134363,1.212351,0.1989147
31,-1.4238861,-1.6756716,"('evil', 'good')",-1.4238861,-1.6756716,-0.2517855
32,1.2428471,1.2879215,"('unkind', 'kind')",1.2428471,1.2879215,0.0450744
33,-0.36302316,-0.50061274,"('wrong', 'right')",-0.3630232,-0.5006127,-0.1375895
34,4.1737146,4.6437902,"('mean', 'honorable')",4.1737146,4.6437902,0.4700756
35,-1.1760492,-1.6809548,"('corrupt', 'incorrupt')",-1.1760492,-1.6809548,-0.5049056
36,-0.97499114,-1.3667917,"('hostile', 'amicable')",-0.9749911,-1.3667917,-0.3918006
37,1.2336407,1.219636,"('fake', 'genuine')",1.2336407,1.219636,-0.0140047
38,-0.49820185,-0.3164904,"('untruthful', 'truthful')",-0.4982018,-0.3164904,0.1817114
39,0.43709633,0.5180985,"('exploitative', 'cooperative')",0.4370963,0.5180985,0.0810022
40,-1.0034873,-1.0299599,"('stingy', 'generous')",-1.0034873,-1.0299599,-0.0264726
41,0.5849832,0.44155124,"('unforgiving', 'forgiving')",0.5849832,0.4415512,-0.143432
42,-2.018829,-2.0170176,"('unreliable', 'reliable')",-2.0188291,-2.0170176,0.0018115
43,1.1450644,1.4682314,"('irresponsible', 'responsible')",1.1450644,1.4682314,0.323167
44,-1.2820295,-1.3627232,"('prejudiced', 'unprejudiced')",-1.2820295,-1.3627232,-0.0806937
45,0.44129807,0.37470633,"('incompetent', 'competent')",0.4412981,0.3747063,-0.0665918
46,-0.23512624,-0.077432096,"('uncompetitive', 'competitive')",-0.2351262,-0.0774321,0.1576941
47,4.6510134,4.975988,"('stupid', 'smart')",4.6510134,4.9759879,0.3249745
48,0.44374102,0.6706112,"('unintelligent', 'intelligent')",0.443741,0.6706112,0.2268702
49,-0.40333784,-0.18751319,"('unable', 'able')",-0.4033378,-0.1875132,0.2158246
50,-0.3507159,-0.3367564,"('clumsy', 'skillful')",-0.3507159,-0.3367564,0.0139595
51,0.6729406,0.8550802,"('uneducated', 'educated')",0.6729406,0.8550802,0.1821396
52,-0.31284273,-0.597733,"('irrational', 'rational')",-0.3128427,-0.597733,-0.2848903
53,0.1356012,0.07663838,"('uncreative', 'creative')",0.1356012,0.0766384,-0.0589628
54,0.8490813,0.96409047,"('incapable', 'capable')",0.8490813,0.9640905,0.1150092
55,1.1941999,1.4643008,"('incompetent', 'clever')",1.1941999,1.4643008,0.2701009
56,0.47599655,0.6799877,"('impractical', 'practical')",0.4759966,0.6799877,0.2039911
57,-1.6057522,-1.8009279,"('unimaginative', 'imaginative')",-1.6057522,-1.8009279,-0.1951757
