,pavilion_male,pavilion_female,tuple,average_male,average_female,female-male
0,0.19825608,0.115135476,"('unsociable', 'sociable')",0.1982561,0.1151355,-0.0831206
1,1.5493349,1.5475413,"('unfriendly', 'friendly')",1.5493349,1.5475413,-0.0017936
2,0.071356185,0.15944941,"('unlikable', 'likable')",0.0713562,0.1594494,0.0880932
3,0.8229669,1.0324548,"('repellent', 'pleasant')",0.8229669,1.0324548,0.2094879
4,-7.238871,-7.4224195,"('disliked', 'liked')",-7.2388711,-7.4224195,-0.1835484
5,-0.5656446,-0.48620746,"('distant', 'outgoing')",-0.5656446,-0.4862075,0.0794371
6,-0.046279423,-0.019262694,"('distant', 'open')",-0.0462794,-0.0192627,0.0270167
7,1.549592,1.646536,"('insensitive', 'sensitive')",1.549592,1.646536,0.096944
8,1.2806716,1.2696459,"('unaffectionate', 'affectionate')",1.2806716,1.2696459,-0.0110257
9,1.720253,1.912981,"('unaffectionate', 'caring')",1.720253,1.912981,0.192728
10,0.7688336,0.9058077,"('unsympathetic', 'sympathetic')",0.7688336,0.9058077,0.1369741
11,1.8675222,2.1314964,"('unhelpful', 'helpful')",1.8675222,2.1314964,0.2639742
12,-1.1565235,-1.0192133,"('unsupportive', 'supportive')",-1.1565235,-1.0192133,0.1373102
13,0.067005165,0.0886154,"('impolite', 'polite')",0.0670052,0.0886154,0.0216102
14,0.13909936,0.054872658,"('antisocial', 'social')",0.1390994,0.0548727,-0.0842267
15,0.6359593,0.49171305,"('boring', 'funny')",0.6359593,0.491713,-0.1442463
16,-0.69749105,-0.6237579,"('unpopular', 'popular')",-0.697491,-0.6237579,0.0737331
17,-0.46028113,-0.3819737,"('nasty', 'nice')",-0.4602811,-0.3819737,0.0783074
18,-0.3503302,-0.18769296,"('disagreeable', 'welcoming')",-0.3503302,-0.187693,0.1626372
19,-0.19235508,-0.133785,"('inhospitable', 'hospitable')",-0.1923551,-0.133785,0.0585701
20,0.7398882,0.50185966,"('rough', 'thoughtful')",0.7398882,0.5018597,-0.2380285
21,-0.27237952,0.016618093,"('immoral', 'moral')",-0.2723795,0.0166181,0.2889976
22,-0.66980445,-0.51057434,"('untrustworthy', 'trustworthy')",-0.6698045,-0.5105743,0.1592302
23,6.5920434,6.858126,"('insincere', 'sincere')",6.5920434,6.8581262,0.2660828
24,1.7128134,1.884764,"('dishonest', 'honest')",1.7128134,1.884764,0.1719506
25,0.8569524,0.83673745,"('egoistic', 'altruistic')",0.8569524,0.8367375,-0.0202149
26,1.4166428,0.93885756,"('hardhearted', 'benevolent')",1.4166428,0.9388576,-0.4777852
27,2.2419617,2.1052897,"('hardhearted', 'softhearted')",2.2419617,2.1052897,-0.136672
28,1.128332,1.0919387,"('disloyal', 'loyal')",1.128332,1.0919387,-0.0363933
29,-0.53451157,-0.6668723,"('unfair', 'fair')",-0.5345116,-0.6668723,-0.1323607
30,1.0315044,1.1571398,"('intolerant', 'tolerant')",1.0315044,1.1571398,0.1256354
31,-1.0497069,-1.1526794,"('evil', 'good')",-1.0497069,-1.1526794,-0.1029725
32,1.2540721,1.1018379,"('unkind', 'kind')",1.2540721,1.1018379,-0.1522342
33,-0.10795134,-0.07311493,"('wrong', 'right')",-0.1079513,-0.0731149,0.0348364
34,4.612977,5.0280585,"('mean', 'honorable')",4.612977,5.0280585,0.4150815
35,-0.8602469,-1.1359179,"('corrupt', 'incorrupt')",-0.8602469,-1.1359179,-0.275671
36,-1.0955518,-1.2249961,"('hostile', 'amicable')",-1.0955518,-1.2249961,-0.1294443
37,1.1137582,1.1249776,"('fake', 'genuine')",1.1137582,1.1249776,0.0112194
38,0.076545715,0.28913507,"('untruthful', 'truthful')",0.0765457,0.2891351,0.2125894
39,0.55168533,0.646079,"('exploitative', 'cooperative')",0.5516853,0.646079,0.0943937
40,-1.3219912,-1.4736917,"('stingy', 'generous')",-1.3219912,-1.4736917,-0.1517005
41,0.56370497,0.42208135,"('unforgiving', 'forgiving')",0.563705,0.4220814,-0.1416236
42,-2.8609195,-2.7124214,"('unreliable', 'reliable')",-2.8609195,-2.7124214,0.1484981
43,1.0837667,1.24283,"('irresponsible', 'responsible')",1.0837667,1.24283,0.1590633
44,-1.8687892,-1.9910324,"('prejudiced', 'unprejudiced')",-1.8687892,-1.9910324,-0.1222432
45,0.6627973,0.51433456,"('incompetent', 'competent')",0.6627973,0.5143346,-0.1484627
46,-0.8403368,-0.7472379,"('uncompetitive', 'competitive')",-0.8403368,-0.7472379,0.0930989
47,4.946056,5.1379313,"('stupid', 'smart')",4.9460559,5.1379313,0.1918754
48,0.6322115,0.77491975,"('unintelligent', 'intelligent')",0.6322115,0.7749197,0.1427082
49,0.15327924,0.40166298,"('unable', 'able')",0.1532792,0.401663,0.2483838
50,-0.6220485,-0.5773406,"('clumsy', 'skillful')",-0.6220485,-0.5773406,0.0447079
51,0.77654886,0.8491734,"('uneducated', 'educated')",0.7765489,0.8491734,0.0726245
52,-0.14626348,-0.26169816,"('irrational', 'rational')",-0.1462635,-0.2616982,-0.1154347
53,0.28898832,0.17464213,"('uncreative', 'creative')",0.2889883,0.1746421,-0.1143462
54,1.0036743,1.3082992,"('incapable', 'capable')",1.0036743,1.3082992,0.3046249
55,0.99389726,1.1405166,"('incompetent', 'clever')",0.9938973,1.1405166,0.1466193
56,0.65831006,0.8088391,"('impractical', 'practical')",0.6583101,0.8088391,0.150529
57,-2.1742404,-2.347257,"('unimaginative', 'imaginative')",-2.1742404,-2.3472569,-0.1730165
58,0.4902956,0.39086872,"('undiscriminating', 'discriminating')",0.4902956,0.3908687,-0.0994269
59,-0.18956645,-0.11628708,"('foolish', 'wise')",-0.1895664,-0.1162871,0.0732793
60,0.10957013,0.43109453,"('inefficient', 'efficient')",0.1095701,0.4310945,0.3215244
61,0.38677618,0.19608921,"('illogical', 'logical')",0.3867762,0.1960892,-0.190687
62,0.9213675,1.2277343,"('incompetent', 'brilliant')",0.9213675,1.2277343,0.3063668
63,0.82501656,0.9946966,"('unperceptive', 'insightful')",0.8250166,0.9946966,0.16968
64,-6.875089,-6.770211,"('shy', 'confident')",-6.8750892,-6.7702112,0.104878
65,-0.31008127,-0.014308494,"('insecure', 'secure')",-0.3100813,-0.0143085,0.2957728
66,-0.024810214,-0.36942652,"('inactive', 'active')",-0.0248102,-0.3694265,-0.3446163
67,-0.2963562,-0.41083646,"('doubtful', 'determined')",-0.2963562,-0.4108365,-0.1144803
68,-0.7076506,-0.41325182,"('dependent', 'independent')",-0.7076506,-0.4132518,0.2943988
69,-1.85169,-2.0346358,"('lazy', 'industrious')",-1.8516901,-2.0346358,-0.1829457
70,1.1857662,1.2471937,"('lethargic', 'energetic')",1.1857662,1.2471937,0.0614275
71,0.27604365,0.30360773,"('diffident', 'self-confident')",0.2760437,0.3036077,0.027564
72,0.82420856,0.9593378,"('unambitious', 'ambitious')",0.8242086,0.9593378,0.1351292
73,-3.2885177,-2.9547472,"('helpless', 'self-reliant')",-3.2885177,-2.9547472,0.3337705
74,0.4738347,0.25682902,"('undedicated', 'dedicated')",0.4738347,0.256829,-0.2170057
75,-1.1140896,-1.2078774,"('meek', 'impulsive')",-1.1140896,-1.2078774,-0.0937878
76,0.20058724,0.17041878,"('anxious', 'daring')",0.2005872,0.1704188,-0.0301684
77,-1.6635067,-1.4111061,"('unmotivated', 'motivated')",-1.6635067,-1.4111061,0.2524006
78,-0.97511435,-0.97983974,"('nonresilient', 'resilient')",-0.9751143,-0.9798397,-0.0047254
79,-0.426054,-0.4623617,"('wavering', 'unwavering')",-0.426054,-0.4623617,-0.0363077
80,0.16431105,-0.021372225,"('dominated', 'dominating')",0.1643111,-0.0213722,-0.1856833
81,-0.66258824,-0.5505539,"('submissive', 'aggressive')",-0.6625882,-0.5505539,0.1120343
82,6.1187415,6.2844987,"('poor', 'rich')",6.1187415,6.2844987,0.1657572
83,-0.39991078,-0.3277824,"('powerless', 'powerful')",-0.3999108,-0.3277824,0.0721284
84,0.2778779,0.3290307,"('inferior', 'superior')",0.2778779,0.3290307,0.0511528
85,-0.71521425,-0.8152245,"('insignificant', 'prestigious')",-0.7152143,-0.8152245,-0.1000102
86,0.9711109,0.80079514,"('uninfluential', 'influential')",0.9711109,0.8007951,-0.1703158
87,0.61753523,0.66559297,"('unsuccessful', 'successful')",0.6175352,0.665593,0.0480578
88,0.38373753,0.40680042,"('low', 'eminent')",0.3837375,0.4068004,0.0230629
