,pigeon_male,pigeon_female,tuple,average_male,average_female,female-male
0,0.38050088,0.2991706,"('unsociable', 'sociable')",0.3805009,0.2991706,-0.0813303
1,0.8890921,0.9396909,"('unfriendly', 'friendly')",0.8890921,0.9396909,0.0505988
2,0.47868934,0.6030227,"('unlikable', 'likable')",0.4786893,0.6030227,0.1243334
3,0.9179475,1.0031714,"('repellent', 'pleasant')",0.9179475,1.0031714,0.0852239
4,-7.260051,-7.2222633,"('disliked', 'liked')",-7.2600508,-7.2222633,0.0377875
5,-0.5506111,-0.40295014,"('distant', 'outgoing')",-0.5506111,-0.4029501,0.147661
6,-0.19218975,-0.11472802,"('distant', 'open')",-0.1921898,-0.114728,0.0774618
7,1.3796632,1.3890336,"('insensitive', 'sensitive')",1.3796632,1.3890336,0.0093704
8,0.9636725,0.85524136,"('unaffectionate', 'affectionate')",0.9636725,0.8552414,-0.1084311
9,1.1726041,1.1929854,"('unaffectionate', 'caring')",1.1726041,1.1929854,0.0203813
10,1.7909237,1.5857352,"('unsympathetic', 'sympathetic')",1.7909237,1.5857352,-0.2051885
11,1.9960376,1.9552696,"('unhelpful', 'helpful')",1.9960376,1.9552696,-0.040768
12,-1.008246,-1.0008167,"('unsupportive', 'supportive')",-1.0082459,-1.0008167,0.0074292
13,0.2425993,0.22036092,"('impolite', 'polite')",0.2425993,0.2203609,-0.0222384
14,0.3467453,0.36077604,"('antisocial', 'social')",0.3467453,0.360776,0.0140307
15,0.09081206,0.15089428,"('boring', 'funny')",0.0908121,0.1508943,0.0600822
16,-0.72439253,-0.5394323,"('unpopular', 'popular')",-0.7243925,-0.5394323,0.1849602
17,0.320019,0.22947815,"('nasty', 'nice')",0.320019,0.2294782,-0.0905408
18,-0.45013914,-0.38447648,"('disagreeable', 'welcoming')",-0.4501391,-0.3844765,0.0656626
19,-0.45411754,-0.43684947,"('inhospitable', 'hospitable')",-0.4541175,-0.4368495,0.017268
20,0.7445031,0.61854565,"('rough', 'thoughtful')",0.7445031,0.6185457,-0.1259574
21,0.34345382,0.43509766,"('immoral', 'moral')",0.3434538,0.4350977,0.0916439
22,0.38330212,0.3624088,"('untrustworthy', 'trustworthy')",0.3833021,0.3624088,-0.0208933
23,6.2638345,6.3606434,"('insincere', 'sincere')",6.2638345,6.3606434,0.0968089
24,1.7995869,1.8261745,"('dishonest', 'honest')",1.7995869,1.8261745,0.0265876
25,0.121228494,0.18336868,"('egoistic', 'altruistic')",0.1212285,0.1833687,0.0621402
26,0.25763738,0.07543846,"('hardhearted', 'benevolent')",0.2576374,0.0754385,-0.1821989
27,1.6633676,1.4821215,"('hardhearted', 'softhearted')",1.6633676,1.4821215,-0.1812461
28,1.0721219,0.96143717,"('disloyal', 'loyal')",1.0721219,0.9614372,-0.1106847
29,-0.166052,-0.28085694,"('unfair', 'fair')",-0.166052,-0.2808569,-0.1148049
30,1.1454369,1.0982739,"('intolerant', 'tolerant')",1.1454369,1.0982739,-0.047163
31,-1.2475108,-1.1494465,"('evil', 'good')",-1.2475108,-1.1494465,0.0980643
32,1.1978247,1.098922,"('unkind', 'kind')",1.1978247,1.098922,-0.0989027
33,-0.95925534,-0.8136801,"('wrong', 'right')",-0.9592553,-0.8136801,0.1455752
34,4.1138926,4.372336,"('mean', 'honorable')",4.1138926,4.3723359,0.2584433
35,-1.2264179,-1.32853,"('corrupt', 'incorrupt')",-1.2264179,-1.32853,-0.1021121
36,-0.8720173,-0.98434496,"('hostile', 'amicable')",-0.8720173,-0.984345,-0.1123277
37,0.8136151,0.75723207,"('fake', 'genuine')",0.8136151,0.7572321,-0.056383
38,-0.23094957,-0.19567251,"('untruthful', 'truthful')",-0.2309496,-0.1956725,0.0352771
39,0.11133614,0.14573215,"('exploitative', 'cooperative')",0.1113361,0.1457321,0.034396
40,-1.011722,-1.0765548,"('stingy', 'generous')",-1.011722,-1.0765548,-0.0648328
41,0.34838206,0.15175459,"('unforgiving', 'forgiving')",0.3483821,0.1517546,-0.1966275
42,-1.3141432,-1.4581237,"('unreliable', 'reliable')",-1.3141432,-1.4581237,-0.1439805
43,1.5709896,1.5300261,"('irresponsible', 'responsible')",1.5709896,1.5300261,-0.0409635
44,-1.022315,-1.1549968,"('prejudiced', 'unprejudiced')",-1.022315,-1.1549968,-0.1326818
45,0.6363183,0.50163054,"('incompetent', 'competent')",0.6363183,0.5016305,-0.1346878
46,-0.10010488,-0.17671908,"('uncompetitive', 'competitive')",-0.1001049,-0.1767191,-0.0766142
47,5.4375353,5.6455355,"('stupid', 'smart')",5.4375353,5.6455355,0.2080002
48,0.89397645,0.79576087,"('unintelligent', 'intelligent')",0.8939764,0.7957609,-0.0982155
49,-0.39233032,-0.20723249,"('unable', 'able')",-0.3923303,-0.2072325,0.1850978
50,0.058957618,-0.02647739,"('clumsy', 'skillful')",0.0589576,-0.0264774,-0.085435
51,0.6058437,0.6268033,"('uneducated', 'educated')",0.6058437,0.6268033,0.0209596
52,-0.522912,-0.5605284,"('irrational', 'rational')",-0.522912,-0.5605284,-0.0376164
53,0.19028966,0.22118227,"('uncreative', 'creative')",0.1902897,0.2211823,0.0308926
54,0.8894734,1.0171201,"('incapable', 'capable')",0.8894734,1.0171201,0.1276467
55,1.0479476,1.0685166,"('incompetent', 'clever')",1.0479476,1.0685166,0.020569
56,0.73755574,0.80751395,"('impractical', 'practical')",0.7375557,0.807514,0.0699583
57,-2.1037724,-2.242131,"('unimaginative', 'imaginative')",-2.1037724,-2.242131,-0.1383586
58,0.04553109,-0.07020564,"('undiscriminating', 'discriminating')",0.0455311,-0.0702056,-0.1157367
59,-0.009854756,0.09013311,"('foolish', 'wise')",-0.0098548,0.0901331,0.0999879
60,0.6127812,0.7247924,"('inefficient', 'efficient')",0.6127812,0.7247924,0.1120112
61,0.5623166,0.414634,"('illogical', 'logical')",0.5623166,0.414634,-0.1476826
62,1.3518338,1.4828373,"('incompetent', 'brilliant')",1.3518338,1.4828373,0.1310035
63,1.0112787,1.068889,"('unperceptive', 'insightful')",1.0112787,1.068889,0.0576103
64,-5.2259097,-5.187097,"('shy', 'confident')",-5.2259097,-5.1870971,0.0388126
