,american_male,american_female,tuple,airlines_male,airlines_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4831,-1.6706307,"('unsociable', 'sociable')",-0.7790595,-0.8970095,0.65417236,0.46217066,-0.5149047,-0.7167142,-0.530723,-0.705546,-0.174823
1,-0.3388872,-0.16688399,"('unfriendly', 'friendly')",1.3116919,1.4264544,-0.0779881,-0.082488485,1.4329717,1.3415099,0.5819471,0.629648,0.0477009
2,0.9172741,1.0344918,"('unlikable', 'likable')",0.44062617,0.5363652,1.8375568,1.9493988,0.9326395,1.0990206,1.0320241,1.1548191,0.122795
3,-1.0036612,-0.85015076,"('repellent', 'pleasant')",-0.73038423,-0.7292226,0.88109183,0.8954415,0.4304753,0.471418,-0.1056196,-0.0531285,0.0524911
4,-0.034073025,0.032790825,"('disliked', 'liked')",0.5552538,0.5347332,-0.6234647,-0.6541675,-6.325713,-6.2655287,-1.6069993,-1.588043,0.0189563
5,0.27199456,0.44378424,"('distant', 'outgoing')",0.9776999,1.1281989,-1.8367647,-1.6566669,-0.5903838,-0.42060038,-0.2943635,-0.126321,0.1680425
6,0.33065793,0.5667972,"('distant', 'open')",0.76932853,0.9497253,-2.0267596,-1.8022445,0.037281804,0.19010746,-0.2223728,-0.0239037,0.1984691
7,-0.03462366,-0.03393875,"('insensitive', 'sensitive')",0.27969316,0.26872596,0.24189053,0.21815053,0.5352859,0.4257725,0.2555615,0.2196776,-0.0358839
8,0.045982428,0.180381,"('unaffectionate', 'affectionate')",0.5267457,0.53074056,-0.4818537,-0.47531462,0.17086461,0.15991306,0.0654348,0.09893,0.0334952
9,0.4555935,0.5647705,"('unaffectionate', 'caring')",0.3887441,0.41517833,-0.25801393,-0.2246503,0.786363,0.8010242,0.3431717,0.3890807,0.045909
10,-0.077036604,-0.13388719,"('unsympathetic', 'sympathetic')",-1.4459815,-1.5325773,-0.0914272,-0.15317342,-0.18579797,-0.34630468,-0.4500608,-0.5414857,-0.0914249
11,-0.005595587,-0.053335182,"('unhelpful', 'helpful')",-0.4147707,-0.43539816,-0.25927192,-0.3404126,2.1930249,2.1154404,0.3783467,0.3215736,-0.0567731
12,0.43426147,0.5931533,"('unsupportive', 'supportive')",-0.15583132,-0.09751266,0.67113507,0.8430256,-1.9375465,-1.8670199,-0.2469953,-0.1320884,0.1149069
13,-0.29088795,-0.50711256,"('impolite', 'polite')",-0.27638245,-0.35890934,0.3496184,0.1540195,-0.10128992,-0.20395513,-0.0797355,-0.2289894,-0.1492539
14,-0.33586687,-0.478426,"('antisocial', 'social')",-0.4555248,-0.5537397,1.7781911,1.6995977,-0.41779903,-0.5439377,0.1422501,0.0308736,-0.1113765
15,0.024755009,-0.06865397,"('boring', 'funny')",0.15869704,0.14324775,-1.6088254,-1.7186126,0.2530618,0.23345654,-0.2930779,-0.3526406,-0.0595627
16,-1.0510193,-0.9739361,"('unpopular', 'popular')",0.36726344,0.3801678,-0.2976994,-0.2079273,0.552677,0.5661633,-0.1071946,-0.0588831,0.0483115
