,perspecta_male,perspecta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6581029,-0.7147903,"('unsociable', 'sociable')",-0.21451178,-0.35225242,-0.4363074,-0.5335214,-0.097214
1,-1.7727996,-1.7361236,"('unfriendly', 'friendly')",1.7655147,1.686935,-0.0036424,-0.0245943,-0.0209519
2,0.57994026,0.6242379,"('unlikable', 'likable')",0.90870947,1.003599,0.7443249,0.8139185,0.0695936
3,-0.9201466,-0.7615228,"('repellent', 'pleasant')",0.20402993,0.2805838,-0.3580583,-0.2404695,0.1175888
4,0.15348746,0.17737292,"('disliked', 'liked')",-5.9675484,-6.0588427,-2.9070303,-2.9407349,-0.0337046
5,-0.86958754,-0.7330759,"('distant', 'outgoing')",-0.043870717,-0.04381978,-0.4567291,-0.3884479,0.0682812
6,-1.2373589,-1.0693196,"('distant', 'open')",0.26715994,0.2656485,-0.4850995,-0.4018356,0.0832639
7,-1.0941664,-1.0336605,"('insensitive', 'sensitive')",0.13043639,0.28791344,-0.481865,-0.3728735,0.1089915
8,-1.5254155,-1.4725657,"('unaffectionate', 'affectionate')",0.639627,0.6319204,-0.4428943,-0.4203226,0.0225717
9,-1.8761648,-1.7406687,"('unaffectionate', 'caring')",0.93776476,1.0075575,-0.4692,-0.3665556,0.1026444
10,-1.7926698,-1.6656382,"('unsympathetic', 'sympathetic')",-0.6709776,-0.6265101,-1.2318237,-1.1460742,0.0857495
11,-0.6737364,-0.6353627,"('unhelpful', 'helpful')",1.5109644,1.6714065,0.418614,0.5180219,0.0994079
12,-1.1519688,-0.88544005,"('unsupportive', 'supportive')",-1.9550824,-1.8561274,-1.5535257,-1.3707837,0.182742
13,-0.08498646,-0.12646875,"('impolite', 'polite')",-0.56639916,-0.502743,-0.3256928,-0.3146059,0.0110869
14,0.49190614,0.4917605,"('antisocial', 'social')",-0.21822903,-0.2629131,0.1368386,0.1144237,-0.0224149
15,0.26206487,0.07320343,"('boring', 'funny')",0.628732,0.5397318,0.4453984,0.3064676,-0.1389308
16,-0.9031974,-0.8684825,"('unpopular', 'popular')",0.64279526,0.60067713,-0.1302011,-0.1339027,-0.0037016
17,-0.15235221,-0.07088943,"('nasty', 'nice')",-0.027985651,-0.014603719,-0.0901689,-0.0427466,0.0474223
18,-0.33809978,-0.2363985,"('disagreeable', 'welcoming')",-0.21336171,-0.18848895,-0.2757307,-0.2124437,0.063287
19,-1.4899155,-1.3791997,"('inhospitable', 'hospitable')",-0.20624742,-0.1451202,-0.8480815,-0.7621599,0.0859216
20,0.26463032,0.28599918,"('rough', 'thoughtful')",1.0658976,1.0285618,0.665264,0.6572805,-0.0079835
21,0.02913345,-0.03423234,"('immoral', 'moral')",-0.36199564,-0.2994392,-0.1664311,-0.1668358,-0.0004047
22,0.41899756,0.48592457,"('untrustworthy', 'trustworthy')",-0.88330424,-0.8909143,-0.2321533,-0.2024949,0.0296584
23,-1.3545396,-1.3409364,"('insincere', 'sincere')",5.2959657,5.3722463,1.970713,2.015655,0.044942
24,-0.92817295,-0.94674546,"('dishonest', 'honest')",0.73036903,0.770239,-0.098902,-0.0882532,0.0106488
25,-0.39000535,-0.43714362,"('egoistic', 'altruistic')",1.6677777,1.574682,0.6388862,0.5687692,-0.070117
26,0.21782583,0.16507213,"('hardhearted', 'benevolent')",2.0032175,1.8673741,1.1105217,1.0162231,-0.0942986
27,-0.11124813,0.041645795,"('hardhearted', 'softhearted')",1.2694651,1.2166064,0.5791085,0.6291261,0.0500176
28,-1.2431558,-1.3569057,"('disloyal', 'loyal')",0.79668003,0.73414755,-0.2232379,-0.3113791,-0.0881412
29,-0.3779679,-0.42002496,"('unfair', 'fair')",-0.5040162,-0.6872977,-0.4409921,-0.5536613,-0.1126692
30,0.2288887,0.2311109,"('intolerant', 'tolerant')",1.6818836,1.6389027,0.9553862,0.9350068,-0.0203794
31,-0.9535602,-0.84882003,"('evil', 'good')",-1.0075891,-1.1191719,-0.9805746,-0.9839959,-0.0034213
32,-0.14382547,-0.16788304,"('unkind', 'kind')",0.9502872,0.915673,0.4032309,0.373895,-0.0293359
33,-0.008372771,0.014568202,"('wrong', 'right')",-0.4056048,-0.4611047,-0.2069888,-0.2232682,-0.0162794
34,-0.5380232,-0.37809533,"('mean', 'honorable')",5.53116,5.728781,2.4965684,2.675343,0.1787746
