,mallinckrodt_male,mallinckrodt_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.344891,-1.4433885,"('unsociable', 'sociable')",-0.18790096,-0.26020575,-0.7663959,-0.8517971,-0.0854012
1,-0.47472757,-0.6065641,"('unfriendly', 'friendly')",1.9870011,1.7146112,0.7561368,0.5540235,-0.2021133
2,0.5288277,0.5884313,"('unlikable', 'likable')",0.26055124,0.32831693,0.3946895,0.4583741,0.0636846
3,-1.0853566,-0.9979418,"('repellent', 'pleasant')",-0.20093353,-0.08734885,-0.6431451,-0.5426453,0.1004998
4,0.101920925,0.008771567,"('disliked', 'liked')",-5.780333,-5.945756,-2.839206,-2.9684923,-0.1292863
5,0.9595049,0.87215525,"('distant', 'outgoing')",0.29696506,0.14911997,0.628235,0.5106376,-0.1175974
6,0.8591295,0.77391464,"('distant', 'open')",0.25938666,0.09288005,0.5592581,0.4333974,-0.1258607
7,-0.68616515,-0.6911163,"('insensitive', 'sensitive')",0.47094795,0.54701716,-0.1076086,-0.0720496,0.035559
8,-0.26036087,-0.29005405,"('unaffectionate', 'affectionate')",0.7355282,0.46037272,0.2375837,0.0851593,-0.1524244
9,-0.409724,-0.4437473,"('unaffectionate', 'caring')",1.2839991,1.1308448,0.4371375,0.3435488,-0.0935887
10,-1.6426737,-1.6251655,"('unsympathetic', 'sympathetic')",-0.52398014,-0.48943213,-1.0833269,-1.0572988,0.0260281
11,-1.1796397,-1.1039666,"('unhelpful', 'helpful')",1.3596178,1.4271917,0.0899891,0.1616126,0.0716235
12,-1.0366929,-1.01422,"('unsupportive', 'supportive')",-1.3385094,-1.3188142,-1.1876011,-1.166517,0.0210841
13,-0.7352329,-0.730863,"('impolite', 'polite')",-0.082205795,-0.006190315,-0.4087193,-0.3685266,0.0401927
14,-0.9391189,-0.8804057,"('antisocial', 'social')",0.5096551,0.64800894,-0.2147319,-0.1161984,0.0985335
15,0.9589058,0.92712677,"('boring', 'funny')",0.11154844,0.10881092,0.5352271,0.5179688,-0.0172583
16,-0.11552972,-0.14745644,"('unpopular', 'popular')",-0.12944894,-0.16832219,-0.1224893,-0.1578893,-0.0354
17,-0.45936948,-0.3998585,"('nasty', 'nice')",-0.89492655,-0.940709,-0.677148,-0.6702837,0.0068643
18,-0.22682458,-0.2028901,"('disagreeable', 'welcoming')",-0.9477509,-0.98922247,-0.5872878,-0.5960563,-0.0087685
19,0.09531129,0.08178765,"('inhospitable', 'hospitable')",-0.5249662,-0.66874754,-0.2148274,-0.2934799,-0.0786525
20,-0.09372992,-0.010343522,"('rough', 'thoughtful')",1.1745574,1.1264654,0.5404137,0.5580609,0.0176472
21,-1.4095737,-1.3734672,"('immoral', 'moral')",-1.2331214,-1.0910487,-1.3213475,-1.232258,0.0890895
22,-0.47063902,-0.46253395,"('untrustworthy', 'trustworthy')",-0.99923253,-1.0513531,-0.7349358,-0.7569435,-0.0220077
23,-1.1706893,-1.19242,"('insincere', 'sincere')",5.030176,4.9969664,1.9297434,1.9022732,-0.0274702
24,-0.9767182,-0.9576182,"('dishonest', 'honest')",0.57833165,0.55104053,-0.1991933,-0.2032888,-0.0040955
