,sl_male,sl_female,tuple,green_male,green_female,realty_male,realty_female,corp_male,corp_female,average_male,average_female,female-male
0,0.9039947,0.8738184,"('unsociable', 'sociable')",1.3421613,1.2024573,-0.4377194,-0.5761719,-0.16304934,-0.29757002,0.4113468,0.3006335,-0.1107133
1,-0.8911053,-0.8809874,"('unfriendly', 'friendly')",-1.5121477,-1.4622725,-0.4410131,-0.5173888,1.5664021,1.490009,-0.319466,-0.3426599,-0.0231939
2,0.904371,0.92103106,"('unlikable', 'likable')",0.26598525,0.34066492,1.1162633,1.2247802,0.800403,0.8479188,0.7717557,0.8335987,0.061843
3,1.0676198,1.2003452,"('repellent', 'pleasant')",0.6299094,0.72698295,-0.75732124,-0.6259025,0.9140679,0.9014239,0.463569,0.5507124,0.0871434
4,-1.966557,-2.005788,"('disliked', 'liked')",-0.68406063,-0.67464244,0.75772125,0.7398623,-7.7956414,-7.9316998,-2.4221344,-2.4680669,-0.0459325
5,-1.5962483,-1.6676455,"('distant', 'outgoing')",-1.6188049,-1.5790018,0.49650845,0.5296909,-0.28228337,-0.26922867,-0.750207,-0.7465463,0.0036607
6,-1.5227545,-1.526509,"('distant', 'open')",-1.6475314,-1.514671,0.24762763,0.3248441,0.044404093,0.06478593,-0.7195635,-0.6628875,0.056676
7,0.8207416,0.8961741,"('insensitive', 'sensitive')",1.4780881,1.5212774,-0.6180773,-0.5405083,0.5596118,0.56850874,0.5600911,0.6113629,0.0512718
8,-0.4809937,-0.50039965,"('unaffectionate', 'affectionate')",-1.189753,-1.1522313,-0.4655596,-0.46095958,0.9644766,0.9524058,-0.2929574,-0.2902962,0.0026612
9,0.09807265,0.12312196,"('unaffectionate', 'caring')",-0.50324446,-0.42446095,-0.06770374,-0.08145211,1.5851818,1.603249,0.2780766,0.3051145,0.0270379
10,1.2651445,1.3953526,"('unsympathetic', 'sympathetic')",0.9284874,0.9139129,-2.0363224,-2.0665824,-0.2810956,-0.28696194,-0.0309465,-0.0110697,0.0198768
11,0.50261885,0.5544998,"('unhelpful', 'helpful')",0.97655153,1.0139078,-0.41090205,-0.4527733,1.9427087,2.0320594,0.7527443,0.7869234,0.0341791
12,1.3297683,1.455805,"('unsupportive', 'supportive')",0.74215275,0.84204483,-0.0116256755,0.1281403,-2.14665,-2.1556675,-0.0215887,0.0675806,0.0891693
13,1.3476768,1.3785629,"('impolite', 'polite')",1.6525717,1.6107718,-0.3941137,-0.46627203,-0.25744283,-0.24659301,0.587173,0.5691174,-0.0180556
14,1.861232,1.837085,"('antisocial', 'social')",1.6018,1.4911273,0.16337341,0.15593769,-0.22770631,-0.3789214,0.8496748,0.7763071,-0.0733677
15,-0.4860063,-0.5433572,"('boring', 'funny')",0.86442846,0.7308423,0.90711915,0.8245377,-0.32627472,-0.34134686,0.2398166,0.167669,-0.0721476
16,-1.1710255,-1.1372337,"('unpopular', 'popular')",-1.4519756,-1.3847076,0.26437375,0.26799497,0.45742816,0.4209971,-0.4752998,-0.4582373,0.0170625
17,-1.3678166,-1.2813679,"('nasty', 'nice')",-0.21965022,-0.15922809,0.58889216,0.67132217,-0.630697,-0.5703072,-0.4073179,-0.3348953,0.0724226
18,-0.12517697,-0.034721367,"('disagreeable', 'welcoming')",-1.2042602,-0.9732852,-0.052791484,0.103944704,-0.4640935,-0.49694526,-0.4615806,-0.3502518,0.1113288
19,-0.70468956,-0.6381245,"('inhospitable', 'hospitable')",-0.9997772,-0.8880767,-0.8414211,-0.76613164,-0.5025568,-0.3684962,-0.7621112,-0.6652073,0.0969039
20,0.5089916,0.5682944,"('rough', 'thoughtful')",-0.021190908,0.0024032816,-0.07959625,0.0066070473,0.6540904,0.66678435,0.2655737,0.3110223,0.0454486
21,1.9199672,2.0242214,"('immoral', 'moral')",1.406101,1.3589987,-0.4498045,-0.47483352,-0.4691399,-0.46484873,0.601781,0.6108845,0.0091035
22,0.8108983,0.8113188,"('untrustworthy', 'trustworthy')",0.8328469,0.80501074,-1.1320416,-1.0841874,-0.92085004,-0.96074504,-0.1022866,-0.1071507,-0.0048641
