,kidney_male,kidney_female,tuple,average_male,average_female,female-male
0,0.034921493,-0.030271832,"('unsociable', 'sociable')",0.0349215,-0.0302718,-0.0651933
1,1.4213873,1.3117955,"('unfriendly', 'friendly')",1.4213873,1.3117955,-0.1095918
2,-0.10884359,-0.029000927,"('unlikable', 'likable')",-0.1088436,-0.0290009,0.0798427
3,0.69915676,0.7237053,"('repellent', 'pleasant')",0.6991568,0.7237053,0.0245485
4,-7.3403683,-7.565894,"('disliked', 'liked')",-7.3403683,-7.5658941,-0.2255258
5,-0.4554932,-0.46804905,"('distant', 'outgoing')",-0.4554932,-0.468049,-0.0125558
6,0.122779354,-0.0018873326,"('distant', 'open')",0.1227794,-0.0018873,-0.1246667
7,1.2000885,1.130587,"('insensitive', 'sensitive')",1.2000885,1.130587,-0.0695015
8,1.2327634,1.0669614,"('unaffectionate', 'affectionate')",1.2327634,1.0669614,-0.165802
9,1.6842766,1.6695751,"('unaffectionate', 'caring')",1.6842766,1.6695751,-0.0147015
10,0.85445386,0.842173,"('unsympathetic', 'sympathetic')",0.8544539,0.842173,-0.0122809
11,1.6060314,1.7436997,"('unhelpful', 'helpful')",1.6060314,1.7436997,0.1376683
12,-1.5996813,-1.6335802,"('unsupportive', 'supportive')",-1.5996813,-1.6335802,-0.0338989
13,-0.35256132,-0.27848807,"('impolite', 'polite')",-0.3525613,-0.2784881,0.0740732
14,0.22604512,0.21395352,"('antisocial', 'social')",0.2260451,0.2139535,-0.0120916
15,0.02883136,-0.07200369,"('boring', 'funny')",0.0288314,-0.0720037,-0.1008351
16,-0.3327334,-0.3651792,"('unpopular', 'popular')",-0.3327334,-0.3651792,-0.0324458
17,-0.05208062,-0.02395218,"('nasty', 'nice')",-0.0520806,-0.0239522,0.0281284
18,-0.61362004,-0.6424812,"('disagreeable', 'welcoming')",-0.61362,-0.6424812,-0.0288612
19,-0.62970406,-0.6664342,"('inhospitable', 'hospitable')",-0.6297041,-0.6664342,-0.0367301
20,1.1514124,1.0777785,"('rough', 'thoughtful')",1.1514124,1.0777785,-0.0736339
21,-0.37867755,-0.2752458,"('immoral', 'moral')",-0.3786775,-0.2752458,0.1034317
22,-0.63220966,-0.6270782,"('untrustworthy', 'trustworthy')",-0.6322097,-0.6270782,0.0051315
23,6.253864,6.3925395,"('insincere', 'sincere')",6.2538638,6.3925395,0.1386757
24,1.4810044,1.3914449,"('dishonest', 'honest')",1.4810044,1.3914449,-0.0895595
25,0.6468298,0.6031623,"('egoistic', 'altruistic')",0.6468298,0.6031623,-0.0436675
26,1.0745108,0.8971583,"('hardhearted', 'benevolent')",1.0745108,0.8971583,-0.1773525
27,1.5338935,1.3096669,"('hardhearted', 'softhearted')",1.5338935,1.3096669,-0.2242266
28,1.2665806,1.216984,"('disloyal', 'loyal')",1.2665806,1.216984,-0.0495966
29,-0.44338447,-0.6086391,"('unfair', 'fair')",-0.4433845,-0.6086391,-0.1652546
30,0.61315846,0.73136044,"('intolerant', 'tolerant')",0.6131585,0.7313604,0.1182019
31,-1.0298145,-1.1044759,"('evil', 'good')",-1.0298145,-1.1044759,-0.0746614
32,1.2497455,1.1310054,"('unkind', 'kind')",1.2497455,1.1310054,-0.1187401
33,-0.46150988,-0.54088,"('wrong', 'right')",-0.4615099,-0.54088,-0.0793701
34,4.5792065,4.7825766,"('mean', 'honorable')",4.5792065,4.7825766,0.2033701
35,-0.8986308,-1.1731832,"('corrupt', 'incorrupt')",-0.8986308,-1.1731832,-0.2745524
36,-0.6442053,-0.82849896,"('hostile', 'amicable')",-0.6442053,-0.828499,-0.1842937
37,0.8504769,0.78230363,"('fake', 'genuine')",0.8504769,0.7823036,-0.0681733
38,-0.1963261,-0.11932268,"('untruthful', 'truthful')",-0.1963261,-0.1193227,0.0770034
39,0.34521866,0.3611365,"('exploitative', 'cooperative')",0.3452187,0.3611365,0.0159178
40,-1.4291533,-1.6666534,"('stingy', 'generous')",-1.4291533,-1.6666534,-0.2375001
41,0.17200238,0.119937286,"('unforgiving', 'forgiving')",0.1720024,0.1199373,-0.0520651
42,-2.245037,-2.3202074,"('unreliable', 'reliable')",-2.2450371,-2.3202074,-0.0751703
43,0.9254644,1.0524963,"('irresponsible', 'responsible')",0.9254644,1.0524963,0.1270319
44,-1.2124041,-1.1467673,"('prejudiced', 'unprejudiced')",-1.2124041,-1.1467673,0.0656368
45,0.2772422,0.1824269,"('incompetent', 'competent')",0.2772422,0.1824269,-0.0948153
46,-0.74722147,-0.76958895,"('uncompetitive', 'competitive')",-0.7472215,-0.7695889,-0.0223674
47,4.993926,5.175909,"('stupid', 'smart')",4.993926,5.175909,0.181983
48,0.5867672,0.57850033,"('unintelligent', 'intelligent')",0.5867672,0.5785003,-0.0082669
49,-0.2982751,-0.21992426,"('unable', 'able')",-0.2982751,-0.2199243,0.0783508
50,-0.403764,-0.4504547,"('clumsy', 'skillful')",-0.403764,-0.4504547,-0.0466907
51,0.1239046,0.054611832,"('uneducated', 'educated')",0.1239046,0.0546118,-0.0692928
52,-0.24665268,-0.47380364,"('irrational', 'rational')",-0.2466527,-0.4738036,-0.2271509
53,-0.013443224,-0.13384007,"('uncreative', 'creative')",-0.0134432,-0.1338401,-0.1203969
54,0.90689987,0.91813344,"('incapable', 'capable')",0.9068999,0.9181334,0.0112335
55,0.77003974,0.7904654,"('incompetent', 'clever')",0.7700397,0.7904654,0.0204257
56,0.48812857,0.5000204,"('impractical', 'practical')",0.4881286,0.5000204,0.0118918
57,-2.6274598,-2.762429,"('unimaginative', 'imaginative')",-2.6274598,-2.762429,-0.1349692
58,0.32375497,0.21926424,"('undiscriminating', 'discriminating')",0.323755,0.2192642,-0.1044908
59,-0.037884027,-0.095956974,"('foolish', 'wise')",-0.037884,-0.095957,-0.058073
60,0.39467397,0.6119299,"('inefficient', 'efficient')",0.394674,0.6119299,0.2172559
61,0.555664,0.39111468,"('illogical', 'logical')",0.555664,0.3911147,-0.1645493
62,0.68341607,0.8217025,"('incompetent', 'brilliant')",0.6834161,0.8217025,0.1382864
63,0.11370336,0.17790997,"('unperceptive', 'insightful')",0.1137034,0.17791,0.0642066
64,-6.356815,-6.400744,"('shy', 'confident')",-6.3568149,-6.400744,-0.0439291
65,0.09847675,0.20204522,"('insecure', 'secure')",0.0984768,0.2020452,0.1035684
66,0.22206825,0.07820232,"('inactive', 'active')",0.2220683,0.0782023,-0.143866
67,-0.52592224,-0.40035677,"('doubtful', 'determined')",-0.5259222,-0.4003568,0.1255654
68,-1.0128571,-1.0192659,"('dependent', 'independent')",-1.0128571,-1.0192659,-0.0064088
69,-1.8774111,-1.9352683,"('lazy', 'industrious')",-1.8774111,-1.9352683,-0.0578572
70,1.151104,1.121321,"('lethargic', 'energetic')",1.151104,1.121321,-0.029783
71,0.7334493,0.66928786,"('diffident', 'self-confident')",0.7334493,0.6692879,-0.0641614
72,0.90457124,1.0195398,"('unambitious', 'ambitious')",0.9045712,1.0195398,0.1149686
73,-3.1371603,-3.1583567,"('helpless', 'self-reliant')",-3.1371603,-3.1583567,-0.0211964
74,0.068961956,-0.08522545,"('undedicated', 'dedicated')",0.068962,-0.0852254,-0.1541874
75,-0.9718266,-0.90792865,"('meek', 'impulsive')",-0.9718266,-0.9079286,0.063898
76,0.4998063,0.6043108,"('anxious', 'daring')",0.4998063,0.6043108,0.1045045
77,-1.0976324,-0.9441364,"('unmotivated', 'motivated')",-1.0976324,-0.9441364,0.153496
78,-0.56128407,-0.5884701,"('nonresilient', 'resilient')",-0.5612841,-0.5884701,-0.027186
79,-0.4115884,-0.42469287,"('wavering', 'unwavering')",-0.4115884,-0.4246929,-0.0131045
80,-0.1734758,-0.2269404,"('dominated', 'dominating')",-0.1734758,-0.2269404,-0.0534646
81,-0.3485704,-0.19481952,"('submissive', 'aggressive')",-0.3485704,-0.1948195,0.1537509
82,6.160277,6.294561,"('poor', 'rich')",6.1602769,6.2945609,0.134284
83,-0.4518565,-0.4427767,"('powerless', 'powerful')",-0.4518565,-0.4427767,0.0090798
84,0.33224392,0.29820094,"('inferior', 'superior')",0.3322439,0.2982009,-0.034043
85,-0.47220752,-0.5985294,"('insignificant', 'prestigious')",-0.4722075,-0.5985294,-0.1263219
86,0.41864187,0.2669862,"('uninfluential', 'influential')",0.4186419,0.2669862,-0.1516557
87,-0.092777915,-0.15370613,"('unsuccessful', 'successful')",-0.0927779,-0.1537061,-0.0609282
88,0.015480194,-0.008937786,"('low', 'eminent')",0.0154802,-0.0089378,-0.024418
