,fastenal_male,fastenal_female,tuple,company_male,company_female,average_male,average_female,female-male
0,0.46539548,0.35928676,"('unsociable', 'sociable')",0.7551612,0.7412201,0.6102784,0.5502535,-0.0600249
1,-1.6224874,-1.6942185,"('unfriendly', 'friendly')",0.8452535,0.71503234,-0.3886169,-0.4895931,-0.1009762
2,1.1861502,1.167421,"('unlikable', 'likable')",0.6516828,0.79213166,0.9189165,0.9797763,0.0608598
3,-0.33080634,-0.19447611,"('repellent', 'pleasant')",0.7824134,0.8145208,0.2258035,0.3100223,0.0842188
4,-0.60235465,-0.59361,"('disliked', 'liked')",-6.4614615,-6.324826,-3.531908,-3.4592178,0.0726902
5,-0.8296464,-0.7864217,"('distant', 'outgoing')",-2.0386019,-1.9990093,-1.4341241,-1.3927155,0.0414086
6,-1.3271146,-1.2744529,"('distant', 'open')",-1.8861985,-1.9543628,-1.6066566,-1.6144078,-0.0077512
7,0.03709565,0.0628778,"('insensitive', 'sensitive')",0.8450751,0.8685884,0.4410854,0.4657331,0.0246477
8,-0.9412494,-1.000291,"('unaffectionate', 'affectionate')",0.14313649,0.021909568,-0.3990564,-0.4891907,-0.0901343
9,-1.1877229,-1.2320355,"('unaffectionate', 'caring')",0.7180752,0.63712466,-0.2348239,-0.2974554,-0.0626315
10,-0.4348188,-0.43554032,"('unsympathetic', 'sympathetic')",0.68572754,0.63598007,0.1254544,0.1002199,-0.0252345
11,-0.046371344,-0.10504555,"('unhelpful', 'helpful')",2.868732,2.8412616,1.4111803,1.368108,-0.0430723
12,-0.5522214,-0.43132824,"('unsupportive', 'supportive')",-1.3910407,-1.2748915,-0.9716311,-0.8531098,0.1185213
13,0.6110283,0.52973056,"('impolite', 'polite')",0.44019678,0.53663874,0.5256125,0.5331846,0.0075721
14,1.5904903,1.5854285,"('antisocial', 'social')",1.086219,1.1505549,1.3383546,1.3679917,0.0296371
15,0.31545317,0.13862802,"('boring', 'funny')",0.7354706,0.7531642,0.5254619,0.4458961,-0.0795658
16,-0.11078255,-0.11684739,"('unpopular', 'popular')",0.61295485,0.49482936,0.2510861,0.188991,-0.0620951
17,-0.08029112,-0.0030576624,"('nasty', 'nice')",-0.0663763,-0.031573523,-0.0733337,-0.0173156,0.0560181
18,0.053307462,0.038301382,"('disagreeable', 'welcoming')",-0.74265176,-0.76578724,-0.3446721,-0.3637429,-0.0190708
19,-0.7126971,-0.66130245,"('inhospitable', 'hospitable')",-0.6692213,-0.6820198,-0.6909592,-0.6716611,0.0192981
20,-0.15356912,-0.14677384,"('rough', 'thoughtful')",0.42284927,0.4115726,0.1346401,0.1323994,-0.0022407
21,0.85529184,0.8336612,"('immoral', 'moral')",0.83574545,0.96698636,0.8455186,0.9003237,0.0548051
22,0.77808416,0.7257787,"('untrustworthy', 'trustworthy')",-0.41483298,-0.3850142,0.1816256,0.1703822,-0.0112434
23,0.3351129,0.29029685,"('insincere', 'sincere')",6.3024254,6.083044,3.3187692,3.1866705,-0.1320987
24,0.1957758,0.08173251,"('dishonest', 'honest')",0.60377806,0.58113426,0.3997769,0.3314334,-0.0683435
25,-0.12380953,-0.18155652,"('egoistic', 'altruistic')",0.9443114,0.879426,0.4102509,0.3489347,-0.0613162
26,-0.6053084,-0.6781548,"('hardhearted', 'benevolent')",1.1587049,1.1437268,0.2766982,0.232786,-0.0439122
27,-0.9099555,-0.9711029,"('hardhearted', 'softhearted')",0.46989587,0.32125598,-0.2200298,-0.3249235,-0.1048937
28,-0.43828157,-0.56827354,"('disloyal', 'loyal')",1.4464902,1.3186193,0.5041043,0.3751729,-0.1289314
29,0.011554455,-0.03467786,"('unfair', 'fair')",-1.4368143,-1.4836376,-0.7126299,-0.7591577,-0.0465278
30,1.0266415,0.9557895,"('intolerant', 'tolerant')",1.7847786,1.8676745,1.40571,1.411732,0.006022
31,-1.3316742,-1.2219914,"('evil', 'good')",-1.9948413,-2.0334916,-1.6632578,-1.6277416,0.0355162
32,0.7820541,0.62137747,"('unkind', 'kind')",1.7601702,1.645379,1.2711122,1.1333783,-0.1377339
33,0.27612546,0.22151127,"('wrong', 'right')",-0.6202633,-0.67333025,-0.1720689,-0.2259095,-0.0538406
34,-0.031005476,0.093318395,"('mean', 'honorable')",4.769418,4.798355,2.3692062,2.4458368,0.0766306
35,-0.8122022,-0.88191813,"('corrupt', 'incorrupt')",-1.5161723,-1.7279531,-1.1641872,-1.3049356,-0.1407484
36,-1.623481,-1.6243348,"('hostile', 'amicable')",-1.2958809,-1.5086762,-1.459681,-1.5665054,-0.1068244
37,0.50757635,0.4792738,"('fake', 'genuine')",-0.079783924,-0.14810334,0.2138962,0.1655852,-0.048311
38,-0.32148585,-0.333457,"('untruthful', 'truthful')",0.090809464,0.08940758,-0.1153382,-0.1220247,-0.0066865
39,1.2923012,1.2953345,"('exploitative', 'cooperative')",0.70974284,0.85922986,1.001022,1.0772822,0.0762602
40,-0.3097127,-0.25687242,"('stingy', 'generous')",-2.1133351,-2.1328616,-1.2115239,-1.194867,0.0166569
41,0.2615228,0.313315,"('unforgiving', 'forgiving')",0.60573447,0.60081255,0.4336286,0.4570638,0.0234352
42,1.0146801,1.0097111,"('unreliable', 'reliable')",-2.778536,-2.744495,-0.881928,-0.8673919,0.0145361
43,0.38419104,0.39845395,"('irresponsible', 'responsible')",1.1142099,1.1932464,0.7492005,0.7958502,0.0466497
44,0.44872814,0.4419732,"('prejudiced', 'unprejudiced')",-1.1738516,-1.1745102,-0.3625617,-0.3662685,-0.0037068
45,0.2920042,0.4037207,"('incompetent', 'competent')",0.5710964,0.6132776,0.4315503,0.5084991,0.0769488
46,0.33690083,0.38395283,"('uncompetitive', 'competitive')",0.4194542,0.50058043,0.3781775,0.4422666,0.0640891
47,0.77403665,0.8176433,"('stupid', 'smart')",4.9839354,5.0271587,2.8789859,2.922401,0.0434151
48,-0.6637396,-0.64694494,"('unintelligent', 'intelligent')",0.5289141,0.51359165,-0.0674128,-0.0666766,0.0007362
49,-0.33835965,-0.2698193,"('unable', 'able')",-0.20437117,-0.17994565,-0.2713654,-0.2248825,0.0464829
50,0.09093477,0.0053295945,"('clumsy', 'skillful')",-0.5330414,-0.7201593,-0.2210533,-0.3574148,-0.1363615
51,0.3697133,0.24627729,"('uneducated', 'educated')",1.5883359,1.4915768,0.9790246,0.8689271,-0.1100975
52,-0.36098498,-0.51902515,"('irrational', 'rational')",-0.15877345,-0.25319317,-0.2598792,-0.3861092,-0.12623
53,-1.5725697,-1.6287419,"('uncreative', 'creative')",0.06443125,-0.026255261,-0.7540692,-0.8274986,-0.0734294
54,-0.16811517,-0.32434103,"('incapable', 'capable')",1.048589,0.97462964,0.4402369,0.3251443,-0.1150926
55,0.65817213,0.73510885,"('incompetent', 'clever')",1.5574541,1.595921,1.1078131,1.1655149,0.0577018
56,1.6034012,1.5775031,"('impractical', 'practical')",1.6024717,1.7065707,1.6029365,1.6420369,0.0391004
57,-0.39136815,-0.40585852,"('unimaginative', 'imaginative')",-2.273834,-2.230884,-1.3326011,-1.3183713,0.0142298
58,-0.7685669,-0.7340882,"('undiscriminating', 'discriminating')",-0.06091027,-0.06595319,-0.4147386,-0.4000207,0.0147179
59,-0.03543582,-0.09326702,"('foolish', 'wise')",-0.6406985,-0.6705739,-0.3380671,-0.3819205,-0.0438534
60,1.1744503,1.2432864,"('inefficient', 'efficient')",1.0708213,1.2914035,1.1226358,1.267345,0.1447092
61,0.1027823,-0.0146090705,"('illogical', 'logical')",0.25786868,0.1257976,0.1803255,0.0555943,-0.1247312
62,0.9482477,1.0146201,"('incompetent', 'brilliant')",1.2604572,1.3894773,1.1043525,1.2020487,0.0976962
63,-0.017820576,0.04429206,"('unperceptive', 'insightful')",0.72179735,0.81507456,0.3519884,0.4296833,0.0776949
64,0.61774194,0.61547005,"('shy', 'confident')",-5.3519516,-5.139582,-2.3671048,-2.2620561,0.1050487
65,0.83171886,0.7451868,"('insecure', 'secure')",0.7672939,0.8152088,0.7995064,0.7801978,-0.0193086
66,-0.73978806,-0.73285866,"('inactive', 'active')",-0.7104105,-0.8162279,-0.7250993,-0.7745433,-0.049444
67,0.95767975,0.9448332,"('doubtful', 'determined')",0.009774356,0.08132517,0.483727,0.5130792,0.0293522
68,-0.14490241,-0.19225688,"('dependent', 'independent')",-1.011918,-1.0275586,-0.5784101,-0.6099077,-0.0314976
69,-0.014548069,0.032043464,"('lazy', 'industrious')",-1.7246115,-1.663085,-0.8695798,-0.8155208,0.054059
70,0.4937462,0.5393205,"('lethargic', 'energetic')",0.95498717,0.9297531,0.7243667,0.7345368,0.0101701
71,-0.30622128,-0.26104492,"('diffident', 'self-confident')",0.081035085,0.12813412,-0.1125931,-0.0664554,0.0461377
72,-0.6328273,-0.6357953,"('unambitious', 'ambitious')",-0.36611524,-0.35617632,-0.4994712,-0.4959858,0.0034854
73,0.28562462,0.22783913,"('helpless', 'self-reliant')",-3.2052622,-3.0912797,-1.4598188,-1.4317203,0.0280985
74,0.22904287,0.2068304,"('undedicated', 'dedicated')",0.3562735,0.38002172,0.2926582,0.2934261,0.0007679
75,-0.5282123,-0.49759048,"('meek', 'impulsive')",-1.1388978,-1.1182505,-0.833555,-0.8079205,0.0256345
76,0.70426035,0.73002803,"('anxious', 'daring')",0.39865628,0.4118224,0.5514583,0.5709252,0.0194669
77,-0.28547585,-0.16284592,"('unmotivated', 'motivated')",-0.99927324,-0.8640454,-0.6423745,-0.5134457,0.1289288
78,-1.2956586,-1.2046517,"('nonresilient', 'resilient')",-0.17647934,-0.13415317,-0.736069,-0.6694024,0.0666666
79,-0.7382814,-0.7444702,"('wavering', 'unwavering')",-0.9293201,-0.9995598,-0.8338008,-0.872015,-0.0382142
80,0.4100183,0.3836953,"('dominated', 'dominating')",0.09745516,0.19606197,0.2537367,0.2898786,0.0361419
81,1.3567595,1.2643032,"('submissive', 'aggressive')",0.9574747,1.1022494,1.1571171,1.1832763,0.0261592
82,0.3902641,0.36616603,"('poor', 'rich')",6.584022,6.3109097,3.487143,3.3385379,-0.1486051
83,-0.33404276,-0.33049703,"('powerless', 'powerful')",-0.894705,-0.8447412,-0.6143739,-0.5876191,0.0267548
84,-0.13406883,-0.25960842,"('inferior', 'superior')",0.17692158,0.1350729,0.0214264,-0.0622678,-0.0836942
85,-0.66209674,-0.69447213,"('insignificant', 'prestigious')",-0.68663925,-0.7987121,-0.674368,-0.7465921,-0.0722241
86,-1.0050355,-1.069049,"('uninfluential', 'influential')",0.30127063,0.23429108,-0.3518825,-0.417379,-0.0654965
87,0.4974349,0.46374574,"('unsuccessful', 'successful')",1.0825087,1.1337029,0.7899718,0.7987243,0.0087525
88,-0.09709515,-0.3505348,"('low', 'eminent')",0.8473303,0.7148474,0.3751176,0.1821563,-0.1929613
