,filth_male,filth_female,tuple,average_male,average_female,female-male
0,-0.05274155,-0.20412269,"('unsociable', 'sociable')",-0.0527415,-0.2041227,-0.1513812
1,-1.5326545,-1.6712406,"('unfriendly', 'friendly')",-1.5326545,-1.6712406,-0.1385861
2,-1.2867684,-1.2035776,"('unlikable', 'likable')",-1.2867684,-1.2035776,0.0831908
3,-1.2309196,-0.978427,"('repellent', 'pleasant')",-1.2309196,-0.978427,0.2524926
4,-1.3199404,-1.3248296,"('disliked', 'liked')",-1.3199404,-1.3248296,-0.0048892
5,-0.92638725,-1.120688,"('distant', 'outgoing')",-0.9263873,-1.120688,-0.1943007
6,-1.3189478,-1.6155479,"('distant', 'open')",-1.3189478,-1.6155479,-0.2966001
7,-0.5942669,-0.5015253,"('insensitive', 'sensitive')",-0.5942669,-0.5015253,0.0927416
8,-1.5383223,-1.781531,"('unaffectionate', 'affectionate')",-1.5383223,-1.781531,-0.2432087
9,-0.79235125,-0.92917335,"('unaffectionate', 'caring')",-0.7923512,-0.9291734,-0.1368222
10,-1.0399362,-1.1473459,"('unsympathetic', 'sympathetic')",-1.0399362,-1.1473459,-0.1074097
11,0.17577301,0.42041966,"('unhelpful', 'helpful')",0.175773,0.4204197,0.2446467
12,-0.7182924,-0.662463,"('unsupportive', 'supportive')",-0.7182924,-0.662463,0.0558294
13,0.0017539933,0.089159966,"('impolite', 'polite')",0.001754,0.08916,0.087406
14,0.4146877,0.40942058,"('antisocial', 'social')",0.4146877,0.4094206,-0.0052671
15,-0.05147534,-0.17160648,"('boring', 'funny')",-0.0514753,-0.1716065,-0.1201312
16,-1.3415586,-1.1725769,"('unpopular', 'popular')",-1.3415586,-1.1725769,0.1689817
17,-0.4705903,-0.5530015,"('nasty', 'nice')",-0.4705903,-0.5530015,-0.0824112
18,-1.8092238,-1.7426214,"('disagreeable', 'welcoming')",-1.8092238,-1.7426214,0.0666024
19,-1.9655992,-1.8726531,"('inhospitable', 'hospitable')",-1.9655992,-1.8726531,0.0929461
20,-0.9532303,-0.8723796,"('rough', 'thoughtful')",-0.9532303,-0.8723796,0.0808507
21,-1.2606187,-0.8483892,"('immoral', 'moral')",-1.2606187,-0.8483892,0.4122295
22,-0.20761304,-0.17016034,"('untrustworthy', 'trustworthy')",-0.207613,-0.1701603,0.0374527
23,0.34076193,0.515561,"('insincere', 'sincere')",0.3407619,0.515561,0.1747991
24,-0.7586522,-0.86885977,"('dishonest', 'honest')",-0.7586522,-0.8688598,-0.1102076
25,-1.1088469,-1.2633041,"('egoistic', 'altruistic')",-1.1088469,-1.2633041,-0.1544572
26,0.38810593,0.035048846,"('hardhearted', 'benevolent')",0.3881059,0.0350488,-0.3530571
27,-0.35405505,-0.58312565,"('hardhearted', 'softhearted')",-0.354055,-0.5831257,-0.2290707
28,-0.8080373,-0.8141681,"('disloyal', 'loyal')",-0.8080373,-0.8141681,-0.0061308
29,-1.2858174,-1.3446158,"('unfair', 'fair')",-1.2858174,-1.3446158,-0.0587984
30,0.19050044,0.22271645,"('intolerant', 'tolerant')",0.1905004,0.2227165,0.0322161
31,-1.9354883,-2.1945522,"('evil', 'good')",-1.9354883,-2.1945522,-0.2590639
32,-0.17462261,-0.26136935,"('unkind', 'kind')",-0.1746226,-0.2613693,-0.0867467
33,-0.4718652,-0.51008457,"('wrong', 'right')",-0.4718652,-0.5100846,-0.0382194
34,0.6646552,1.0021238,"('mean', 'honorable')",0.6646552,1.0021238,0.3374686
35,-0.56752026,-0.8996582,"('corrupt', 'incorrupt')",-0.5675203,-0.8996582,-0.3321379
36,-0.85726684,-1.0387794,"('hostile', 'amicable')",-0.8572668,-1.0387794,-0.1815126
37,-0.84280246,-0.9023279,"('fake', 'genuine')",-0.8428025,-0.9023279,-0.0595254
38,-0.8249661,-0.88704,"('untruthful', 'truthful')",-0.8249661,-0.88704,-0.0620739
39,-0.31049478,-0.19934383,"('exploitative', 'cooperative')",-0.3104948,-0.1993438,0.111151
40,-0.702072,-0.8393193,"('stingy', 'generous')",-0.702072,-0.8393193,-0.1372473
41,-0.25313616,-0.458297,"('unforgiving', 'forgiving')",-0.2531362,-0.458297,-0.2051608
42,-0.36978257,-0.414207,"('unreliable', 'reliable')",-0.3697826,-0.414207,-0.0444244
43,-0.7450903,-0.6723138,"('irresponsible', 'responsible')",-0.7450903,-0.6723138,0.0727765
44,-0.574226,-0.50691843,"('prejudiced', 'unprejudiced')",-0.574226,-0.5069184,0.0673076
45,-0.27057874,-0.3232971,"('incompetent', 'competent')",-0.2705787,-0.3232971,-0.0527184
46,-0.8977252,-0.6927146,"('uncompetitive', 'competitive')",-0.8977252,-0.6927146,0.2050106
47,1.4149483,1.5375198,"('stupid', 'smart')",1.4149483,1.5375198,0.1225715
48,-1.1758983,-1.0142454,"('unintelligent', 'intelligent')",-1.1758983,-1.0142454,0.1616529
49,-1.4020575,-1.0205013,"('unable', 'able')",-1.4020575,-1.0205013,0.3815562
50,-0.92260146,-0.84237295,"('clumsy', 'skillful')",-0.9226015,-0.842373,0.0802285
51,-0.18916762,0.1347617,"('uneducated', 'educated')",-0.1891676,0.1347617,0.3239293
52,-1.5869945,-1.6499285,"('irrational', 'rational')",-1.5869945,-1.6499285,-0.062934
53,-2.0468967,-2.053137,"('uncreative', 'creative')",-2.0468967,-2.0531371,-0.0062404
54,-1.4215893,-1.3819447,"('incapable', 'capable')",-1.4215893,-1.3819447,0.0396446
55,-0.2845114,-0.026960809,"('incompetent', 'clever')",-0.2845114,-0.0269608,0.2575506
56,1.0416569,1.1682596,"('impractical', 'practical')",1.0416569,1.1682596,0.1266027
57,-0.92433524,-1.0677116,"('unimaginative', 'imaginative')",-0.9243352,-1.0677116,-0.1433764
58,-0.081252776,-0.2979073,"('undiscriminating', 'discriminating')",-0.0812528,-0.2979073,-0.2166545
59,-0.5419752,-0.54966486,"('foolish', 'wise')",-0.5419752,-0.5496649,-0.0076897
