,snap_male,snap_female,tuple,on_male,on_female,inc_male,inc_female,average_male,average_female,female-male
0,0.75302655,0.7764691,"('unsociable', 'sociable')",-0.45676103,-0.5246734,-0.24501544,-0.3380757,0.0170834,-0.02876,-0.0458434
1,0.3628697,0.41635522,"('unfriendly', 'friendly')",-1.2543321,-1.2366803,2.2825396,2.188399,0.4636924,0.4560247,-0.0076677
2,-0.08952099,0.0042182505,"('unlikable', 'likable')",-0.47477716,-0.39601913,0.35059184,0.4582813,-0.0712354,0.0221601,0.0933955
3,-1.0367639,-0.83132935,"('repellent', 'pleasant')",-0.26048854,-0.08936325,0.01015633,0.12793213,-0.429032,-0.2642535,0.1647785
4,-0.33663404,-0.3800226,"('disliked', 'liked')",-0.54832095,-0.65923876,-6.5966587,-6.737849,-2.4938712,-2.5923702,-0.098499
5,0.9797339,1.0604559,"('distant', 'outgoing')",-0.32942632,-0.2173625,0.38396826,0.4032961,0.3447586,0.4154632,0.0707046
6,0.34197277,0.41683313,"('distant', 'open')",-0.43288213,-0.3342044,0.8395709,0.8478984,0.2495538,0.3101757,0.0606219
7,0.11009072,0.25971976,"('insensitive', 'sensitive')",-0.86607814,-0.7166674,0.2989092,0.37818033,-0.1523594,-0.0262558,0.1261036
8,-0.55707926,-0.50062376,"('unaffectionate', 'affectionate')",-0.8124514,-0.71742165,1.1106637,1.05201,-0.086289,-0.0553451,0.0309439
9,0.06516744,0.152769,"('unaffectionate', 'caring')",-1.462095,-1.3679749,1.3724535,1.4122746,-0.008158,0.0656896,0.0738476
10,-0.3015263,-0.19882971,"('unsympathetic', 'sympathetic')",-0.84746796,-0.7872391,-0.90779364,-0.8883066,-0.685596,-0.6247918,0.0608042
11,0.22573711,0.36156744,"('unhelpful', 'helpful')",0.1272903,0.23578478,1.5690931,1.6730338,0.6407069,0.7567953,0.1160884
12,0.49500513,0.7071319,"('unsupportive', 'supportive')",-0.60276294,-0.41795146,-1.8275284,-1.7912487,-0.6450954,-0.5006894,0.144406
13,0.40132076,0.41586748,"('impolite', 'polite')",-0.18783142,-0.1900617,-0.7828865,-0.7697724,-0.1897991,-0.1813222,0.0084769
14,1.0681239,1.0930389,"('antisocial', 'social')",0.4747697,0.52287334,-0.8958962,-0.95273197,0.2156658,0.2210601,0.0053943
15,1.0260384,1.0086371,"('boring', 'funny')",-0.20544936,-0.1947502,0.20903927,0.13732535,0.3432094,0.3170707,-0.0261387
16,-1.2680173,-1.1364613,"('unpopular', 'popular')",-0.9748439,-0.9939566,0.6277146,0.6406394,-0.5383822,-0.4965928,0.0417894
17,-1.4275216,-1.2971543,"('nasty', 'nice')",-0.9851042,-0.9043494,-0.797289,-0.7035774,-1.0699716,-0.9683604,0.1016112
18,-0.46855855,-0.33401832,"('disagreeable', 'welcoming')",-0.36474907,-0.27974832,-0.13384943,-0.119983986,-0.3223857,-0.2445835,0.0778022
19,-1.0916302,-0.9743786,"('inhospitable', 'hospitable')",-1.3557329,-1.2189918,-0.10240683,0.034400657,-0.8499233,-0.7196565,0.1302668
20,-0.73726887,-0.6871278,"('rough', 'thoughtful')",-0.6440058,-0.65406966,1.1079643,1.0958053,-0.0911035,-0.0817974,0.0093061
21,0.59053063,0.6939138,"('immoral', 'moral')",0.43159157,0.481036,-1.0856252,-0.99714303,-0.0211677,0.059269,0.0804367
22,0.6554682,0.69879156,"('untrustworthy', 'trustworthy')",0.5516745,0.5630836,-1.0728025,-1.089792,0.0447801,0.057361,0.0125809
23,0.6379105,0.7577814,"('insincere', 'sincere')",-0.3574224,-0.25328428,6.02654,6.1089697,2.1023426,2.2044889,0.1021463
24,0.5920982,0.60669243,"('dishonest', 'honest')",0.2535427,0.27967304,0.7259342,0.73511094,0.5238584,0.5404921,0.0166337
25,-0.29135337,-0.28392565,"('egoistic', 'altruistic')",-0.5355496,-0.5649374,1.6684026,1.6030623,0.2804999,0.2513997,-0.0291002
26,-0.27402863,-0.2793308,"('hardhearted', 'benevolent')",-1.152031,-1.1898615,1.6414798,1.5999855,0.0718067,0.0435977,-0.028209
27,-0.5254175,-0.52977407,"('hardhearted', 'softhearted')",-0.7312981,-0.58641404,1.2817773,1.2135497,0.0083539,0.0324539,0.0241
28,-0.40163258,-0.432871,"('disloyal', 'loyal')",-0.5024889,-0.5825386,1.0977386,0.9858056,0.064539,-0.009868,-0.074407
29,0.7565993,0.6608084,"('unfair', 'fair')",-0.28584933,-0.41092983,-0.36360618,-0.52684045,0.0357146,-0.0923206,-0.1280352
30,0.64971614,0.774023,"('intolerant', 'tolerant')",-0.30666396,-0.19217694,1.1674933,1.2311361,0.5035152,0.6043274,0.1008122
31,-0.6001949,-0.5589468,"('evil', 'good')",-0.70174086,-0.700695,-0.40204117,-0.5085953,-0.5679923,-0.5894124,-0.0214201
32,0.4568808,0.5012839,"('unkind', 'kind')",0.111832276,0.17379187,0.8541208,0.73694086,0.474278,0.4706722,-0.0036058
33,0.36072615,0.3450881,"('wrong', 'right')",-0.18790483,-0.2289088,-0.4414253,-0.47218674,-0.0895347,-0.1186692,-0.0291345
34,-0.35638833,-0.11581606,"('mean', 'honorable')",-0.64316916,-0.41660947,5.7742643,6.084212,1.5915689,1.8505955,0.2590266
35,-0.8848759,-1.0207902,"('corrupt', 'incorrupt')",-0.3717226,-0.49341178,-0.14992273,-0.241937,-0.4688404,-0.5853797,-0.1165393
36,-0.9274498,-0.8983599,"('hostile', 'amicable')",-1.8336848,-1.9539201,0.22730184,0.085298486,-0.8446109,-0.9223272,-0.0777163
37,-0.031651273,0.02592868,"('fake', 'genuine')",-0.08278583,0.02761501,0.5310563,0.5511003,0.1388731,0.201548,0.0626749
38,0.21528292,0.33251208,"('untruthful', 'truthful')",-0.24001327,-0.13759705,0.14340015,0.24646816,0.0395566,0.1471277,0.1075711
39,0.5581836,0.6009724,"('exploitative', 'cooperative')",-0.17397368,-0.11543954,-0.21659198,-0.21452868,0.0558726,0.0903347,0.0344621
40,-1.1784952,-1.0830431,"('stingy', 'generous')",-1.51306,-1.5389699,-1.9155564,-2.0196013,-1.5357038,-1.5472048,-0.011501
41,0.20204523,0.2934827,"('unforgiving', 'forgiving')",-1.0128385,-0.9715429,-0.23106393,-0.2672472,-0.3472857,-0.3151025,0.0321832
42,0.74036753,0.8772486,"('unreliable', 'reliable')",-0.17873587,-0.05811642,-3.3999143,-3.3232925,-0.9460942,-0.8347201,0.1113741
43,1.5707724,1.74817,"('irresponsible', 'responsible')",0.49559695,0.6636622,1.0264853,1.0761948,1.0309515,1.1626757,0.1317242
44,-0.34470958,-0.32689568,"('prejudiced', 'unprejudiced')",0.7548364,0.7346852,-1.1957166,-1.2155861,-0.2618633,-0.2692655,-0.0074022
45,0.07954926,0.19656974,"('incompetent', 'competent')",-0.7661862,-0.6796955,-0.13653244,-0.15345237,-0.2743898,-0.2121927,0.0621971
46,-0.14036278,-0.04133658,"('uncompetitive', 'competitive')",0.26431748,0.3064914,-0.85481715,-0.8722203,-0.2436208,-0.2023551,0.0412657
47,0.30025962,0.38391852,"('stupid', 'smart')",0.53334135,0.72207075,5.8717375,6.045757,2.2351128,2.3839153,0.1488025
48,-1.1011837,-1.0487323,"('unintelligent', 'intelligent')",-1.1225529,-1.1165154,0.6530293,0.67298996,-0.5235691,-0.4974192,0.0261499
49,-0.45782116,-0.3454146,"('unable', 'able')",-0.26800466,-0.122253224,0.25093275,0.38684118,-0.1582977,-0.0269422,0.1313555
50,-0.682205,-0.5660667,"('clumsy', 'skillful')",0.16516346,0.23994508,0.09081435,0.10871972,-0.1420757,-0.0724673,0.0696084
51,-0.9081668,-0.94165504,"('uneducated', 'educated')",-0.6529058,-0.7499696,-0.22672185,-0.24225336,-0.5959315,-0.644626,-0.0486945
52,-0.9693182,-1.0790606,"('irrational', 'rational')",-0.6444924,-0.79863113,0.12232943,-0.06507522,-0.4971604,-0.647589,-0.1504286
53,-1.6093845,-1.5359819,"('uncreative', 'creative')",-1.57623,-1.5494702,1.264158,1.2472585,-0.6404855,-0.6127312,0.0277543
54,-0.57010686,-0.57718956,"('incapable', 'capable')",-0.7684511,-0.75618297,1.1247034,1.2112767,-0.0712849,-0.0406986,0.0305863
55,0.06069491,0.20368561,"('incompetent', 'clever')",0.005399123,0.057932623,0.023362048,0.021083858,0.0298187,0.094234,0.0644153
56,2.2525911,2.3225157,"('impractical', 'practical')",1.4753636,1.5827012,-0.042997904,-0.017683499,1.228319,1.2958445,0.0675255
57,-0.25708336,-0.2804068,"('unimaginative', 'imaginative')",-0.62036043,-0.6519231,-2.48267,-2.586199,-1.120038,-1.172843,-0.052805
58,0.19409971,0.23435913,"('undiscriminating', 'discriminating')",-1.9013252,-1.91255,0.08764361,0.0472584,-0.5398606,-0.5436442,-0.0037836
59,-0.4858947,-0.5255831,"('foolish', 'wise')",-0.089617796,-0.11787787,0.5946339,0.5633404,0.0063738,-0.0267069,-0.0330807
60,1.3471847,1.4760138,"('inefficient', 'efficient')",1.0928539,1.2509528,0.2005139,0.35148454,0.8801842,1.0261504,0.1459662
61,0.934359,0.85124296,"('illogical', 'logical')",-0.03169057,-0.1541029,0.47611427,0.30978784,0.4595942,0.3356426,-0.1239516
62,0.09448319,0.2637405,"('incompetent', 'brilliant')",-0.2230463,-0.123398826,0.16389796,0.3576579,0.0117783,0.1659999,0.1542216
63,0.19323629,0.34988573,"('unperceptive', 'insightful')",-1.0588913,-0.9128667,0.65489364,0.7513133,-0.0702538,0.0627774,0.1330312
64,0.25680128,0.2401891,"('shy', 'confident')",0.68062615,0.61721456,-7.065054,-7.2253494,-2.0425421,-2.1226486,-0.0801065
65,0.28041056,0.15831415,"('insecure', 'secure')",0.01788494,-0.14461866,-0.7177616,-0.7515999,-0.139822,-0.2459681,-0.1061461
66,-1.2241496,-1.1764681,"('inactive', 'active')",-2.502307,-2.4385056,0.098563045,0.108757645,-1.2092979,-1.1687387,0.0405592
67,1.1399161,1.1007385,"('doubtful', 'determined')",0.80626,0.82043517,-0.7240315,-0.61358464,0.4073815,0.435863,0.0284815
68,0.0450401,-0.07768867,"('dependent', 'independent')",-0.3318505,-0.467213,-0.30726177,-0.32792282,-0.1980241,-0.2909415,-0.0929174
69,-0.5672573,-0.46069527,"('lazy', 'industrious')",-1.2065848,-1.1008855,-0.45046586,-0.46947563,-0.741436,-0.6770188,0.0644172
70,0.4375427,0.596593,"('lethargic', 'energetic')",-0.085517935,0.07054109,0.2555576,0.3525042,0.2025274,0.3398794,0.137352
71,1.1241661,1.2199624,"('diffident', 'self-confident')",-0.3802971,-0.29663366,0.94790936,0.95116735,0.5639261,0.624832,0.0609059
72,-0.76279825,-0.75718033,"('unambitious', 'ambitious')",-0.8304387,-0.8411272,-0.5874273,-0.52035683,-0.7268881,-0.7062215,0.0206666
73,0.6387323,0.65244776,"('helpless', 'self-reliant')",0.30443355,0.2438145,-2.8122156,-2.8466249,-0.6230166,-0.6501209,-0.0271043
74,0.05280822,0.19928202,"('undedicated', 'dedicated')",-0.79868525,-0.6626531,-0.0763257,-0.06307657,-0.2740676,-0.1754826,0.098585
75,-0.8381045,-0.84996617,"('meek', 'impulsive')",-0.27086678,-0.26224506,-0.46279666,-0.37034917,-0.5239226,-0.4941868,0.0297358
76,-0.3250053,-0.19195437,"('anxious', 'daring')",-0.5044376,-0.34435079,-0.25499713,-0.14960209,-0.36148,-0.2286357,0.1328443
77,-0.5597688,-0.49044374,"('unmotivated', 'motivated')",-0.32811773,-0.31777036,-1.3738924,-1.2955115,-0.7539263,-0.7012418,0.0526845
78,-0.5519841,-0.41406918,"('nonresilient', 'resilient')",-1.3586116,-1.2786332,0.051850967,0.1151931,-0.6195816,-0.5258364,0.0937452
