,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.8299813,-2.2063618,"('unsociable', 'sociable')",-0.2734873,-0.53824544,-1.0517343,-1.3723036,-0.3205693
1,-0.74135196,-0.90450966,"('unfriendly', 'friendly')",1.368754,1.1895517,0.313701,0.142521,-0.17118
2,0.9321144,0.7408534,"('unlikable', 'likable')",0.98411167,0.9720467,0.9581131,0.8564501,-0.101663
3,-0.54540384,-0.5502009,"('repellent', 'pleasant')",0.9983791,0.9489716,0.2264876,0.1993854,-0.0271022
4,-0.24312457,-0.14775777,"('disliked', 'liked')",-6.6707096,-6.5685606,-3.456917,-3.3581591,0.0987579
5,-0.07622912,-0.007142069,"('distant', 'outgoing')",-0.58699346,-0.46546063,-0.3316113,-0.2363013,0.09531
6,-0.42891508,-0.36692137,"('distant', 'open')",-0.6125271,-0.5347496,-0.5207211,-0.4508355,0.0698856
7,-0.9578545,-0.9872522,"('insensitive', 'sensitive')",0.047898464,0.023211963,-0.454978,-0.4820201,-0.0270421
8,-0.1895979,-0.209263,"('unaffectionate', 'affectionate')",0.66425824,0.57986677,0.2373302,0.1853019,-0.0520283
9,-0.86450243,-0.9767206,"('unaffectionate', 'caring')",1.0705234,1.0558499,0.1030105,0.0395647,-0.0634458
10,-1.768252,-1.8622382,"('unsympathetic', 'sympathetic')",-0.37998843,-0.4938447,-1.0741203,-1.1780415,-0.1039212
11,-0.50990134,-0.6700472,"('unhelpful', 'helpful')",1.8237505,1.8896018,0.6569246,0.6097773,-0.0471473
12,-1.0679227,-1.0022025,"('unsupportive', 'supportive')",-2.356529,-2.3173406,-1.7122259,-1.6597716,0.0524543
13,-1.410162,-1.5402968,"('impolite', 'polite')",-0.77289176,-0.8153251,-1.0915269,-1.1778109,-0.086284
14,-1.0898969,-1.2068391,"('antisocial', 'social')",-0.16955192,-0.38724756,-0.6297244,-0.7970433,-0.1673189
15,0.015108654,-0.0714048,"('boring', 'funny')",-0.0069058985,0.028003033,0.0041014,-0.0217009,-0.0258023
16,-0.19505396,-0.17210184,"('unpopular', 'popular')",0.37821117,0.32009697,0.0915786,0.0739976,-0.017581
17,-0.03624849,0.12778048,"('nasty', 'nice')",-0.31129664,-0.23019466,-0.1737726,-0.0512071,0.1225655
18,-0.28840435,-0.25817847,"('disagreeable', 'welcoming')",-0.6858245,-0.73651433,-0.4871144,-0.4973464,-0.010232
19,-0.96300364,-0.89576197,"('inhospitable', 'hospitable')",-0.5560083,-0.39833444,-0.759506,-0.6470482,0.1124578
20,0.2369881,0.21534953,"('rough', 'thoughtful')",0.9734705,0.90624267,0.6052293,0.5607961,-0.0444332
21,-0.52305174,-0.66843987,"('immoral', 'moral')",-0.49255863,-0.5360018,-0.5078052,-0.6022208,-0.0944156
22,-1.0385053,-1.1061943,"('untrustworthy', 'trustworthy')",-1.3493185,-1.3929409,-1.1939119,-1.2495675,-0.0556556
23,-0.5137502,-0.66170746,"('insincere', 'sincere')",5.87652,5.7394376,2.681385,2.5388651,-0.1425199
24,-0.2691825,-0.4320213,"('dishonest', 'honest')",0.6372201,0.6262276,0.1840188,0.0971032,-0.0869156
25,0.024577074,-0.09082834,"('egoistic', 'altruistic')",1.0684282,0.9780055,0.5465026,0.4435886,-0.102914
26,0.0003930591,-0.23136699,"('hardhearted', 'benevolent')",1.3431677,1.1057959,0.6717803,0.4372144,-0.2345659
27,-0.40206802,-0.3764487,"('hardhearted', 'softhearted')",1.0026909,0.8582313,0.3003114,0.2408913,-0.0594201
28,-0.52782446,-0.5416072,"('disloyal', 'loyal')",1.3409562,1.2263447,0.4065659,0.3423688,-0.0641971
29,-0.78482395,-0.73349947,"('unfair', 'fair')",-0.35848203,-0.48675102,-0.571653,-0.6101252,-0.0384722
30,-0.49175507,-0.581933,"('intolerant', 'tolerant')",0.9081562,0.90541023,0.2082006,0.1617386,-0.046462
31,-0.41264975,-0.17666729,"('evil', 'good')",-1.1150482,-1.167074,-0.763849,-0.6718706,0.0919784
