,adverb_male,adverb_female,tuple,average_male,average_female,female-male
0,-1.0463197,-1.2162166,"('unsociable', 'sociable')",-1.0463197,-1.2162166,-0.1698969
1,-1.2759391,-1.5276412,"('unfriendly', 'friendly')",-1.2759391,-1.5276412,-0.2517021
2,-0.41399255,-0.42958978,"('unlikable', 'likable')",-0.4139926,-0.4295898,-0.0155972
3,-0.54925966,-0.4422327,"('repellent', 'pleasant')",-0.5492597,-0.4422327,0.107027
4,-1.7819278,-1.738082,"('disliked', 'liked')",-1.7819278,-1.7380821,0.0438457
5,-1.143421,-1.1521854,"('distant', 'outgoing')",-1.1434211,-1.1521854,-0.0087643
6,-1.0767132,-1.1417973,"('distant', 'open')",-1.0767132,-1.1417973,-0.0650841
7,-0.37886813,-0.3910233,"('insensitive', 'sensitive')",-0.3788681,-0.3910233,-0.0121552
8,-1.8767295,-2.0887096,"('unaffectionate', 'affectionate')",-1.8767295,-2.0887096,-0.2119801
9,-1.7008467,-1.8876733,"('unaffectionate', 'caring')",-1.7008467,-1.8876733,-0.1868266
10,-1.0080856,-1.0611625,"('unsympathetic', 'sympathetic')",-1.0080856,-1.0611625,-0.0530769
11,0.5753454,0.61768323,"('unhelpful', 'helpful')",0.5753454,0.6176832,0.0423378
12,-1.5058781,-1.4808397,"('unsupportive', 'supportive')",-1.5058781,-1.4808397,0.0250384
13,-0.61850464,-0.60321933,"('impolite', 'polite')",-0.6185046,-0.6032193,0.0152853
14,-0.25693297,-0.2823566,"('antisocial', 'social')",-0.256933,-0.2823566,-0.0254236
15,0.5351786,0.44918817,"('boring', 'funny')",0.5351786,0.4491882,-0.0859904
16,-1.2986863,-1.3467013,"('unpopular', 'popular')",-1.2986863,-1.3467013,-0.048015
17,0.018521609,0.12796463,"('nasty', 'nice')",0.0185216,0.1279646,0.109443
18,-1.1427608,-1.2204537,"('disagreeable', 'welcoming')",-1.1427608,-1.2204537,-0.0776929
19,-0.90578634,-0.8739413,"('inhospitable', 'hospitable')",-0.9057863,-0.8739413,0.031845
20,0.82864636,0.7758641,"('rough', 'thoughtful')",0.8286464,0.7758641,-0.0527823
