,precision_male,precision_female,tuple,castparts_male,castparts_female,corp_male,corp_female,average_male,average_female,female-male
0,2.3878472,2.614838,"('unsociable', 'sociable')",0.098497786,0.11239388,0.019110378,-0.07880088,0.8351518,0.8828103,0.0476585
1,-1.0886686,-1.2076503,"('unfriendly', 'friendly')",-0.54529965,-0.6649198,1.4884998,1.2700708,-0.0484895,-0.2008331,-0.1523436
2,0.17878443,0.13125592,"('unlikable', 'likable')",0.24128126,0.37647402,0.5175552,0.5447406,0.3125403,0.3508235,0.0382832
3,0.43401483,0.68805885,"('repellent', 'pleasant')",-0.5898738,-0.37333602,0.49604967,0.57225466,0.1133969,0.2956592,0.1822623
4,-0.9268616,-1.1149898,"('disliked', 'liked')",-0.08526385,-0.038625512,-6.8450317,-6.9887333,-2.6190524,-2.7141161,-0.0950637
5,-2.8060582,-3.0650096,"('distant', 'outgoing')",-0.18238613,-0.2115861,-0.15761614,-0.24672534,-1.0486868,-1.1744403,-0.1257535
6,-3.0634751,-3.374325,"('distant', 'open')",-0.6811475,-0.7641127,-0.18574837,-0.3373859,-1.3101237,-1.4919411,-0.1818174
7,1.1025866,1.2916878,"('insensitive', 'sensitive')",-0.38357154,-0.25560084,0.14204368,0.18415788,0.2870196,0.4067483,0.1197287
8,-1.833938,-2.074383,"('unaffectionate', 'affectionate')",-1.1924604,-1.3168771,0.74897975,0.5952642,-0.7591395,-0.9319987,-0.1728592
9,-0.27775475,-0.4051316,"('unaffectionate', 'caring')",-0.52312106,-0.6128005,1.3085976,1.2586583,0.1692406,0.0802421,-0.0889985
10,2.1275141,2.4361176,"('unsympathetic', 'sympathetic')",-0.8718238,-0.7835678,-0.33671772,-0.33594352,0.3063242,0.4388688,0.1325446
11,1.1190286,1.304327,"('unhelpful', 'helpful')",-0.08753672,0.027291793,1.7871993,1.9188278,0.9395638,1.0834822,0.1439184
12,1.5349787,1.6881895,"('unsupportive', 'supportive')",0.045005843,0.17443578,-1.9875357,-1.9967632,-0.1358504,-0.0447127,0.0911377
13,1.931986,2.1100688,"('impolite', 'polite')",0.4240411,0.41157776,-0.24052587,-0.14804997,0.7051671,0.7911988,0.0860317
14,2.302254,2.498391,"('antisocial', 'social')",0.7544185,0.88322556,-0.30786833,-0.27319527,0.9162681,1.0361404,0.1198723
15,-0.96330035,-1.1004528,"('boring', 'funny')",0.21459052,0.11599086,-0.16814242,-0.20117205,-0.3056174,-0.3952113,-0.0895939
16,-1.3617764,-1.5887903,"('unpopular', 'popular')",-0.6801022,-0.6294811,0.65196764,0.654534,-0.4633037,-0.5212458,-0.0579421
17,-0.72028047,-0.7833647,"('nasty', 'nice')",-0.17715125,-0.10067907,-0.6466798,-0.64271426,-0.5147038,-0.5089194,0.0057844
18,-0.99300504,-1.0529134,"('disagreeable', 'welcoming')",-0.91597104,-0.8535194,-0.5573685,-0.6856825,-0.8221149,-0.8640385,-0.0419236
19,-0.88797534,-1.0189052,"('inhospitable', 'hospitable')",-1.2667377,-1.3551649,-0.35056922,-0.4201861,-0.8350941,-0.9314187,-0.0963246
20,1.4394443,1.5426407,"('rough', 'thoughtful')",-0.4183837,-0.313299,0.8141037,0.7892376,0.6117214,0.6728598,0.0611384
