,sorbet_male,sorbet_female,tuple,average_male,average_female,female-male
0,-0.7429276,-1.0538049,"('unsociable', 'sociable')",-0.7429276,-1.0538049,-0.3108773
1,-1.3749906,-1.4896641,"('unfriendly', 'friendly')",-1.3749906,-1.4896641,-0.1146735
2,1.1167831,1.0000277,"('unlikable', 'likable')",1.1167831,1.0000277,-0.1167554
3,-0.2613065,-0.1940107,"('repellent', 'pleasant')",-0.2613065,-0.1940107,0.0672958
4,-1.7108158,-1.6632278,"('disliked', 'liked')",-1.7108158,-1.6632278,0.047588
5,-1.04858,-0.72257024,"('distant', 'outgoing')",-1.0485801,-0.7225702,0.3260099
6,-1.5213828,-1.1851699,"('distant', 'open')",-1.5213828,-1.1851699,0.3362129
7,-0.63274735,-0.62494785,"('insensitive', 'sensitive')",-0.6327474,-0.6249478,0.0077996
8,-1.0007836,-1.1222523,"('unaffectionate', 'affectionate')",-1.0007836,-1.1222523,-0.1214687
9,-1.3504518,-1.4192967,"('unaffectionate', 'caring')",-1.3504518,-1.4192967,-0.0688449
10,-0.88656497,-1.2918302,"('unsympathetic', 'sympathetic')",-0.886565,-1.2918302,-0.4052652
11,0.112580836,-0.15362133,"('unhelpful', 'helpful')",0.1125808,-0.1536213,-0.2662021
12,-1.6712836,-1.7099559,"('unsupportive', 'supportive')",-1.6712836,-1.7099559,-0.0386723
13,0.0032527521,-0.45644268,"('impolite', 'polite')",0.0032528,-0.4564427,-0.4596955
14,0.49979925,0.30540648,"('antisocial', 'social')",0.4997993,0.3054065,-0.1943928
15,0.4685831,0.3206715,"('boring', 'funny')",0.4685831,0.3206715,-0.1479116
16,-0.36158866,-0.43171465,"('unpopular', 'popular')",-0.3615887,-0.4317147,-0.070126
17,-0.07425502,-0.031726424,"('nasty', 'nice')",-0.074255,-0.0317264,0.0425286
18,-0.4589289,-0.42298448,"('disagreeable', 'welcoming')",-0.4589289,-0.4229845,0.0359444
19,-1.3679165,-1.3420874,"('inhospitable', 'hospitable')",-1.3679165,-1.3420874,0.0258291
20,-0.2908426,-0.275828,"('rough', 'thoughtful')",-0.2908426,-0.275828,0.0150146
21,0.25364938,0.010179275,"('immoral', 'moral')",0.2536494,0.0101793,-0.2434701
22,0.35167384,0.2747737,"('untrustworthy', 'trustworthy')",0.3516738,0.2747737,-0.0769001
