,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,female-male
0,0.89992595,0.767431,"('unsociable', 'sociable')",1.0181482,0.7779533,0.26298884,0.1501337,0.727021,0.5651727,-0.1618483
1,-1.9533907,-1.9986761,"('unfriendly', 'friendly')",-1.0727078,-1.1892707,0.85507345,0.72937757,-0.723675,-0.8195231,-0.0958481
2,0.87249905,0.8599563,"('unlikable', 'likable')",1.468665,1.5316076,0.4749449,0.50548846,0.938703,0.9656841,0.0269811
3,-0.16769648,-0.0029098634,"('repellent', 'pleasant')",1.1132406,1.1785159,0.89771074,1.0184999,0.6144183,0.7313686,0.1169503
4,-0.38341346,-0.39561167,"('disliked', 'liked')",-0.7414177,-0.8925195,-6.0499816,-6.110809,-2.3916043,-2.4663134,-0.0747091
5,-1.737484,-1.6857985,"('distant', 'outgoing')",-1.2838042,-1.24166,-0.916078,-0.82105577,-1.3124553,-1.2495047,0.0629506
6,-2.2472792,-2.1222858,"('distant', 'open')",-1.3391241,-1.2022398,-0.38743573,-0.28333384,-1.324613,-1.2026198,0.1219932
7,0.87949705,0.9168742,"('insensitive', 'sensitive')",0.68919295,0.70836514,0.67922235,0.66157556,0.7493041,0.7622716,0.0129675
8,-1.0830207,-1.2003033,"('unaffectionate', 'affectionate')",-1.2162111,-1.2479471,0.10520984,-0.01837199,-0.7313406,-0.8222075,-0.0908669
9,-0.59039897,-0.702117,"('unaffectionate', 'caring')",-0.011215724,-0.06828818,1.2043269,1.0544565,0.2009041,0.0946838,-0.1062203
10,0.9830679,0.8893194,"('unsympathetic', 'sympathetic')",1.6121567,1.4972821,0.7410532,0.6177841,1.1120927,1.0014618,-0.1106309
11,0.06433526,-0.12958771,"('unhelpful', 'helpful')",0.67980725,0.4705223,2.346316,2.1879113,1.0301529,0.8429486,-0.1872043
12,0.56788445,0.56884277,"('unsupportive', 'supportive')",0.8065909,0.79335964,-1.8891686,-1.883833,-0.1715644,-0.1738769,-0.0023125
13,0.876753,0.8036555,"('impolite', 'polite')",0.6603266,0.4983556,0.5621682,0.5383861,0.6997492,0.6134657,-0.0862835
14,1.7182552,1.702269,"('antisocial', 'social')",2.089771,2.032082,-0.30471793,-0.37477878,1.1677694,1.1198575,-0.0479119
15,-0.22561118,-0.31064567,"('boring', 'funny')",0.040402867,-0.03829877,0.30323616,0.27380612,0.0393426,-0.0250461,-0.0643887
16,-1.3098251,-1.2845937,"('unpopular', 'popular')",-0.2671415,-0.30233973,0.63860697,0.6790633,-0.3127865,-0.3026234,0.0101631
17,-0.40228197,-0.3338361,"('nasty', 'nice')",-0.32069144,-0.29717675,-0.5287157,-0.3994139,-0.4172297,-0.3434756,0.0737541
18,-1.4046131,-1.3304214,"('disagreeable', 'welcoming')",-0.7833492,-0.62017554,-1.0758494,-1.0690696,-1.0879372,-1.0065556,0.0813816
19,-0.5595441,-0.46128953,"('inhospitable', 'hospitable')",0.10233229,0.19291043,-0.5087649,-0.3683604,-0.3219922,-0.2122465,0.1097457
20,0.3008656,0.35093057,"('rough', 'thoughtful')",0.2969113,0.32998735,0.9626018,0.9427043,0.5201262,0.5412074,0.0210812
21,0.96289784,0.94621706,"('immoral', 'moral')",2.271207,2.2495751,-0.01856354,0.010439534,1.0718471,1.0687439,-0.0031032
