,calendar_male,calendar_female,tuple,average_male,average_female,female-male
0,0.36481696,0.3355439,"('unsociable', 'sociable')",0.364817,0.3355439,-0.0292731
1,1.2787737,1.4824215,"('unfriendly', 'friendly')",1.2787737,1.4824215,0.2036478
2,0.17760752,0.34809086,"('unlikable', 'likable')",0.1776075,0.3480909,0.1704834
3,0.8643281,1.0044607,"('repellent', 'pleasant')",0.8643281,1.0044607,0.1401326
4,-7.0070477,-7.1023474,"('disliked', 'liked')",-7.0070477,-7.1023474,-0.0952997
5,-0.38287264,-0.34279925,"('distant', 'outgoing')",-0.3828726,-0.3427992,0.0400734
6,0.114822395,0.03416887,"('distant', 'open')",0.1148224,0.0341689,-0.0806535
7,1.4994323,1.537793,"('insensitive', 'sensitive')",1.4994323,1.537793,0.0383607
8,1.0900947,1.1511662,"('unaffectionate', 'affectionate')",1.0900947,1.1511662,0.0610715
9,1.161728,1.2852719,"('unaffectionate', 'caring')",1.161728,1.2852719,0.1235439
10,0.8630414,0.731624,"('unsympathetic', 'sympathetic')",0.8630414,0.731624,-0.1314174
11,1.4622968,1.527782,"('unhelpful', 'helpful')",1.4622968,1.527782,0.0654852
12,-1.3789861,-1.2558401,"('unsupportive', 'supportive')",-1.3789861,-1.2558401,0.123146
13,-0.338586,-0.28461492,"('impolite', 'polite')",-0.338586,-0.2846149,0.0539711
14,0.17291549,0.15951908,"('antisocial', 'social')",0.1729155,0.1595191,-0.0133964
15,0.38985395,0.20232897,"('boring', 'funny')",0.389854,0.202329,-0.187525
16,-0.62685424,-0.5518961,"('unpopular', 'popular')",-0.6268542,-0.5518961,0.0749581
17,-0.15045485,-0.17506027,"('nasty', 'nice')",-0.1504548,-0.1750603,-0.0246055
18,-0.58902144,-0.41450292,"('disagreeable', 'welcoming')",-0.5890214,-0.4145029,0.1745185
19,-0.5137725,-0.39738253,"('inhospitable', 'hospitable')",-0.5137725,-0.3973825,0.11639
20,0.8137797,0.68910813,"('rough', 'thoughtful')",0.8137797,0.6891081,-0.1246716
21,-0.43459946,-0.3067843,"('immoral', 'moral')",-0.4345995,-0.3067843,0.1278152
22,-0.14179814,-0.18188997,"('untrustworthy', 'trustworthy')",-0.1417981,-0.18189,-0.0400919
23,5.9794073,6.296591,"('insincere', 'sincere')",5.9794073,6.2965908,0.3171835
24,1.2384819,1.2791648,"('dishonest', 'honest')",1.2384819,1.2791648,0.0406829
25,0.81032425,0.90071225,"('egoistic', 'altruistic')",0.8103243,0.9007123,0.090388
26,1.3046594,1.1524237,"('hardhearted', 'benevolent')",1.3046594,1.1524237,-0.1522357
27,1.8128821,1.5107255,"('hardhearted', 'softhearted')",1.8128821,1.5107255,-0.3021566
28,1.4111226,1.2776116,"('disloyal', 'loyal')",1.4111226,1.2776116,-0.133511
29,-0.06887327,-0.26400223,"('unfair', 'fair')",-0.0688733,-0.2640022,-0.1951289
30,0.7383161,0.8509448,"('intolerant', 'tolerant')",0.7383161,0.8509448,0.1126287
31,-0.7120839,-0.69452745,"('evil', 'good')",-0.7120839,-0.6945274,0.0175565
32,1.1648415,1.0088809,"('unkind', 'kind')",1.1648415,1.0088809,-0.1559606
33,-0.33743253,-0.29857183,"('wrong', 'right')",-0.3374325,-0.2985718,0.0388607
34,4.033248,4.4396877,"('mean', 'honorable')",4.0332479,4.4396877,0.4064398
35,-0.8329515,-1.1676213,"('corrupt', 'incorrupt')",-0.8329515,-1.1676213,-0.3346698
36,-0.6045404,-0.7470705,"('hostile', 'amicable')",-0.6045404,-0.7470705,-0.1425301
37,0.8551049,0.70994186,"('fake', 'genuine')",0.8551049,0.7099419,-0.145163
38,-0.5445089,-0.25785273,"('untruthful', 'truthful')",-0.5445089,-0.2578527,0.2866562
39,0.27873155,0.27413002,"('exploitative', 'cooperative')",0.2787316,0.27413,-0.0046016
40,-0.9283269,-0.96364266,"('stingy', 'generous')",-0.9283269,-0.9636427,-0.0353158
41,0.72377723,0.6481252,"('unforgiving', 'forgiving')",0.7237772,0.6481252,-0.075652
42,-1.8274554,-2.0009189,"('unreliable', 'reliable')",-1.8274554,-2.0009189,-0.1734635
43,1.0733554,1.2412083,"('irresponsible', 'responsible')",1.0733554,1.2412083,0.1678529
44,-1.2876482,-1.5037639,"('prejudiced', 'unprejudiced')",-1.2876482,-1.5037639,-0.2161157
45,0.671107,0.38798925,"('incompetent', 'competent')",0.671107,0.3879893,-0.2831177
46,-0.60918635,-0.7095781,"('uncompetitive', 'competitive')",-0.6091864,-0.7095781,-0.1003917
47,4.597308,4.8310847,"('stupid', 'smart')",4.5973082,4.8310847,0.2337765
48,0.24737848,0.2875806,"('unintelligent', 'intelligent')",0.2473785,0.2875806,0.0402021
49,-0.36433038,-0.28356323,"('unable', 'able')",-0.3643304,-0.2835632,0.0807672
50,-0.09324023,-0.0329718,"('clumsy', 'skillful')",-0.0932402,-0.0329718,0.0602684
51,0.040239487,0.0075688437,"('uneducated', 'educated')",0.0402395,0.0075688,-0.0326707
52,0.12712209,-0.0081699565,"('irrational', 'rational')",0.1271221,-0.00817,-0.1352921
53,0.22932056,0.25426644,"('uncreative', 'creative')",0.2293206,0.2542664,0.0249458
54,0.73913246,0.8801015,"('incapable', 'capable')",0.7391325,0.8801015,0.140969
55,0.8691496,0.89852196,"('incompetent', 'clever')",0.8691496,0.898522,0.0293724
56,0.27516374,0.3144479,"('impractical', 'practical')",0.2751637,0.3144479,0.0392842
57,-1.5980661,-1.9168322,"('unimaginative', 'imaginative')",-1.5980661,-1.9168322,-0.3187661
58,0.8274348,0.8163574,"('undiscriminating', 'discriminating')",0.8274348,0.8163574,-0.0110774
59,0.06319999,0.16167991,"('foolish', 'wise')",0.0632,0.1616799,0.0984799
60,-0.06090594,0.18636839,"('inefficient', 'efficient')",-0.0609059,0.1863684,0.2472743
61,0.73627746,0.5743144,"('illogical', 'logical')",0.7362775,0.5743144,-0.1619631
62,0.38987187,0.54689026,"('incompetent', 'brilliant')",0.3898719,0.5468903,0.1570184
63,0.29979262,0.47051236,"('unperceptive', 'insightful')",0.2997926,0.4705124,0.1707198
64,-6.236319,-6.313496,"('shy', 'confident')",-6.2363191,-6.3134961,-0.077177
65,0.54192275,0.6607269,"('insecure', 'secure')",0.5419227,0.6607269,0.1188042
66,-0.045631327,-0.31015956,"('inactive', 'active')",-0.0456313,-0.3101596,-0.2645283
67,-0.792784,-0.6945197,"('doubtful', 'determined')",-0.792784,-0.6945197,0.0982643
68,-0.93593264,-0.7583909,"('dependent', 'independent')",-0.9359326,-0.7583909,0.1775417
69,-1.7351477,-1.7515043,"('lazy', 'industrious')",-1.7351477,-1.7515043,-0.0163566
70,1.5067515,1.2750263,"('lethargic', 'energetic')",1.5067515,1.2750263,-0.2317252
71,0.2751312,0.27372923,"('diffident', 'self-confident')",0.2751312,0.2737292,-0.001402
72,0.9929947,1.3037878,"('unambitious', 'ambitious')",0.9929947,1.3037878,0.3107931
73,-2.4698136,-2.3302054,"('helpless', 'self-reliant')",-2.4698136,-2.3302054,0.1396082
74,0.6284448,0.49052346,"('undedicated', 'dedicated')",0.6284448,0.4905235,-0.1379213
75,-0.6427896,-0.6905104,"('meek', 'impulsive')",-0.6427896,-0.6905104,-0.0477208
76,0.28148052,0.1312475,"('anxious', 'daring')",0.2814805,0.1312475,-0.150233
77,-1.7884908,-1.6473893,"('unmotivated', 'motivated')",-1.7884908,-1.6473893,0.1411015
78,-1.1037344,-1.1736124,"('nonresilient', 'resilient')",-1.1037344,-1.1736124,-0.069878
79,0.039116852,-0.03211677,"('wavering', 'unwavering')",0.0391169,-0.0321168,-0.0712337
80,-0.02833709,-0.17561984,"('dominated', 'dominating')",-0.0283371,-0.1756198,-0.1472827
81,-0.36663178,-0.41161525,"('submissive', 'aggressive')",-0.3666318,-0.4116153,-0.0449835
82,6.2862477,6.4142036,"('poor', 'rich')",6.2862477,6.4142036,0.1279559
83,-0.5697291,-0.5169456,"('powerless', 'powerful')",-0.5697291,-0.5169456,0.0527835
84,0.6075345,0.57954156,"('inferior', 'superior')",0.6075345,0.5795416,-0.0279929
85,-0.90855944,-0.87438935,"('insignificant', 'prestigious')",-0.9085594,-0.8743894,0.03417
86,0.608337,0.5400684,"('uninfluential', 'influential')",0.608337,0.5400684,-0.0682686
87,0.116488874,0.22814529,"('unsuccessful', 'successful')",0.1164889,0.2281453,0.1116564
88,-0.09317244,-0.1008093,"('low', 'eminent')",-0.0931724,-0.1008093,-0.0076369
