,legacy_male,legacy_female,tuple,average_male,average_female,female-male
0,-0.27825272,-0.28783396,"('unsociable', 'sociable')",-0.2782527,-0.287834,-0.0095813
1,1.4271274,1.4492764,"('unfriendly', 'friendly')",1.4271274,1.4492764,0.022149
2,0.1778453,0.27289507,"('unlikable', 'likable')",0.1778453,0.2728951,0.0950498
3,0.30351347,0.29925728,"('repellent', 'pleasant')",0.3035135,0.2992573,-0.0042562
4,-7.043825,-7.20624,"('disliked', 'liked')",-7.0438251,-7.2062402,-0.1624151
5,-0.42140192,-0.44731674,"('distant', 'outgoing')",-0.4214019,-0.4473167,-0.0259148
6,0.032023035,-0.013768427,"('distant', 'open')",0.032023,-0.0137684,-0.0457914
7,0.6309049,0.7321409,"('insensitive', 'sensitive')",0.6309049,0.7321409,0.101236
8,1.3855934,1.3100795,"('unaffectionate', 'affectionate')",1.3855934,1.3100795,-0.0755139
9,1.8681686,1.9608575,"('unaffectionate', 'caring')",1.8681686,1.9608575,0.0926889
10,0.649695,0.679762,"('unsympathetic', 'sympathetic')",0.649695,0.679762,0.030067
11,1.4158974,1.5867939,"('unhelpful', 'helpful')",1.4158974,1.5867939,0.1708965
12,-1.3613735,-1.2911106,"('unsupportive', 'supportive')",-1.3613735,-1.2911106,0.0702629
13,-0.28776965,-0.21700552,"('impolite', 'polite')",-0.2877696,-0.2170055,0.0707641
14,0.2041081,0.20489825,"('antisocial', 'social')",0.2041081,0.2048983,0.0007902
15,0.119901225,0.045310486,"('boring', 'funny')",0.1199012,0.0453105,-0.0745907
16,-0.5691084,-0.57897586,"('unpopular', 'popular')",-0.5691084,-0.5789759,-0.0098675
17,-0.11158671,-0.075441696,"('nasty', 'nice')",-0.1115867,-0.0754417,0.036145
18,-0.06976171,-0.17619887,"('disagreeable', 'welcoming')",-0.0697617,-0.1761989,-0.1064372
19,-0.2284583,-0.18575956,"('inhospitable', 'hospitable')",-0.2284583,-0.1857596,0.0426987
20,0.92930317,0.83047473,"('rough', 'thoughtful')",0.9293032,0.8304747,-0.0988285
21,-0.46317548,-0.37897217,"('immoral', 'moral')",-0.4631755,-0.3789722,0.0842033
22,-0.58890206,-0.6109645,"('untrustworthy', 'trustworthy')",-0.5889021,-0.6109645,-0.0220624
23,6.512601,6.7018347,"('insincere', 'sincere')",6.5126009,6.7018347,0.1892338
24,1.6825922,1.6121439,"('dishonest', 'honest')",1.6825922,1.6121439,-0.0704483
25,0.9158719,0.79029477,"('egoistic', 'altruistic')",0.9158719,0.7902948,-0.1255771
26,1.2449907,1.3118315,"('hardhearted', 'benevolent')",1.2449907,1.3118315,0.0668408
27,1.4860132,1.2923743,"('hardhearted', 'softhearted')",1.4860132,1.2923743,-0.1936389
28,1.1836692,1.1850449,"('disloyal', 'loyal')",1.1836692,1.1850449,0.0013757
29,-0.42823336,-0.5679234,"('unfair', 'fair')",-0.4282334,-0.5679234,-0.13969
30,0.9628967,1.006029,"('intolerant', 'tolerant')",0.9628967,1.006029,0.0431323
31,-1.153492,-1.1939594,"('evil', 'good')",-1.153492,-1.1939594,-0.0404674
32,1.1540762,1.189485,"('unkind', 'kind')",1.1540762,1.189485,0.0354088
33,-0.24375156,-0.26816258,"('wrong', 'right')",-0.2437516,-0.2681626,-0.024411
34,4.8194532,5.0430474,"('mean', 'honorable')",4.8194532,5.0430474,0.2235942
35,-0.56812906,-0.83278906,"('corrupt', 'incorrupt')",-0.5681291,-0.8327891,-0.26466
36,-0.22971623,-0.3636815,"('hostile', 'amicable')",-0.2297162,-0.3636815,-0.1339653
37,0.84440506,0.7766787,"('fake', 'genuine')",0.8444051,0.7766787,-0.0677264
38,0.100023806,0.21335314,"('untruthful', 'truthful')",0.1000238,0.2133531,0.1133293
39,0.6346052,0.68695843,"('exploitative', 'cooperative')",0.6346052,0.6869584,0.0523532
40,-1.637645,-1.8625671,"('stingy', 'generous')",-1.637645,-1.8625671,-0.2249221
41,0.3078536,0.30480862,"('unforgiving', 'forgiving')",0.3078536,0.3048086,-0.003045
42,-2.5469658,-2.6047928,"('unreliable', 'reliable')",-2.5469658,-2.6047928,-0.057827
43,1.00354,1.1112441,"('irresponsible', 'responsible')",1.00354,1.1112441,0.1077041
44,-1.1361439,-1.2514608,"('prejudiced', 'unprejudiced')",-1.1361439,-1.2514608,-0.1153169
45,-0.21489479,-0.18809392,"('incompetent', 'competent')",-0.2148948,-0.1880939,0.0268009
46,-0.95349735,-0.9778691,"('uncompetitive', 'competitive')",-0.9534974,-0.9778691,-0.0243717
47,5.229988,5.4551196,"('stupid', 'smart')",5.2299881,5.4551196,0.2251315
48,0.40862578,0.39005935,"('unintelligent', 'intelligent')",0.4086258,0.3900594,-0.0185664
49,0.096457735,0.14247997,"('unable', 'able')",0.0964577,0.14248,0.0460223
50,-0.45599163,-0.47414476,"('clumsy', 'skillful')",-0.4559916,-0.4741448,-0.0181532
51,0.42700735,0.3718965,"('uneducated', 'educated')",0.4270073,0.3718965,-0.0551108
52,-0.4577635,-0.55586666,"('irrational', 'rational')",-0.4577635,-0.5558667,-0.0981032
53,0.059752136,0.073608465,"('uncreative', 'creative')",0.0597521,0.0736085,0.0138564
54,1.0639116,1.1533027,"('incapable', 'capable')",1.0639116,1.1533027,0.0893911
55,0.42580506,0.4133751,"('incompetent', 'clever')",0.4258051,0.4133751,-0.01243
56,0.38568136,0.4623243,"('impractical', 'practical')",0.3856814,0.4623243,0.0766429
57,-3.1016707,-3.1282065,"('unimaginative', 'imaginative')",-3.1016707,-3.1282065,-0.0265358
58,-0.112403706,-0.12203817,"('undiscriminating', 'discriminating')",-0.1124037,-0.1220382,-0.0096345
59,0.06976963,0.10103076,"('foolish', 'wise')",0.0697696,0.1010308,0.0312612
60,0.38968876,0.5248431,"('inefficient', 'efficient')",0.3896888,0.5248431,0.1351543
61,0.42234227,0.34194905,"('illogical', 'logical')",0.4223423,0.341949,-0.0803933
62,0.41219866,0.5850558,"('incompetent', 'brilliant')",0.4121987,0.5850558,0.1728571
63,0.19947954,0.37572038,"('unperceptive', 'insightful')",0.1994795,0.3757204,0.1762409
64,-6.3687167,-6.420821,"('shy', 'confident')",-6.3687167,-6.4208212,-0.0521045
65,-0.11264711,-0.040188693,"('insecure', 'secure')",-0.1126471,-0.0401887,0.0724584
66,-0.12361747,-0.15397839,"('inactive', 'active')",-0.1236175,-0.1539784,-0.0303609
67,-0.22983281,-0.107000716,"('doubtful', 'determined')",-0.2298328,-0.1070007,0.1228321
68,-0.90469366,-1.0243827,"('dependent', 'independent')",-0.9046937,-1.0243827,-0.119689
69,-1.6469848,-1.6304319,"('lazy', 'industrious')",-1.6469848,-1.6304319,0.0165529
70,0.7702605,0.7542426,"('lethargic', 'energetic')",0.7702605,0.7542426,-0.0160179
71,0.9085636,0.9659755,"('diffident', 'self-confident')",0.9085636,0.9659755,0.0574119
72,0.55868,0.6589549,"('unambitious', 'ambitious')",0.55868,0.6589549,0.1002749
73,-3.0814798,-3.140917,"('helpless', 'self-reliant')",-3.0814798,-3.1409171,-0.0594373
