,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8868111,-1.0912725,"('unsociable', 'sociable')",0.14483953,-0.010495201,-0.632185,-0.8172455,-0.25221157,-0.42613623,-0.406592,-0.5862873,-0.1796953
1,-2.0801296,-2.0790486,"('unfriendly', 'friendly')",1.0884002,1.0638396,-0.20279567,-0.28850234,1.6430317,1.4662483,0.1121267,0.0406342,-0.0714925
2,1.0962405,1.1260399,"('unlikable', 'likable')",1.5015587,1.5618452,1.8540328,1.9470153,0.890174,1.02994,1.3355014,1.4162101,0.0807087
3,0.1413922,0.2316613,"('repellent', 'pleasant')",-1.0601635,-0.88178474,0.24170648,0.27783427,0.101479605,0.19058657,-0.1438963,-0.0454256,0.0984707
4,-0.713584,-0.714281,"('disliked', 'liked')",0.79538554,0.8340263,0.55367625,0.6097165,-5.3962965,-5.316714,-1.1902046,-1.146813,0.0433916
5,-1.0906631,-1.0288451,"('distant', 'outgoing')",0.6773813,0.80953115,-0.66393113,-0.55622846,-0.15608451,-0.1325582,-0.3083244,-0.2270252,0.0812992
6,-1.0533224,-0.957634,"('distant', 'open')",0.6833679,0.8152014,-0.8032294,-0.71675694,0.43919694,0.39606893,-0.1834967,-0.1157801,0.0677166
7,0.34894082,0.32372963,"('insensitive', 'sensitive')",-0.2031913,-0.132724,0.3352572,0.24414848,0.76688373,0.7557122,0.3119726,0.2977166,-0.014256
8,-1.63814,-1.5068278,"('unaffectionate', 'affectionate')",0.3026724,0.34555387,-0.4951536,-0.48764715,0.27277613,0.19189392,-0.3894613,-0.3642568,0.0252045
9,-0.9645444,-0.90718496,"('unaffectionate', 'caring')",1.2157553,1.2629967,0.060342073,-0.04078748,1.062082,1.012113,0.3434088,0.3317843,-0.0116245
10,-0.422235,-0.5108535,"('unsympathetic', 'sympathetic')",-0.4336583,-0.40255952,-0.6144801,-0.7610005,0.14118081,0.043414008,-0.3322982,-0.4077499,-0.0754517
11,0.3284946,0.31603009,"('unhelpful', 'helpful')",-0.12868965,-0.12266209,-0.57727903,-0.60130215,1.9925271,2.0034614,0.4037633,0.3988818,-0.0048815
12,0.516751,0.53833705,"('unsupportive', 'supportive')",2.2049856,2.3854134,0.104879245,0.19298646,-1.3826072,-1.3706131,0.3610021,0.4365309,0.0755288
13,0.5781338,0.43966827,"('impolite', 'polite')",0.45467606,0.3481139,0.13350359,0.044824205,0.22476697,0.20002294,0.3477701,0.2581573,-0.0896128
14,0.35629246,0.3284387,"('antisocial', 'social')",0.17278908,0.12221863,1.2961216,1.2992455,-0.45029926,-0.42728084,0.343726,0.3306555,-0.0130705
15,-0.21007362,-0.27827927,"('boring', 'funny')",0.40210384,0.3043918,-0.69273293,-0.70179284,0.5778596,0.5309126,0.0192892,-0.0361919,-0.0554811
16,-0.6911283,-0.60378796,"('unpopular', 'popular')",0.08469629,0.16147082,-0.52882487,-0.43040267,0.5822033,0.6501316,-0.1382634,-0.055647,0.0826164
17,-0.48583487,-0.42083433,"('nasty', 'nice')",-0.27627465,-0.056588575,-0.8416338,-0.76417434,-0.21262439,-0.16328175,-0.4540919,-0.3512197,0.1028722
18,-0.50665134,-0.45281377,"('disagreeable', 'welcoming')",-0.28894138,-0.24437343,0.37056,0.49050564,-0.16105625,-0.14406885,-0.1465223,-0.0876876,0.0588347
19,-0.24080917,-0.1956042,"('inhospitable', 'hospitable')",0.25573558,0.2521491,-0.53970385,-0.53276014,0.13635273,0.14879361,-0.0971062,-0.0818554,0.0152508
20,-0.23706156,-0.2356093,"('rough', 'thoughtful')",-0.62233096,-0.5424901,-0.63797784,-0.5592734,0.7079837,0.6828337,-0.1973467,-0.1636348,0.0337119
21,0.16936566,0.06672317,"('immoral', 'moral')",0.85702723,0.78070956,0.17514959,0.050510205,-0.49856135,-0.51255727,0.1757453,0.0963464,-0.0793989
22,-0.3181425,-0.32168305,"('untrustworthy', 'trustworthy')",-0.026870575,-0.1159803,-0.23258927,-0.26780045,-1.1484876,-1.1027638,-0.4315225,-0.4520569,-0.0205344
23,0.19554718,0.13010764,"('insincere', 'sincere')",-0.007049972,-0.0045342017,-0.43576714,-0.55248016,5.6252723,5.527308,1.3445005,1.2751004,-0.0694001
24,0.35015404,0.3032366,"('dishonest', 'honest')",0.6973038,0.67725724,-0.4985216,-0.5664654,0.94625354,0.89216727,0.3737974,0.3265489,-0.0472485
25,-1.1799322,-1.086772,"('egoistic', 'altruistic')",0.10966423,0.17717478,0.9797931,1.0078517,1.32162,1.2529004,0.3077863,0.3377887,0.0300024
26,-0.3760738,-0.4351585,"('hardhearted', 'benevolent')",1.5556172,1.5257173,1.7063633,1.6657622,1.5561337,1.4276676,1.1105101,1.0459971,-0.064513
27,-0.63766766,-0.53567374,"('hardhearted', 'softhearted')",0.51756704,0.6946318,0.06777644,0.06382467,1.5039152,1.426409,0.3628978,0.4122979,0.0494001
28,-0.7171968,-0.8109725,"('disloyal', 'loyal')",0.19989371,0.08845843,-0.029352354,-0.1869835,1.1769096,1.017365,0.1575635,0.0269668,-0.1305967
29,-0.8480482,-0.8610656,"('unfair', 'fair')",0.024416037,0.060617372,-0.91130435,-0.8406089,-0.7706212,-0.9042748,-0.6263894,-0.636333,-0.0099436
30,0.9738511,0.9131338,"('intolerant', 'tolerant')",0.3656327,0.36439493,1.2889208,1.2339401,1.5767548,1.5335692,1.0512898,1.0112596,-0.0400302
31,-1.2182821,-1.1073713,"('evil', 'good')",-0.507334,-0.4594082,-1.2509515,-1.1389122,-1.1995908,-1.2660196,-1.0440396,-0.9929278,0.0511118
