,brochure_male,brochure_female,tuple,average_male,average_female,female-male
0,0.113606274,0.004740842,"('unsociable', 'sociable')",0.1136063,0.0047408,-0.1088655
1,-0.6392183,-0.67867255,"('unfriendly', 'friendly')",-0.6392183,-0.6786726,-0.0394543
2,0.75939107,0.77384055,"('unlikable', 'likable')",0.7593911,0.7738405,0.0144494
3,-0.4916831,-0.42590967,"('repellent', 'pleasant')",-0.4916831,-0.4259097,0.0657734
4,-0.5719633,-0.6754976,"('disliked', 'liked')",-0.5719633,-0.6754976,-0.1035343
5,-0.84797764,-0.74126303,"('distant', 'outgoing')",-0.8479776,-0.741263,0.1067146
6,-1.2828892,-1.0896918,"('distant', 'open')",-1.2828892,-1.0896918,0.1931974
7,0.57347775,0.6366274,"('insensitive', 'sensitive')",0.5734777,0.6366274,0.0631497
8,-0.7505119,-0.8111188,"('unaffectionate', 'affectionate')",-0.7505119,-0.8111188,-0.0606069
9,-0.58044696,-0.5661092,"('unaffectionate', 'caring')",-0.580447,-0.5661092,0.0143378
10,-0.4372858,-0.4668144,"('unsympathetic', 'sympathetic')",-0.4372858,-0.4668144,-0.0295286
11,0.35687122,0.28529114,"('unhelpful', 'helpful')",0.3568712,0.2852911,-0.0715801
12,-0.7453458,-0.68326706,"('unsupportive', 'supportive')",-0.7453458,-0.6832671,0.0620787
13,-0.17190488,-0.24562445,"('impolite', 'polite')",-0.1719049,-0.2456245,-0.0737196
14,1.0719392,0.97918445,"('antisocial', 'social')",1.0719392,0.9791844,-0.0927548
15,0.91327935,0.7240034,"('boring', 'funny')",0.9132794,0.7240034,-0.189276
16,0.06702413,0.1170927,"('unpopular', 'popular')",0.0670241,0.1170927,0.0500686
17,0.36326146,0.43297824,"('nasty', 'nice')",0.3632615,0.4329782,0.0697167
18,-0.98251975,-0.81483525,"('disagreeable', 'welcoming')",-0.9825197,-0.8148353,0.1676844
19,-0.44983247,-0.37845322,"('inhospitable', 'hospitable')",-0.4498325,-0.3784532,0.0713793
20,0.4688658,0.4921047,"('rough', 'thoughtful')",0.4688658,0.4921047,0.0232389
21,0.523656,0.5290405,"('immoral', 'moral')",0.523656,0.5290405,0.0053845
22,1.0910501,1.0197818,"('untrustworthy', 'trustworthy')",1.0910501,1.0197818,-0.0712683
23,0.6683391,0.6132789,"('insincere', 'sincere')",0.6683391,0.6132789,-0.0550602
24,-0.2928744,-0.26803017,"('dishonest', 'honest')",-0.2928744,-0.2680302,0.0248442
25,-0.02045213,0.03608478,"('egoistic', 'altruistic')",-0.0204521,0.0360848,0.0565369
26,1.046964,0.8238534,"('hardhearted', 'benevolent')",1.046964,0.8238534,-0.2231106
27,-0.67428887,-0.6024527,"('hardhearted', 'softhearted')",-0.6742889,-0.6024527,0.0718362
