,prince_male,prince_female,tuple,average_male,average_female,female-male
0,0.03496986,0.031851143,"('unsociable', 'sociable')",0.0349699,0.0318511,-0.0031188
1,0.9980293,1.0050349,"('unfriendly', 'friendly')",0.9980293,1.0050349,0.0070056
2,0.14432634,0.1211274,"('unlikable', 'likable')",0.1443263,0.1211274,-0.0231989
3,0.3670885,0.41604432,"('repellent', 'pleasant')",0.3670885,0.4160443,0.0489558
4,-7.394044,-7.6245027,"('disliked', 'liked')",-7.3940439,-7.6245027,-0.2304588
5,-0.5647763,-0.63674784,"('distant', 'outgoing')",-0.5647763,-0.6367478,-0.0719715
6,-0.120221734,-0.19023125,"('distant', 'open')",-0.1202217,-0.1902312,-0.0700095
7,0.8100758,0.938387,"('insensitive', 'sensitive')",0.8100758,0.938387,0.1283112
8,1.2254802,1.1711899,"('unaffectionate', 'affectionate')",1.2254802,1.1711899,-0.0542903
9,1.7436265,1.8278104,"('unaffectionate', 'caring')",1.7436265,1.8278104,0.0841839
10,1.062805,1.1172923,"('unsympathetic', 'sympathetic')",1.0628051,1.1172923,0.0544872
11,1.7240961,1.8903437,"('unhelpful', 'helpful')",1.7240961,1.8903437,0.1662476
12,-1.6390283,-1.5687622,"('unsupportive', 'supportive')",-1.6390283,-1.5687622,0.0702661
13,-0.34361798,-0.27956945,"('impolite', 'polite')",-0.343618,-0.2795694,0.0640486
14,0.16852348,0.10383404,"('antisocial', 'social')",0.1685235,0.103834,-0.0646895
15,0.020904563,-0.1120425,"('boring', 'funny')",0.0209046,-0.1120425,-0.1329471
16,-0.54744995,-0.47897628,"('unpopular', 'popular')",-0.5474499,-0.4789763,0.0684736
17,-0.23397394,-0.25556982,"('nasty', 'nice')",-0.2339739,-0.2555698,-0.0215959
18,-0.32294446,-0.41532725,"('disagreeable', 'welcoming')",-0.3229445,-0.4153273,-0.0923828
19,-0.4650543,-0.4331625,"('inhospitable', 'hospitable')",-0.4650543,-0.4331625,0.0318918
20,0.7002877,0.69951105,"('rough', 'thoughtful')",0.7002877,0.6995111,-0.0007766
21,-0.2672206,-0.16113216,"('immoral', 'moral')",-0.2672206,-0.1611322,0.1060884
22,-0.5439348,-0.6317748,"('untrustworthy', 'trustworthy')",-0.5439348,-0.6317748,-0.08784
23,6.57795,6.7459536,"('insincere', 'sincere')",6.57795,6.7459536,0.1680036
24,1.5981979,1.5398645,"('dishonest', 'honest')",1.5981979,1.5398645,-0.0583334
25,0.843124,0.76448506,"('egoistic', 'altruistic')",0.843124,0.7644851,-0.0786389
26,0.7612494,0.7438543,"('hardhearted', 'benevolent')",0.7612494,0.7438543,-0.0173951
27,1.8644831,1.7252487,"('hardhearted', 'softhearted')",1.8644831,1.7252487,-0.1392344
28,1.4100246,1.4361477,"('disloyal', 'loyal')",1.4100246,1.4361477,0.0261231
29,-0.7518303,-0.8353623,"('unfair', 'fair')",-0.7518303,-0.8353623,-0.083532
