,prairie_male,prairie_female,tuple,average_male,average_female,female-male
0,0.29383746,0.2504484,"('unsociable', 'sociable')",0.2938375,0.2504484,-0.0433891
1,0.576474,0.45632365,"('unfriendly', 'friendly')",0.576474,0.4563237,-0.1201503
2,0.04734476,0.11092311,"('unlikable', 'likable')",0.0473448,0.1109231,0.0635783
3,0.9602492,1.0163033,"('repellent', 'pleasant')",0.9602492,1.0163033,0.0560541
4,-7.3751435,-7.5111403,"('disliked', 'liked')",-7.3751435,-7.5111403,-0.1359968
5,-0.8818818,-0.9565222,"('distant', 'outgoing')",-0.8818818,-0.9565222,-0.0746404
6,-0.34195915,-0.4824521,"('distant', 'open')",-0.3419591,-0.4824521,-0.140493
7,1.1922083,1.2182324,"('insensitive', 'sensitive')",1.1922083,1.2182324,0.0260241
8,0.82899266,0.6587393,"('unaffectionate', 'affectionate')",0.8289927,0.6587393,-0.1702534
9,1.4150398,1.3895224,"('unaffectionate', 'caring')",1.4150398,1.3895224,-0.0255174
10,1.569508,1.6019369,"('unsympathetic', 'sympathetic')",1.569508,1.6019369,0.0324289
11,1.8572373,1.9412148,"('unhelpful', 'helpful')",1.8572373,1.9412148,0.0839775
12,-1.2455175,-1.2911221,"('unsupportive', 'supportive')",-1.2455175,-1.2911221,-0.0456046
13,0.25168878,0.29017484,"('impolite', 'polite')",0.2516888,0.2901748,0.038486
14,0.44833776,0.46488988,"('antisocial', 'social')",0.4483378,0.4648899,0.0165521
15,-0.079254806,-0.20499234,"('boring', 'funny')",-0.0792548,-0.2049923,-0.1257375
16,-0.41922483,-0.4061415,"('unpopular', 'popular')",-0.4192248,-0.4061415,0.0130833
17,-0.23053613,-0.18815672,"('nasty', 'nice')",-0.2305361,-0.1881567,0.0423794
18,-0.33423516,-0.35483012,"('disagreeable', 'welcoming')",-0.3342352,-0.3548301,-0.0205949
19,-0.9204231,-0.97305715,"('inhospitable', 'hospitable')",-0.9204231,-0.9730572,-0.0526341
20,0.96160376,0.8573662,"('rough', 'thoughtful')",0.9616038,0.8573662,-0.1042376
21,0.16754356,0.2555676,"('immoral', 'moral')",0.1675436,0.2555676,0.088024
22,-0.34871596,-0.32622868,"('untrustworthy', 'trustworthy')",-0.348716,-0.3262287,0.0224873
23,6.1222143,6.2204027,"('insincere', 'sincere')",6.1222143,6.2204027,0.0981884
24,1.5369686,1.4275895,"('dishonest', 'honest')",1.5369686,1.4275895,-0.1093791
25,0.07317723,0.0071155876,"('egoistic', 'altruistic')",0.0731772,0.0071156,-0.0660616
26,0.67058164,0.4872814,"('hardhearted', 'benevolent')",0.6705816,0.4872814,-0.1833002
27,1.6434095,1.3923925,"('hardhearted', 'softhearted')",1.6434095,1.3923925,-0.251017
28,1.0808746,1.02512,"('disloyal', 'loyal')",1.0808746,1.02512,-0.0557546
29,-0.573127,-0.6647836,"('unfair', 'fair')",-0.573127,-0.6647836,-0.0916566
30,1.0021013,1.0428978,"('intolerant', 'tolerant')",1.0021013,1.0428978,0.0407965
31,-1.7371132,-1.7870712,"('evil', 'good')",-1.7371132,-1.7870712,-0.049958
32,1.2903478,1.1518481,"('unkind', 'kind')",1.2903478,1.1518481,-0.1384997
33,-0.9121222,-0.9511066,"('wrong', 'right')",-0.9121222,-0.9511066,-0.0389844
34,4.486732,4.621686,"('mean', 'honorable')",4.486732,4.621686,0.134954
35,-1.369814,-1.677481,"('corrupt', 'incorrupt')",-1.369814,-1.6774811,-0.3076671
36,-1.2025698,-1.3595403,"('hostile', 'amicable')",-1.2025698,-1.3595403,-0.1569705
37,0.6805197,0.6622773,"('fake', 'genuine')",0.6805197,0.6622773,-0.0182424
38,-0.4860906,-0.4256094,"('untruthful', 'truthful')",-0.4860906,-0.4256094,0.0604812
39,0.55232835,0.59261143,"('exploitative', 'cooperative')",0.5523283,0.5926114,0.0402831
40,-1.3613428,-1.5281838,"('stingy', 'generous')",-1.3613428,-1.5281838,-0.166841
41,0.31858313,0.3078203,"('unforgiving', 'forgiving')",0.3185831,0.3078203,-0.0107628
42,-1.6926016,-1.6800382,"('unreliable', 'reliable')",-1.6926016,-1.6800382,0.0125634
43,1.4048364,1.4764041,"('irresponsible', 'responsible')",1.4048364,1.4764041,0.0715677
44,-0.94099194,-0.9122258,"('prejudiced', 'unprejudiced')",-0.9409919,-0.9122258,0.0287661
45,0.41464365,0.32914755,"('incompetent', 'competent')",0.4146436,0.3291475,-0.0854961
46,-0.074529685,0.0074703544,"('uncompetitive', 'competitive')",-0.0745297,0.0074704,0.0820001
47,4.840309,4.96651,"('stupid', 'smart')",4.8403091,4.9665098,0.1262007
48,0.5708587,0.5190001,"('unintelligent', 'intelligent')",0.5708587,0.5190001,-0.0518586
49,-0.106421955,-0.02793335,"('unable', 'able')",-0.106422,-0.0279333,0.0784887
50,-0.3427046,-0.37203318,"('clumsy', 'skillful')",-0.3427046,-0.3720332,-0.0293286
51,0.3397452,0.26449212,"('uneducated', 'educated')",0.3397452,0.2644921,-0.0752531
52,-0.560096,-0.7705237,"('irrational', 'rational')",-0.560096,-0.7705237,-0.2104277
53,-0.22114542,-0.2661339,"('uncreative', 'creative')",-0.2211454,-0.2661339,-0.0449885
54,0.60326993,0.6701563,"('incapable', 'capable')",0.6032699,0.6701563,0.0668864
