,ruffle_male,ruffle_female,tuple,average_male,average_female,female-male
0,0.22668761,0.19493322,"('unsociable', 'sociable')",0.2266876,0.1949332,-0.0317544
1,-0.9441381,-1.0936413,"('unfriendly', 'friendly')",-0.9441381,-1.0936413,-0.1495032
2,-0.32733983,-0.2305187,"('unlikable', 'likable')",-0.3273398,-0.2305187,0.0968211
3,-0.22165288,-0.12568222,"('repellent', 'pleasant')",-0.2216529,-0.1256822,0.0959707
4,-3.7557003,-3.878732,"('disliked', 'liked')",-3.7557003,-3.878732,-0.1230317
5,-1.3093989,-1.3910301,"('distant', 'outgoing')",-1.3093989,-1.3910301,-0.0816312
6,-1.2776698,-1.4690048,"('distant', 'open')",-1.2776698,-1.4690048,-0.191335
7,0.55574095,0.71782,"('insensitive', 'sensitive')",0.555741,0.71782,0.162079
8,-1.0307118,-1.1000566,"('unaffectionate', 'affectionate')",-1.0307118,-1.1000566,-0.0693448
9,-0.88203055,-0.8578308,"('unaffectionate', 'caring')",-0.8820305,-0.8578308,0.0241997
10,0.48245862,0.63914204,"('unsympathetic', 'sympathetic')",0.4824586,0.639142,0.1566834
11,0.48306435,0.8430326,"('unhelpful', 'helpful')",0.4830644,0.8430326,0.3599682
12,-1.266544,-1.1229886,"('unsupportive', 'supportive')",-1.266544,-1.1229886,0.1435554
13,-0.53292865,-0.2855416,"('impolite', 'polite')",-0.5329286,-0.2855416,0.247387
14,1.3479522,1.4172217,"('antisocial', 'social')",1.3479522,1.4172217,0.0692695
15,0.3395128,0.17765015,"('boring', 'funny')",0.3395128,0.1776502,-0.1618626
16,-2.1730354,-1.8006226,"('unpopular', 'popular')",-2.1730354,-1.8006226,0.3724128
17,-0.66616887,-0.53106356,"('nasty', 'nice')",-0.6661689,-0.5310636,0.1351053
18,-1.2119046,-1.1248254,"('disagreeable', 'welcoming')",-1.2119046,-1.1248254,0.0870792
19,-1.8278377,-1.7209749,"('inhospitable', 'hospitable')",-1.8278377,-1.7209749,0.1068628
20,0.33887458,0.30603892,"('rough', 'thoughtful')",0.3388746,0.3060389,-0.0328357
21,0.14602447,0.27750653,"('immoral', 'moral')",0.1460245,0.2775065,0.131482
22,1.0448481,1.0709068,"('untrustworthy', 'trustworthy')",1.0448481,1.0709068,0.0260587
23,2.3948092,2.651353,"('insincere', 'sincere')",2.3948092,2.6513529,0.2565437
24,0.028838508,0.10921255,"('dishonest', 'honest')",0.0288385,0.1092125,0.080374
25,-0.41959637,-0.47393167,"('egoistic', 'altruistic')",-0.4195964,-0.4739317,-0.0543353
26,1.4012707,0.9356076,"('hardhearted', 'benevolent')",1.4012707,0.9356076,-0.4656631
27,0.110195145,-0.007443213,"('hardhearted', 'softhearted')",0.1101951,-0.0074432,-0.1176383
28,-0.21818727,-0.23836334,"('disloyal', 'loyal')",-0.2181873,-0.2383633,-0.020176
