,illumina_male,illumina_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9036559,-0.9744058,"('unsociable', 'sociable')",-0.12831992,-0.2283581,-0.5159879,-0.601382,-0.0853941
1,-1.6171374,-1.7907223,"('unfriendly', 'friendly')",1.6970259,1.4282343,0.0399442,-0.181244,-0.2211882
2,0.12777682,0.09158312,"('unlikable', 'likable')",0.70790386,0.7484823,0.4178403,0.4200327,0.0021924
3,-0.74466974,-0.573756,"('repellent', 'pleasant')",0.2152437,0.34188226,-0.264713,-0.1159369,0.1487761
4,0.034957737,-0.06625027,"('disliked', 'liked')",-5.7221546,-5.642732,-2.8435984,-2.8544912,-0.0108928
5,-1.139069,-1.1754402,"('distant', 'outgoing')",-0.25874472,-0.37952134,-0.6989068,-0.7774808,-0.078574
6,-1.3822978,-1.4178605,"('distant', 'open')",0.07463147,-0.10322487,-0.6538332,-0.7605427,-0.1067095
7,-0.7735891,-0.61173296,"('insensitive', 'sensitive')",0.93723255,0.9704696,0.0818217,0.1793683,0.0975466
8,-1.3621142,-1.4790487,"('unaffectionate', 'affectionate')",0.6466766,0.45146102,-0.3577188,-0.5137938,-0.156075
9,-1.4780117,-1.5105618,"('unaffectionate', 'caring')",0.96181524,0.88506716,-0.2580982,-0.3127473,-0.0546491
10,-1.412751,-1.2296437,"('unsympathetic', 'sympathetic')",-0.11127724,-0.10871202,-0.7620141,-0.6691779,0.0928362
11,-0.80471456,-0.7033335,"('unhelpful', 'helpful')",1.9949998,2.0961971,0.5951426,0.6964318,0.1012892
12,-0.7838387,-0.67638624,"('unsupportive', 'supportive')",-1.4845979,-1.3589989,-1.1342183,-1.0176926,0.1165257
13,-1.0265709,-1.1132691,"('impolite', 'polite')",-0.2985469,-0.23734379,-0.6625589,-0.6753064,-0.0127475
14,0.0016415156,0.05286521,"('antisocial', 'social')",0.06893117,0.12302327,0.0352863,0.0879442,0.0526579
15,-0.006467689,-0.18537104,"('boring', 'funny')",0.66679746,0.5512005,0.3301649,0.1829147,-0.1472502
16,-0.41053367,-0.3781119,"('unpopular', 'popular')",0.42248562,0.43763116,0.005976,0.0297596,0.0237836
17,-0.17524417,-0.16280477,"('nasty', 'nice')",-0.088403665,-0.092959814,-0.1318239,-0.1278823,0.0039416
18,-0.38247055,-0.30340415,"('disagreeable', 'welcoming')",-0.30795658,-0.32128012,-0.3452136,-0.3123421,0.0328715
19,-1.9618655,-2.0155609,"('inhospitable', 'hospitable')",-0.33126885,-0.42210236,-1.1465672,-1.2188317,-0.0722645
20,0.67122066,0.75896347,"('rough', 'thoughtful')",1.2876142,1.2886665,0.9794174,1.0238149,0.0443975
21,-0.35226893,-0.2447532,"('immoral', 'moral')",-0.30574992,-0.13458432,-0.3290094,-0.1896688,0.1393406
22,-0.18131557,-0.12275872,"('untrustworthy', 'trustworthy')",-0.6925834,-0.656047,-0.4369495,-0.3894029,0.0475466
23,-0.92927945,-0.8097429,"('insincere', 'sincere')",5.466975,5.375963,2.2688479,2.2831101,0.0142622
24,-1.5817289,-1.6581615,"('dishonest', 'honest')",0.8963641,0.84413683,-0.3426824,-0.4070123,-0.0643299
25,0.09219015,0.065021224,"('egoistic', 'altruistic')",1.4192144,1.271222,0.7557023,0.6681216,-0.0875807
26,0.4266135,0.29848295,"('hardhearted', 'benevolent')",1.9230493,1.7486447,1.1748314,1.0235639,-0.1512675
27,-0.44332752,-0.3541482,"('hardhearted', 'softhearted')",1.3283885,1.2216834,0.4425305,0.4337676,-0.0087629
28,-0.5210371,-0.5336423,"('disloyal', 'loyal')",1.0147592,0.93648493,0.246861,0.2014213,-0.0454397
29,-0.46957713,-0.47654897,"('unfair', 'fair')",-0.60753953,-0.79699916,-0.5385584,-0.6367741,-0.0982157
30,-0.27603462,-0.26709816,"('intolerant', 'tolerant')",1.8971775,1.9071995,0.8105714,0.8200507,0.0094793
31,-1.508745,-1.6221523,"('evil', 'good')",-1.1920831,-1.4015164,-1.350414,-1.5118344,-0.1614204
32,-0.42413595,-0.40380192,"('unkind', 'kind')",0.94107175,0.80559164,0.2584679,0.2008949,-0.057573
33,-0.14032385,-0.22333519,"('wrong', 'right')",-0.36785278,-0.39704594,-0.2540883,-0.3101906,-0.0561023
34,-0.5315177,-0.512227,"('mean', 'honorable')",5.5681944,5.5451913,2.5183384,2.5164821,-0.0018563
35,0.7344554,0.6726155,"('corrupt', 'incorrupt')",-0.29849327,-0.5554542,0.2179811,0.0585807,-0.1594004
36,-0.77002615,-0.9070403,"('hostile', 'amicable')",-0.3334534,-0.6324567,-0.5517398,-0.7697485,-0.2180087
37,-0.68527716,-0.58977985,"('fake', 'genuine')",0.34589693,0.34909257,-0.1696901,-0.1203436,0.0493465
38,-0.93352467,-0.90194845,"('untruthful', 'truthful')",0.04001426,0.13666216,-0.4467552,-0.3826432,0.064112
39,-0.22349593,-0.198993,"('exploitative', 'cooperative')",0.3217041,0.36355546,0.0491041,0.0822812,0.0331771
40,0.17560375,0.2109931,"('stingy', 'generous')",-1.203413,-1.2471646,-0.5139046,-0.5180858,-0.0041812
41,-0.7700909,-0.77491355,"('unforgiving', 'forgiving')",0.17813897,0.13264501,-0.295976,-0.3211343,-0.0251583
42,0.6421922,0.8423718,"('unreliable', 'reliable')",-2.5688732,-2.3291337,-0.9633405,-0.743381,0.2199595
43,-1.4088606,-1.2768624,"('irresponsible', 'responsible')",0.6660391,0.683137,-0.3714107,-0.2968627,0.074548
