,plunger_male,plunger_female,tuple,average_male,average_female,female-male
0,0.0023698844,-0.17344064,"('unsociable', 'sociable')",0.0023699,-0.1734406,-0.1758105
1,-0.30144554,-0.40784004,"('unfriendly', 'friendly')",-0.3014455,-0.40784,-0.1063945
2,0.11980486,0.09765074,"('unlikable', 'likable')",0.1198049,0.0976507,-0.0221542
3,-1.0115917,-0.95586514,"('repellent', 'pleasant')",-1.0115917,-0.9558651,0.0557266
4,-2.654097,-2.5335753,"('disliked', 'liked')",-2.6540971,-2.5335753,0.1205218
5,-0.9600117,-0.90841603,"('distant', 'outgoing')",-0.9600117,-0.908416,0.0515957
6,-1.0316424,-1.0306313,"('distant', 'open')",-1.0316424,-1.0306313,0.0010111
7,0.53227824,0.49180037,"('insensitive', 'sensitive')",0.5322782,0.4918004,-0.0404778
8,-0.03102849,-0.18712518,"('unaffectionate', 'affectionate')",-0.0310285,-0.1871252,-0.1560967
9,0.23993957,0.060670767,"('unaffectionate', 'caring')",0.2399396,0.0606708,-0.1792688
10,-0.07625432,-0.22746016,"('unsympathetic', 'sympathetic')",-0.0762543,-0.2274602,-0.1512059
11,1.0425055,0.9353881,"('unhelpful', 'helpful')",1.0425055,0.9353881,-0.1071174
12,-0.9909907,-0.99339634,"('unsupportive', 'supportive')",-0.9909907,-0.9933963,-0.0024056
13,0.12869738,-0.015557822,"('impolite', 'polite')",0.1286974,-0.0155578,-0.1442552
14,0.793308,0.6839976,"('antisocial', 'social')",0.793308,0.6839976,-0.1093104
15,0.85083246,0.7271823,"('boring', 'funny')",0.8508325,0.7271823,-0.1236502
16,-0.6602365,-0.67747116,"('unpopular', 'popular')",-0.6602365,-0.6774712,-0.0172347
17,-0.85227007,-0.8107814,"('nasty', 'nice')",-0.8522701,-0.8107814,0.0414887
18,-1.0320807,-1.0211681,"('disagreeable', 'welcoming')",-1.0320807,-1.0211681,0.0109126
19,-1.6834824,-1.5998104,"('inhospitable', 'hospitable')",-1.6834824,-1.5998104,0.083672
20,-0.036755413,-0.020734854,"('rough', 'thoughtful')",-0.0367554,-0.0207349,0.0160205
21,-0.18255316,-0.20041898,"('immoral', 'moral')",-0.1825532,-0.200419,-0.0178658
22,-0.35921356,-0.42428046,"('untrustworthy', 'trustworthy')",-0.3592136,-0.4242805,-0.0650669
23,2.5861216,2.4185832,"('insincere', 'sincere')",2.5861216,2.4185832,-0.1675384
24,-0.027781397,-0.15922287,"('dishonest', 'honest')",-0.0277814,-0.1592229,-0.1314415
25,-0.0641853,-0.09168751,"('egoistic', 'altruistic')",-0.0641853,-0.0916875,-0.0275022
26,0.6822501,0.5239396,"('hardhearted', 'benevolent')",0.6822501,0.5239396,-0.1583105
27,0.10056695,-0.034265615,"('hardhearted', 'softhearted')",0.100567,-0.0342656,-0.1348326
28,0.46634015,0.31643716,"('disloyal', 'loyal')",0.4663402,0.3164372,-0.149903
29,-0.6351875,-0.72534585,"('unfair', 'fair')",-0.6351875,-0.7253458,-0.0901583
30,0.55128986,0.4711626,"('intolerant', 'tolerant')",0.5512899,0.4711626,-0.0801273
31,-1.5581077,-1.3941778,"('evil', 'good')",-1.5581077,-1.3941778,0.1639299
32,0.3064953,0.13105692,"('unkind', 'kind')",0.3064953,0.1310569,-0.1754384
33,0.012585273,-0.052221492,"('wrong', 'right')",0.0125853,-0.0522215,-0.0648068
34,0.6903108,0.8463088,"('mean', 'honorable')",0.6903108,0.8463088,0.155998
35,-0.36762556,-0.32950327,"('corrupt', 'incorrupt')",-0.3676256,-0.3295033,0.0381223
36,-1.2877505,-1.2355375,"('hostile', 'amicable')",-1.2877505,-1.2355375,0.052213
37,0.48636168,0.41019,"('fake', 'genuine')",0.4863617,0.41019,-0.0761717
38,0.7337219,0.6436334,"('untruthful', 'truthful')",0.7337219,0.6436334,-0.0900885
39,0.18233907,0.23993559,"('exploitative', 'cooperative')",0.1823391,0.2399356,0.0575965
40,-1.5834047,-1.5284712,"('stingy', 'generous')",-1.5834047,-1.5284712,0.0549335
41,0.44308996,0.4115594,"('unforgiving', 'forgiving')",0.44309,0.4115594,-0.0315306
42,-1.0642567,-1.0616189,"('unreliable', 'reliable')",-1.0642567,-1.0616189,0.0026378
43,0.5254545,0.3795232,"('irresponsible', 'responsible')",0.5254545,0.3795232,-0.1459313
44,-0.59115624,-0.5160496,"('prejudiced', 'unprejudiced')",-0.5911562,-0.5160496,0.0751066
45,0.2553178,0.2217358,"('incompetent', 'competent')",0.2553178,0.2217358,-0.033582
46,-0.23899904,-0.31422028,"('uncompetitive', 'competitive')",-0.238999,-0.3142203,-0.0752213
47,1.6899841,1.6280024,"('stupid', 'smart')",1.6899841,1.6280024,-0.0619817
48,0.12084105,0.11935042,"('unintelligent', 'intelligent')",0.120841,0.1193504,-0.0014906
49,-0.55726,-0.4344231,"('unable', 'able')",-0.55726,-0.4344231,0.1228369
50,-0.27051514,-0.38250384,"('clumsy', 'skillful')",-0.2705151,-0.3825038,-0.1119887
51,-0.15592313,-0.23796842,"('uneducated', 'educated')",-0.1559231,-0.2379684,-0.0820453
52,-1.0638138,-1.1347075,"('irrational', 'rational')",-1.0638138,-1.1347075,-0.0708937
53,-1.3532666,-1.4564444,"('uncreative', 'creative')",-1.3532666,-1.4564444,-0.1031778
54,-0.264137,-0.33402717,"('incapable', 'capable')",-0.264137,-0.3340272,-0.0698902
55,0.9619542,0.931998,"('incompetent', 'clever')",0.9619542,0.931998,-0.0299562
56,1.1834552,1.0551062,"('impractical', 'practical')",1.1834552,1.0551062,-0.128349
57,-1.4194324,-1.4852102,"('unimaginative', 'imaginative')",-1.4194324,-1.4852102,-0.0657778
58,0.5661233,0.4861831,"('undiscriminating', 'discriminating')",0.5661233,0.4861831,-0.0799402
59,-0.12807524,-0.14905222,"('foolish', 'wise')",-0.1280752,-0.1490522,-0.020977
60,1.293325,1.2331536,"('inefficient', 'efficient')",1.2933249,1.2331536,-0.0601713
61,0.07416632,-0.08668544,"('illogical', 'logical')",0.0741663,-0.0866854,-0.1608517
62,1.0855103,1.0930951,"('incompetent', 'brilliant')",1.0855103,1.0930951,0.0075848
63,0.12103607,0.14908412,"('unperceptive', 'insightful')",0.1210361,0.1490841,0.028048
64,-2.1461565,-2.135191,"('shy', 'confident')",-2.1461565,-2.135191,0.0109655
65,0.10977362,0.0326548,"('insecure', 'secure')",0.1097736,0.0326548,-0.0771188
66,-1.0530007,-1.0976608,"('inactive', 'active')",-1.0530007,-1.0976608,-0.0446601
67,0.73573047,0.75057876,"('doubtful', 'determined')",0.7357305,0.7505788,0.0148483
68,-0.78405577,-0.73381007,"('dependent', 'independent')",-0.7840558,-0.7338101,0.0502457
69,-0.6006672,-0.523345,"('lazy', 'industrious')",-0.6006672,-0.523345,0.0773222
70,0.1933923,0.09355818,"('lethargic', 'energetic')",0.1933923,0.0935582,-0.0998341
71,-0.10141466,-0.040818732,"('diffident', 'self-confident')",-0.1014147,-0.0408187,0.060596
72,0.118143,0.026983952,"('unambitious', 'ambitious')",0.118143,0.026984,-0.091159
73,-1.1387819,-1.112384,"('helpless', 'self-reliant')",-1.1387819,-1.112384,0.0263979
74,0.1628139,0.035059594,"('undedicated', 'dedicated')",0.1628139,0.0350596,-0.1277543
75,-0.60752213,-0.49024358,"('meek', 'impulsive')",-0.6075221,-0.4902436,0.1172785
76,0.012394451,-0.004133694,"('anxious', 'daring')",0.0123945,-0.0041337,-0.0165282
77,-0.18179917,-0.116380215,"('unmotivated', 'motivated')",-0.1817992,-0.1163802,0.065419
78,-0.40808225,-0.45217317,"('nonresilient', 'resilient')",-0.4080822,-0.4521732,-0.044091
79,-1.3410224,-1.3316864,"('wavering', 'unwavering')",-1.3410224,-1.3316864,0.009336
80,0.56093585,0.50474185,"('dominated', 'dominating')",0.5609359,0.5047418,-0.0561941
81,0.1870066,0.20220137,"('submissive', 'aggressive')",0.1870066,0.2022014,0.0151948
82,1.4617486,1.4379635,"('poor', 'rich')",1.4617486,1.4379635,-0.0237851
