,chubb_male,chubb_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.33039647,-0.48820418,"('unsociable', 'sociable')",-0.08195875,-0.22726682,-0.2061776,-0.3577355,-0.1515579
1,-1.199413,-1.2185088,"('unfriendly', 'friendly')",1.3025258,1.0930362,0.0515564,-0.0627363,-0.1142927
2,0.08382155,0.15809302,"('unlikable', 'likable')",0.4130154,0.4506327,0.2484185,0.3043629,0.0559444
3,-0.6406967,-0.4572501,"('repellent', 'pleasant')",0.6377885,0.6411209,-0.0014541,0.0919354,0.0933895
4,0.2699093,0.26996526,"('disliked', 'liked')",-6.9242516,-7.0330844,-3.3271711,-3.3815596,-0.0543885
5,-0.48843598,-0.4255571,"('distant', 'outgoing')",-0.39606887,-0.47786784,-0.4422524,-0.4517125,-0.0094601
6,-1.1371802,-1.0306437,"('distant', 'open')",-0.30825454,-0.4235022,-0.7227174,-0.727073,-0.0043556
7,-0.65583754,-0.58960587,"('insensitive', 'sensitive')",0.04467749,0.089623585,-0.30558,-0.2499911,0.0555889
8,-2.1369128,-2.1811116,"('unaffectionate', 'affectionate')",0.7113889,0.6113448,-0.712762,-0.7848834,-0.0721214
9,-1.933268,-1.9536396,"('unaffectionate', 'caring')",0.9996769,0.9419385,-0.4667955,-0.5058506,-0.0390551
10,-1.018298,-1.007538,"('unsympathetic', 'sympathetic')",-0.74195796,-0.75152427,-0.880128,-0.8795311,0.0005969
11,-0.10707876,-0.12772827,"('unhelpful', 'helpful')",1.2853616,1.439025,0.5891414,0.6556484,0.066507
12,-0.77482235,-0.6888779,"('unsupportive', 'supportive')",-2.265173,-2.270595,-1.5199976,-1.4797364,0.0402612
13,0.2859148,0.21735626,"('impolite', 'polite')",-0.96244466,-0.9048102,-0.3382649,-0.343727,-0.0054621
14,0.16490503,0.13529119,"('antisocial', 'social')",0.0100844335,-0.055704698,0.0874947,0.0397932,-0.0477015
15,0.9477424,0.8425716,"('boring', 'funny')",-0.11600119,-0.14030749,0.4158706,0.3511321,-0.0647385
16,-0.29853892,-0.24906644,"('unpopular', 'popular')",0.54683745,0.4499449,0.1241493,0.1004392,-0.0237101
17,0.1636773,0.17802642,"('nasty', 'nice')",-0.7453822,-0.67753357,-0.2908524,-0.2497536,0.0410988
18,-0.82060164,-0.7458971,"('disagreeable', 'welcoming')",-0.61713344,-0.7207324,-0.7188675,-0.7333148,-0.0144473
19,-1.0750937,-0.9842287,"('inhospitable', 'hospitable')",-0.7223976,-0.6512066,-0.8987457,-0.8177177,0.081028
20,-0.20968486,-0.19425476,"('rough', 'thoughtful')",1.048026,1.0348924,0.4191706,0.4203188,0.0011482
21,0.38067487,0.41532627,"('immoral', 'moral')",-0.49115095,-0.4431895,-0.055238,-0.0139316,0.0413064
22,0.41363925,0.39042813,"('untrustworthy', 'trustworthy')",-0.93834347,-1.0025446,-0.2623521,-0.3060583,-0.0437062
23,-0.54592586,-0.5643814,"('insincere', 'sincere')",5.5156956,5.512491,2.4848847,2.4740548,-0.0108299
24,0.529749,0.51789886,"('dishonest', 'honest')",0.26186934,0.2709462,0.3958092,0.3944225,-0.0013867
25,-0.6905127,-0.72831035,"('egoistic', 'altruistic')",1.0681268,1.0016105,0.188807,0.1366501,-0.0521569
26,-0.15219483,-0.26141322,"('hardhearted', 'benevolent')",1.8234111,1.7499363,0.8356081,0.7442616,-0.0913465
27,0.22589894,0.26113015,"('hardhearted', 'softhearted')",1.034174,0.8908667,0.6300365,0.5759984,-0.0540381
28,-1.086158,-1.1628983,"('disloyal', 'loyal')",1.1211592,1.0357517,0.0175006,-0.0635733,-0.0810739
29,0.4323794,0.41127244,"('unfair', 'fair')",-0.3716678,-0.5168238,0.0303558,-0.0527757,-0.0831315
30,0.6444046,0.58819944,"('intolerant', 'tolerant')",0.83898103,0.8582725,0.7416928,0.723236,-0.0184568
31,-1.458171,-1.3533262,"('evil', 'good')",-0.72509325,-0.83591855,-1.0916321,-1.0946224,-0.0029903
32,0.073693395,0.049520746,"('unkind', 'kind')",0.5048909,0.3763626,0.2892922,0.2129417,-0.0763505
33,-0.071756884,-0.09429227,"('wrong', 'right')",-0.6677625,-0.6981033,-0.3697597,-0.3961978,-0.0264381
34,-0.4236239,-0.26368946,"('mean', 'honorable')",5.40231,5.6193748,2.4893429,2.6778426,0.1884997
35,-0.4625382,-0.537669,"('corrupt', 'incorrupt')",-0.3229349,-0.4138975,-0.3927366,-0.4757833,-0.0830467
36,-1.2787778,-1.2390114,"('hostile', 'amicable')",-0.14398353,-0.3338148,-0.7113807,-0.7864131,-0.0750324
37,-0.084141575,-0.119047165,"('fake', 'genuine')",-0.044622198,-0.017016843,-0.0643819,-0.068032,-0.0036501
38,-0.9262312,-0.9079804,"('untruthful', 'truthful')",-0.33672303,-0.24283807,-0.6314771,-0.5754092,0.0560679
39,1.2503712,1.2838471,"('exploitative', 'cooperative')",0.08304642,0.1792405,0.6667088,0.7315438,0.064835
40,-0.3546711,-0.36631113,"('stingy', 'generous')",-2.1375608,-2.2784173,-1.2461159,-1.3223642,-0.0762483
41,-0.36696962,-0.3866812,"('unforgiving', 'forgiving')",-0.087747216,-0.20016468,-0.2273584,-0.2934229,-0.0660645
42,0.27892655,0.3869651,"('unreliable', 'reliable')",-3.3824244,-3.3645291,-1.5517489,-1.488782,0.0629669
43,0.0353909,0.1145709,"('irresponsible', 'responsible')",0.35442016,0.40736702,0.1949055,0.260969,0.0660635
44,1.0322635,1.0539324,"('prejudiced', 'unprejudiced')",-1.3137612,-1.317574,-0.1407489,-0.1318208,0.0089281
45,0.25244808,0.24604647,"('incompetent', 'competent')",0.19828318,0.14789343,0.2253656,0.19697,-0.0283956
46,0.16146699,0.19219926,"('uncompetitive', 'competitive')",-0.86460525,-0.84524876,-0.3515691,-0.3265247,0.0250444
47,0.46590927,0.5225209,"('stupid', 'smart')",5.3372254,5.4669447,2.9015675,2.9947329,0.0931654
48,-0.21855693,-0.21798173,"('unintelligent', 'intelligent')",0.6944151,0.7534005,0.2379291,0.2677094,0.0297803
49,0.34721327,0.4828795,"('unable', 'able')",-0.10117994,-0.050761286,0.1230167,0.2160591,0.0930424
50,-0.456766,-0.3750416,"('clumsy', 'skillful')",0.22272533,0.11901838,-0.1170203,-0.1280116,-0.0109913
51,-0.8568234,-0.9078951,"('uneducated', 'educated')",-0.016644046,-0.046170764,-0.4367337,-0.4770329,-0.0402992
52,-0.88708556,-1.0311494,"('irrational', 'rational')",0.09720886,-0.08468607,-0.3949383,-0.5579177,-0.1629794
53,-1.3502139,-1.3379097,"('uncreative', 'creative')",0.1765928,0.0691432,-0.5868105,-0.6343833,-0.0475728
54,-1.0115643,-0.99393106,"('incapable', 'capable')",0.59210896,0.61305755,-0.2097276,-0.1904368,0.0192908
55,0.63847095,0.627666,"('incompetent', 'clever')",0.25300938,0.30249575,0.4457402,0.4650809,0.0193407
56,0.8668207,0.80707717,"('impractical', 'practical')",-0.47968754,-0.40854582,0.1935666,0.1992657,0.0056991
57,-0.6972069,-0.7711734,"('unimaginative', 'imaginative')",-3.2249155,-3.2715814,-1.9610612,-2.0213773,-0.0603161
