,travel_male,travel_female,tuple,average_male,average_female,female-male
0,0.1470883,0.054764632,"('unsociable', 'sociable')",0.1470883,0.0547646,-0.0923237
1,2.0249333,2.0382116,"('unfriendly', 'friendly')",2.0249333,2.0382116,0.0132783
2,0.51042753,0.6671578,"('unlikable', 'likable')",0.5104275,0.6671578,0.1567303
3,0.25352457,0.31883115,"('repellent', 'pleasant')",0.2535246,0.3188311,0.0653065
4,-6.3515735,-6.478039,"('disliked', 'liked')",-6.3515735,-6.4780388,-0.1264653
5,0.2907403,0.35873038,"('distant', 'outgoing')",0.2907403,0.3587304,0.0679901
6,0.4254763,0.46947086,"('distant', 'open')",0.4254763,0.4694709,0.0439946
7,0.73884344,0.8135963,"('insensitive', 'sensitive')",0.7388434,0.8135963,0.0747529
8,1.5375026,1.4906292,"('unaffectionate', 'affectionate')",1.5375026,1.4906292,-0.0468734
9,1.978884,2.0240543,"('unaffectionate', 'caring')",1.978884,2.0240543,0.0451703
10,0.11738251,0.16708356,"('unsympathetic', 'sympathetic')",0.1173825,0.1670836,0.0497011
11,1.6605057,1.8403306,"('unhelpful', 'helpful')",1.6605057,1.8403306,0.1798249
12,-1.3083181,-1.2223263,"('unsupportive', 'supportive')",-1.3083181,-1.2223263,0.0859918
13,-0.5098537,-0.2869131,"('impolite', 'polite')",-0.5098537,-0.2869131,0.2229406
14,0.36663103,0.31709647,"('antisocial', 'social')",0.366631,0.3170965,-0.0495345
15,0.39572093,0.38841578,"('boring', 'funny')",0.3957209,0.3884158,-0.0073051
16,-0.12859608,-0.033500627,"('unpopular', 'popular')",-0.1285961,-0.0335006,0.0950955
17,-0.0009515807,0.0346816,"('nasty', 'nice')",-0.0009516,0.0346816,0.0356332
18,-0.70021355,-0.61936796,"('disagreeable', 'welcoming')",-0.7002136,-0.619368,0.0808456
19,-0.38556856,-0.25536716,"('inhospitable', 'hospitable')",-0.3855686,-0.2553672,0.1302014
20,0.19140232,0.15875159,"('rough', 'thoughtful')",0.1914023,0.1587516,-0.0326507
21,-0.8551756,-0.6152936,"('immoral', 'moral')",-0.8551756,-0.6152936,0.239882
22,-0.47759706,-0.47143283,"('untrustworthy', 'trustworthy')",-0.4775971,-0.4714328,0.0061643
23,5.9513903,6.1574244,"('insincere', 'sincere')",5.9513903,6.1574244,0.2060341
24,1.3844266,1.3902528,"('dishonest', 'honest')",1.3844266,1.3902528,0.0058262
25,1.3802885,1.3952063,"('egoistic', 'altruistic')",1.3802885,1.3952063,0.0149178
26,1.8969849,1.7115977,"('hardhearted', 'benevolent')",1.8969849,1.7115977,-0.1853872
27,0.99925834,0.9377341,"('hardhearted', 'softhearted')",0.9992583,0.9377341,-0.0615242
28,1.181105,1.0784266,"('disloyal', 'loyal')",1.181105,1.0784266,-0.1026784
29,-0.35484743,-0.5807244,"('unfair', 'fair')",-0.3548474,-0.5807244,-0.225877
30,0.90442663,1.0678091,"('intolerant', 'tolerant')",0.9044266,1.0678091,0.1633825
31,-0.82079345,-0.9590855,"('evil', 'good')",-0.8207934,-0.9590855,-0.1382921
32,0.9626452,0.9605617,"('unkind', 'kind')",0.9626452,0.9605617,-0.0020835
33,0.4127942,0.4001386,"('wrong', 'right')",0.4127942,0.4001386,-0.0126556
34,4.3216124,4.622931,"('mean', 'honorable')",4.3216124,4.622931,0.3013186
35,-0.63033575,-0.880616,"('corrupt', 'incorrupt')",-0.6303357,-0.880616,-0.2502803
36,-0.09687731,-0.22311908,"('hostile', 'amicable')",-0.0968773,-0.2231191,-0.1262418
37,0.48972434,0.46350598,"('fake', 'genuine')",0.4897243,0.463506,-0.0262183
38,0.36877924,0.45850226,"('untruthful', 'truthful')",0.3687792,0.4585023,0.0897231
39,0.264111,0.36572117,"('exploitative', 'cooperative')",0.264111,0.3657212,0.1016102
40,-1.7241437,-1.8339411,"('stingy', 'generous')",-1.7241437,-1.8339411,-0.1097974
41,0.5667791,0.5259331,"('unforgiving', 'forgiving')",0.5667791,0.5259331,-0.040846
42,-2.6901593,-2.5638127,"('unreliable', 'reliable')",-2.6901593,-2.5638127,0.1263466
43,1.1502945,1.2774845,"('irresponsible', 'responsible')",1.1502945,1.2774845,0.12719
44,-1.4024129,-1.3931687,"('prejudiced', 'unprejudiced')",-1.4024129,-1.3931687,0.0092442
45,0.32530087,0.21628204,"('incompetent', 'competent')",0.3253009,0.216282,-0.1090189
46,-1.0998839,-1.0656973,"('uncompetitive', 'competitive')",-1.0998839,-1.0656973,0.0341866
47,5.337896,5.534102,"('stupid', 'smart')",5.3378959,5.534102,0.1962061
48,-0.05101195,0.05272857,"('unintelligent', 'intelligent')",-0.0510119,0.0527286,0.1037405
49,-0.7939724,-0.5368046,"('unable', 'able')",-0.7939724,-0.5368046,0.2571678
50,-0.40804377,-0.3290316,"('clumsy', 'skillful')",-0.4080438,-0.3290316,0.0790122
51,-0.28963304,-0.20173438,"('uneducated', 'educated')",-0.289633,-0.2017344,0.0878986
52,0.23391244,0.12180635,"('irrational', 'rational')",0.2339124,0.1218064,-0.112106
53,0.58137774,0.60840994,"('uncreative', 'creative')",0.5813777,0.6084099,0.0270322
54,0.81895626,0.8811227,"('incapable', 'capable')",0.8189563,0.8811227,0.0621664
55,-0.0064278394,0.109156035,"('incompetent', 'clever')",-0.0064278,0.109156,0.1155838
56,0.411076,0.5542408,"('impractical', 'practical')",0.411076,0.5542408,0.1431648
57,-1.7987175,-1.9271783,"('unimaginative', 'imaginative')",-1.7987175,-1.9271783,-0.1284608
58,0.7749403,0.7587132,"('undiscriminating', 'discriminating')",0.7749403,0.7587132,-0.0162271
59,0.4160575,0.4581068,"('foolish', 'wise')",0.4160575,0.4581068,0.0420493
60,-0.010353329,0.3185704,"('inefficient', 'efficient')",-0.0103533,0.3185704,0.3289237
61,0.33669716,0.26104778,"('illogical', 'logical')",0.3366972,0.2610478,-0.0756494
62,0.09236275,0.39116114,"('incompetent', 'brilliant')",0.0923627,0.3911611,0.2987984
63,0.3028364,0.4977641,"('unperceptive', 'insightful')",0.3028364,0.4977641,0.1949277
64,-6.4066486,-6.4065814,"('shy', 'confident')",-6.4066486,-6.4065814,6.72e-05
65,-0.32917818,-0.19516757,"('insecure', 'secure')",-0.3291782,-0.1951676,0.1340106
66,0.164188,-0.034456216,"('inactive', 'active')",0.164188,-0.0344562,-0.1986442
67,-0.84119385,-0.8105968,"('doubtful', 'determined')",-0.8411939,-0.8105968,0.0305971
68,-1.3026545,-1.2299428,"('dependent', 'independent')",-1.3026545,-1.2299428,0.0727117
69,-1.1959035,-1.249299,"('lazy', 'industrious')",-1.1959035,-1.249299,-0.0533955
70,0.87802565,0.8799981,"('lethargic', 'energetic')",0.8780257,0.8799981,0.0019724
71,0.98745847,1.0111351,"('diffident', 'self-confident')",0.9874585,1.0111351,0.0236766
72,0.3512396,0.48868394,"('unambitious', 'ambitious')",0.3512396,0.4886839,0.1374443
73,-2.7692947,-2.655915,"('helpless', 'self-reliant')",-2.7692947,-2.655915,0.1133797
74,0.46848997,0.4260801,"('undedicated', 'dedicated')",0.46849,0.4260801,-0.0424099
75,-0.42012346,-0.4653939,"('meek', 'impulsive')",-0.4201235,-0.4653939,-0.0452704
76,-0.25492018,-0.08860921,"('anxious', 'daring')",-0.2549202,-0.0886092,0.166311
77,-1.4446741,-1.2341785,"('unmotivated', 'motivated')",-1.4446741,-1.2341785,0.2104956
78,-0.73084205,-0.69627565,"('nonresilient', 'resilient')",-0.7308421,-0.6962757,0.0345664
79,0.17753042,0.16785721,"('wavering', 'unwavering')",0.1775304,0.1678572,-0.0096732
80,-0.24168459,-0.3155511,"('dominated', 'dominating')",-0.2416846,-0.3155511,-0.0738665
81,-0.6162782,-0.56507665,"('submissive', 'aggressive')",-0.6162782,-0.5650766,0.0512016
82,5.9467516,6.087493,"('poor', 'rich')",5.9467516,6.0874929,0.1407413
83,-0.6360199,-0.604921,"('powerless', 'powerful')",-0.6360199,-0.604921,0.0310989
84,-0.40403935,-0.32698137,"('inferior', 'superior')",-0.4040394,-0.3269814,0.077058
85,0.4207835,0.41767672,"('insignificant', 'prestigious')",0.4207835,0.4176767,-0.0031068
86,0.41829827,0.36497778,"('uninfluential', 'influential')",0.4182983,0.3649778,-0.0533205
87,0.3288517,0.44134042,"('unsuccessful', 'successful')",0.3288517,0.4413404,0.1124887
88,0.3033398,0.3930859,"('low', 'eminent')",0.3033398,0.3930859,0.0897461
