,pupil_male,pupil_female,tuple,average_male,average_female,female-male
0,0.75232226,0.6239598,"('unsociable', 'sociable')",0.7523223,0.6239598,-0.1283625
1,1.1152434,1.0035616,"('unfriendly', 'friendly')",1.1152434,1.0035616,-0.1116818
2,0.12116728,0.2972717,"('unlikable', 'likable')",0.1211673,0.2972717,0.1761044
3,0.5680279,0.7982394,"('repellent', 'pleasant')",0.5680279,0.7982394,0.2302115
4,-6.942025,-6.857698,"('disliked', 'liked')",-6.9420252,-6.857698,0.0843272
5,-1.1250396,-0.991145,"('distant', 'outgoing')",-1.1250396,-0.991145,0.1338946
6,-0.6165382,-0.68209493,"('distant', 'open')",-0.6165382,-0.6820949,-0.0655567
7,1.6403435,1.7179583,"('insensitive', 'sensitive')",1.6403435,1.7179583,0.0776148
8,0.69380975,0.6412387,"('unaffectionate', 'affectionate')",0.6938097,0.6412387,-0.052571
9,1.4798863,1.5072101,"('unaffectionate', 'caring')",1.4798863,1.5072101,0.0273238
10,1.5717431,1.6470714,"('unsympathetic', 'sympathetic')",1.5717431,1.6470714,0.0753283
11,2.522959,2.6036854,"('unhelpful', 'helpful')",2.522959,2.6036854,0.0807264
12,-0.9630406,-0.8708035,"('unsupportive', 'supportive')",-0.9630406,-0.8708035,0.0922371
13,0.5618551,0.6661114,"('impolite', 'polite')",0.5618551,0.6661114,0.1042563
14,0.5905461,0.6973407,"('antisocial', 'social')",0.5905461,0.6973407,0.1067946
15,0.37550336,0.38122147,"('boring', 'funny')",0.3755034,0.3812215,0.0057181
16,-0.7264156,-0.6155538,"('unpopular', 'popular')",-0.7264156,-0.6155538,0.1108618
17,-0.29206493,-0.36062786,"('nasty', 'nice')",-0.2920649,-0.3606279,-0.068563
18,-0.9527585,-0.9270458,"('disagreeable', 'welcoming')",-0.9527585,-0.9270458,0.0257127
19,-0.7337147,-0.7370333,"('inhospitable', 'hospitable')",-0.7337147,-0.7370333,-0.0033186
20,1.0182322,0.8953903,"('rough', 'thoughtful')",1.0182322,0.8953903,-0.1228419
21,0.5731245,0.7570524,"('immoral', 'moral')",0.5731245,0.7570524,0.1839279
22,0.22030249,0.29515857,"('untrustworthy', 'trustworthy')",0.2203025,0.2951586,0.0748561
23,6.881057,6.9298186,"('insincere', 'sincere')",6.8810568,6.9298186,0.0487618
24,2.0342858,2.1790771,"('dishonest', 'honest')",2.0342858,2.1790771,0.1447913
25,-0.08242938,-0.17601106,"('egoistic', 'altruistic')",-0.0824294,-0.1760111,-0.0935817
26,1.2797773,0.8323656,"('hardhearted', 'benevolent')",1.2797773,0.8323656,-0.4474117
27,1.151943,1.0280293,"('hardhearted', 'softhearted')",1.151943,1.0280293,-0.1239137
28,1.3685583,1.2890674,"('disloyal', 'loyal')",1.3685583,1.2890674,-0.0794909
29,-0.589292,-0.7080165,"('unfair', 'fair')",-0.589292,-0.7080165,-0.1187245
30,1.3442783,1.4553148,"('intolerant', 'tolerant')",1.3442783,1.4553148,0.1110365
31,-2.0211906,-2.0754383,"('evil', 'good')",-2.0211906,-2.0754383,-0.0542477
32,1.7850218,1.615541,"('unkind', 'kind')",1.7850218,1.615541,-0.1694808
33,-0.49099,-0.49290273,"('wrong', 'right')",-0.49099,-0.4929027,-0.0019127
34,3.8879583,4.087909,"('mean', 'honorable')",3.8879583,4.0879092,0.1999509
35,-1.6658158,-1.7475138,"('corrupt', 'incorrupt')",-1.6658158,-1.7475138,-0.081698
36,-1.217037,-1.4632581,"('hostile', 'amicable')",-1.217037,-1.4632581,-0.2462211
37,0.87258804,0.8398615,"('fake', 'genuine')",0.872588,0.8398615,-0.0327265
38,0.43450725,0.32973978,"('untruthful', 'truthful')",0.4345073,0.3297398,-0.1047675
39,0.21851349,0.17194371,"('exploitative', 'cooperative')",0.2185135,0.1719437,-0.0465698
40,-1.4270703,-1.4253329,"('stingy', 'generous')",-1.4270703,-1.4253329,0.0017374
